identifier	page
NCBITaxon:1120795	taxa/bacteria/arthrobacter_sp_148.html
NCBITaxon:1120797	taxa/bacteria/mycobacterium_sp_141.html
NCBITaxon:112090	taxa/eukaryota/aphanomyces_astaci.html
NCBITaxon:112091	taxa/eukaryota/aphanomyces_cochlioides.html
NCBITaxon:1120917	taxa/bacteria/acaricomes_phytoseiuli_dsm_14247.html
NCBITaxon:1120918	taxa/bacteria/acetitomaculum_ruminis_dsm_5522.html
NCBITaxon:1120919	taxa/bacteria/acetobacter_nitrogenifigens_dsm_23921_nbrc_105050.html
NCBITaxon:1120920	taxa/bacteria/acidaminobacter_hydrogenoformans_dsm_2784.html
NCBITaxon:1120921	taxa/bacteria/acidaminococcus_intestini_dsm_21505.html
NCBITaxon:1120923	taxa/bacteria/acidocella_aminolytica_101_dsm_11237.html
NCBITaxon:1120924	taxa/bacteria/acinetobacter_baylyi_dsm_14961_cip_107474.html
NCBITaxon:1120925	taxa/bacteria/acinetobacter_bouvetii_dsm_14964_cip_107468.html
NCBITaxon:1120926	taxa/bacteria/acinetobacter_gerneri_dsm_14967_cip_107464_mtcc_9824.html
NCBITaxon:1120927	taxa/bacteria/acinetobacter_tandoii_dsm_14970_cip_107469.html
NCBITaxon:1120928	taxa/bacteria/acinetobacter_tjernbergiae_dsm_14971_cip_107465.html
NCBITaxon:1120929	taxa/bacteria/acinetobacter_towneri_dsm_14962_cip_107472.html
NCBITaxon:1120930	taxa/bacteria/actinoalloteichus_caeruleus_dsm_43889.html
NCBITaxon:1120931	taxa/bacteria/actinobacillus_capsulatus_dsm_19761.html
NCBITaxon:1120932	taxa/bacteria/actinotignum_schaalii_dsm_15541.html
NCBITaxon:1120933	taxa/bacteria/actinotignum_urinale_dsm_15805.html
NCBITaxon:1120934	taxa/bacteria/actinokineospora_enzanensis_dsm_44649.html
NCBITaxon:1120935	taxa/bacteria/actinokineospora_inagensis_dsm_44258.html
NCBITaxon:1120936	taxa/bacteria/actinomadura_atramentaria_dsm_43919.html
NCBITaxon:1120937	taxa/bacteria/actinomadura_rifamycini_dsm_43936.html
NCBITaxon:1120938	taxa/bacteria/actinomadura_flavalba.html
NCBITaxon:1120940	taxa/bacteria/actinomadura_pelletieri_dsm_43383.html
NCBITaxon:1120941	taxa/bacteria/actinomyces_dentalis_dsm_19115.html
NCBITaxon:1120942	taxa/bacteria/schaalia_georgiae_dsm_6843.html
NCBITaxon:1120943	taxa/bacteria/actinomyces_gerencseriae_dsm_6844.html
NCBITaxon:1120944	taxa/bacteria/actinomyces_israelii_dsm_43320.html
NCBITaxon:1120945	taxa/bacteria/winkia_neuii_subsp_neuii_dsm_8576.html
NCBITaxon:1120946	taxa/bacteria/schaalia_suimastitidis_dsm_15538.html
NCBITaxon:1120947	taxa/bacteria/schaalia_vaccimaxillae_dsm_15804.html
NCBITaxon:1120948	taxa/bacteria/actinomycetospora_chiangmaiensis_dsm_45062.html
NCBITaxon:1120949	taxa/bacteria/paractinoplanes_globisporus_dsm_43857.html
NCBITaxon:1120950	taxa/bacteria/actinopolymorpha_alba_dsm_45243.html
NCBITaxon:1120951	taxa/bacteria/aequorivita_capsosiphonis_dsm_23843.html
NCBITaxon:1120952	taxa/bacteria/aerococcus_urinaeequi_dsm_20341_ccug_28094.html
NCBITaxon:1120953	taxa/bacteria/aestuariibacter_salexigens_dsm_15300.html
NCBITaxon:1120954	taxa/bacteria/aestuariimicrobium_kwangyangense_dsm_21549.html
NCBITaxon:1120955	taxa/bacteria/afifella_marina_dsm_2698.html
NCBITaxon:1120956	taxa/bacteria/afifella_pfennigii_dsm_17143.html
NCBITaxon:1120957	taxa/bacteria/aggregatibacter_actinomycetemcomitans_dsm_8324.html
NCBITaxon:1120958	taxa/bacteria/agrococcus_lahaulensis_dsm_17612.html
NCBITaxon:1120959	taxa/bacteria/agromyces_italicus_dsm_16388.html
NCBITaxon:1120960	taxa/bacteria/agromyces_subbeticus_dsm_16689.html
NCBITaxon:1120961	taxa/bacteria/ahrensia_kielensis_dsm_5890.html
NCBITaxon:1120962	taxa/bacteria/alcaligenes_phenolicus_dsm_16503.html
NCBITaxon:1120963	taxa/bacteria/algicola_sagamiensis_dsm_14643.html
NCBITaxon:1120964	taxa/bacteria/algoriphagus_boritolerans_dsm_17298_jcm_18970.html
NCBITaxon:1120965	taxa/bacteria/algoriphagus_mannitolivorans_dsm_15301.html
NCBITaxon:1120966	taxa/bacteria/algoriphagus_marincola_dsm_16067.html
NCBITaxon:1120967	taxa/bacteria/algoriphagus_terrigena_dsm_22685.html
NCBITaxon:1120968	taxa/bacteria/algoriphagus_vanfongensis_dsm_17529.html
NCBITaxon:1120969	taxa/bacteria/aliagarivorans_marinus_dsm_23064.html
NCBITaxon:1120970	taxa/bacteria/aliagarivorans_taiwanensis_dsm_22990.html
NCBITaxon:1120971	taxa/bacteria/alicyclobacillus_contaminans_dsm_17975.html
NCBITaxon:1120972	taxa/bacteria/alicyclobacillus_herbarius_dsm_13609.html
NCBITaxon:1120973	taxa/bacteria/effusibacillus_pohliae_dsm_22757.html
NCBITaxon:1120975	taxa/bacteria/alkalibacter_saccharofermentans_dsm_14828.html
NCBITaxon:1120976	taxa/bacteria/alkaliphilus_peptidifermentans_dsm_18978.html
NCBITaxon:1120977	taxa/bacteria/alkanindiges_illinoisensis_dsm_15370.html
NCBITaxon:1120978	taxa/bacteria/allofustis_seminis_dsm_15817.html
NCBITaxon:1120979	taxa/bacteria/alloscardovia_omnicolens_dsm_21503.html
NCBITaxon:1120980	taxa/bacteria/alysiella_crassa_dsm_2578.html
NCBITaxon:1120981	taxa/bacteria/alysiella_filiformis_dsm_16848.html
NCBITaxon:1120983	taxa/bacteria/amorphus_coralli_dsm_19760.html
NCBITaxon:1120984	taxa/bacteria/amycolatopsis_taiwanensis_dsm_45107.html
NCBITaxon:1120985	taxa/bacteria/anaeroarcus_burkinensis_dsm_6283.html
NCBITaxon:1120986	taxa/bacteria/acetomicrobium_thermoterrenum.html
NCBITaxon:1120987	taxa/bacteria/acetomicrobium_thermoterrenum_dsm_13490.html
NCBITaxon:1120988	taxa/bacteria/anaerobiospirillum_succiniciproducens_dsm_6400.html
NCBITaxon:1120989	taxa/bacteria/anaerobranca_californiensis_dsm_14826.html
NCBITaxon:1120990	taxa/bacteria/anaerobranca_gottschalkii_dsm_13577.html
NCBITaxon:1120991	taxa/bacteria/anaerobranca_zavarzinii_dsm_18970.html
NCBITaxon:1120992	taxa/bacteria/anaeromusa_acidaminophila_dsm_3853.html
NCBITaxon:1120994	taxa/bacteria/anaerosphaera_aminiphila.html
NCBITaxon:1120995	taxa/bacteria/anaerosphaera_aminiphila_dsm_21120.html
NCBITaxon:1120996	taxa/bacteria/anaerosporobacter_mobilis_dsm_15930.html
NCBITaxon:1120997	taxa/bacteria/anaerovibrio_lipolyticus_dsm_3074.html
NCBITaxon:1120998	taxa/bacteria/anaerovorax_odorimutans_dsm_5092.html
NCBITaxon:1120999	taxa/bacteria/andreprevotia_chitinilytica_dsm_18519.html
NCBITaxon:1121000	taxa/bacteria/andreprevotia_lacus.html
NCBITaxon:1121001	taxa/bacteria/andreprevotia_lacus_dsm_23236.html
NCBITaxon:1121002	taxa/bacteria/aneurinibacillus_terranovensis_dsm_18919.html
NCBITaxon:1121003	taxa/bacteria/aquamicrobium_aerolatum_dsm_21857.html
NCBITaxon:1121004	taxa/bacteria/aquaspirillum_serpens_dsm_68.html
NCBITaxon:1121005	taxa/bacteria/aquimarina_brevivitae_dsm_17196.html
NCBITaxon:1121006	taxa/bacteria/aquimarina_latercula_dsm_2041.html
NCBITaxon:1121007	taxa/bacteria/aquimarina_muelleri_dsm_19832.html
NCBITaxon:1121008	taxa/bacteria/aquimonas_voraii_dsm_16957.html
NCBITaxon:1121009	taxa/archaea/archaeoglobus_infectus_dsm_18877.html
NCBITaxon:1121010	taxa/bacteria/arcicella_aquatica_dsm_17092.html
NCBITaxon:1121011	taxa/bacteria/arenibacter_certesii_dsm_19833.html
NCBITaxon:1121012	taxa/bacteria/arenibacter_latericius_dsm_15913.html
NCBITaxon:1121013	taxa/bacteria/arenimonas_composti_tr7_09_dsm_18010.html
NCBITaxon:1121014	taxa/bacteria/arenimonas_donghaensis_dsm_18148_ho3_r19.html
NCBITaxon:1121015	taxa/bacteria/arenimonas_oryziterrae_dsm_21050_yc6267.html
NCBITaxon:1121016	taxa/bacteria/arhodomonas_aquaeolei_dsm_8974.html
NCBITaxon:1121017	taxa/bacteria/arsenicicoccus_bolidensis_dsm_15745.html
NCBITaxon:1121018	taxa/bacteria/arsenophonus_nasoniae_dsm_15247.html
NCBITaxon:1121019	taxa/bacteria/arthrobacter_castelli_dsm_16402.html
NCBITaxon:112102	taxa/eukaryota/aliquandostipite_khaoyaiensis.html
NCBITaxon:1121020	taxa/bacteria/haematomicrobium_sanguinis_dsm_21259.html
NCBITaxon:1121021	taxa/bacteria/adlercreutzia_equolifaciens_subsp_celatus_dsm_18785.html
NCBITaxon:1121022	taxa/bacteria/asticcacaulis_benevestitus_dsm_16100_atcc_baa_896.html
NCBITaxon:1121023	taxa/bacteria/atopobium_fossor_dsm_15642.html
NCBITaxon:1121024	taxa/bacteria/atopococcus_tabaci_dsm_17538.html
NCBITaxon:1121025	taxa/bacteria/atopostipes_suicloacalis_dsm_15692.html
NCBITaxon:1121026	taxa/bacteria/aureimonas_altamirensis_dsm_21988.html
NCBITaxon:1121027	taxa/bacteria/aurantimonas_coralicida_dsm_14790.html
NCBITaxon:1121028	taxa/bacteria/aureimonas_ureilytica_dsm_18598_nbrc_106430.html
NCBITaxon:1121029	taxa/bacteria/parazoarcus_communis_swub3_dsm_12120.html
NCBITaxon:1121030	taxa/bacteria/azohydromonas_australica_dsm_1124.html
NCBITaxon:1121031	taxa/bacteria/azomonas_agilis_dsm_375.html
NCBITaxon:1121032	taxa/bacteria/azonexus_hydrophilus_dsm_23864.html
NCBITaxon:1121033	taxa/bacteria/azospirillum_halopraeferens_dsm_3675.html
NCBITaxon:1121034	taxa/bacteria/niveispirillum_irakense_dsm_11586.html
NCBITaxon:1121035	taxa/bacteria/azovibrio_restrictus_dsm_23866.html
NCBITaxon:1121084	taxa/bacteria/heyndrickxia_acidiproducens.html
NCBITaxon:1121085	taxa/bacteria/salibacterium_aidingense_dsm_18341.html
NCBITaxon:1121086	taxa/bacteria/alteribacter_aurantiacus_dsm_18675.html
NCBITaxon:1121087	taxa/bacteria/alkalicoccus_chagannorensis_dsm_18086.html
NCBITaxon:1121088	taxa/bacteria/heyndrickxia_coagulans_dsm_1_atcc_7050.html
NCBITaxon:1121089	taxa/bacteria/priestia_endophytica_dsm_13796.html
NCBITaxon:1121090	taxa/bacteria/siminovitchia_fordii_dsm_16014_cip_108821.html
NCBITaxon:1121091	taxa/bacteria/fictibacillus_gelatini_dsm_15865.html
NCBITaxon:1121092	taxa/bacteria/peribacillus_kribbensis_dsm_17871.html
NCBITaxon:1121093	taxa/bacteria/ectobacillus_panaciterrae_dsm_19096.html
NCBITaxon:1121094	taxa/bacteria/phocaeicola_barnesiae_dsm_18169_jcm_13652.html
NCBITaxon:1121096	taxa/bacteria/bacteroides_gallinarum_dsm_18171_jcm_13658.html
NCBITaxon:1121097	taxa/bacteria/bacteroides_graminisolvens_dsm_19988_jcm_15093.html
NCBITaxon:1121098	taxa/bacteria/phocaeicola_massiliensis_b84634_timone_84634_dsm_17679_jcm_13223.html
NCBITaxon:1121099	taxa/bacteria/bacteroides_propionicifaciens_dsm_19291_jcm_14649.html
NCBITaxon:1121100	taxa/bacteria/bacteroides_pyogenes_dsm_20611_jcm_6294.html
NCBITaxon:1121101	taxa/bacteria/bacteroides_salyersiae_wal_10018_dsm_18765_jcm_12988.html
NCBITaxon:1121102	taxa/bacteria/campylobacter_ureolyticus_dsm_20703.html
NCBITaxon:1121103	taxa/bacteria/balneatrix_alpica_dsm_16621.html
NCBITaxon:1121104	taxa/bacteria/balneola_vulgaris_dsm_17893.html
NCBITaxon:1121106	taxa/bacteria/belnapia_moabensis_dsm_16746.html
NCBITaxon:1121107	taxa/bacteria/bifidobacterium_choerinum_dsm_20434.html
NCBITaxon:1121108	taxa/bacteria/bifidobacterium_magnum_dsm_20222.html
NCBITaxon:1121109	taxa/bacteria/bifidobacterium_minimum_dsm_20102.html
NCBITaxon:1121110	taxa/bacteria/bifidobacterium_subtile_dsm_20096.html
NCBITaxon:1121111	taxa/bacteria/bifidobacterium_thermacidophilum_subsp_thermacidophilum_dsm_15837.html
NCBITaxon:1121112	taxa/bacteria/bifidobacterium_tsurumiense_dsm_17777.html
NCBITaxon:1121113	taxa/bacteria/pararhizobium_capsulatum_dsm_1112.html
NCBITaxon:1121114	taxa/bacteria/blautia_producta_atcc_27340_dsm_2950.html
NCBITaxon:1121115	taxa/bacteria/blautia_wexlerae_dsm_19850.html
NCBITaxon:1121116	taxa/bacteria/allobrachymonas_chironomi_dsm_19884.html
NCBITaxon:1121117	taxa/bacteria/allobrachymonas_denitrificans_dsm_15123.html
NCBITaxon:1121118	taxa/bacteria/brackiella_oedipodis_dsm_13743.html
NCBITaxon:1121119	taxa/bacteria/brenneria_alni_dsm_11811.html
NCBITaxon:1121120	taxa/bacteria/brenneria_nigrifluens_dsm_30175_atcc_13028.html
NCBITaxon:1121121	taxa/bacteria/brevibacillus_laterosporus_dsm_25.html
NCBITaxon:1121122	taxa/bacteria/brevibacterium_album_dsm_18261.html
NCBITaxon:1121123	taxa/bacteria/brevundimonas_aveniformis_dsm_17977.html
NCBITaxon:1121124	taxa/bacteria/brevundimonas_bacteroides_dsm_4726.html
NCBITaxon:1121125	taxa/bacteria/brevundimonas_naejangsanensis_dsm_23858.html
NCBITaxon:1121126	taxa/bacteria/brochothrix_thermosphacta_dsm_20171_fsl_f6_1036.html
NCBITaxon:1121127	taxa/bacteria/paraburkholderia_nodosa_dsm_21604.html
NCBITaxon:1121128	taxa/bacteria/butyricicoccus_pullicaecorum_dsm_23266.html
NCBITaxon:1121129	taxa/bacteria/butyricimonas_synergistica_dsm_23225.html
NCBITaxon:1121130	taxa/bacteria/butyricimonas_virosa_dsm_23226.html
NCBITaxon:1121131	taxa/bacteria/butyrivibrio_fibrisolvens_dsm_3071.html
NCBITaxon:1121132	taxa/bacteria/butyrivibrio_hungatei_dsm_14810.html
NCBITaxon:112121	taxa/eukaryota/pyxidiophora_hyalina.html
NCBITaxon:1121252	taxa/bacteria/cucumibacter_marinus.html
NCBITaxon:1121255	taxa/bacteria/caenimonas_koreensis_dsm_17982.html
NCBITaxon:1121256	taxa/bacteria/caldanaerobius_fijiensis_dsm_17918.html
NCBITaxon:1121257	taxa/bacteria/caldanaerobius_zeae_dsm_13642.html
NCBITaxon:1121258	taxa/bacteria/caldanaerovirga_acetigignens_dsm_18802.html
NCBITaxon:1121259	taxa/bacteria/caldicellulosiruptor_acetigenus_dsm_7040.html
NCBITaxon:1121261	taxa/bacteria/caloramator_fervidus_dsm_5463.html
NCBITaxon:1121262	taxa/bacteria/caloramator_proteoclasticus_dsm_10124.html
NCBITaxon:1121263	taxa/bacteria/caloramator_viterbiensis_dsm_13723.html
NCBITaxon:1121264	taxa/bacteria/caloranaerobacter_azorensis_dsm_13643.html
NCBITaxon:1121266	taxa/bacteria/caminicella_sporogenes_dsm_14501.html
NCBITaxon:1121267	taxa/bacteria/campylobacter_cuniculorum_dsm_23162_lmg_24588.html
NCBITaxon:1121268	taxa/bacteria/campylobacter_curvus_dsm_6644.html
NCBITaxon:1121269	taxa/bacteria/campylobacter_upsaliensis_dsm_5365.html
NCBITaxon:1121270	taxa/bacteria/carboxydocella_thermautotrophica_dsm_16521.html
NCBITaxon:1121271	taxa/bacteria/gemmobacter_nectariphilus_dsm_15620.html
NCBITaxon:1121272	taxa/bacteria/catelliglobosispora_koreensis_dsm_44566.html
NCBITaxon:1121273	taxa/bacteria/cellulophaga_fucicola_dsm_24786.html
NCBITaxon:1121274	taxa/bacteria/chitinibacter_tainanensis_dsm_15459.html
NCBITaxon:1121275	taxa/bacteria/chitinilyticum_aquatile_dsm_21506.html
NCBITaxon:1121276	taxa/bacteria/chitinilyticum_litopenaei.html
NCBITaxon:1121278	taxa/bacteria/chitinimonas_koreensis_dsm_17726.html
NCBITaxon:1121279	taxa/bacteria/chitinimonas_taiwanensis_dsm_18899.html
NCBITaxon:1121280	taxa/bacteria/chitiniphilus_shinanonensis_dsm_23277.html
NCBITaxon:1121281	taxa/bacteria/chitinophaga_japonensis_dsm_13484.html
NCBITaxon:1121282	taxa/bacteria/chitinophaga_sancti_dsm_784.html
NCBITaxon:1121283	taxa/bacteria/chromobacterium_haemolyticum_dsm_19808.html
NCBITaxon:1121284	taxa/bacteria/epilithonimonas_bovis_dsm_19482.html
NCBITaxon:1121285	taxa/bacteria/epilithonimonas_caeni_dsm_17710.html
NCBITaxon:1121286	taxa/bacteria/chryseobacterium_daeguense_dsm_19388.html
NCBITaxon:1121287	taxa/bacteria/chryseobacterium_gregarium_dsm_19109.html
NCBITaxon:1121288	taxa/bacteria/kaistella_palustris_dsm_21579.html
NCBITaxon:1121289	taxa/bacteria/clostridiisalibacter_paucivorans_dsm_22131.html
NCBITaxon:1121290	taxa/bacteria/clostridium_acetireducens_dsm_10703.html
NCBITaxon:1121291	taxa/bacteria/clostridium_acidisoli_dsm_12555.html
NCBITaxon:1121293	taxa/bacteria/clostridium_akagii_dsm_12554.html
NCBITaxon:1121294	taxa/bacteria/clostridium_aldenense_dsm_19262.html
NCBITaxon:1121295	taxa/bacteria/clostridium_algidicarnis_dsm_15099.html
NCBITaxon:1121296	taxa/bacteria/clostridium_aminophilum_dsm_10710.html
NCBITaxon:1121297	taxa/bacteria/anaerocolumna_aminovalerica_dsm_1283.html
NCBITaxon:1121298	taxa/bacteria/clostridium_amylolyticum.html
NCBITaxon:1121299	taxa/bacteria/clostridium_amylolyticum_dsm_21864.html
NCBITaxon:1121300	taxa/bacteria/thermoclostridium_caenicola_dsm_19027.html
NCBITaxon:1121301	taxa/bacteria/paramaledivibacter_caminithermalis_dsm_15212.html
NCBITaxon:1121302	taxa/bacteria/clostridium_cavendishii_dsm_21758.html
NCBITaxon:1121303	taxa/bacteria/ruminiclostridium_cellobioparum_dsm_1351_atcc_15832.html
NCBITaxon:1121304	taxa/bacteria/thomasclavelia_cocleata_dsm_1551.html
NCBITaxon:1121305	taxa/bacteria/clostridium_colicanis_dsm_13634.html
NCBITaxon:1121306	taxa/bacteria/clostridium_collagenovorans_dsm_3089.html
NCBITaxon:1121307	taxa/bacteria/clostridium_cylindrosporum_dsm_605.html
NCBITaxon:1121308	taxa/bacteria/clostridioides_difficile_atcc_9689_dsm_1296.html
NCBITaxon:1121309	taxa/bacteria/clostridium_fallax_dsm_2631.html
NCBITaxon:112131	taxa/eukaryota/chalaropsis_thielavioides.html
NCBITaxon:1121310	taxa/bacteria/clostridium_felsineum_dsm_794.html
NCBITaxon:1121311	taxa/bacteria/clostridium_fimetarium_dsm_9179.html
NCBITaxon:1121312	taxa/bacteria/clostridium_frigidicarnis_dsm_12271.html
NCBITaxon:1121314	taxa/bacteria/clostridium_gasigenes_dsm_12272.html
NCBITaxon:1121315	taxa/bacteria/terrisporobacter_glycolicus_atcc_14880_dsm_1288.html
NCBITaxon:1121316	taxa/bacteria/clostridium_grantii_dsm_8605.html
NCBITaxon:1121317	taxa/bacteria/maledivibacter_halophilus_dsm_5387.html
NCBITaxon:1121318	taxa/bacteria/clostridium_homopropionicum_dsm_5847.html
NCBITaxon:1121319	taxa/bacteria/clostridium_hydrogeniformans_dsm_21757.html
NCBITaxon:1121320	taxa/bacteria/clostridium_intestinale_dsm_6191.html
NCBITaxon:1121321	taxa/bacteria/asaccharospora_irregularis_dsm_2635.html
NCBITaxon:1121322	taxa/bacteria/anaerocolumna_jejuensis_dsm_15929.html
NCBITaxon:1121323	taxa/bacteria/anaerotignum_lactatifermentans_dsm_14214.html
NCBITaxon:1121324	taxa/bacteria/peptoclostridium_litorale_dsm_5388.html
NCBITaxon:1121325	taxa/bacteria/romboutsia_lituseburensis_dsm_797.html
NCBITaxon:1121326	taxa/bacteria/clostridium_magnum_dsm_2767.html
NCBITaxon:1121327	taxa/bacteria/anaerotignum_neopropionicum_dsm_3847.html
NCBITaxon:1121328	taxa/bacteria/alkalithermobacter_thermoalcaliphilus_jw_yl_7_dsm_7308.html
NCBITaxon:1121329	taxa/bacteria/clostridium_polysaccharolyticum_dsm_1801.html
NCBITaxon:1121330	taxa/bacteria/anaeromicropila_populeti_dsm_5832.html
NCBITaxon:1121331	taxa/bacteria/hathewaya_proteolytica_dsm_3090.html
NCBITaxon:1121333	taxa/bacteria/thomasclavelia_saccharogumia_dsm_17460.html
NCBITaxon:1121334	taxa/bacteria/faecalispora_sporosphaeroides_dsm_1294.html
NCBITaxon:1121335	taxa/bacteria/thermoclostridium_stercorarium_subsp_stercorarium_dsm_8532.html
NCBITaxon:1121336	taxa/bacteria/thermoclostridium_stercorarium_subsp_thermolacticum_dsm_2910.html
NCBITaxon:1121337	taxa/bacteria/ruminiclostridium_sufflavum_dsm_19573.html
NCBITaxon:1121338	taxa/bacteria/clostridium_tepidiprofundi_dsm_19306.html
NCBITaxon:1121339	taxa/bacteria/clostridium_thermobutyricum_dsm_4928.html
NCBITaxon:1121340	taxa/bacteria/clostridium_thermopalmarium_dsm_5974.html
NCBITaxon:1121341	taxa/bacteria/pseudoclostridium_thermosuccinogenes_dsm_5807.html
NCBITaxon:1121342	taxa/bacteria/clostridium_tyrobutyricum_dsm_2637_atcc_25755_jcm_11008.html
NCBITaxon:1121343	taxa/bacteria/clostridium_uliginosum_dsm_12992.html
NCBITaxon:1121344	taxa/bacteria/clostridium_viride_dsm_6836.html
NCBITaxon:1121345	taxa/bacteria/anaerocolumna_xylanovorans_dsm_12503.html
NCBITaxon:1121346	taxa/bacteria/cohnella_laeviribosi_dsm_21336.html
NCBITaxon:1121347	taxa/bacteria/cohnella_thermotolerans_dsm_17683.html
NCBITaxon:1121348	taxa/bacteria/comamonas_badia_dsm_17552.html
NCBITaxon:1121349	taxa/bacteria/comamonas_composti_dsm_21721.html
NCBITaxon:1121350	taxa/bacteria/comamonas_nitrativorans_dsm_13191.html
NCBITaxon:1121351	taxa/bacteria/conchiformibius_kuhniae_dsm_17694.html
NCBITaxon:1121352	taxa/bacteria/conchiformibius_steedae_dsm_2580.html
NCBITaxon:1121353	taxa/bacteria/corynebacterium_callunae_dsm_20147.html
NCBITaxon:1121354	taxa/bacteria/corynebacterium_capitovis_dsm_44611.html
NCBITaxon:1121355	taxa/bacteria/corynebacterium_caspium_dsm_44850.html
NCBITaxon:1121356	taxa/bacteria/corynebacterium_ciconiae_dsm_44920.html
NCBITaxon:1121357	taxa/bacteria/corynebacterium_cystitidis_dsm_20524.html
NCBITaxon:1121358	taxa/bacteria/corynebacterium_doosanense.html
NCBITaxon:1121360	taxa/bacteria/corynebacterium_freiburgense_dsm_45254.html
NCBITaxon:1121361	taxa/bacteria/corynebacterium_glucuronolyticum_dsm_44120.html
NCBITaxon:1121362	taxa/bacteria/corynebacterium_halotolerans_yim_70093_dsm_44683.html
NCBITaxon:1121363	taxa/bacteria/corynebacterium_lubricantis_dsm_45231.html
NCBITaxon:1121364	taxa/bacteria/corynebacterium_massiliense_dsm_45435.html
NCBITaxon:1121365	taxa/bacteria/corynebacterium_mastitidis_dsm_44356.html
NCBITaxon:1121366	taxa/bacteria/corynebacterium_pilosum_dsm_20521_cip_103422.html
NCBITaxon:1121367	taxa/bacteria/corynebacterium_propinquum_dsm_44285.html
NCBITaxon:1121368	taxa/bacteria/corynebacterium_pseudodiphtheriticum_dsm_44287.html
NCBITaxon:1121369	taxa/bacteria/corynebacterium_suicordis_dsm_45110.html
NCBITaxon:1121370	taxa/bacteria/corynebacterium_ulceribovis_dsm_45146.html
NCBITaxon:1121371	taxa/bacteria/cryptosporangium_japonicum_dsm_44713.html
NCBITaxon:1121372	taxa/bacteria/gryllotalpicola_ginsengisoli_dsm_22003.html
NCBITaxon:1121373	taxa/bacteria/cytophaga_aurantiaca_dsm_3654.html
NCBITaxon:1121374	taxa/bacteria/dasania_marina_dsm_21967.html
NCBITaxon:1121375	taxa/bacteria/deefgea_rivuli_dsm_18356.html
NCBITaxon:1121377	taxa/bacteria/deinococcus_apachensis_dsm_19763.html
NCBITaxon:1121378	taxa/bacteria/deinococcus_aquatilis_dsm_23025.html
NCBITaxon:1121379	taxa/bacteria/deinococcus_ficus_dsm_19119.html
NCBITaxon:1121380	taxa/bacteria/deinococcus_frigens_dsm_12807.html
NCBITaxon:1121381	taxa/bacteria/deinococcus_marmoris_dsm_12784.html
NCBITaxon:1121382	taxa/bacteria/deinococcus_misasensis_dsm_22328.html
NCBITaxon:1121383	taxa/bacteria/deinococcus_murrayi_dsm_11303.html
NCBITaxon:1121385	taxa/bacteria/demetria_terragena_dsm_11295.html
NCBITaxon:1121386	taxa/bacteria/dendrosporobacter_quercicolus_dsm_1736.html
NCBITaxon:1121387	taxa/bacteria/dermatophilus_congolensis_dsm_44180_nbrc_105199.html
NCBITaxon:1121388	taxa/bacteria/derxia_gummosa_dsm_723.html
NCBITaxon:1121389	taxa/bacteria/desmospora_activa_dsm_45169.html
NCBITaxon:1121390	taxa/bacteria/desulfacinum_hydrothermale_dsm_13146.html
NCBITaxon:1121391	taxa/bacteria/desulfacinum_infernum_dsm_9756.html
NCBITaxon:1121392	taxa/bacteria/desulfatibacillum_aliphaticivorans_dsm_15576.html
NCBITaxon:1121393	taxa/bacteria/desulfatibacillum_alkenivorans_dsm_16219.html
NCBITaxon:1121394	taxa/bacteria/desulfatirhabdium_butyrativorans_dsm_18734.html
NCBITaxon:1121395	taxa/bacteria/desulfitobacterium_chlororespirans_dsm_11544.html
NCBITaxon:1121396	taxa/bacteria/desulfobacter_curvatus_dsm_3379.html
NCBITaxon:1121397	taxa/bacteria/desulfobacter_latus_dsm_3381.html
NCBITaxon:1121398	taxa/bacteria/desulfobacter_vibrioformis_dsm_8776.html
NCBITaxon:1121399	taxa/bacteria/desulfatiglans_anilini_dsm_4660.html
NCBITaxon:112140	taxa/bacteria/gluconacetobacter_johannae.html
NCBITaxon:1121400	taxa/bacteria/desulfocicer_vacuolatum_dsm_3385.html
NCBITaxon:1121401	taxa/bacteria/desulfobotulus_sapovorans_dsm_2055.html
NCBITaxon:1121402	taxa/bacteria/desulfobulbus_elongatus_dsm_2908.html
NCBITaxon:1121403	taxa/bacteria/desulfogranum_japonicum_dsm_18378.html
NCBITaxon:1121404	taxa/bacteria/desulfogranum_mediterraneum_dsm_13871.html
NCBITaxon:1121405	taxa/bacteria/desulfococcus_multivorans_dsm_2059.html
NCBITaxon:1121406	taxa/bacteria/desulfocurvus_vexinensis_dsm_17965.html
NCBITaxon:1121409	taxa/bacteria/desulfofustis_glycolicus_dsm_9705.html
NCBITaxon:1121410	taxa/bacteria/desulfoluna_butyratoxydans_dsm_19427.html
NCBITaxon:1121411	taxa/bacteria/desulfomicrobium_escambiense_dsm_10707.html
NCBITaxon:1121412	taxa/bacteria/thermodesulfomicrobium_thermophilum_dsm_16697.html
NCBITaxon:1121413	taxa/bacteria/desulfonatronovibrio_hydrogenovorans_dsm_9292.html
NCBITaxon:1121414	taxa/bacteria/desulfonatronum_thiodismutans_dsm_14708.html
NCBITaxon:1121415	taxa/bacteria/desulfonauticus_autotrophicus_dsm_4206.html
NCBITaxon:1121416	taxa/bacteria/desulfopila_aestuarii_dsm_18488.html
NCBITaxon:1121417	taxa/bacteria/desulforegula_conservatrix_dsm_13527.html
NCBITaxon:1121418	taxa/bacteria/desulforhopalus_singaporensis_dsm_12130.html
