source_strain_id	source_deposit_id	accession	reason	value
straininfo.strain:45808	straininfo.deposit:228865		conflicting_bacdive_reference_not_used	bacdive:15154; deposit matches kgmicrobe.strain:bacdive_15155
straininfo.strain:45808	straininfo.deposit:50267		conflicting_bacdive_reference_not_used	bacdive:15154; deposit matches kgmicrobe.strain:bacdive_127183
straininfo.strain:45808	straininfo.deposit:50267		conflicting_bacdive_reference_not_used	bacdive:15154; deposit matches kgmicrobe.strain:bacdive_15155
straininfo.strain:45808	straininfo.deposit:50273		conflicting_bacdive_reference_not_used	bacdive:15154; deposit matches kgmicrobe.strain:bacdive_15155
straininfo.strain:45808	straininfo.deposit:50276		conflicting_bacdive_reference_not_used	bacdive:15154; deposit matches kgmicrobe.strain:bacdive_127183
straininfo.strain:45808	straininfo.deposit:847400		conflicting_bacdive_reference_not_used	bacdive:15154; deposit matches kgmicrobe.strain:bacdive_15155
straininfo.strain:45869	straininfo.deposit:182664		conflicting_bacdive_reference_not_used	bacdive:148409; deposit matches kgmicrobe.strain:bacdive_165443
straininfo.strain:45869	straininfo.deposit:182665		conflicting_bacdive_reference_not_used	bacdive:148409; deposit matches kgmicrobe.strain:bacdive_165443
straininfo.strain:45869	straininfo.deposit:335266		conflicting_bacdive_reference_not_used	bacdive:148409; deposit matches kgmicrobe.strain:bacdive_165443
straininfo.strain:45952	straininfo.deposit:156834		conflicting_bacdive_reference_not_used	bacdive:8068; deposit matches kgmicrobe.strain:bacdive_8069
straininfo.strain:46036	straininfo.deposit:124755		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_24076
straininfo.strain:46036	straininfo.deposit:151643		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_5942
straininfo.strain:46036	straininfo.deposit:151644		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_5942
straininfo.strain:46036	straininfo.deposit:184563		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_24076
straininfo.strain:46036	straininfo.deposit:184565		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_24076
straininfo.strain:46036	straininfo.deposit:211509		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_5942
straininfo.strain:46036	straininfo.deposit:540767		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_24076
straininfo.strain:46036	straininfo.deposit:692132		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_24076
straininfo.strain:46036	straininfo.deposit:893752		conflicting_bacdive_reference_not_used	bacdive:165985; deposit matches kgmicrobe.strain:bacdive_5942
straininfo.strain:46102	straininfo.deposit:124990		conflicting_bacdive_reference_not_used	bacdive:14463; deposit matches kgmicrobe.strain:bacdive_141494
straininfo.strain:46102	straininfo.deposit:144194		conflicting_bacdive_reference_not_used	bacdive:14463; deposit matches kgmicrobe.strain:bacdive_141494
straininfo.strain:46127	straininfo.deposit:221097		conflicting_bacdive_reference_not_used	bacdive:16740; deposit matches kgmicrobe.strain:bacdive_151105
straininfo.strain:46127	straininfo.deposit:328437		conflicting_bacdive_reference_not_used	bacdive:16740; deposit matches kgmicrobe.strain:bacdive_151105
straininfo.strain:46277	straininfo.deposit:125626		conflicting_bacdive_reference_not_used	bacdive:131083; deposit matches kgmicrobe.strain:bacdive_22999
straininfo.strain:46277	straininfo.deposit:125628		conflicting_bacdive_reference_not_used	bacdive:131083; deposit matches kgmicrobe.strain:bacdive_22999
straininfo.strain:46277	straininfo.deposit:125629		conflicting_bacdive_reference_not_used	bacdive:131083; deposit matches kgmicrobe.strain:bacdive_22999
straininfo.strain:46277	straininfo.deposit:533483		conflicting_bacdive_reference_not_used	bacdive:131083; deposit matches kgmicrobe.strain:bacdive_22999
straininfo.strain:46277	straininfo.deposit:910285		conflicting_bacdive_reference_not_used	bacdive:131083; deposit matches kgmicrobe.strain:bacdive_22999
straininfo.strain:46307	straininfo.deposit:136114		conflicting_bacdive_reference_not_used	bacdive:11701; deposit matches kgmicrobe.strain:bacdive_143380
straininfo.strain:46551	straininfo.deposit:156353		conflicting_bacdive_reference_not_used	bacdive:2656; deposit matches kgmicrobe.strain:bacdive_2551
straininfo.strain:46629	straininfo.deposit:331249		conflicting_bacdive_reference_not_used	bacdive:10731; deposit matches kgmicrobe.strain:bacdive_152378
straininfo.strain:46629	straininfo.deposit:331250		conflicting_bacdive_reference_not_used	bacdive:10731; deposit matches kgmicrobe.strain:bacdive_152378
straininfo.strain:46751	straininfo.deposit:100508		conflicting_bacdive_reference_not_used	bacdive:15294; deposit matches kgmicrobe.strain:bacdive_105472
straininfo.strain:46805	straininfo.deposit:144165		conflicting_bacdive_reference_not_used	bacdive:137653; deposit matches kgmicrobe.strain:bacdive_149193
straininfo.strain:46805	straininfo.deposit:144166		conflicting_bacdive_reference_not_used	bacdive:137653; deposit matches kgmicrobe.strain:bacdive_149193
straininfo.strain:46974	straininfo.deposit:118391		conflicting_bacdive_reference_not_used	bacdive:5117; deposit matches kgmicrobe.strain:bacdive_5119
straininfo.strain:46974	straininfo.deposit:52721		conflicting_bacdive_reference_not_used	bacdive:5117; deposit matches kgmicrobe.strain:bacdive_5119
straininfo.strain:47057	straininfo.deposit:156383		conflicting_bacdive_reference_not_used	bacdive:148898; deposit matches kgmicrobe.strain:bacdive_2591
straininfo.strain:47277	straininfo.deposit:157009		conflicting_bacdive_reference_not_used	bacdive:7937; deposit matches kgmicrobe.strain:bacdive_7894
straininfo.strain:47277	straininfo.deposit:157010		conflicting_bacdive_reference_not_used	bacdive:7937; deposit matches kgmicrobe.strain:bacdive_7894
straininfo.strain:47690	straininfo.deposit:288636		conflicting_bacdive_reference_not_used	bacdive:13018; deposit matches kgmicrobe.strain:bacdive_6025
straininfo.strain:4782	straininfo.deposit:20830		conflicting_bacdive_reference_not_used	bacdive:138443; deposit matches kgmicrobe.strain:bacdive_13636
straininfo.strain:4782	straininfo.deposit:489387		conflicting_bacdive_reference_not_used	bacdive:138443; deposit matches kgmicrobe.strain:bacdive_13636
straininfo.strain:4782	straininfo.deposit:745859		conflicting_bacdive_reference_not_used	bacdive:138443; deposit matches kgmicrobe.strain:bacdive_13636
straininfo.strain:4782	straininfo.deposit:847966		conflicting_bacdive_reference_not_used	bacdive:138443; deposit matches kgmicrobe.strain:bacdive_13636
straininfo.strain:4782	straininfo.deposit:95228		conflicting_bacdive_reference_not_used	bacdive:138443; deposit matches kgmicrobe.strain:bacdive_13636
straininfo.strain:4815	straininfo.deposit:223396		conflicting_bacdive_reference_not_used	bacdive:165805; deposit matches kgmicrobe.strain:bacdive_165804
straininfo.strain:48156	straininfo.deposit:159964		conflicting_bacdive_reference_not_used	bacdive:169822; deposit matches kgmicrobe.strain:bacdive_10855
straininfo.strain:4844	straininfo.deposit:143011		conflicting_bacdive_reference_not_used	bacdive:10835; deposit matches kgmicrobe.strain:bacdive_144206
straininfo.strain:4883	straininfo.deposit:21230		conflicting_bacdive_reference_not_used	bacdive:10897; deposit matches kgmicrobe.strain:bacdive_100625
straininfo.strain:4884	straininfo.deposit:21232		conflicting_bacdive_reference_not_used	bacdive:10905; deposit matches kgmicrobe.strain:bacdive_10902
straininfo.strain:4884	straininfo.deposit:21233		conflicting_bacdive_reference_not_used	bacdive:10905; deposit matches kgmicrobe.strain:bacdive_10902
straininfo.strain:49038	straininfo.deposit:162492		conflicting_bacdive_reference_not_used	bacdive:3807; deposit matches kgmicrobe.strain:bacdive_3806
straininfo.strain:49038	straininfo.deposit:900391		conflicting_bacdive_reference_not_used	bacdive:3807; deposit matches kgmicrobe.strain:bacdive_3806
straininfo.strain:49218	straininfo.deposit:684852		conflicting_bacdive_reference_not_used	bacdive:7402; deposit matches kgmicrobe.strain:bacdive_7403
straininfo.strain:49234	straininfo.deposit:319929		conflicting_bacdive_reference_not_used	bacdive:1962; deposit matches kgmicrobe.strain:bacdive_161187
straininfo.strain:49556	straininfo.deposit:163955		conflicting_bacdive_reference_not_used	bacdive:7266; deposit matches kgmicrobe.strain:bacdive_7512
straininfo.strain:49556	straininfo.deposit:869865		conflicting_bacdive_reference_not_used	bacdive:7266; deposit matches kgmicrobe.strain:bacdive_7512
straininfo.strain:49556	straininfo.deposit:904838		conflicting_bacdive_reference_not_used	bacdive:7266; deposit matches kgmicrobe.strain:bacdive_7512
straininfo.strain:49649	straininfo.deposit:164183		conflicting_bacdive_reference_not_used	bacdive:135189; deposit matches kgmicrobe.strain:bacdive_6539
straininfo.strain:49649	straininfo.deposit:164184		conflicting_bacdive_reference_not_used	bacdive:135189; deposit matches kgmicrobe.strain:bacdive_6539
straininfo.strain:49649	straininfo.deposit:164185		conflicting_bacdive_reference_not_used	bacdive:135189; deposit matches kgmicrobe.strain:bacdive_6539
straininfo.strain:49723	straininfo.deposit:691659		conflicting_bacdive_reference_not_used	bacdive:15237; deposit matches kgmicrobe.strain:bacdive_15875
straininfo.strain:49803	straininfo.deposit:166241		conflicting_bacdive_reference_not_used	bacdive:15653; deposit matches kgmicrobe.strain:bacdive_15735
straininfo.strain:49803	straininfo.deposit:166242		conflicting_bacdive_reference_not_used	bacdive:15653; deposit matches kgmicrobe.strain:bacdive_15735
straininfo.strain:49815	straininfo.deposit:127704		conflicting_bacdive_reference_not_used	bacdive:157; deposit matches kgmicrobe.strain:bacdive_148441
straininfo.strain:49815	straininfo.deposit:166363		conflicting_bacdive_reference_not_used	bacdive:157; deposit matches kgmicrobe.strain:bacdive_15751
straininfo.strain:49815	straininfo.deposit:166364		conflicting_bacdive_reference_not_used	bacdive:157; deposit matches kgmicrobe.strain:bacdive_15751
straininfo.strain:49815	straininfo.deposit:166364		conflicting_bacdive_reference_not_used	bacdive:157; deposit matches kgmicrobe.strain:bacdive_15940
straininfo.strain:49815	straininfo.deposit:167119		conflicting_bacdive_reference_not_used	bacdive:157; deposit matches kgmicrobe.strain:bacdive_15751
straininfo.strain:49815	straininfo.deposit:167119		conflicting_bacdive_reference_not_used	bacdive:157; deposit matches kgmicrobe.strain:bacdive_15940
straininfo.strain:49815	straininfo.deposit:560178		conflicting_bacdive_reference_not_used	bacdive:157; deposit matches kgmicrobe.strain:bacdive_15751
straininfo.strain:49841	straininfo.deposit:166523		conflicting_bacdive_reference_not_used	bacdive:16250; deposit matches kgmicrobe.strain:bacdive_16275
straininfo.strain:49841	straininfo.deposit:166799		conflicting_bacdive_reference_not_used	bacdive:16250; deposit matches kgmicrobe.strain:bacdive_16275
straininfo.strain:50158	straininfo.deposit:168511		conflicting_bacdive_reference_not_used	bacdive:13337; deposit matches kgmicrobe.strain:bacdive_13351
straininfo.strain:50158	straininfo.deposit:230717		conflicting_bacdive_reference_not_used	bacdive:13337; deposit matches kgmicrobe.strain:bacdive_13351
straininfo.strain:50165	straininfo.deposit:167798		conflicting_bacdive_reference_not_used	bacdive:13345; deposit matches kgmicrobe.strain:bacdive_13346
straininfo.strain:50193	straininfo.deposit:559304		conflicting_bacdive_reference_not_used	bacdive:16516; deposit matches kgmicrobe.strain:bacdive_16519
straininfo.strain:5022	straininfo.deposit:125949		conflicting_bacdive_reference_not_used	bacdive:5176; deposit matches kgmicrobe.strain:bacdive_161886
straininfo.strain:5022	straininfo.deposit:172603		conflicting_bacdive_reference_not_used	bacdive:5176; deposit matches kgmicrobe.strain:bacdive_161886
straininfo.strain:5022	straininfo.deposit:508852		conflicting_bacdive_reference_not_used	bacdive:5176; deposit matches kgmicrobe.strain:bacdive_161886
straininfo.strain:50478	straininfo.deposit:169143		conflicting_bacdive_reference_not_used	bacdive:16955; deposit matches kgmicrobe.strain:bacdive_16962
straininfo.strain:50478	straininfo.deposit:170116		conflicting_bacdive_reference_not_used	bacdive:16955; deposit matches kgmicrobe.strain:bacdive_16962
straininfo.strain:50584	straininfo.deposit:169517		conflicting_bacdive_reference_not_used	bacdive:8504; deposit matches kgmicrobe.strain:bacdive_8499
straininfo.strain:50584	straininfo.deposit:169518		conflicting_bacdive_reference_not_used	bacdive:8504; deposit matches kgmicrobe.strain:bacdive_8499
straininfo.strain:50584	straininfo.deposit:692054		conflicting_bacdive_reference_not_used	bacdive:8504; deposit matches kgmicrobe.strain:bacdive_8499
straininfo.strain:50631	straininfo.deposit:295649		conflicting_bacdive_reference_not_used	bacdive:10760; deposit matches kgmicrobe.strain:bacdive_152377
straininfo.strain:50631	straininfo.deposit:331247		conflicting_bacdive_reference_not_used	bacdive:10760; deposit matches kgmicrobe.strain:bacdive_152377
straininfo.strain:50698	straininfo.deposit:169869		conflicting_bacdive_reference_not_used	bacdive:15993; deposit matches kgmicrobe.strain:bacdive_121433
straininfo.strain:50732	straininfo.deposit:143006		conflicting_bacdive_reference_not_used	bacdive:10986; deposit matches kgmicrobe.strain:bacdive_136330
straininfo.strain:50732	straininfo.deposit:154532		conflicting_bacdive_reference_not_used	bacdive:10986; deposit matches kgmicrobe.strain:bacdive_136330
straininfo.strain:50753	straininfo.deposit:170035		conflicting_bacdive_reference_not_used	bacdive:15994; deposit matches kgmicrobe.strain:bacdive_123600
straininfo.strain:50753	straininfo.deposit:170036		conflicting_bacdive_reference_not_used	bacdive:15994; deposit matches kgmicrobe.strain:bacdive_123600
straininfo.strain:50810	straininfo.deposit:170236		conflicting_bacdive_reference_not_used	bacdive:3146; deposit matches kgmicrobe.strain:bacdive_3145
straininfo.strain:50810	straininfo.deposit:170237		conflicting_bacdive_reference_not_used	bacdive:3146; deposit matches kgmicrobe.strain:bacdive_3145
straininfo.strain:50822	straininfo.deposit:170287		conflicting_bacdive_reference_not_used	bacdive:10987; deposit matches kgmicrobe.strain:bacdive_103688
straininfo.strain:50823	straininfo.deposit:170290		conflicting_bacdive_reference_not_used	bacdive:10988; deposit matches kgmicrobe.strain:bacdive_103629
straininfo.strain:51960	straininfo.deposit:325770		conflicting_bacdive_reference_not_used	bacdive:158349; deposit matches kgmicrobe.strain:bacdive_148854
straininfo.strain:535	straininfo.deposit:214682		conflicting_bacdive_reference_not_used	bacdive:139239; deposit matches kgmicrobe.strain:bacdive_157293
straininfo.strain:54242	straininfo.deposit:141335		conflicting_bacdive_reference_not_used	bacdive:148835; deposit matches kgmicrobe.strain:bacdive_145270
straininfo.strain:54504	straininfo.deposit:136242		conflicting_bacdive_reference_not_used	bacdive:152431; deposit matches kgmicrobe.strain:bacdive_143521
straininfo.strain:54897	straininfo.deposit:137367		conflicting_bacdive_reference_not_used	bacdive:165741; deposit matches kgmicrobe.strain:bacdive_148013
straininfo.strain:56854	straininfo.deposit:143505		conflicting_bacdive_reference_not_used	bacdive:165440; deposit matches kgmicrobe.strain:bacdive_148260
straininfo.strain:56854	straininfo.deposit:143507		conflicting_bacdive_reference_not_used	bacdive:165440; deposit matches kgmicrobe.strain:bacdive_148260
straininfo.strain:5719	straininfo.deposit:214900		conflicting_bacdive_reference_not_used	bacdive:17621; deposit matches kgmicrobe.strain:bacdive_157570
straininfo.strain:5719	straininfo.deposit:25023		conflicting_bacdive_reference_not_used	bacdive:17621; deposit matches kgmicrobe.strain:bacdive_17588
straininfo.strain:5719	straininfo.deposit:25025		conflicting_bacdive_reference_not_used	bacdive:17621; deposit matches kgmicrobe.strain:bacdive_17588
straininfo.strain:5719	straininfo.deposit:843153		conflicting_bacdive_reference_not_used	bacdive:17621; deposit matches kgmicrobe.strain:bacdive_17588
straininfo.strain:5719	straininfo.deposit:911913		conflicting_bacdive_reference_not_used	bacdive:17621; deposit matches kgmicrobe.strain:bacdive_17588
straininfo.strain:57960	straininfo.deposit:146378		conflicting_bacdive_reference_not_used	bacdive:141407; deposit matches kgmicrobe.strain:bacdive_141441
straininfo.strain:57960	straininfo.deposit:146380		conflicting_bacdive_reference_not_used	bacdive:141407; deposit matches kgmicrobe.strain:bacdive_141442
straininfo.strain:58225	straininfo.deposit:147286		conflicting_bacdive_reference_not_used	bacdive:143429; deposit matches kgmicrobe.strain:bacdive_143444
straininfo.strain:588	straininfo.deposit:214656		conflicting_bacdive_reference_not_used	bacdive:12867; deposit matches kgmicrobe.strain:bacdive_157438
straininfo.strain:59946	straininfo.deposit:233372		conflicting_bacdive_reference_not_used	bacdive:135931; deposit matches kgmicrobe.strain:bacdive_136508
straininfo.strain:60623	straininfo.deposit:214657		conflicting_bacdive_reference_not_used	bacdive:14058; deposit matches kgmicrobe.strain:bacdive_157516
straininfo.strain:60624	straininfo.deposit:214646		conflicting_bacdive_reference_not_used	bacdive:4324; deposit matches kgmicrobe.strain:bacdive_157319
straininfo.strain:61270	straininfo.deposit:153598		conflicting_bacdive_reference_not_used	bacdive:138111; deposit matches kgmicrobe.strain:bacdive_137671
straininfo.strain:61270	straininfo.deposit:234422		conflicting_bacdive_reference_not_used	bacdive:138111; deposit matches kgmicrobe.strain:bacdive_137671
straininfo.strain:61675	straininfo.deposit:183302		conflicting_bacdive_reference_not_used	bacdive:165636; deposit matches kgmicrobe.strain:bacdive_165639
straininfo.strain:61675	straininfo.deposit:183303		conflicting_bacdive_reference_not_used	bacdive:165636; deposit matches kgmicrobe.strain:bacdive_165639
straininfo.strain:62375	straininfo.deposit:538312		conflicting_bacdive_reference_not_used	bacdive:162887; deposit matches kgmicrobe.strain:bacdive_162889
straininfo.strain:62375	straininfo.deposit:538452		conflicting_bacdive_reference_not_used	bacdive:162887; deposit matches kgmicrobe.strain:bacdive_162888
straininfo.strain:62375	straininfo.deposit:803272		conflicting_bacdive_reference_not_used	bacdive:162887; deposit matches kgmicrobe.strain:bacdive_162888
straininfo.strain:62375	straininfo.deposit:803273		conflicting_bacdive_reference_not_used	bacdive:162887; deposit matches kgmicrobe.strain:bacdive_162889
straininfo.strain:62430	straininfo.deposit:151680		conflicting_bacdive_reference_not_used	bacdive:12954; deposit matches kgmicrobe.strain:bacdive_134600
straininfo.strain:62430	straininfo.deposit:151681		conflicting_bacdive_reference_not_used	bacdive:12954; deposit matches kgmicrobe.strain:bacdive_134600
straininfo.strain:62434	straininfo.deposit:237587		conflicting_bacdive_reference_not_used	bacdive:164557; deposit matches kgmicrobe.strain:bacdive_11196
straininfo.strain:62434	straininfo.deposit:340757		conflicting_bacdive_reference_not_used	bacdive:164557; deposit matches kgmicrobe.strain:bacdive_11196
straininfo.strain:62479	straininfo.deposit:14696		conflicting_bacdive_reference_not_used	bacdive:135794; deposit matches kgmicrobe.strain:bacdive_6824
straininfo.strain:62479	straininfo.deposit:164049		conflicting_bacdive_reference_not_used	bacdive:135794; deposit matches kgmicrobe.strain:bacdive_6824
straininfo.strain:62479	straininfo.deposit:164050		conflicting_bacdive_reference_not_used	bacdive:135794; deposit matches kgmicrobe.strain:bacdive_6824
straininfo.strain:62479	straininfo.deposit:847309		conflicting_bacdive_reference_not_used	bacdive:135794; deposit matches kgmicrobe.strain:bacdive_6824
straininfo.strain:62733	straininfo.deposit:180642		conflicting_bacdive_reference_not_used	bacdive:15096; deposit matches kgmicrobe.strain:bacdive_165017
straininfo.strain:62733	straininfo.deposit:180644		conflicting_bacdive_reference_not_used	bacdive:15096; deposit matches kgmicrobe.strain:bacdive_165017
straininfo.strain:62733	straininfo.deposit:180645		conflicting_bacdive_reference_not_used	bacdive:15096; deposit matches kgmicrobe.strain:bacdive_165017
straininfo.strain:62733	straininfo.deposit:334791		conflicting_bacdive_reference_not_used	bacdive:15096; deposit matches kgmicrobe.strain:bacdive_165017
straininfo.strain:62733	straininfo.deposit:751303		conflicting_bacdive_reference_not_used	bacdive:15096; deposit matches kgmicrobe.strain:bacdive_165017
straininfo.strain:63610	straininfo.deposit:180713		conflicting_bacdive_reference_not_used	bacdive:15044; deposit matches kgmicrobe.strain:bacdive_165037
straininfo.strain:63952	straininfo.deposit:170314		conflicting_bacdive_reference_not_used	bacdive:15172; deposit matches kgmicrobe.strain:bacdive_15204
straininfo.strain:63952	straininfo.deposit:170316		conflicting_bacdive_reference_not_used	bacdive:15172; deposit matches kgmicrobe.strain:bacdive_15204
straininfo.strain:63952	straininfo.deposit:334131		conflicting_bacdive_reference_not_used	bacdive:15172; deposit matches kgmicrobe.strain:bacdive_15204
straininfo.strain:63952	straininfo.deposit:55930		conflicting_bacdive_reference_not_used	bacdive:15172; deposit matches kgmicrobe.strain:bacdive_15204
straininfo.strain:63952	straininfo.deposit:55936		conflicting_bacdive_reference_not_used	bacdive:15172; deposit matches kgmicrobe.strain:bacdive_15204
straininfo.strain:63952	straininfo.deposit:55948		conflicting_bacdive_reference_not_used	bacdive:15172; deposit matches kgmicrobe.strain:bacdive_15204
straininfo.strain:63952	straininfo.deposit:95442		conflicting_bacdive_reference_not_used	bacdive:15172; deposit matches kgmicrobe.strain:bacdive_15204
straininfo.strain:64068	straininfo.deposit:149155		conflicting_bacdive_reference_not_used	bacdive:1075; deposit matches kgmicrobe.strain:bacdive_1074
straininfo.strain:64068	straininfo.deposit:206609		conflicting_bacdive_reference_not_used	bacdive:1075; deposit matches kgmicrobe.strain:bacdive_1074
straininfo.strain:64068	straininfo.deposit:228886		conflicting_bacdive_reference_not_used	bacdive:1075; deposit matches kgmicrobe.strain:bacdive_1074
straininfo.strain:64068	straininfo.deposit:486835		conflicting_bacdive_reference_not_used	bacdive:1075; deposit matches kgmicrobe.strain:bacdive_1074
straininfo.strain:64068	straininfo.deposit:5169		conflicting_bacdive_reference_not_used	bacdive:1075; deposit matches kgmicrobe.strain:bacdive_1074
straininfo.strain:64068	straininfo.deposit:5172		conflicting_bacdive_reference_not_used	bacdive:1075; deposit matches kgmicrobe.strain:bacdive_1074
straininfo.strain:64068	straininfo.deposit:5173		conflicting_bacdive_reference_not_used	bacdive:1075; deposit matches kgmicrobe.strain:bacdive_1074
straininfo.strain:64068	straininfo.deposit:847375		conflicting_bacdive_reference_not_used	bacdive:1075; deposit matches kgmicrobe.strain:bacdive_1074
straininfo.strain:6501	straininfo.deposit:683582		conflicting_bacdive_reference_not_used	bacdive:14291; deposit matches kgmicrobe.strain:bacdive_128610
straininfo.strain:66120	straininfo.deposit:217374		conflicting_bacdive_reference_not_used	bacdive:175052; deposit matches kgmicrobe.strain:bacdive_135009
straininfo.strain:66120	straininfo.deposit:840207		conflicting_bacdive_reference_not_used	bacdive:175052; deposit matches kgmicrobe.strain:bacdive_135009
straininfo.strain:6668	straininfo.deposit:160356		conflicting_bacdive_reference_not_used	bacdive:23828; deposit matches kgmicrobe.strain:bacdive_13050
straininfo.strain:6668	straininfo.deposit:234491		conflicting_bacdive_reference_not_used	bacdive:23828; deposit matches kgmicrobe.strain:bacdive_13050
straininfo.strain:6668	straininfo.deposit:28258		conflicting_bacdive_reference_not_used	bacdive:23828; deposit matches kgmicrobe.strain:bacdive_13050
straininfo.strain:6668	straininfo.deposit:28260		conflicting_bacdive_reference_not_used	bacdive:23828; deposit matches kgmicrobe.strain:bacdive_13050
straininfo.strain:6668	straininfo.deposit:403943		conflicting_bacdive_reference_not_used	bacdive:23828; deposit matches kgmicrobe.strain:bacdive_13050
straininfo.strain:6668	straininfo.deposit:53631		conflicting_bacdive_reference_not_used	bacdive:23828; deposit matches kgmicrobe.strain:bacdive_23829
straininfo.strain:6668	straininfo.deposit:54545		conflicting_bacdive_reference_not_used	bacdive:23828; deposit matches kgmicrobe.strain:bacdive_24386
straininfo.strain:67257	straininfo.deposit:148537		conflicting_bacdive_reference_not_used	bacdive:131095; deposit matches kgmicrobe.strain:bacdive_448
straininfo.strain:67257	straininfo.deposit:692088		conflicting_bacdive_reference_not_used	bacdive:131095; deposit matches kgmicrobe.strain:bacdive_448
straininfo.strain:67365	straininfo.deposit:486752		conflicting_bacdive_reference_not_used	bacdive:642; deposit matches kgmicrobe.strain:bacdive_162728
straininfo.strain:67444	straininfo.deposit:157945		conflicting_bacdive_reference_not_used	bacdive:136560; deposit matches kgmicrobe.strain:bacdive_18130
straininfo.strain:68529	straininfo.deposit:286224		conflicting_bacdive_reference_not_used	bacdive:135769; deposit matches kgmicrobe.strain:bacdive_142282
straininfo.strain:68624	straininfo.deposit:233982		conflicting_bacdive_reference_not_used	bacdive:137154; deposit matches kgmicrobe.strain:bacdive_138960
straininfo.strain:6872	straininfo.deposit:53598		conflicting_bacdive_reference_not_used	bacdive:13016; deposit matches kgmicrobe.strain:bacdive_24401
straininfo.strain:69	straininfo.deposit:42990		conflicting_bacdive_reference_not_used	bacdive:52; deposit matches kgmicrobe.strain:bacdive_128363
straininfo.strain:69068	straininfo.deposit:152206		conflicting_bacdive_reference_not_used	bacdive:135443; deposit matches kgmicrobe.strain:bacdive_135423
straininfo.strain:69068	straininfo.deposit:152207		conflicting_bacdive_reference_not_used	bacdive:135443; deposit matches kgmicrobe.strain:bacdive_135423
straininfo.strain:70475	straininfo.deposit:155789		conflicting_bacdive_reference_not_used	bacdive:137259; deposit matches kgmicrobe.strain:bacdive_136271
straininfo.strain:70475	straininfo.deposit:234954		conflicting_bacdive_reference_not_used	bacdive:137259; deposit matches kgmicrobe.strain:bacdive_136271
straininfo.strain:70519	straininfo.deposit:328226		conflicting_bacdive_reference_not_used	bacdive:135921; deposit matches kgmicrobe.strain:bacdive_151004
straininfo.strain:70749	straininfo.deposit:15501		conflicting_bacdive_reference_not_used	bacdive:10669; deposit matches kgmicrobe.strain:bacdive_100233
straininfo.strain:70749	straininfo.deposit:168099		conflicting_bacdive_reference_not_used	bacdive:10669; deposit matches kgmicrobe.strain:bacdive_8228
straininfo.strain:70749	straininfo.deposit:168100		conflicting_bacdive_reference_not_used	bacdive:10669; deposit matches kgmicrobe.strain:bacdive_8228
straininfo.strain:7209	straininfo.deposit:133917		conflicting_bacdive_reference_not_used	bacdive:138613; deposit matches kgmicrobe.strain:bacdive_146196
straininfo.strain:7209	straininfo.deposit:133918		conflicting_bacdive_reference_not_used	bacdive:138613; deposit matches kgmicrobe.strain:bacdive_146196
straininfo.strain:7310	straininfo.deposit:30137		conflicting_bacdive_reference_not_used	bacdive:150924; deposit matches kgmicrobe.strain:bacdive_6506
straininfo.strain:7310	straininfo.deposit:840743		conflicting_bacdive_reference_not_used	bacdive:150924; deposit matches kgmicrobe.strain:bacdive_6506
straininfo.strain:7401	straininfo.deposit:509811		conflicting_bacdive_reference_not_used	bacdive:1743; deposit matches kgmicrobe.strain:bacdive_1744
straininfo.strain:7403	straininfo.deposit:149250		conflicting_bacdive_reference_not_used	bacdive:1691; deposit matches kgmicrobe.strain:bacdive_151925
straininfo.strain:7403	straininfo.deposit:233551		conflicting_bacdive_reference_not_used	bacdive:1691; deposit matches kgmicrobe.strain:bacdive_151925
straininfo.strain:7904	straininfo.deposit:131558		conflicting_bacdive_reference_not_used	bacdive:2358; deposit matches kgmicrobe.strain:bacdive_2357
straininfo.strain:8005	straininfo.deposit:213902		conflicting_bacdive_reference_not_used	bacdive:136477; deposit matches kgmicrobe.strain:bacdive_151351
straininfo.strain:8005	straininfo.deposit:328910		conflicting_bacdive_reference_not_used	bacdive:136477; deposit matches kgmicrobe.strain:bacdive_151351
straininfo.strain:8204	straininfo.deposit:184883		conflicting_bacdive_reference_not_used	bacdive:7376; deposit matches kgmicrobe.strain:bacdive_151103
straininfo.strain:8204	straininfo.deposit:328432		conflicting_bacdive_reference_not_used	bacdive:7376; deposit matches kgmicrobe.strain:bacdive_151103
straininfo.strain:8206	straininfo.deposit:184885		conflicting_bacdive_reference_not_used	bacdive:7377; deposit matches kgmicrobe.strain:bacdive_151104
straininfo.strain:8206	straininfo.deposit:328433		conflicting_bacdive_reference_not_used	bacdive:7377; deposit matches kgmicrobe.strain:bacdive_151104
straininfo.strain:8234	straininfo.deposit:159570		conflicting_bacdive_reference_not_used	bacdive:2266; deposit matches kgmicrobe.strain:bacdive_2267
