source_strain_id	source_deposit_id	accession	reason	value
straininfo.strain:10001	straininfo.deposit:39334		conflicting_bacdive_reference_not_used	bacdive:11491; deposit matches kgmicrobe.strain:bacdive_135259
straininfo.strain:1001	straininfo.deposit:51788		conflicting_bacdive_reference_not_used	bacdive:7522; deposit matches kgmicrobe.strain:bacdive_153802
straininfo.strain:1001	straininfo.deposit:703337		conflicting_bacdive_reference_not_used	bacdive:7522; deposit matches kgmicrobe.strain:bacdive_153802
straininfo.strain:1002	straininfo.deposit:4058		conflicting_bacdive_reference_not_used	bacdive:7619; deposit matches kgmicrobe.strain:bacdive_168753
straininfo.strain:100264	straininfo.deposit:301371		conflicting_bacdive_reference_not_used	bacdive:19; deposit matches kgmicrobe.strain:bacdive_132838
straininfo.strain:100264	straininfo.deposit:478857		conflicting_bacdive_reference_not_used	bacdive:19; deposit matches kgmicrobe.strain:bacdive_132838
straininfo.strain:100264	straininfo.deposit:915557		conflicting_bacdive_reference_not_used	bacdive:19; deposit matches kgmicrobe.strain:bacdive_132838
straininfo.strain:100388	straininfo.deposit:53295		conflicting_bacdive_reference_not_used	bacdive:2981; deposit matches kgmicrobe.strain:bacdive_141299
straininfo.strain:10042	straininfo.deposit:39489		conflicting_bacdive_reference_not_used	bacdive:137166; deposit matches kgmicrobe.strain:bacdive_11419
straininfo.strain:10042	straininfo.deposit:39494		conflicting_bacdive_reference_not_used	bacdive:137166; deposit matches kgmicrobe.strain:bacdive_11419
straininfo.strain:1005	straininfo.deposit:4074		conflicting_bacdive_reference_not_used	bacdive:7533; deposit matches kgmicrobe.strain:bacdive_144237
straininfo.strain:1005	straininfo.deposit:4078		conflicting_bacdive_reference_not_used	bacdive:7533; deposit matches kgmicrobe.strain:bacdive_144237
straininfo.strain:100747	straininfo.deposit:340503		conflicting_bacdive_reference_not_used	bacdive:18148; deposit matches kgmicrobe.strain:bacdive_18147
straininfo.strain:100857	straininfo.deposit:303407		conflicting_bacdive_reference_not_used	bacdive:11833; deposit matches kgmicrobe.strain:bacdive_11834
straininfo.strain:100857	straininfo.deposit:340454		conflicting_bacdive_reference_not_used	bacdive:11833; deposit matches kgmicrobe.strain:bacdive_11834
straininfo.strain:100876	straininfo.deposit:303480		conflicting_bacdive_reference_not_used	bacdive:152229; deposit matches kgmicrobe.strain:bacdive_12657
straininfo.strain:100876	straininfo.deposit:379620		conflicting_bacdive_reference_not_used	bacdive:152229; deposit matches kgmicrobe.strain:bacdive_12657
straininfo.strain:100876	straininfo.deposit:857635		conflicting_bacdive_reference_not_used	bacdive:152229; deposit matches kgmicrobe.strain:bacdive_12657
straininfo.strain:100967	straininfo.deposit:331593		conflicting_bacdive_reference_not_used	bacdive:17560; deposit matches kgmicrobe.strain:bacdive_152549
straininfo.strain:100967	straininfo.deposit:372889		conflicting_bacdive_reference_not_used	bacdive:17560; deposit matches kgmicrobe.strain:bacdive_152549
straininfo.strain:101024	straininfo.deposit:304153		conflicting_bacdive_reference_not_used	bacdive:4289; deposit matches kgmicrobe.strain:bacdive_4292
straininfo.strain:101024	straininfo.deposit:337091		conflicting_bacdive_reference_not_used	bacdive:4289; deposit matches kgmicrobe.strain:bacdive_4290
straininfo.strain:101024	straininfo.deposit:337091		conflicting_bacdive_reference_not_used	bacdive:4289; deposit matches kgmicrobe.strain:bacdive_4291
straininfo.strain:101025	straininfo.deposit:304156		conflicting_bacdive_reference_not_used	bacdive:4291; deposit matches kgmicrobe.strain:bacdive_4290
straininfo.strain:101025	straininfo.deposit:337092		conflicting_bacdive_reference_not_used	bacdive:4291; deposit matches kgmicrobe.strain:bacdive_4289
straininfo.strain:101025	straininfo.deposit:337092		conflicting_bacdive_reference_not_used	bacdive:4291; deposit matches kgmicrobe.strain:bacdive_4292
straininfo.strain:101510	straininfo.deposit:746795		conflicting_bacdive_reference_not_used	bacdive:5899; deposit matches kgmicrobe.strain:bacdive_161009
straininfo.strain:101726	straininfo.deposit:312956		conflicting_bacdive_reference_not_used	bacdive:138939; deposit matches kgmicrobe.strain:bacdive_134490
straininfo.strain:10417	straininfo.deposit:40808		conflicting_bacdive_reference_not_used	bacdive:17224; deposit matches kgmicrobe.strain:bacdive_140084
straininfo.strain:10599	straininfo.deposit:41500		conflicting_bacdive_reference_not_used	bacdive:139246; deposit matches kgmicrobe.strain:bacdive_11499
straininfo.strain:10664	straininfo.deposit:41736		conflicting_bacdive_reference_not_used	bacdive:144284; deposit matches kgmicrobe.strain:bacdive_144034
straininfo.strain:10665	straininfo.deposit:41741		conflicting_bacdive_reference_not_used	bacdive:144285; deposit matches kgmicrobe.strain:bacdive_144036
straininfo.strain:10666	straininfo.deposit:41746		conflicting_bacdive_reference_not_used	bacdive:144286; deposit matches kgmicrobe.strain:bacdive_144038
straininfo.strain:10667	straininfo.deposit:41751		conflicting_bacdive_reference_not_used	bacdive:144287; deposit matches kgmicrobe.strain:bacdive_144037
straininfo.strain:10669	straininfo.deposit:41758		conflicting_bacdive_reference_not_used	bacdive:144290; deposit matches kgmicrobe.strain:bacdive_144041
straininfo.strain:10712	straininfo.deposit:41904		conflicting_bacdive_reference_not_used	bacdive:136402; deposit matches kgmicrobe.strain:bacdive_14160
straininfo.strain:107648	straininfo.deposit:833700		conflicting_bacdive_reference_not_used	bacdive:17108; deposit matches kgmicrobe.strain:bacdive_17106
straininfo.strain:10831	straininfo.deposit:234110		conflicting_bacdive_reference_not_used	bacdive:4968; deposit matches kgmicrobe.strain:bacdive_136542
straininfo.strain:1104	straininfo.deposit:4521		conflicting_bacdive_reference_not_used	bacdive:605; deposit matches kgmicrobe.strain:bacdive_623
straininfo.strain:1104	straininfo.deposit:4522		conflicting_bacdive_reference_not_used	bacdive:605; deposit matches kgmicrobe.strain:bacdive_623
straininfo.strain:1104	straininfo.deposit:4527		conflicting_bacdive_reference_not_used	bacdive:605; deposit matches kgmicrobe.strain:bacdive_623
straininfo.strain:1104	straininfo.deposit:847472		conflicting_bacdive_reference_not_used	bacdive:605; deposit matches kgmicrobe.strain:bacdive_623
straininfo.strain:110596	straininfo.deposit:330913		conflicting_bacdive_reference_not_used	bacdive:17207; deposit matches kgmicrobe.strain:bacdive_152224
straininfo.strain:11484	straininfo.deposit:288097		conflicting_bacdive_reference_not_used	bacdive:173145; deposit matches kgmicrobe.strain:bacdive_1814
straininfo.strain:11484	straininfo.deposit:863603		conflicting_bacdive_reference_not_used	bacdive:173145; deposit matches kgmicrobe.strain:bacdive_1814
straininfo.strain:118624	straininfo.deposit:152295		conflicting_bacdive_reference_not_used	bacdive:137665; deposit matches kgmicrobe.strain:bacdive_135185
straininfo.strain:12091	straininfo.deposit:314878		conflicting_bacdive_reference_not_used	bacdive:135999; deposit matches kgmicrobe.strain:bacdive_154256
straininfo.strain:12091	straininfo.deposit:702555		conflicting_bacdive_reference_not_used	bacdive:135999; deposit matches kgmicrobe.strain:bacdive_154256
straininfo.strain:1210	straininfo.deposit:128626		conflicting_bacdive_reference_not_used	bacdive:11488; deposit matches kgmicrobe.strain:bacdive_11489
straininfo.strain:1210	straininfo.deposit:128627		conflicting_bacdive_reference_not_used	bacdive:11488; deposit matches kgmicrobe.strain:bacdive_11489
straininfo.strain:1210	straininfo.deposit:153643		conflicting_bacdive_reference_not_used	bacdive:11488; deposit matches kgmicrobe.strain:bacdive_145015
straininfo.strain:1210	straininfo.deposit:324342		conflicting_bacdive_reference_not_used	bacdive:11488; deposit matches kgmicrobe.strain:bacdive_11489
straininfo.strain:1210	straininfo.deposit:683668		conflicting_bacdive_reference_not_used	bacdive:11488; deposit matches kgmicrobe.strain:bacdive_145015
straininfo.strain:12230	straininfo.deposit:128740		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12230	straininfo.deposit:149016		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12230	straininfo.deposit:287823		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12230	straininfo.deposit:46437		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12230	straininfo.deposit:46438		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12230	straininfo.deposit:51911		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12230	straininfo.deposit:537881		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12230	straininfo.deposit:678792		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12230	straininfo.deposit:95280		conflicting_bacdive_reference_not_used	bacdive:1448; deposit matches kgmicrobe.strain:bacdive_1421
straininfo.strain:12346	straininfo.deposit:533616		conflicting_bacdive_reference_not_used	bacdive:138598; deposit matches kgmicrobe.strain:bacdive_152384
straininfo.strain:12346	straininfo.deposit:533617		conflicting_bacdive_reference_not_used	bacdive:138598; deposit matches kgmicrobe.strain:bacdive_152384
straininfo.strain:12409	straininfo.deposit:152408		conflicting_bacdive_reference_not_used	bacdive:6814; deposit matches kgmicrobe.strain:bacdive_137658
straininfo.strain:12409	straininfo.deposit:47001		conflicting_bacdive_reference_not_used	bacdive:6814; deposit matches kgmicrobe.strain:bacdive_137658
straininfo.strain:125685	straininfo.deposit:108975		conflicting_bacdive_reference_not_used	bacdive:5999; deposit matches kgmicrobe.strain:bacdive_6012
straininfo.strain:125685	straininfo.deposit:158280		conflicting_bacdive_reference_not_used	bacdive:5999; deposit matches kgmicrobe.strain:bacdive_6012
straininfo.strain:125771	straininfo.deposit:123806		conflicting_bacdive_reference_not_used	bacdive:6465; deposit matches kgmicrobe.strain:bacdive_4984
straininfo.strain:125771	straininfo.deposit:123809		conflicting_bacdive_reference_not_used	bacdive:6465; deposit matches kgmicrobe.strain:bacdive_4984
straininfo.strain:125771	straininfo.deposit:123810		conflicting_bacdive_reference_not_used	bacdive:6465; deposit matches kgmicrobe.strain:bacdive_4984
straininfo.strain:125771	straininfo.deposit:152933		conflicting_bacdive_reference_not_used	bacdive:6465; deposit matches kgmicrobe.strain:bacdive_4984
straininfo.strain:125843	straininfo.deposit:137909		conflicting_bacdive_reference_not_used	bacdive:4980; deposit matches kgmicrobe.strain:bacdive_142697
straininfo.strain:125843	straininfo.deposit:14535		conflicting_bacdive_reference_not_used	bacdive:4980; deposit matches kgmicrobe.strain:bacdive_142697
straininfo.strain:125886	straininfo.deposit:52678		conflicting_bacdive_reference_not_used	bacdive:135161; deposit matches kgmicrobe.strain:bacdive_135162
straininfo.strain:12655	straininfo.deposit:47710		conflicting_bacdive_reference_not_used	bacdive:168493; deposit matches kgmicrobe.strain:bacdive_1828
straininfo.strain:12655	straininfo.deposit:491086		conflicting_bacdive_reference_not_used	bacdive:168493; deposit matches kgmicrobe.strain:bacdive_1828
straininfo.strain:127101	straininfo.deposit:370177		conflicting_bacdive_reference_not_used	bacdive:11875; deposit matches kgmicrobe.strain:bacdive_148169
straininfo.strain:127101	straininfo.deposit:370179		conflicting_bacdive_reference_not_used	bacdive:11875; deposit matches kgmicrobe.strain:bacdive_148169
straininfo.strain:127101	straininfo.deposit:534036		conflicting_bacdive_reference_not_used	bacdive:11875; deposit matches kgmicrobe.strain:bacdive_148169
straininfo.strain:127469	straininfo.deposit:381403		conflicting_bacdive_reference_not_used	bacdive:171070; deposit matches kgmicrobe.strain:bacdive_6043
straininfo.strain:128075	straininfo.deposit:692126		conflicting_bacdive_reference_not_used	bacdive:3873; deposit matches kgmicrobe.strain:bacdive_3872
straininfo.strain:128266	straininfo.deposit:381773		conflicting_bacdive_reference_not_used	bacdive:172821; deposit matches kgmicrobe.strain:bacdive_6231
straininfo.strain:128267	straininfo.deposit:381774		conflicting_bacdive_reference_not_used	bacdive:173527; deposit matches kgmicrobe.strain:bacdive_6232
straininfo.strain:12951	straininfo.deposit:48726		conflicting_bacdive_reference_not_used	bacdive:232; deposit matches kgmicrobe.strain:bacdive_147177
straininfo.strain:12983	straininfo.deposit:158773		conflicting_bacdive_reference_not_used	bacdive:3155; deposit matches kgmicrobe.strain:bacdive_11387
straininfo.strain:12995	straininfo.deposit:48915		conflicting_bacdive_reference_not_used	bacdive:173609; deposit matches kgmicrobe.strain:bacdive_176094
straininfo.strain:12995	straininfo.deposit:701871		conflicting_bacdive_reference_not_used	bacdive:173609; deposit matches kgmicrobe.strain:bacdive_17333
straininfo.strain:130933	straininfo.deposit:692120		conflicting_bacdive_reference_not_used	bacdive:3880; deposit matches kgmicrobe.strain:bacdive_3879
straininfo.strain:13114	straininfo.deposit:125294		conflicting_bacdive_reference_not_used	bacdive:3158; deposit matches kgmicrobe.strain:bacdive_130720
straininfo.strain:13114	straininfo.deposit:897492		conflicting_bacdive_reference_not_used	bacdive:3158; deposit matches kgmicrobe.strain:bacdive_130720
straininfo.strain:13130	straininfo.deposit:125774		conflicting_bacdive_reference_not_used	bacdive:649; deposit matches kgmicrobe.strain:bacdive_137195
straininfo.strain:13130	straininfo.deposit:234429		conflicting_bacdive_reference_not_used	bacdive:649; deposit matches kgmicrobe.strain:bacdive_137195
straininfo.strain:13130	straininfo.deposit:840857		conflicting_bacdive_reference_not_used	bacdive:649; deposit matches kgmicrobe.strain:bacdive_137195
straininfo.strain:131520	straininfo.deposit:377761		conflicting_bacdive_reference_not_used	bacdive:134137; deposit matches kgmicrobe.strain:bacdive_135750
straininfo.strain:131520	straininfo.deposit:382643		conflicting_bacdive_reference_not_used	bacdive:134137; deposit matches kgmicrobe.strain:bacdive_135750
straininfo.strain:131520	straininfo.deposit:701542		conflicting_bacdive_reference_not_used	bacdive:134137; deposit matches kgmicrobe.strain:bacdive_135750
straininfo.strain:132335	straininfo.deposit:691070		conflicting_bacdive_reference_not_used	bacdive:131127; deposit matches kgmicrobe.strain:bacdive_2345
straininfo.strain:132664	straininfo.deposit:380333		conflicting_bacdive_reference_not_used	bacdive:135093; deposit matches kgmicrobe.strain:bacdive_10783
straininfo.strain:133439	straininfo.deposit:153005		conflicting_bacdive_reference_not_used	bacdive:8408; deposit matches kgmicrobe.strain:bacdive_8407
straininfo.strain:13365	straininfo.deposit:364179		conflicting_bacdive_reference_not_used	bacdive:15049; deposit matches kgmicrobe.strain:bacdive_159098
straininfo.strain:13365	straininfo.deposit:486685		conflicting_bacdive_reference_not_used	bacdive:15049; deposit matches kgmicrobe.strain:bacdive_159098
straininfo.strain:13379	straininfo.deposit:50836		conflicting_bacdive_reference_not_used	bacdive:15623; deposit matches kgmicrobe.strain:bacdive_15739
straininfo.strain:13379	straininfo.deposit:50837		conflicting_bacdive_reference_not_used	bacdive:15623; deposit matches kgmicrobe.strain:bacdive_15739
straininfo.strain:134297	straininfo.deposit:381448		conflicting_bacdive_reference_not_used	bacdive:131099; deposit matches kgmicrobe.strain:bacdive_7236
straininfo.strain:134297	straininfo.deposit:381449		conflicting_bacdive_reference_not_used	bacdive:131099; deposit matches kgmicrobe.strain:bacdive_7236
straininfo.strain:134297	straininfo.deposit:692153		conflicting_bacdive_reference_not_used	bacdive:131099; deposit matches kgmicrobe.strain:bacdive_7236
straininfo.strain:1353	straininfo.deposit:847819		conflicting_bacdive_reference_not_used	bacdive:1808; deposit matches kgmicrobe.strain:bacdive_1806
straininfo.strain:13593	straininfo.deposit:149238		conflicting_bacdive_reference_not_used	bacdive:1683; deposit matches kgmicrobe.strain:bacdive_151924
straininfo.strain:13593	straininfo.deposit:233546		conflicting_bacdive_reference_not_used	bacdive:1683; deposit matches kgmicrobe.strain:bacdive_151924
straininfo.strain:13617	straininfo.deposit:214729		conflicting_bacdive_reference_not_used	bacdive:7482; deposit matches kgmicrobe.strain:bacdive_157513
straininfo.strain:1364	straininfo.deposit:129472		conflicting_bacdive_reference_not_used	bacdive:4310; deposit matches kgmicrobe.strain:bacdive_143708
straininfo.strain:1364	straininfo.deposit:5912		conflicting_bacdive_reference_not_used	bacdive:4310; deposit matches kgmicrobe.strain:bacdive_164865
straininfo.strain:13673	straininfo.deposit:397536		conflicting_bacdive_reference_not_used	bacdive:143264; deposit matches kgmicrobe.strain:bacdive_170249
straininfo.strain:13693	straininfo.deposit:137337		conflicting_bacdive_reference_not_used	bacdive:136227; deposit matches kgmicrobe.strain:bacdive_149356
straininfo.strain:13693	straininfo.deposit:52604		conflicting_bacdive_reference_not_used	bacdive:136227; deposit matches kgmicrobe.strain:bacdive_149356
straininfo.strain:13737	straininfo.deposit:214857		conflicting_bacdive_reference_not_used	bacdive:4992; deposit matches kgmicrobe.strain:bacdive_157402
straininfo.strain:13743	straininfo.deposit:52969		conflicting_bacdive_reference_not_used	bacdive:12869; deposit matches kgmicrobe.strain:bacdive_11739
straininfo.strain:13743	straininfo.deposit:52970		conflicting_bacdive_reference_not_used	bacdive:12869; deposit matches kgmicrobe.strain:bacdive_11739
straininfo.strain:13743	straininfo.deposit:52972		conflicting_bacdive_reference_not_used	bacdive:12869; deposit matches kgmicrobe.strain:bacdive_11739
straininfo.strain:13743	straininfo.deposit:52976		conflicting_bacdive_reference_not_used	bacdive:12869; deposit matches kgmicrobe.strain:bacdive_11739
straininfo.strain:13743	straininfo.deposit:699452		conflicting_bacdive_reference_not_used	bacdive:12869; deposit matches kgmicrobe.strain:bacdive_11739
straininfo.strain:13743	straininfo.deposit:709072		conflicting_bacdive_reference_not_used	bacdive:12869; deposit matches kgmicrobe.strain:bacdive_11739
straininfo.strain:13743	straininfo.deposit:904698		conflicting_bacdive_reference_not_used	bacdive:12869; deposit matches kgmicrobe.strain:bacdive_11739
straininfo.strain:13765	straininfo.deposit:17692		conflicting_bacdive_reference_not_used	bacdive:145155; deposit matches kgmicrobe.strain:bacdive_141377
straininfo.strain:13765	straininfo.deposit:17697		conflicting_bacdive_reference_not_used	bacdive:145155; deposit matches kgmicrobe.strain:bacdive_141377
straininfo.strain:138004	straininfo.deposit:386422		conflicting_bacdive_reference_not_used	bacdive:5547; deposit matches kgmicrobe.strain:bacdive_5548
straininfo.strain:138004	straininfo.deposit:386423		conflicting_bacdive_reference_not_used	bacdive:5547; deposit matches kgmicrobe.strain:bacdive_5548
straininfo.strain:138004	straininfo.deposit:719201		conflicting_bacdive_reference_not_used	bacdive:5547; deposit matches kgmicrobe.strain:bacdive_5548
straininfo.strain:138004	straininfo.deposit:764377		conflicting_bacdive_reference_not_used	bacdive:5547; deposit matches kgmicrobe.strain:bacdive_5548
straininfo.strain:138004	straininfo.deposit:915560		conflicting_bacdive_reference_not_used	bacdive:5547; deposit matches kgmicrobe.strain:bacdive_5548
straininfo.strain:138308	straininfo.deposit:533033		conflicting_bacdive_reference_not_used	bacdive:4372; deposit matches kgmicrobe.strain:bacdive_153847
straininfo.strain:13853	straininfo.deposit:165084		conflicting_bacdive_reference_not_used	bacdive:16229; deposit matches kgmicrobe.strain:bacdive_16243
straininfo.strain:13853	straininfo.deposit:166368		conflicting_bacdive_reference_not_used	bacdive:16229; deposit matches kgmicrobe.strain:bacdive_16243
straininfo.strain:13853	straininfo.deposit:166369		conflicting_bacdive_reference_not_used	bacdive:16229; deposit matches kgmicrobe.strain:bacdive_16243
straininfo.strain:13853	straininfo.deposit:166370		conflicting_bacdive_reference_not_used	bacdive:16229; deposit matches kgmicrobe.strain:bacdive_16243
straininfo.strain:13853	straininfo.deposit:55566		conflicting_bacdive_reference_not_used	bacdive:16229; deposit matches kgmicrobe.strain:bacdive_16243
straininfo.strain:13853	straininfo.deposit:95266		conflicting_bacdive_reference_not_used	bacdive:16229; deposit matches kgmicrobe.strain:bacdive_16243
straininfo.strain:13853	straininfo.deposit:95269		conflicting_bacdive_reference_not_used	bacdive:16229; deposit matches kgmicrobe.strain:bacdive_16243
straininfo.strain:13909	straininfo.deposit:156332		conflicting_bacdive_reference_not_used	bacdive:14289; deposit matches kgmicrobe.strain:bacdive_132836
straininfo.strain:13909	straininfo.deposit:288792		conflicting_bacdive_reference_not_used	bacdive:14289; deposit matches kgmicrobe.strain:bacdive_132836
straininfo.strain:13909	straininfo.deposit:54380		conflicting_bacdive_reference_not_used	bacdive:14289; deposit matches kgmicrobe.strain:bacdive_132836
straininfo.strain:13909	straininfo.deposit:54381		conflicting_bacdive_reference_not_used	bacdive:14289; deposit matches kgmicrobe.strain:bacdive_132836
straininfo.strain:13909	straininfo.deposit:54383		conflicting_bacdive_reference_not_used	bacdive:14289; deposit matches kgmicrobe.strain:bacdive_132836
straininfo.strain:13909	straininfo.deposit:54393		conflicting_bacdive_reference_not_used	bacdive:14289; deposit matches kgmicrobe.strain:bacdive_132836
straininfo.strain:13909	straininfo.deposit:745893		conflicting_bacdive_reference_not_used	bacdive:14289; deposit matches kgmicrobe.strain:bacdive_132836
straininfo.strain:13909	straininfo.deposit:914375		conflicting_bacdive_reference_not_used	bacdive:14289; deposit matches kgmicrobe.strain:bacdive_132836
straininfo.strain:13947	straininfo.deposit:125617		conflicting_bacdive_reference_not_used	bacdive:165645; deposit matches kgmicrobe.strain:bacdive_151352
straininfo.strain:13947	straininfo.deposit:328912		conflicting_bacdive_reference_not_used	bacdive:165645; deposit matches kgmicrobe.strain:bacdive_151352
straininfo.strain:13991	straininfo.deposit:129234		conflicting_bacdive_reference_not_used	bacdive:143122; deposit matches kgmicrobe.strain:bacdive_139078
straininfo.strain:13991	straininfo.deposit:231783		conflicting_bacdive_reference_not_used	bacdive:143122; deposit matches kgmicrobe.strain:bacdive_139078
straininfo.strain:13993	straininfo.deposit:178715		conflicting_bacdive_reference_not_used	bacdive:16049; deposit matches kgmicrobe.strain:bacdive_164955
straininfo.strain:13993	straininfo.deposit:334263		conflicting_bacdive_reference_not_used	bacdive:16049; deposit matches kgmicrobe.strain:bacdive_164955
straininfo.strain:13993	straininfo.deposit:54986		conflicting_bacdive_reference_not_used	bacdive:16049; deposit matches kgmicrobe.strain:bacdive_164955
straininfo.strain:14025	straininfo.deposit:55159		conflicting_bacdive_reference_not_used	bacdive:144288; deposit matches kgmicrobe.strain:bacdive_144040
straininfo.strain:14066	straininfo.deposit:55339		conflicting_bacdive_reference_not_used	bacdive:2057; deposit matches kgmicrobe.strain:bacdive_150335
straininfo.strain:14112	straininfo.deposit:223412		conflicting_bacdive_reference_not_used	bacdive:16051; deposit matches kgmicrobe.strain:bacdive_164956
straininfo.strain:14112	straininfo.deposit:486224		conflicting_bacdive_reference_not_used	bacdive:16051; deposit matches kgmicrobe.strain:bacdive_164956
straininfo.strain:14256	straininfo.deposit:233733		conflicting_bacdive_reference_not_used	bacdive:165627; deposit matches kgmicrobe.strain:bacdive_139499
straininfo.strain:1466	straininfo.deposit:233652		conflicting_bacdive_reference_not_used	bacdive:143191; deposit matches kgmicrobe.strain:bacdive_137511
straininfo.strain:1480	straininfo.deposit:6243		conflicting_bacdive_reference_not_used	bacdive:144282; deposit matches kgmicrobe.strain:bacdive_144033
straininfo.strain:1481	straininfo.deposit:6250		conflicting_bacdive_reference_not_used	bacdive:144035; deposit matches kgmicrobe.strain:bacdive_144289
straininfo.strain:1481	straininfo.deposit:6252		conflicting_bacdive_reference_not_used	bacdive:144035; deposit matches kgmicrobe.strain:bacdive_144289
straininfo.strain:15077	straininfo.deposit:104410		conflicting_bacdive_reference_not_used	bacdive:170314; deposit matches kgmicrobe.strain:bacdive_174194
straininfo.strain:15077	straininfo.deposit:153096		conflicting_bacdive_reference_not_used	bacdive:170314; deposit matches kgmicrobe.strain:bacdive_174194
straininfo.strain:1563	straininfo.deposit:109475		conflicting_bacdive_reference_not_used	bacdive:2130; deposit matches kgmicrobe.strain:bacdive_2125
straininfo.strain:1563	straininfo.deposit:149646		conflicting_bacdive_reference_not_used	bacdive:2130; deposit matches kgmicrobe.strain:bacdive_2125
straininfo.strain:1563	straininfo.deposit:233670		conflicting_bacdive_reference_not_used	bacdive:2130; deposit matches kgmicrobe.strain:bacdive_2125
straininfo.strain:1563	straininfo.deposit:6505		conflicting_bacdive_reference_not_used	bacdive:2130; deposit matches kgmicrobe.strain:bacdive_2125
straininfo.strain:1563	straininfo.deposit:6506		conflicting_bacdive_reference_not_used	bacdive:2130; deposit matches kgmicrobe.strain:bacdive_2125
straininfo.strain:1563	straininfo.deposit:6507		conflicting_bacdive_reference_not_used	bacdive:2130; deposit matches kgmicrobe.strain:bacdive_2125
straininfo.strain:1563	straininfo.deposit:6510		conflicting_bacdive_reference_not_used	bacdive:2130; deposit matches kgmicrobe.strain:bacdive_2125
straininfo.strain:163	straininfo.deposit:214691		conflicting_bacdive_reference_not_used	bacdive:8094; deposit matches kgmicrobe.strain:bacdive_157288
straininfo.strain:1716	straininfo.deposit:214623		conflicting_bacdive_reference_not_used	bacdive:10449; deposit matches kgmicrobe.strain:bacdive_157318
straininfo.strain:1922	straininfo.deposit:214723		conflicting_bacdive_reference_not_used	bacdive:136353; deposit matches kgmicrobe.strain:bacdive_157511
straininfo.strain:1974	straininfo.deposit:229109		conflicting_bacdive_reference_not_used	bacdive:2712; deposit matches kgmicrobe.strain:bacdive_2711
straininfo.strain:1998	straininfo.deposit:182152		conflicting_bacdive_reference_not_used	bacdive:142852; deposit matches kgmicrobe.strain:bacdive_165370
straininfo.strain:1998	straininfo.deposit:182170		conflicting_bacdive_reference_not_used	bacdive:142852; deposit matches kgmicrobe.strain:bacdive_165370
straininfo.strain:2051	straininfo.deposit:182147		conflicting_bacdive_reference_not_used	bacdive:2922; deposit matches kgmicrobe.strain:bacdive_165360
straininfo.strain:2051	straininfo.deposit:8305		conflicting_bacdive_reference_not_used	bacdive:2922; deposit matches kgmicrobe.strain:bacdive_165360
straininfo.strain:2060	straininfo.deposit:208454		conflicting_bacdive_reference_not_used	bacdive:161299; deposit matches kgmicrobe.strain:bacdive_162958
straininfo.strain:2060	straininfo.deposit:399889		conflicting_bacdive_reference_not_used	bacdive:161299; deposit matches kgmicrobe.strain:bacdive_162958
straininfo.strain:2060	straininfo.deposit:699767		conflicting_bacdive_reference_not_used	bacdive:161299; deposit matches kgmicrobe.strain:bacdive_162958
straininfo.strain:2060	straininfo.deposit:802628		conflicting_bacdive_reference_not_used	bacdive:161299; deposit matches kgmicrobe.strain:bacdive_162958
straininfo.strain:2060	straininfo.deposit:8359		conflicting_bacdive_reference_not_used	bacdive:161299; deposit matches kgmicrobe.strain:bacdive_162958
straininfo.strain:2060	straininfo.deposit:8360		conflicting_bacdive_reference_not_used	bacdive:161299; deposit matches kgmicrobe.strain:bacdive_162958
straininfo.strain:2060	straininfo.deposit:8361		conflicting_bacdive_reference_not_used	bacdive:161299; deposit matches kgmicrobe.strain:bacdive_162958
straininfo.strain:2063	straininfo.deposit:327519		conflicting_bacdive_reference_not_used	bacdive:138396; deposit matches kgmicrobe.strain:bacdive_5094
straininfo.strain:2063	straininfo.deposit:327520		conflicting_bacdive_reference_not_used	bacdive:138396; deposit matches kgmicrobe.strain:bacdive_5094
straininfo.strain:2148	straininfo.deposit:133124		conflicting_bacdive_reference_not_used	bacdive:5515; deposit matches kgmicrobe.strain:bacdive_5514
straininfo.strain:2148	straininfo.deposit:133125		conflicting_bacdive_reference_not_used	bacdive:5515; deposit matches kgmicrobe.strain:bacdive_5514
straininfo.strain:2148	straininfo.deposit:133126		conflicting_bacdive_reference_not_used	bacdive:5515; deposit matches kgmicrobe.strain:bacdive_5514
straininfo.strain:2148	straininfo.deposit:151148		conflicting_bacdive_reference_not_used	bacdive:5515; deposit matches kgmicrobe.strain:bacdive_5514
straininfo.strain:2148	straininfo.deposit:182910		conflicting_bacdive_reference_not_used	bacdive:5515; deposit matches kgmicrobe.strain:bacdive_5514
