strain_id	assembly_id	source	source_id	source_reference_id	assembly_level	assembly_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id	straininfo_evidence_json
kgmicrobe.strain:bacdive_10	ncbi.assembly:GCA_011516945	STRAININFO	straininfo.strain:92175		contig	Acetobacter estunensis LMG 1626	NCBITaxon:104097	strain.sequence.accessionNumber	kgmicrobe.strain:LMG-1626	LMG 1626	deposits.designation			"{""deposit_designation"":""LMG 1626"",""deposit_id"":""straininfo.deposit:375"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:375"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10"",""strain_doi"":""DOI:10.60712/SI-ID92175.3"",""strain_id"":""straininfo.strain:92175"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_100	ncbi.assembly:GCA_003269275	STRAININFO	straininfo.strain:87670		scaffold	Phascolarctobacterium faecium DSM 14760	NCBITaxon:33025	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-14760	DSM 14760	deposits.designation			"{""deposit_designation"":""DSM 14760"",""deposit_id"":""straininfo.deposit:303425"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:303425"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:100"",""strain_doi"":""DOI:10.60712/SI-ID87670.3"",""strain_id"":""straininfo.strain:87670"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1002	ncbi.assembly:GCA_029537075	STRAININFO	straininfo.strain:405198		complete	Bacillus subtilis DSM 23521	NCBITaxon:1423	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-23521	DSM 23521	deposits.designation			"{""deposit_designation"":""DSM 23521"",""deposit_id"":""straininfo.deposit:912397"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:912397"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1002"",""strain_doi"":""DOI:10.60712/SI-ID405198.2"",""strain_id"":""straininfo.strain:405198"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_000161615	STRAININFO	straininfo.strain:389259		chromosome	Bacillus thuringiensis serovar berliner ATCC 10792	NCBITaxon:1428	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-10792	ATCC 10792	deposits.designation			"{""deposit_designation"":""ATCC 10792"",""deposit_id"":""straininfo.deposit:5186"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:5186"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1006"",""strain_doi"":""DOI:10.60712/SI-ID389259.3"",""strain_id"":""straininfo.strain:389259"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002119445	STRAININFO	straininfo.strain:389259		complete	Bacillus thuringiensis ATCC 10792	NCBITaxon:1428	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-10792	ATCC 10792	deposits.designation			"{""deposit_designation"":""ATCC 10792"",""deposit_id"":""straininfo.deposit:5186"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:5186"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1006"",""strain_doi"":""DOI:10.60712/SI-ID389259.3"",""strain_id"":""straininfo.strain:389259"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002243685	STRAININFO	straininfo.strain:389259		complete	Bacillus thuringiensis ATCC 10792	NCBITaxon:1428	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-10792	ATCC 10792	deposits.designation			"{""deposit_designation"":""ATCC 10792"",""deposit_id"":""straininfo.deposit:5186"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:5186"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:1006"",""strain_doi"":""DOI:10.60712/SI-ID389259.3"",""strain_id"":""straininfo.strain:389259"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10096	ncbi.assembly:GCA_000331735	STRAININFO	straininfo.strain:143378		complete	Myxococcus stipitatus DSM 14675	NCBITaxon:83455	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-14675	DSM 14675	deposits.designation			"{""deposit_designation"":""DSM 14675"",""deposit_id"":""straininfo.deposit:401245"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:401245"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10096"",""strain_doi"":""DOI:10.60712/SI-ID143378.3"",""strain_id"":""straininfo.strain:143378"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10169	ncbi.assembly:GCA_012933655	STRAININFO	straininfo.strain:215417		contig	Pyxidicoccus fallax DSM 14698	NCBITaxon:394095	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-14698	DSM 14698	deposits.designation			"{""deposit_designation"":""DSM 14698"",""deposit_id"":""straininfo.deposit:534134"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:534134"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10169"",""strain_doi"":""DOI:10.60712/SI-ID215417.3"",""strain_id"":""straininfo.strain:215417"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10173	ncbi.assembly:GCA_000024365	STRAININFO	straininfo.strain:46213		complete	Nakamurella multipartita DSM 44233	NCBITaxon:53461	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-44233	DSM 44233	deposits.designation			"{""deposit_designation"":""DSM 44233"",""deposit_id"":""straininfo.deposit:169342"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:169342"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10173"",""strain_doi"":""DOI:10.60712/SI-ID46213.3"",""strain_id"":""straininfo.strain:46213"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10174	ncbi.assembly:GCA_000426645	STRAININFO	straininfo.strain:404452		scaffold	Nakamurella lactea DSM 19367	NCBITaxon:459515	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-19367	DSM 19367	deposits.designation			"{""deposit_designation"":""DSM 19367"",""deposit_id"":""straininfo.deposit:911595"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:911595"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10174"",""strain_doi"":""DOI:10.60712/SI-ID404452.3"",""strain_id"":""straininfo.strain:404452"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10175	ncbi.assembly:GCA_000737335	STRAININFO	straininfo.strain:111783		contig	Enhygromyxa salina DSM 15201	NCBITaxon:215803	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-15201	DSM 15201	deposits.designation			"{""deposit_designation"":""DSM 15201"",""deposit_id"":""straininfo.deposit:337449"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:337449"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10175"",""strain_doi"":""DOI:10.60712/SI-ID111783.2"",""strain_id"":""straininfo.strain:111783"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_002343915	STRAININFO	straininfo.strain:47046		contig	Nannocystis exedens DSM 71	NCBITaxon:54	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-71	DSM 71	deposits.designation			"{""deposit_designation"":""DSM 71"",""deposit_id"":""straininfo.deposit:156359"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:156359"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10177"",""strain_doi"":""DOI:10.60712/SI-ID47046.3"",""strain_id"":""straininfo.strain:47046"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_900112715	STRAININFO	straininfo.strain:47046		scaffold	Nannocystis exedens ATCC 25963	NCBITaxon:54	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-25963	ATCC 25963	deposits.designation			"{""deposit_designation"":""ATCC 25963"",""deposit_id"":""straininfo.deposit:156360"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:156360"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10177"",""strain_doi"":""DOI:10.60712/SI-ID47046.3"",""strain_id"":""straininfo.strain:47046"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_103	ncbi.assembly:GCA_900112895	STRAININFO	straininfo.strain:48597		scaffold	Succiniclasticum ruminis DSM 9236	NCBITaxon:40841	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-9236	DSM 9236	deposits.designation			"{""deposit_designation"":""DSM 9236"",""deposit_id"":""straininfo.deposit:161365"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:161365"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:103"",""strain_doi"":""DOI:10.60712/SI-ID48597.3"",""strain_id"":""straininfo.strain:48597"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10312	ncbi.assembly:GCA_020073745	STRAININFO	straininfo.strain:215739		contig	Nannocystis pusilla DSM 53165	NCBITaxon:889268	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-53165	DSM 53165	deposits.designation			"{""deposit_designation"":""DSM 53165"",""deposit_id"":""straininfo.deposit:534657"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:534657"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10312"",""strain_doi"":""DOI:10.60712/SI-ID215739.2"",""strain_id"":""straininfo.strain:215739"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10423	ncbi.assembly:GCA_000186245	STRAININFO	straininfo.strain:138023		complete	Nitratifractor salsuginis DSM 16511	NCBITaxon:269261	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16511	DSM 16511	deposits.designation			"{""deposit_designation"":""DSM 16511"",""deposit_id"":""straininfo.deposit:386537"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:386537"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10423"",""strain_doi"":""DOI:10.60712/SI-ID138023.3"",""strain_id"":""straininfo.strain:138023"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_027946175	STRAININFO	straininfo.strain:138024		complete	Nitratiruptor tergarcus DSM 16512	NCBITaxon:269259	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16512	DSM 16512	deposits.designation			"{""deposit_designation"":""DSM 16512"",""deposit_id"":""straininfo.deposit:386540"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:386540"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10424"",""strain_doi"":""DOI:10.60712/SI-ID138024.3"",""strain_id"":""straininfo.strain:138024"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_900176045	STRAININFO	straininfo.strain:138024		scaffold	Nitratiruptor tergarcus DSM 16512	NCBITaxon:269259	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16512	DSM 16512	deposits.designation			"{""deposit_designation"":""DSM 16512"",""deposit_id"":""straininfo.deposit:386540"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:386540"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10424"",""strain_doi"":""DOI:10.60712/SI-ID138024.3"",""strain_id"":""straininfo.strain:138024"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10433	ncbi.assembly:GCA_000745955	STRAININFO	straininfo.strain:4972		scaffold	Alysiella crassa DSM 2578	NCBITaxon:153491	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-2578	DSM 2578	deposits.designation			"{""deposit_designation"":""DSM 2578"",""deposit_id"":""straininfo.deposit:21608"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21608"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10433"",""strain_doi"":""DOI:10.60712/SI-ID4972.3"",""strain_id"":""straininfo.strain:4972"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10433	ncbi.assembly:GCA_900445245	STRAININFO	straininfo.strain:4972		contig	Alysiella crassa NCTC10283	NCBITaxon:153491	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10283	NCTC 10283	deposits.designation			"{""deposit_designation"":""NCTC 10283"",""deposit_id"":""straininfo.deposit:21610"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21610"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10433"",""strain_doi"":""DOI:10.60712/SI-ID4972.3"",""strain_id"":""straininfo.strain:4972"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10434	ncbi.assembly:GCA_014054525	STRAININFO	straininfo.strain:884		complete	Alysiella filiformis DSM 16848	NCBITaxon:194196	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16848	DSM 16848	deposits.designation			"{""deposit_designation"":""DSM 16848"",""deposit_id"":""straininfo.deposit:381701"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:381701"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10434"",""strain_doi"":""DOI:10.60712/SI-ID884.3"",""strain_id"":""straininfo.strain:884"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10434	ncbi.assembly:GCA_020162295	STRAININFO	straininfo.strain:884		complete	Alysiella filiformis DSM 16848	NCBITaxon:194196	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16848	DSM 16848	deposits.designation			"{""deposit_designation"":""DSM 16848"",""deposit_id"":""straininfo.deposit:381701"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:381701"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10434"",""strain_doi"":""DOI:10.60712/SI-ID884.3"",""strain_id"":""straininfo.strain:884"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10434	ncbi.assembly:GCA_900230205	STRAININFO	straininfo.strain:884		scaffold	Alysiella filiformis DSM 16848	NCBITaxon:194196	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16848	DSM 16848	deposits.designation			"{""deposit_designation"":""DSM 16848"",""deposit_id"":""straininfo.deposit:381701"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:381701"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10434"",""strain_doi"":""DOI:10.60712/SI-ID884.3"",""strain_id"":""straininfo.strain:884"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10435	ncbi.assembly:GCA_000420525	STRAININFO	straininfo.strain:13575		contig	Aquaspirillum serpens DSM 68	NCBITaxon:190	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-68	DSM 68	deposits.designation			"{""deposit_designation"":""DSM 68"",""deposit_id"":""straininfo.deposit:148571"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:148571"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10435"",""strain_doi"":""DOI:10.60712/SI-ID13575.3"",""strain_id"":""straininfo.strain:13575"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10446	ncbi.assembly:GCA_001592185	STRAININFO	straininfo.strain:389283		contig	Bergeriella denitrificans NBRC 102155	NCBITaxon:494	strain.sequence.accessionNumber	kgmicrobe.strain:NBRC-102155	NBRC 102155	deposits.designation			"{""deposit_designation"":""NBRC 102155"",""deposit_id"":""straininfo.deposit:715384"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:715384"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10446"",""strain_doi"":""DOI:10.60712/SI-ID389283.3"",""strain_id"":""straininfo.strain:389283"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10446	ncbi.assembly:GCA_900453875	STRAININFO	straininfo.strain:389283		contig	Bergeriella denitrificans NCTC10295	NCBITaxon:494	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10295	NCTC 10295	deposits.designation			"{""deposit_designation"":""NCTC 10295"",""deposit_id"":""straininfo.deposit:139829"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:139829"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10446"",""strain_doi"":""DOI:10.60712/SI-ID389283.3"",""strain_id"":""straininfo.strain:389283"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10447	ncbi.assembly:GCA_000429785	STRAININFO	straininfo.strain:132778		scaffold	Chitinibacter tainanensis DSM 15459	NCBITaxon:230667	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-15459	DSM 15459	deposits.designation			"{""deposit_designation"":""DSM 15459"",""deposit_id"":""straininfo.deposit:379511"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:379511"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10447"",""strain_doi"":""DOI:10.60712/SI-ID132778.3"",""strain_id"":""straininfo.strain:132778"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10449	ncbi.assembly:GCA_000007705	STRAININFO	straininfo.strain:1716		complete	Chromobacterium violaceum ATCC 12472	NCBITaxon:536	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-12472	ATCC 12472	deposits.designation			"{""deposit_designation"":""ATCC 12472"",""deposit_id"":""straininfo.deposit:6971"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:6971"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10449"",""strain_doi"":""DOI:10.60712/SI-ID1716.3"",""strain_id"":""straininfo.strain:1716"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10449	ncbi.assembly:GCA_900446805	STRAININFO	straininfo.strain:1716		contig	Chromobacterium violaceum NCTC9757	NCBITaxon:536	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-9757	NCTC 9757	deposits.designation			"{""deposit_designation"":""NCTC 9757"",""deposit_id"":""straininfo.deposit:6979"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:6979"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10449"",""strain_doi"":""DOI:10.60712/SI-ID1716.3"",""strain_id"":""straininfo.strain:1716"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10452	ncbi.assembly:GCA_000711885	STRAININFO	straininfo.strain:406503		scaffold	Chromobacterium haemolyticum DSM 19808	NCBITaxon:394935	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-19808	DSM 19808	deposits.designation			"{""deposit_designation"":""DSM 19808"",""deposit_id"":""straininfo.deposit:913811"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:913811"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10452"",""strain_doi"":""DOI:10.60712/SI-ID406503.3"",""strain_id"":""straininfo.strain:406503"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10453	ncbi.assembly:GCA_021129195	STRAININFO	straininfo.strain:399000		scaffold	Chromobacterium aquaticum DSM 19852	NCBITaxon:467180	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-19852	DSM 19852	deposits.designation			"{""deposit_designation"":""DSM 19852"",""deposit_id"":""straininfo.deposit:905761"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:905761"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10453"",""strain_doi"":""DOI:10.60712/SI-ID399000.3"",""strain_id"":""straininfo.strain:399000"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10454	ncbi.assembly:GCA_021129175	STRAININFO	straininfo.strain:1727		scaffold	Chromobacterium piscinae DSM 23278	NCBITaxon:686831	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-23278	DSM 23278	deposits.designation			"{""deposit_designation"":""DSM 23278"",""deposit_id"":""straininfo.deposit:907121"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:907121"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10454"",""strain_doi"":""DOI:10.60712/SI-ID1727.3"",""strain_id"":""straininfo.strain:1727"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10455	ncbi.assembly:GCA_001953795	STRAININFO	straininfo.strain:1733		contig	Chromobacterium violaceum LMG 3953	NCBITaxon:536	strain.sequence.accessionNumber	kgmicrobe.strain:LMG-3953	LMG 3953	deposits.designation			"{""deposit_designation"":""LMG 3953"",""deposit_id"":""straininfo.deposit:7022"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:7022"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10455"",""strain_doi"":""DOI:10.60712/SI-ID1733.3"",""strain_id"":""straininfo.strain:1733"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10455	ncbi.assembly:GCA_900459005	STRAININFO	straininfo.strain:364208		contig	Streptococcus agalactiae NCTC8182	NCBITaxon:1311	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-8182	NCTC 8182	deposits.designation			"{""deposit_designation"":""NCTC 8182"",""deposit_id"":""straininfo.deposit:343677"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:343677"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10455"",""strain_doi"":""DOI:10.60712/SI-ID364208.2"",""strain_id"":""straininfo.strain:364208"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10456	ncbi.assembly:GCA_000620925	STRAININFO	straininfo.strain:4974		scaffold	Conchiformibius steedae DSM 2580	NCBITaxon:153493	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-2580	DSM 2580	deposits.designation			"{""deposit_designation"":""DSM 2580"",""deposit_id"":""straininfo.deposit:21620"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21620"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10456"",""strain_doi"":""DOI:10.60712/SI-ID4974.3"",""strain_id"":""straininfo.strain:4974"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10456	ncbi.assembly:GCA_014054725	STRAININFO	straininfo.strain:4974		complete	Conchiformibius steedae DSM 2580	NCBITaxon:153493	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-2580	DSM 2580	deposits.designation			"{""deposit_designation"":""DSM 2580"",""deposit_id"":""straininfo.deposit:21620"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21620"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10456"",""strain_doi"":""DOI:10.60712/SI-ID4974.3"",""strain_id"":""straininfo.strain:4974"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10456	ncbi.assembly:GCA_023547005	STRAININFO	straininfo.strain:4974		complete	Conchiformibius steedae DSM 2580	NCBITaxon:153493	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-2580	DSM 2580	deposits.designation			"{""deposit_designation"":""DSM 2580"",""deposit_id"":""straininfo.deposit:21620"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21620"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10456"",""strain_doi"":""DOI:10.60712/SI-ID4974.3"",""strain_id"":""straininfo.strain:4974"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10457	ncbi.assembly:GCA_000428785	STRAININFO	straininfo.strain:39530		scaffold	Conchiformibius kuhniae DSM 17694	NCBITaxon:211502	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17694	DSM 17694	deposits.designation			"{""deposit_designation"":""DSM 17694"",""deposit_id"":""straininfo.deposit:674842"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:674842"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10457"",""strain_doi"":""DOI:10.60712/SI-ID39530.3"",""strain_id"":""straininfo.strain:39530"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10458	ncbi.assembly:GCA_000158615	STRAININFO	straininfo.strain:2189		scaffold	Eikenella corrodens ATCC 23834	NCBITaxon:539	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-23834	ATCC 23834	deposits.designation			"{""deposit_designation"":""ATCC 23834"",""deposit_id"":""straininfo.deposit:8963"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:8963"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10458"",""strain_doi"":""DOI:10.60712/SI-ID2189.3"",""strain_id"":""straininfo.strain:2189"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10458	ncbi.assembly:GCA_900187105	STRAININFO	straininfo.strain:2189		complete	Eikenella corrodens NCTC10596	NCBITaxon:539	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-10596	NCTC 10596	deposits.designation			"{""deposit_designation"":""NCTC 10596"",""deposit_id"":""straininfo.deposit:8971"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:8971"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10458"",""strain_doi"":""DOI:10.60712/SI-ID2189.3"",""strain_id"":""straininfo.strain:2189"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10459	ncbi.assembly:GCA_900115065	STRAININFO	straininfo.strain:42689		contig	Formivibrio citricus DSM 6150	NCBITaxon:83765	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-6150	DSM 6150	deposits.designation			"{""deposit_designation"":""DSM 6150"",""deposit_id"":""straininfo.deposit:114844"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:114844"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10459"",""strain_doi"":""DOI:10.60712/SI-ID42689.3"",""strain_id"":""straininfo.strain:42689"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_10460	ncbi.assembly:GCA_004346505	STRAININFO	straininfo.strain:3023		scaffold	Iodobacter fluviatilis DSM 3764	NCBITaxon:537	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-3764	DSM 3764	deposits.designation			"{""deposit_designation"":""DSM 3764"",""deposit_id"":""straininfo.deposit:151690"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:151690"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:10460"",""strain_doi"":""DOI:10.60712/SI-ID3023.3"",""strain_id"":""straininfo.strain:3023"",""strain_status"":""published online""}"
