strain_id	assembly_id	source	source_id	source_reference_id	assembly_level	assembly_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id	straininfo_evidence_json
kgmicrobe.strain:bacdive_6157	ncbi.assembly:GCA_004346185	STRAININFO	straininfo.strain:9843		scaffold	Aquabacter spiritensis DSM 9035	NCBITaxon:933073	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-9035	DSM 9035	deposits.designation			"{""deposit_designation"":""DSM 9035"",""deposit_id"":""straininfo.deposit:38685"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:38685"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6157"",""strain_doi"":""DOI:10.60712/SI-ID9843.3"",""strain_id"":""straininfo.strain:9843"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6158	ncbi.assembly:GCA_008630065	STRAININFO	straininfo.strain:47265		contig	Blastochloris sulfoviridis DSM 729	NCBITaxon:50712	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-729	DSM 729	deposits.designation			"{""deposit_designation"":""DSM 729"",""deposit_id"":""straininfo.deposit:156932"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:156932"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6158"",""strain_doi"":""DOI:10.60712/SI-ID47265.3"",""strain_id"":""straininfo.strain:47265"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6160	ncbi.assembly:GCA_001402875	STRAININFO	straininfo.strain:4912		complete	Blastochloris viridis ATCC 19567	NCBITaxon:1079	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-19567	ATCC 19567	deposits.designation			"{""deposit_designation"":""ATCC 19567"",""deposit_id"":""straininfo.deposit:21338"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21338"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6160"",""strain_doi"":""DOI:10.60712/SI-ID4912.3"",""strain_id"":""straininfo.strain:4912"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6160	ncbi.assembly:GCA_001548155	STRAININFO	straininfo.strain:4912		complete	Blastochloris viridis DSM 133	NCBITaxon:1079	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-133	DSM 133	deposits.designation			"{""deposit_designation"":""DSM 133"",""deposit_id"":""straininfo.deposit:21340"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21340"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6160"",""strain_doi"":""DOI:10.60712/SI-ID4912.3"",""strain_id"":""straininfo.strain:4912"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6164	ncbi.assembly:GCA_000743575	STRAININFO	straininfo.strain:92397		contig	Devosia riboflavina IFO13584	NCBITaxon:46914	strain.sequence.accessionNumber	kgmicrobe.strain:IFO-13584	IFO 13584	deposits.designation			"{""deposit_designation"":""IFO 13584"",""deposit_id"":""straininfo.deposit:18152"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:18152"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6164"",""strain_doi"":""DOI:10.60712/SI-ID92397.3"",""strain_id"":""straininfo.strain:92397"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6165	ncbi.assembly:GCA_000970435	STRAININFO	straininfo.strain:137492		contig	Devosia limi DSM 17137	NCBITaxon:288995	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17137	DSM 17137	deposits.designation			"{""deposit_designation"":""DSM 17137"",""deposit_id"":""straininfo.deposit:385852"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:385852"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6165"",""strain_doi"":""DOI:10.60712/SI-ID137492.3"",""strain_id"":""straininfo.strain:137492"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6165	ncbi.assembly:GCA_900128975	STRAININFO	straininfo.strain:137492		scaffold	Devosia limi DSM 17137	NCBITaxon:288995	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17137	DSM 17137	deposits.designation			"{""deposit_designation"":""DSM 17137"",""deposit_id"":""straininfo.deposit:385852"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:385852"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6165"",""strain_doi"":""DOI:10.60712/SI-ID137492.3"",""strain_id"":""straininfo.strain:137492"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6168	ncbi.assembly:GCA_014197055	STRAININFO	straininfo.strain:310989		contig	Devosia subaequoris DSM 23447	NCBITaxon:395930	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-23447	DSM 23447	deposits.designation			"{""deposit_designation"":""DSM 23447"",""deposit_id"":""straininfo.deposit:904165"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:904165"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6168"",""strain_doi"":""DOI:10.60712/SI-ID310989.3"",""strain_id"":""straininfo.strain:310989"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6173	ncbi.assembly:GCA_900112505	STRAININFO	straininfo.strain:379343		scaffold	Devosia psychrophila CGMCC 1.10210	NCBITaxon:728005	strain.sequence.accessionNumber	kgmicrobe.strain:CGMCC-1.10210	CGMCC 1.10210	deposits.designation			"{""deposit_designation"":""CGMCC 1.10210"",""deposit_id"":""straininfo.deposit:869391"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:869391"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6173"",""strain_doi"":""DOI:10.60712/SI-ID379343.3"",""strain_id"":""straininfo.strain:379343"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6175	ncbi.assembly:GCA_003550175	STRAININFO	straininfo.strain:45217		contig	Dichotomicrobium thermohalophilum DSM 5002	NCBITaxon:933063	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-5002	DSM 5002	deposits.designation			"{""deposit_designation"":""DSM 5002"",""deposit_id"":""straininfo.deposit:121405"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:121405"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6175"",""strain_doi"":""DOI:10.60712/SI-ID45217.3"",""strain_id"":""straininfo.strain:45217"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6181	ncbi.assembly:GCA_900116175	STRAININFO	straininfo.strain:39026		contig	Hyphomicrobium facile DSM 1565	NCBITaxon:51670	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-1565	DSM 1565	deposits.designation			"{""deposit_designation"":""DSM 1565"",""deposit_id"":""straininfo.deposit:157427"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:157427"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6181"",""strain_doi"":""DOI:10.60712/SI-ID39026.3"",""strain_id"":""straininfo.strain:39026"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6187	ncbi.assembly:GCA_003258865	STRAININFO	straininfo.strain:92732		scaffold	Rhodoplanes roseus DSM 5909	NCBITaxon:29409	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-5909	DSM 5909	deposits.designation			"{""deposit_designation"":""DSM 5909"",""deposit_id"":""straininfo.deposit:114738"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:114738"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6187"",""strain_doi"":""DOI:10.60712/SI-ID92732.3"",""strain_id"":""straininfo.strain:92732"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6189	ncbi.assembly:GCA_003258805	STRAININFO	straininfo.strain:43237		scaffold	Rhodoplanes elegans DSM 11907	NCBITaxon:29408	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-11907	DSM 11907	deposits.designation			"{""deposit_designation"":""DSM 11907"",""deposit_id"":""straininfo.deposit:162934"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:162934"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6189"",""strain_doi"":""DOI:10.60712/SI-ID43237.3"",""strain_id"":""straininfo.strain:43237"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6189	ncbi.assembly:GCA_016653355	STRAININFO	straininfo.strain:43237		scaffold	Rhodoplanes elegans DSM 11907	NCBITaxon:29408	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-11907	DSM 11907	deposits.designation			"{""deposit_designation"":""DSM 11907"",""deposit_id"":""straininfo.deposit:162934"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:162934"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6189"",""strain_doi"":""DOI:10.60712/SI-ID43237.3"",""strain_id"":""straininfo.strain:43237"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6190	ncbi.assembly:GCA_009720755	STRAININFO	straininfo.strain:405270		contig	Rhodoplanes serenus DSM 18633	NCBITaxon:200615	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-18633	DSM 18633	deposits.designation			"{""deposit_designation"":""DSM 18633"",""deposit_id"":""straininfo.deposit:912476"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:912476"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6190"",""strain_doi"":""DOI:10.60712/SI-ID405270.3"",""strain_id"":""straininfo.strain:405270"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6194	ncbi.assembly:GCA_000166055	STRAININFO	straininfo.strain:4898		complete	Rhodomicrobium vannielii ATCC 17100	NCBITaxon:1069	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-17100	ATCC 17100	deposits.designation			"{""deposit_designation"":""ATCC 17100"",""deposit_id"":""straininfo.deposit:21289"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21289"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6194"",""strain_doi"":""DOI:10.60712/SI-ID4898.3"",""strain_id"":""straininfo.strain:4898"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6194	ncbi.assembly:GCA_016461745	STRAININFO	straininfo.strain:4898		contig	Rhodomicrobium vannielii ATCC 17100	NCBITaxon:1069	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-17100	ATCC 17100	deposits.designation			"{""deposit_designation"":""ATCC 17100"",""deposit_id"":""straininfo.deposit:21289"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:21289"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6194"",""strain_doi"":""DOI:10.60712/SI-ID4898.3"",""strain_id"":""straininfo.strain:4898"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6196	ncbi.assembly:GCA_000423365	STRAININFO	straininfo.strain:403235		scaffold	Maritalea myrionectae DSM 19524	NCBITaxon:454601	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-19524	DSM 19524	deposits.designation			"{""deposit_designation"":""DSM 19524"",""deposit_id"":""straininfo.deposit:910299"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:910299"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6196"",""strain_doi"":""DOI:10.60712/SI-ID403235.3"",""strain_id"":""straininfo.strain:403235"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6197	ncbi.assembly:GCA_000429865	STRAININFO	straininfo.strain:402276		scaffold	Cucumibacter marinus DSM 18995	NCBITaxon:1121252	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-18995	DSM 18995	deposits.designation			"{""deposit_designation"":""DSM 18995"",""deposit_id"":""straininfo.deposit:909271"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:909271"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6197"",""strain_doi"":""DOI:10.60712/SI-ID402276.3"",""strain_id"":""straininfo.strain:402276"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6199	ncbi.assembly:GCA_000023785	STRAININFO	straininfo.strain:42696		complete	Hirschia baltica ATCC 49814	NCBITaxon:2724	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-49814	ATCC 49814	deposits.designation			"{""deposit_designation"":""ATCC 49814"",""deposit_id"":""straininfo.deposit:114871"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:114871"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6199"",""strain_doi"":""DOI:10.60712/SI-ID42696.3"",""strain_id"":""straininfo.strain:42696"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_62	ncbi.assembly:GCA_000425365	STRAININFO	straininfo.strain:100936		scaffold	Rubritepida flocculans DSM 14296	NCBITaxon:182403	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-14296	DSM 14296	deposits.designation			"{""deposit_designation"":""DSM 14296"",""deposit_id"":""straininfo.deposit:303717"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:303717"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:62"",""strain_doi"":""DOI:10.60712/SI-ID100936.3"",""strain_id"":""straininfo.strain:100936"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_620	ncbi.assembly:GCA_018221445	STRAININFO	straininfo.strain:12339		contig	Bacillus cereus DSM 4282	NCBITaxon:1396	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-4282	DSM 4282	deposits.designation			"{""deposit_designation"":""DSM 4282"",""deposit_id"":""straininfo.deposit:46799"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:46799"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:620"",""strain_doi"":""DOI:10.60712/SI-ID12339.2"",""strain_id"":""straininfo.strain:12339"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6200	ncbi.assembly:GCA_000378345	STRAININFO	straininfo.strain:397264		scaffold	Hirschia maritima DSM 19733	NCBITaxon:1121961	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-19733	DSM 19733	deposits.designation			"{""deposit_designation"":""DSM 19733"",""deposit_id"":""straininfo.deposit:903878"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:903878"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6200"",""strain_doi"":""DOI:10.60712/SI-ID397264.3"",""strain_id"":""straininfo.strain:397264"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6205	ncbi.assembly:GCA_000013025	STRAININFO	straininfo.strain:36374		complete	Hyphomonas neptunium ATCC 15444	NCBITaxon:81032	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-15444	ATCC 15444	deposits.designation			"{""deposit_designation"":""ATCC 15444"",""deposit_id"":""straininfo.deposit:98403"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:98403"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6205"",""strain_doi"":""DOI:10.60712/SI-ID36374.3"",""strain_id"":""straininfo.strain:36374"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6208	ncbi.assembly:GCA_003634045	STRAININFO	straininfo.strain:45581		scaffold	Maricaulis maris DSM 4734	NCBITaxon:74318	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-4734	DSM 4734	deposits.designation			"{""deposit_designation"":""DSM 4734"",""deposit_id"":""straininfo.deposit:847292"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:847292"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6208"",""strain_doi"":""DOI:10.60712/SI-ID45581.3"",""strain_id"":""straininfo.strain:45581"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_621	ncbi.assembly:GCA_033841525	STRAININFO	straininfo.strain:47831		contig	Bacillus cereus group sp. DSM 4312	NCBITaxon:1396	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-4312	DSM 4312	deposits.designation			"{""deposit_designation"":""DSM 4312"",""deposit_id"":""straininfo.deposit:158744"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:158744"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:621"",""strain_doi"":""DOI:10.60712/SI-ID47831.2"",""strain_id"":""straininfo.strain:47831"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6210	ncbi.assembly:GCA_900103475	STRAININFO	straininfo.strain:86094		contig	Maricaulis salignorans DSM 16077	NCBITaxon:144026	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16077	DSM 16077	deposits.designation			"{""deposit_designation"":""DSM 16077"",""deposit_id"":""straininfo.deposit:386466"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:386466"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6210"",""strain_doi"":""DOI:10.60712/SI-ID86094.3"",""strain_id"":""straininfo.strain:86094"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6211	ncbi.assembly:GCA_016817355	STRAININFO	straininfo.strain:86093		scaffold	Maricaulis parjimensis DSM 16078	NCBITaxon:144023	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-16078	DSM 16078	deposits.designation			"{""deposit_designation"":""DSM 16078"",""deposit_id"":""straininfo.deposit:386465"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:386465"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6211"",""strain_doi"":""DOI:10.60712/SI-ID86093.3"",""strain_id"":""straininfo.strain:86093"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6213	ncbi.assembly:GCA_000420265	STRAININFO	straininfo.strain:128003		contig	Oceanicaulis alexandrii DSM 11625	NCBITaxon:153233	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-11625	DSM 11625	deposits.designation			"{""deposit_designation"":""DSM 11625"",""deposit_id"":""straininfo.deposit:371348"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:371348"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6213"",""strain_doi"":""DOI:10.60712/SI-ID128003.3"",""strain_id"":""straininfo.strain:128003"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6218	ncbi.assembly:GCA_000382325	STRAININFO	straininfo.strain:71836		scaffold	Woodsholea maritima DSM 17123	NCBITaxon:240237	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-17123	DSM 17123	deposits.designation			"{""deposit_designation"":""DSM 17123"",""deposit_id"":""straininfo.deposit:662016"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:662016"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6218"",""strain_doi"":""DOI:10.60712/SI-ID71836.3"",""strain_id"":""straininfo.strain:71836"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6220	ncbi.assembly:GCA_000428525	STRAININFO	straininfo.strain:360132		scaffold	Hellea balneolensis DSM 19091	NCBITaxon:287478	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-19091	DSM 19091	deposits.designation			"{""deposit_designation"":""DSM 19091"",""deposit_id"":""straininfo.deposit:835997"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:835997"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6220"",""strain_doi"":""DOI:10.60712/SI-ID360132.3"",""strain_id"":""straininfo.strain:360132"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6221	ncbi.assembly:GCA_000376805	STRAININFO	straininfo.strain:399096		contig	Henriciella marina DSM 19595	NCBITaxon:453851	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-19595	DSM 19595	deposits.designation			"{""deposit_designation"":""DSM 19595"",""deposit_id"":""straininfo.deposit:905865"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:905865"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6221"",""strain_doi"":""DOI:10.60712/SI-ID399096.3"",""strain_id"":""straininfo.strain:399096"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6222	ncbi.assembly:GCA_002088935	STRAININFO	straininfo.strain:405495		scaffold	Henriciella litoralis DSM 22014	NCBITaxon:568102	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-22014	DSM 22014	deposits.designation			"{""deposit_designation"":""DSM 22014"",""deposit_id"":""straininfo.deposit:912720"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:912720"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6222"",""strain_doi"":""DOI:10.60712/SI-ID405495.3"",""strain_id"":""straininfo.strain:405495"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6223	ncbi.assembly:GCA_000420665	STRAININFO	straininfo.strain:403046		scaffold	Ponticaulis koreensis DSM 19734	NCBITaxon:1123045	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-19734	DSM 19734	deposits.designation			"{""deposit_designation"":""DSM 19734"",""deposit_id"":""straininfo.deposit:910092"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:910092"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6223"",""strain_doi"":""DOI:10.60712/SI-ID403046.3"",""strain_id"":""straininfo.strain:403046"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6224	ncbi.assembly:GCA_000365025	STRAININFO	straininfo.strain:400578		scaffold	Robiginitomaculum antarcticum DSM 21748	NCBITaxon:437507	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-21748	DSM 21748	deposits.designation			"{""deposit_designation"":""DSM 21748"",""deposit_id"":""straininfo.deposit:907454"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:907454"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6224"",""strain_doi"":""DOI:10.60712/SI-ID400578.3"",""strain_id"":""straininfo.strain:400578"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6225	ncbi.assembly:GCA_003634015	STRAININFO	straininfo.strain:403276		scaffold	Litorimonas taeanensis DSM 22008	NCBITaxon:568099	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-22008	DSM 22008	deposits.designation			"{""deposit_designation"":""DSM 22008"",""deposit_id"":""straininfo.deposit:910341"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:910341"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6225"",""strain_doi"":""DOI:10.60712/SI-ID403276.3"",""strain_id"":""straininfo.strain:403276"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_623	ncbi.assembly:GCA_918185565	STRAININFO	straininfo.strain:1104		contig	Bacillus cereus DSM 4490	NCBITaxon:1396	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-4490	DSM 4490	deposits.designation			"{""bacdive_reference_conflict"":true,""deposit_designation"":""DSM 4490"",""deposit_id"":""straininfo.deposit:847472"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:847472"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:605"",""strain_doi"":""DOI:10.60712/SI-ID1104.3"",""strain_id"":""straininfo.strain:1104"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6237	ncbi.assembly:GCA_000423165	STRAININFO	straininfo.strain:298148		scaffold	Pseudidiomarina sediminum DSM 21906	NCBITaxon:431675	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-21906	DSM 21906	deposits.designation			"{""deposit_designation"":""DSM 21906"",""deposit_id"":""straininfo.deposit:852687"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:852687"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6237"",""strain_doi"":""DOI:10.60712/SI-ID298148.3"",""strain_id"":""straininfo.strain:298148"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_6239	ncbi.assembly:GCA_000426385	STRAININFO	straininfo.strain:110991		contig	Arsenicicoccus bolidensis DSM 15745	NCBITaxon:229480	strain.sequence.accessionNumber	kgmicrobe.strain:DSM-15745	DSM 15745	deposits.designation			"{""deposit_designation"":""DSM 15745"",""deposit_id"":""straininfo.deposit:377578"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:377578"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:6239"",""strain_doi"":""DOI:10.60712/SI-ID110991.3"",""strain_id"":""straininfo.strain:110991"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_624	ncbi.assembly:GCA_000007825	STRAININFO	straininfo.strain:1101		complete	Bacillus cereus ATCC 14579	NCBITaxon:1396	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-14579	ATCC 14579	deposits.designation			"{""deposit_designation"":""ATCC 14579"",""deposit_id"":""straininfo.deposit:4491"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:4491"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:624"",""strain_doi"":""DOI:10.60712/SI-ID1101.3"",""strain_id"":""straininfo.strain:1101"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_624	ncbi.assembly:GCA_006094295	STRAININFO	straininfo.strain:1101		complete	Bacillus cereus ATCC 14579	NCBITaxon:1396	strain.sequence.accessionNumber	kgmicrobe.strain:ATCC-14579	ATCC 14579	deposits.designation			"{""deposit_designation"":""ATCC 14579"",""deposit_id"":""straininfo.deposit:4491"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:4491"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:624"",""strain_doi"":""DOI:10.60712/SI-ID1101.3"",""strain_id"":""straininfo.strain:1101"",""strain_status"":""published online""}"
kgmicrobe.strain:bacdive_624	ncbi.assembly:GCA_900445355	STRAININFO	straininfo.strain:1101		contig	Bacillus cereus NCTC2599	NCBITaxon:1396	strain.sequence.accessionNumber	kgmicrobe.strain:NCTC-2599	NCTC 2599	deposits.designation			"{""deposit_designation"":""NCTC 2599"",""deposit_id"":""straininfo.deposit:4506"",""deposit_status"":""available"",""match_method"":""culture_identifier"",""sequence_deposit_id"":""straininfo.deposit:4506"",""sequence_type"":""genome"",""source_bacdive_id"":""bacdive:624"",""strain_doi"":""DOI:10.60712/SI-ID1101.3"",""strain_id"":""straininfo.strain:1101"",""strain_status"":""published online""}"
