kind	id	reason
attested_taxon	NCBITaxon:1950271	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950272	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950273	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950274	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950275	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950276	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950277	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950278	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950279	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950280	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950281	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950282	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950283	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950284	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950285	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950286	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950288	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950289	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950290	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950291	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950292	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950293	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950294	not in pinned NCBI taxonomy; retained in source inventory
attested_taxon	NCBITaxon:1950295	not in pinned NCBI taxonomy; retained in source inventory
