strain_id	genome_id	source_database	source	source_id	source_reference_id	assembly_level	genome_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id
kgmicrobe.strain:bacdive_160815	patric:2705430.3	patric	BACDIVE	bacdive:160815	66792	wgs	Bifidobacterium sp. DSM 109958	NCBITaxon:2705430						
kgmicrobe.strain:bacdive_160818	img.taxon:2865730395	img	GOLD	gold:Ga0437386			Propionibacterium ruminifibrarum JV5 ERS1670027	NCBITaxon:1962131	AP IMG TAXON ID	kgmicrobe.strain:DSM-106771	DSM 106771	ORGANISM CULTURE COLLECTION ID	gold:Go0533388	gold:Gp0480299
kgmicrobe.strain:bacdive_160820	img.taxon:2788500041	img	BACDIVE	bacdive:160820	66792	draft	Massilibacteroides vaginae MV12	NCBITaxon:1673718						
kgmicrobe.strain:bacdive_160822	img.taxon:2788500145	img	BACDIVE	bacdive:160822	66792	draft	Massilioclostridium coli Marseille-P2976	NCBITaxon:1870991						
kgmicrobe.strain:bacdive_160823	img.taxon:2881276960	img	BACDIVE	bacdive:160823	66792	draft	Christensenella intestinihominis AF73-05CM02	NCBITaxon:1851429						
kgmicrobe.strain:bacdive_160826	img.taxon:2887773926	img	BACDIVE	bacdive:160826	66792	complete	Blastochloris tepida GI	NCBITaxon:2233851						
kgmicrobe.strain:bacdive_160827	img.taxon:2888672085	img	GOLD	gold:Ga0443000			Corynebacterium urogenitale LMM-1652	NCBITaxon:2487892	AP IMG TAXON ID	kgmicrobe.strain:DSM-108747	DSM 108747	ORGANISM CULTURE COLLECTION ID	gold:Go0544218	gold:Gp0495133
kgmicrobe.strain:bacdive_160827	patric:2653045.3	patric	BACDIVE	bacdive:160827	66792	complete	Corynebacterium sp. LMM 1652	NCBITaxon:2487892						
kgmicrobe.strain:bacdive_160829	img.taxon:2836766870	img	BACDIVE	bacdive:160829	66792	complete	Erysipelothrix piscisicarius 15TAL0474	NCBITaxon:2485784						
kgmicrobe.strain:bacdive_160830	img.taxon:2891333991	img	BACDIVE	bacdive:160830	66792	draft	Blastopirellula retiformator Enr8	NCBITaxon:2527970						
kgmicrobe.strain:bacdive_160840	gtdb.genome:RS_GCF_037078395.1	gtdb	GTDB	gtdb.genome:RS_GCF_037078395.1		Contig	Haloarcula sp. CGMCC 1.6347	NCBITaxon:3111455	accession	kgmicrobe.strain:CGMCC-1.6347	CGMCC 1.6347	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160845	img.taxon:651716944	img	BACDIVE	bacdive:160845	66792	draft	Streptomyces tsusimaensis ATCC 15141	NCBITaxon:285482						
kgmicrobe.strain:bacdive_160849	gtdb.genome:RS_GCF_015698145.1	gtdb	GTDB	gtdb.genome:RS_GCF_015698145.1		Contig	Lactobacillus helveticus	NCBITaxon:1587	accession	kgmicrobe.strain:JCM-1005	JCM 1005	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160849	patric:1587.657	patric	BACDIVE	bacdive:160849	66792	wgs	Lactobacillus helveticus strain JCM 1005	NCBITaxon:1587						
kgmicrobe.strain:bacdive_160853	gtdb.genome:RS_GCF_015698165.1	gtdb	GTDB	gtdb.genome:RS_GCF_015698165.1		Contig	Lactobacillus helveticus	NCBITaxon:1587	accession	kgmicrobe.strain:JCM-1006	JCM 1006	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160853	patric:1587.661	patric	BACDIVE	bacdive:160853	66792	wgs	Lactobacillus helveticus strain JCM 1006	NCBITaxon:1587						
kgmicrobe.strain:bacdive_160862	gtdb.genome:RS_GCF_015698185.1	gtdb	GTDB	gtdb.genome:RS_GCF_015698185.1		Contig	Lactobacillus helveticus	NCBITaxon:1587	accession	kgmicrobe.strain:JCM-1007	JCM 1007	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160862	gtdb.genome:RS_GCF_019455935.1	gtdb	GTDB	gtdb.genome:RS_GCF_019455935.1		Contig	Lactobacillus helveticus	NCBITaxon:1587	accession	kgmicrobe.strain:ATCC-10797	ATCC 10797	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160862	patric:1587.660	patric	BACDIVE	bacdive:160862	66792	wgs	Lactobacillus helveticus strain JCM 1007	NCBITaxon:1587						
kgmicrobe.strain:bacdive_160862	patric:1587.727	patric	BACDIVE	bacdive:160862	66792	wgs	Lactobacillus helveticus strain ATCC 10797	NCBITaxon:1587						
kgmicrobe.strain:bacdive_160866	gtdb.genome:GB_GCA_001315925.1	gtdb	GTDB	gtdb.genome:GB_GCA_001315925.1		Contig	Thermocladium modestius JCM 10088	NCBITaxon:1293040	accession	kgmicrobe.strain:JCM-10088	JCM 10088	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160866	gtdb.genome:RS_GCF_014646535.1	gtdb	GTDB	gtdb.genome:RS_GCF_014646535.1		Scaffold	Thermocladium modestius	NCBITaxon:62609	accession	kgmicrobe.strain:JCM-10088	JCM 10088	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160866	img.taxon:2681812991	img	BACDIVE	bacdive:160866	66792	draft	Thermocladium modestius JCM 10088	NCBITaxon:1293040						
kgmicrobe.strain:bacdive_160866	img.taxon:2681812991	img	GOLD	gold:Ga0128317			Thermocladium modestius JCM 10088	NCBITaxon:1293040	AP IMG TAXON ID	kgmicrobe.strain:JCM-10088	JCM 10088	ORGANISM CULTURE COLLECTION ID	gold:Go0028285	gold:Gp0028285
kgmicrobe.strain:bacdive_160866	img.taxon:2681812991	img	GOLD	gold:Ga0128317			Thermocladium modestius JCM 10088	NCBITaxon:1293040	AP IMG TAXON ID	kgmicrobe.strain:JCM-10088	JCM 10088	ORGANISM STRAIN	gold:Go0028285	gold:Gp0028285
kgmicrobe.strain:bacdive_160866	img.taxon:8129960157	img	GOLD	gold:Ga0675205			Thermocladium modestius JCM 10088	NCBITaxon:1293040	AP IMG TAXON ID	kgmicrobe.strain:JCM-10088	JCM 10088	ORGANISM CULTURE COLLECTION ID	gold:Go0028285	gold:Gp0829589
kgmicrobe.strain:bacdive_160866	img.taxon:8129960157	img	GOLD	gold:Ga0675205			Thermocladium modestius JCM 10088	NCBITaxon:1293040	AP IMG TAXON ID	kgmicrobe.strain:JCM-10088	JCM 10088	ORGANISM STRAIN	gold:Go0028285	gold:Gp0829589
kgmicrobe.strain:bacdive_160866	patric:1293040.5	patric	BACDIVE	bacdive:160866	66792	wgs	Thermocladium modestius JCM 10088	NCBITaxon:1293040						
kgmicrobe.strain:bacdive_160866	patric:62609.5	patric	BACDIVE	bacdive:160866	66792	wgs	Thermocladium modestius strain JCM 10088	NCBITaxon:62609						
kgmicrobe.strain:bacdive_160875	gtdb.genome:GB_GCA_030268725.1	gtdb	GTDB	gtdb.genome:GB_GCA_030268725.1		Scaffold	Microbispora amethystogenes	NCBITaxon:1427754	accession	kgmicrobe.strain:NBRC-14040	NBRC 14040	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160898	gtdb.genome:RS_GCF_003307315.1	gtdb	GTDB	gtdb.genome:RS_GCF_003307315.1		Contig	Lactobacillus gasseri	NCBITaxon:1596	accession	kgmicrobe.strain:JCM-1025	JCM 1025	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160898	img.taxon:2988090818	img	GOLD	gold:Ga0365788			Lactobacillus gasseri JCM 1025	NCBITaxon:1596	AP IMG TAXON ID	kgmicrobe.strain:JCM-1025	JCM 1025	ORGANISM CULTURE COLLECTION ID	gold:Go0505091	gold:Gp0389796
kgmicrobe.strain:bacdive_160898	img.taxon:2988090818	img	GOLD	gold:Ga0365788			Lactobacillus gasseri JCM 1025	NCBITaxon:1596	AP IMG TAXON ID	kgmicrobe.strain:JCM-1025	JCM 1025	ORGANISM STRAIN	gold:Go0505091	gold:Gp0389796
kgmicrobe.strain:bacdive_160898	patric:1596.89	patric	BACDIVE	bacdive:160898	66792	wgs	Lactobacillus gasseri strain JCM 1025	NCBITaxon:1596						
kgmicrobe.strain:bacdive_1609	gtdb.genome:RS_GCF_000172175.1	gtdb	GTDB	gtdb.genome:RS_GCF_000172175.1		Contig	Bacteroides intestinalis DSM 17393	NCBITaxon:471870	accession	kgmicrobe.strain:DSM-17393	DSM 17393	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1609	img.taxon:642791621	img	BACDIVE	bacdive:1609	66792	draft	Bacteroides intestinalis 341, DSM 17393	NCBITaxon:471870						
kgmicrobe.strain:bacdive_1609	img.taxon:642791621	img	GOLD	gold:Ga0027754			Bacteroides intestinalis 341, DSM 17393	NCBITaxon:471870	AP IMG TAXON ID	kgmicrobe.strain:DSM-17393	DSM 17393	ORGANISM CULTURE COLLECTION ID	gold:Go0000884	gold:Gp0000884
kgmicrobe.strain:bacdive_1609	img.taxon:642791621	img	GOLD	gold:Ga0027754			Bacteroides intestinalis 341, DSM 17393	NCBITaxon:471870	AP IMG TAXON ID	kgmicrobe.strain:DSM-17393	DSM 17393	ORGANISM STRAIN	gold:Go0000884	gold:Gp0000884
kgmicrobe.strain:bacdive_1609	patric:471870.8	patric	BACDIVE	bacdive:1609	66792	wgs	Bacteroides intestinalis DSM 17393	NCBITaxon:471870						
kgmicrobe.strain:bacdive_160903	gtdb.genome:RS_GCF_038001405.1	gtdb	GTDB	gtdb.genome:RS_GCF_038001405.1		Contig	Lactobacillus crispatus	NCBITaxon:47770	accession	kgmicrobe.strain:LMG-12003	LMG 12003	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16091	gtdb.genome:RS_GCF_031767055.1	gtdb	GTDB	gtdb.genome:RS_GCF_031767055.1		Complete Genome	Streptomyces sp. CGMCC 4.1456	NCBITaxon:3074897	accession	kgmicrobe.strain:CGMCC-4.1456	CGMCC 4.1456	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16091	gtdb.genome:RS_GCF_039534835.1	gtdb	GTDB	gtdb.genome:RS_GCF_039534835.1		Contig	Streptomyces violaceus	NCBITaxon:1936	accession	kgmicrobe.strain:JCM-4533	JCM 4533	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16091	gtdb.genome:RS_GCF_042430785.1	gtdb	GTDB	gtdb.genome:RS_GCF_042430785.1		Scaffold	Streptomyces violaceus	NCBITaxon:1936	accession	kgmicrobe.strain:JCM-4533	JCM 4533	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160944	gtdb.genome:RS_GCF_002079525.1	gtdb	GTDB	gtdb.genome:RS_GCF_002079525.1		Scaffold	Ligilactobacillus salivarius	NCBITaxon:1624	accession	kgmicrobe.strain:JCM-1040	JCM 1040	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160944	patric:1624.55	patric	BACDIVE	bacdive:160944	66792	wgs	Lactobacillus salivarius strain JCM 1040	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160950	gtdb.genome:RS_GCF_002079505.1	gtdb	GTDB	gtdb.genome:RS_GCF_002079505.1		Scaffold	Ligilactobacillus salivarius	NCBITaxon:1624	accession	kgmicrobe.strain:JCM-1042	JCM 1042	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160950	patric:1624.54	patric	BACDIVE	bacdive:160950	66792	wgs	Lactobacillus salivarius strain JCM 1042	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160955	gtdb.genome:RS_GCF_002079485.1	gtdb	GTDB	gtdb.genome:RS_GCF_002079485.1		Scaffold	Ligilactobacillus salivarius	NCBITaxon:1624	accession	kgmicrobe.strain:JCM-1044	JCM 1044	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160955	patric:1624.53	patric	BACDIVE	bacdive:160955	66792	wgs	Lactobacillus salivarius strain JCM 1044	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160956	gtdb.genome:RS_GCF_002079465.1	gtdb	GTDB	gtdb.genome:RS_GCF_002079465.1		Scaffold	Ligilactobacillus salivarius	NCBITaxon:1624	accession	kgmicrobe.strain:JCM-1045	JCM 1045	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160956	patric:1624.52	patric	BACDIVE	bacdive:160956	66792	wgs	Lactobacillus salivarius strain JCM 1045	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160959	img.taxon:2630968332	img	BACDIVE	bacdive:160959	66792	complete	Ligilactobacillus salivarius JCM 1046	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160959	img.taxon:2630968332	img	GOLD	gold:Ga0069390			Ligilactobacillus salivarius JCM 1046	NCBITaxon:1624	AP IMG TAXON ID	kgmicrobe.strain:JCM-1046	JCM 1046	ORGANISM CULTURE COLLECTION ID	gold:Go0107379	gold:Gp0107379
kgmicrobe.strain:bacdive_160959	img.taxon:2630968332	img	GOLD	gold:Ga0069390			Ligilactobacillus salivarius JCM 1046	NCBITaxon:1624	AP IMG TAXON ID	kgmicrobe.strain:JCM-1046	JCM 1046	ORGANISM STRAIN	gold:Go0107379	gold:Gp0107379
kgmicrobe.strain:bacdive_160959	patric:1624.115	patric	BACDIVE	bacdive:160959	66792	plasmid	Lactobacillus salivarius strain JCM1046	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160959	patric:1624.116	patric	BACDIVE	bacdive:160959	66792	plasmid	Lactobacillus salivarius strain JCM1046	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160959	patric:1624.117	patric	BACDIVE	bacdive:160959	66792	plasmid	Lactobacillus salivarius strain JCM1046	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160959	patric:1624.118	patric	BACDIVE	bacdive:160959	66792	plasmid	Lactobacillus salivarius strain JCM1046	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160959	patric:1624.19	patric	BACDIVE	bacdive:160959	66792	complete	Lactobacillus salivarius JCM1046	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160960	gtdb.genome:RS_GCF_002079425.1	gtdb	GTDB	gtdb.genome:RS_GCF_002079425.1		Scaffold	Ligilactobacillus salivarius	NCBITaxon:1624	accession	kgmicrobe.strain:JCM-1047	JCM 1047	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160960	patric:1624.50	patric	BACDIVE	bacdive:160960	66792	wgs	Lactobacillus salivarius strain JCM 1047	NCBITaxon:1624						
kgmicrobe.strain:bacdive_160974	img.taxon:2728369723	img	BACDIVE	bacdive:160974	66792	draft	Clostridium sp. JCM 10519	NCBITaxon:1095009						
kgmicrobe.strain:bacdive_160974	img.taxon:2728369723	img	GOLD	gold:Ga0128375			Clostridium sp. JCM 10519	NCBITaxon:1095009	AP IMG TAXON ID	kgmicrobe.strain:JCM-10519	JCM 10519	ORGANISM CULTURE COLLECTION ID	gold:Go0093080	gold:Gp0093080
kgmicrobe.strain:bacdive_160974	img.taxon:2728369723	img	GOLD	gold:Ga0128375			Clostridium sp. JCM 10519	NCBITaxon:1095009	AP IMG TAXON ID	kgmicrobe.strain:JCM-10519	JCM 10519	ORGANISM STRAIN	gold:Go0093080	gold:Gp0093080
kgmicrobe.strain:bacdive_160974	patric:1095009.4	patric	BACDIVE	bacdive:160974	66792	wgs	Clostridium sp. NkU-1 strain JCM 10519	NCBITaxon:1095009						
kgmicrobe.strain:bacdive_160976	gtdb.genome:GB_GCA_001312425.1	gtdb	GTDB	gtdb.genome:GB_GCA_001312425.1		Contig	Clostridium sp. Hs50	NCBITaxon:1095012	accession	kgmicrobe.strain:JCM-10522	JCM 10522	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160976	img.taxon:2728369724	img	BACDIVE	bacdive:160976	66792	draft	Clostridium sp. JCM 10522	NCBITaxon:1095012						
kgmicrobe.strain:bacdive_160976	img.taxon:2728369724	img	GOLD	gold:Ga0128376			Clostridium sp. JCM 10522	NCBITaxon:1095012	AP IMG TAXON ID	kgmicrobe.strain:JCM-10522	JCM 10522	ORGANISM CULTURE COLLECTION ID	gold:Go0093081	gold:Gp0093081
kgmicrobe.strain:bacdive_160976	img.taxon:2728369724	img	GOLD	gold:Ga0128376			Clostridium sp. JCM 10522	NCBITaxon:1095012	AP IMG TAXON ID	kgmicrobe.strain:JCM-10522	JCM 10522	ORGANISM STRAIN	gold:Go0093081	gold:Gp0093081
kgmicrobe.strain:bacdive_160976	patric:1095012.4	patric	BACDIVE	bacdive:160976	66792	wgs	Clostridium sp. Hs50 strain JCM 10522	NCBITaxon:1095012						
kgmicrobe.strain:bacdive_16098	gtdb.genome:GB_GCA_005405945.1	gtdb	GTDB	gtdb.genome:GB_GCA_005405945.1		Contig	Streptomyces violaceusniger	NCBITaxon:68280	accession	kgmicrobe.strain:NBRC-13459	NBRC 13459	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16098	gtdb.genome:RS_GCF_039532925.1	gtdb	GTDB	gtdb.genome:RS_GCF_039532925.1		Scaffold	Streptomyces violaceusniger	NCBITaxon:68280	accession	kgmicrobe.strain:JCM-4850	JCM 4850	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16098	img.taxon:8008604194	img	GOLD	gold:Ga0593794			Streptomyces violaceusniger NBRC 13459	NCBITaxon:68280	AP IMG TAXON ID	kgmicrobe.strain:NBRC-13459	NBRC 13459	ORGANISM CULTURE COLLECTION ID	gold:Go0032780	gold:Gp0703655
kgmicrobe.strain:bacdive_16098	img.taxon:8008604194	img	GOLD	gold:Ga0593794			Streptomyces violaceusniger NBRC 13459	NCBITaxon:68280	AP IMG TAXON ID	kgmicrobe.strain:NBRC-13459	NBRC 13459	ORGANISM STRAIN	gold:Go0032780	gold:Gp0703655
kgmicrobe.strain:bacdive_16098	img.taxon:8128180952	img	GOLD	gold:Ga0675095			Streptomyces violaceusniger JCM 4850	NCBITaxon:68280	AP IMG TAXON ID	kgmicrobe.strain:JCM-4850	JCM 4850	ORGANISM CULTURE COLLECTION ID	gold:Go0175518	gold:Gp0829478
kgmicrobe.strain:bacdive_16098	img.taxon:8128180952	img	GOLD	gold:Ga0675095			Streptomyces violaceusniger JCM 4850	NCBITaxon:68280	AP IMG TAXON ID	kgmicrobe.strain:JCM-4850	JCM 4850	ORGANISM STRAIN	gold:Go0175518	gold:Gp0829478
kgmicrobe.strain:bacdive_16098	patric:68280.6	patric	BACDIVE	bacdive:16098	66792	wgs	Streptomyces violaceusniger strain NBRC 13459	NCBITaxon:68280						
kgmicrobe.strain:bacdive_160994	gtdb.genome:RS_GCF_001547995.1	gtdb	GTDB	gtdb.genome:RS_GCF_001547995.1		Complete Genome	Asaia bogorensis NBRC 16594	NCBITaxon:1231624	accession	kgmicrobe.strain:NBRC-16594	NBRC 16594	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160994	gtdb.genome:RS_GCF_007989265.1	gtdb	GTDB	gtdb.genome:RS_GCF_007989265.1		Contig	Asaia bogorensis NBRC 16594	NCBITaxon:1231624	accession	kgmicrobe.strain:NBRC-16594	NBRC 16594	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160994	gtdb.genome:RS_GCF_031453085.1	gtdb	GTDB	gtdb.genome:RS_GCF_031453085.1		Contig	Asaia bogorensis NBRC 16594	NCBITaxon:1231624	accession	kgmicrobe.strain:NBRC-16594	NBRC 16594	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_160994	img.taxon:2687453310	img	BACDIVE	bacdive:160994	66792	complete	Asaia bogorensis NBRC 16594	NCBITaxon:1231624						
kgmicrobe.strain:bacdive_160994	img.taxon:2687453310	img	GOLD	gold:Ga0125057			Asaia bogorensis NBRC 16594	NCBITaxon:1231624	AP IMG TAXON ID	kgmicrobe.strain:NBRC-16594	NBRC 16594	ORGANISM CULTURE COLLECTION ID	gold:Go0140301	gold:Gp0145407
kgmicrobe.strain:bacdive_160994	img.taxon:2687453310	img	GOLD	gold:Ga0125057			Asaia bogorensis NBRC 16594	NCBITaxon:1231624	AP IMG TAXON ID	kgmicrobe.strain:NBRC-16594	NBRC 16594	ORGANISM STRAIN	gold:Go0140301	gold:Gp0145407
kgmicrobe.strain:bacdive_160994	img.taxon:2984583954	img	GOLD	gold:Ga0586955			Asaia bogorensis NBRC 16594	NCBITaxon:1231624	AP IMG TAXON ID	kgmicrobe.strain:NBRC-16594	NBRC 16594	ORGANISM CULTURE COLLECTION ID	gold:Go0140301	gold:Gp0688885
kgmicrobe.strain:bacdive_160994	img.taxon:2984583954	img	GOLD	gold:Ga0586955			Asaia bogorensis NBRC 16594	NCBITaxon:1231624	AP IMG TAXON ID	kgmicrobe.strain:NBRC-16594	NBRC 16594	ORGANISM STRAIN	gold:Go0140301	gold:Gp0688885
kgmicrobe.strain:bacdive_160994	img.taxon:8147621003	img	GOLD	gold:Ga0681692			Asaia bogorensis NBRC 16594	NCBITaxon:1231624	AP IMG TAXON ID	kgmicrobe.strain:NBRC-16594	NBRC 16594	ORGANISM CULTURE COLLECTION ID	gold:Go0140301	gold:Gp0854600
kgmicrobe.strain:bacdive_160994	img.taxon:8147621003	img	GOLD	gold:Ga0681692			Asaia bogorensis NBRC 16594	NCBITaxon:1231624	AP IMG TAXON ID	kgmicrobe.strain:NBRC-16594	NBRC 16594	ORGANISM STRAIN	gold:Go0140301	gold:Gp0854600
kgmicrobe.strain:bacdive_160994	patric:1231624.10	patric	BACDIVE	bacdive:160994	66792	wgs	Asaia bogorensis NBRC 16594	NCBITaxon:1231624						
kgmicrobe.strain:bacdive_160994	patric:1231624.3	patric	BACDIVE	bacdive:160994	66792	complete	Asaia bogorensis NBRC 16594	NCBITaxon:1231624						
kgmicrobe.strain:bacdive_161	gtdb.genome:RS_GCF_900105015.1	gtdb	GTDB	gtdb.genome:RS_GCF_900105015.1		Contig	Schaalia meyeri	NCBITaxon:52773	accession	kgmicrobe.strain:DSM-20733	DSM 20733	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161	img.taxon:2634166153	img	BACDIVE	bacdive:161	66792	draft	Schaalia meyeri DSM 20733	NCBITaxon:52773						
kgmicrobe.strain:bacdive_161	img.taxon:2634166153	img	GOLD	gold:Ga0074706			Schaalia meyeri DSM 20733	NCBITaxon:52773	AP IMG TAXON ID	kgmicrobe.strain:DSM-20733	DSM 20733	ORGANISM CULTURE COLLECTION ID	gold:Go0113079	gold:Gp0116397
kgmicrobe.strain:bacdive_161	img.taxon:2634166153	img	GOLD	gold:Ga0074706			Schaalia meyeri DSM 20733	NCBITaxon:52773	AP IMG TAXON ID	kgmicrobe.strain:DSM-20733	DSM 20733	ORGANISM STRAIN	gold:Go0113079	gold:Gp0116397
kgmicrobe.strain:bacdive_161	img.taxon:8075527811	img	GOLD	gold:Ga0490110			Schaalia meyeri FDAARGOS_985	NCBITaxon:52773	AP IMG TAXON ID	kgmicrobe.strain:DSM-20733	DSM 20733	ORGANISM CULTURE COLLECTION ID	gold:Go0575642	gold:Gp0550371
kgmicrobe.strain:bacdive_161	patric:52773.4	patric	BACDIVE	bacdive:161	66792	wgs	Actinomyces meyeri strain DSM 20733	NCBITaxon:52773						
kgmicrobe.strain:bacdive_161	patric:52773.8	patric	BACDIVE	bacdive:161	66792	complete	Schaalia meyeri strain FDAARGOS_985	NCBITaxon:52773						
kgmicrobe.strain:bacdive_1610	gtdb.genome:GB_GCA_030295565.1	gtdb	GTDB	gtdb.genome:GB_GCA_030295565.1		Complete Genome	Bacteroides finegoldii DSM 17565	NCBITaxon:483215	accession	kgmicrobe.strain:JCM-13345	JCM 13345	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1610	gtdb.genome:RS_GCF_000156195.1	gtdb	GTDB	gtdb.genome:RS_GCF_000156195.1		Scaffold	Bacteroides finegoldii DSM 17565	NCBITaxon:483215	accession	kgmicrobe.strain:DSM-17565	DSM 17565	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1610	img.taxon:2562617142	img	BACDIVE	bacdive:1610	66792	draft	Bacteroides finegoldii DSM 17565	NCBITaxon:483215						
kgmicrobe.strain:bacdive_1610	img.taxon:2562617142	img	GOLD	gold:Ga0024095			Bacteroides finegoldii DSM 17565	NCBITaxon:483215	AP IMG TAXON ID	kgmicrobe.strain:DSM-17565	DSM 17565	ORGANISM CULTURE COLLECTION ID	gold:Go0003533	gold:Gp0003533
kgmicrobe.strain:bacdive_1610	img.taxon:2562617142	img	GOLD	gold:Ga0024095			Bacteroides finegoldii DSM 17565	NCBITaxon:483215	AP IMG TAXON ID	kgmicrobe.strain:DSM-17565	DSM 17565	ORGANISM STRAIN	gold:Go0003533	gold:Gp0003533
kgmicrobe.strain:bacdive_1610	patric:483215.6	patric	BACDIVE	bacdive:1610	66792	wgs	Bacteroides finegoldii DSM 17565	NCBITaxon:483215						
kgmicrobe.strain:bacdive_16100	gtdb.genome:RS_GCF_036352895.1	gtdb	GTDB	gtdb.genome:RS_GCF_036352895.1		Contig	Streptomyces antimycoticus subsp. sporoclivatus	NCBITaxon:284038	accession	kgmicrobe.strain:DSM-41602	DSM 41602	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161004	gtdb.genome:RS_GCF_015698205.1	gtdb	GTDB	gtdb.genome:RS_GCF_015698205.1		Contig	Lactobacillus helveticus	NCBITaxon:1587	accession	kgmicrobe.strain:JCM-1062	JCM 1062	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161004	patric:1587.662	patric	BACDIVE	bacdive:161004	66792	wgs	Lactobacillus helveticus strain JCM 1062	NCBITaxon:1587						
kgmicrobe.strain:bacdive_161009	gtdb.genome:RS_GCF_000337715.1	gtdb	GTDB	gtdb.genome:RS_GCF_000337715.1		Contig	Natronorubrum bangense JCM 10635	NCBITaxon:1227500	accession	kgmicrobe.strain:JCM-10635	JCM 10635	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161009	gtdb.genome:RS_GCF_004799645.1	gtdb	GTDB	gtdb.genome:RS_GCF_004799645.1		Complete Genome	Natronorubrum bangense	NCBITaxon:61858	accession	kgmicrobe.strain:JCM-10635	JCM 10635	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_161009	img.taxon:2554235474	img	BACDIVE	bacdive:161009	66792	draft	Natronorubrum bangense JCM 10635	NCBITaxon:1227500						
kgmicrobe.strain:bacdive_161009	img.taxon:2554235474	img	GOLD	gold:Ga0021845			Natronorubrum bangense JCM 10635	NCBITaxon:1227500	AP IMG TAXON ID	kgmicrobe.strain:JCM-10635	JCM 10635	ORGANISM CULTURE COLLECTION ID	gold:Go0006801	gold:Gp0036932
kgmicrobe.strain:bacdive_161009	img.taxon:2554235474	img	GOLD	gold:Ga0021845			Natronorubrum bangense JCM 10635	NCBITaxon:1227500	AP IMG TAXON ID	kgmicrobe.strain:JCM-10635	JCM 10635	ORGANISM STRAIN	gold:Go0006801	gold:Gp0036932
kgmicrobe.strain:bacdive_161009	patric:1227500.6	patric	BACDIVE	bacdive:161009	66792	wgs	Natronorubrum bangense JCM 10635	NCBITaxon:1227500						
kgmicrobe.strain:bacdive_161009	patric:61858.6	patric	BACDIVE	bacdive:161009	66792	complete	Natronorubrum bangense strain JCM 10635	NCBITaxon:61858						
kgmicrobe.strain:bacdive_16101	gtdb.genome:RS_GCF_014191845.1	gtdb	GTDB	gtdb.genome:RS_GCF_014191845.1		Scaffold	Streptomyces violarus	NCBITaxon:67380	accession	kgmicrobe.strain:CECT-3237	CECT 3237	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16101	gtdb.genome:RS_GCF_014650255.1	gtdb	GTDB	gtdb.genome:RS_GCF_014650255.1		Scaffold	Streptomyces violarus	NCBITaxon:67380	accession	kgmicrobe.strain:JCM-4534	JCM 4534	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_16101	gtdb.genome:RS_GCF_035658475.1	gtdb	GTDB	gtdb.genome:RS_GCF_035658475.1		Complete Genome	Streptomyces sp. CGMCC 4.1772	NCBITaxon:3111774	accession	kgmicrobe.strain:CGMCC-4.1772	CGMCC 4.1772	ncbi_strain_identifiers		
