gtdb_id	label	parent	genome_count
GTDB:s__0-14-0-10-38-17_sp002774085	s__0-14-0-10-38-17_sp002774085	GTDB:g__0-14-0-10-38-17	1
GTDB:s__0-14-0-20-30-16_sp002779075	s__0-14-0-20-30-16_sp002779075	GTDB:g__0-14-0-20-30-16	1
GTDB:s__0-14-0-20-30-16_sp903916665	s__0-14-0-20-30-16_sp903916665	GTDB:g__0-14-0-20-30-16	1
GTDB:s__0-14-0-20-30-16_sp964565725	s__0-14-0-20-30-16_sp964565725	GTDB:g__0-14-0-20-30-16	1
GTDB:s__0-14-0-20-30-16_sp964595665	s__0-14-0-20-30-16_sp964595665	GTDB:g__0-14-0-20-30-16	1
GTDB:s__0-14-0-20-34-12_sp002779065	s__0-14-0-20-34-12_sp002779065	GTDB:g__0-14-0-20-34-12	1
GTDB:s__0-14-0-20-34-12_sp038046645	s__0-14-0-20-34-12_sp038046645	GTDB:g__0-14-0-20-34-12	2
GTDB:s__0-14-0-20-40-13_sp002774285	s__0-14-0-20-40-13_sp002774285	GTDB:g__0-14-0-20-40-13	1
GTDB:s__0-14-0-20-44-26_sp002779055	s__0-14-0-20-44-26_sp002779055	GTDB:g__0-14-0-20-44-26	1
GTDB:s__0-14-0-20-45-22_sp002774355	s__0-14-0-20-45-22_sp002774355	GTDB:g__0-14-0-20-45-22	1
GTDB:s__0-14-0-20-45-22_sp028719225	s__0-14-0-20-45-22_sp028719225	GTDB:g__0-14-0-20-45-22	1
GTDB:s__0-14-0-20-45-22_sp041645495	s__0-14-0-20-45-22_sp041645495	GTDB:g__0-14-0-20-45-22	1
GTDB:s__0-14-0-20-51-18_sp002774685	s__0-14-0-20-51-18_sp002774685	GTDB:g__0-14-0-20-51-18	1
GTDB:s__0-14-0-80-44-23_sp002779235	s__0-14-0-80-44-23_sp002779235	GTDB:g__0-14-0-80-44-23	1
GTDB:s__0-14-0-80-44-23_sp038874135	s__0-14-0-80-44-23_sp038874135	GTDB:g__0-14-0-80-44-23	7
GTDB:s__0-14-0-80-59-12_sp002779395	s__0-14-0-80-59-12_sp002779395	GTDB:g__0-14-0-80-59-12	1
GTDB:s__0-14-0-80-60-11_sp002779455	s__0-14-0-80-60-11_sp002779455	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp016875015	s__0-14-0-80-60-11_sp016875015	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp018897875	s__0-14-0-80-60-11_sp018897875	GTDB:g__0-14-0-80-60-11	3
GTDB:s__0-14-0-80-60-11_sp020052215	s__0-14-0-80-60-11_sp020052215	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp023229795	s__0-14-0-80-60-11_sp023229795	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp030655955	s__0-14-0-80-60-11_sp030655955	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp037381685	s__0-14-0-80-60-11_sp037381685	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp041648175	s__0-14-0-80-60-11_sp041648175	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp041650575	s__0-14-0-80-60-11_sp041650575	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp049322355	s__0-14-0-80-60-11_sp049322355	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp049696835	s__0-14-0-80-60-11_sp049696835	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp052139855	s__0-14-0-80-60-11_sp052139855	GTDB:g__0-14-0-80-60-11	2
GTDB:s__0-14-0-80-60-11_sp963747645	s__0-14-0-80-60-11_sp963747645	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp963766185	s__0-14-0-80-60-11_sp963766185	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp963812015	s__0-14-0-80-60-11_sp963812015	GTDB:g__0-14-0-80-60-11	2
GTDB:s__0-14-0-80-60-11_sp963841475	s__0-14-0-80-60-11_sp963841475	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp963848565	s__0-14-0-80-60-11_sp963848565	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-0-80-60-11_sp964398095	s__0-14-0-80-60-11_sp964398095	GTDB:g__0-14-0-80-60-11	1
GTDB:s__0-14-3-00-41-53_sp002780895	s__0-14-3-00-41-53_sp002780895	GTDB:g__0-14-3-00-41-53	7
GTDB:s__0-14-3-00-41-53_sp041500225	s__0-14-3-00-41-53_sp041500225	GTDB:g__0-14-3-00-41-53	4
GTDB:s__0-14-3-00-62-12_sp002785585	s__0-14-3-00-62-12_sp002785585	GTDB:g__0-14-3-00-62-12	1
GTDB:s__0-14-3-00-62-12_sp022843465	s__0-14-3-00-62-12_sp022843465	GTDB:g__0-14-3-00-62-12	1
GTDB:s__0-14-3-00-62-12_sp031389245	s__0-14-3-00-62-12_sp031389245	GTDB:g__0-14-3-00-62-12	2
GTDB:s__0-14-3-00-62-12_sp031391205	s__0-14-3-00-62-12_sp031391205	GTDB:g__0-14-3-00-62-12	1
GTDB:s__0-14-3-00-62-12_sp034440555	s__0-14-3-00-62-12_sp034440555	GTDB:g__0-14-3-00-62-12	2
GTDB:s__0-14-3-00-62-12_sp038255435	s__0-14-3-00-62-12_sp038255435	GTDB:g__0-14-3-00-62-12	1
GTDB:s__0-14-3-00-62-12_sp041741075	s__0-14-3-00-62-12_sp041741075	GTDB:g__0-14-3-00-62-12	1
GTDB:s__0-14-3-00-62-12_sp043738015	s__0-14-3-00-62-12_sp043738015	GTDB:g__0-14-3-00-62-12	1
GTDB:s__0-14-3-00-62-12_sp050173995	s__0-14-3-00-62-12_sp050173995	GTDB:g__0-14-3-00-62-12	3
GTDB:s__01-FULL-36-10b_sp001785725	s__01-FULL-36-10b_sp001785725	GTDB:g__01-FULL-36-10b	1
GTDB:s__01-FULL-36-15b_sp001782035	s__01-FULL-36-15b_sp001782035	GTDB:g__01-FULL-36-15b	2
GTDB:s__01-FULL-36-15b_sp001782045	s__01-FULL-36-15b_sp001782045	GTDB:g__01-FULL-36-15b	1
GTDB:s__01-FULL-39-12b_sp001780955	s__01-FULL-39-12b_sp001780955	GTDB:g__01-FULL-39-12b	1
GTDB:s__01-FULL-43-11b_sp001780985	s__01-FULL-43-11b_sp001780985	GTDB:g__01-FULL-43-11b	1
GTDB:s__01-FULL-43-11b_sp964432705	s__01-FULL-43-11b_sp964432705	GTDB:g__01-FULL-43-11b	1
GTDB:s__01-FULL-43-15b_sp001816385	s__01-FULL-43-15b_sp001816385	GTDB:g__01-FULL-43-15b	1
GTDB:s__01-FULL-43-15b_sp964472675	s__01-FULL-43-15b_sp964472675	GTDB:g__01-FULL-43-15b	1
GTDB:s__01-FULL-44-24b_sp001793235	s__01-FULL-44-24b_sp001793235	GTDB:g__01-FULL-44-24b	2
GTDB:s__01-FULL-44-24b_sp041742135	s__01-FULL-44-24b_sp041742135	GTDB:g__01-FULL-44-24b	1
GTDB:s__01-FULL-45-10b_sp001804205	s__01-FULL-45-10b_sp001804205	GTDB:g__01-FULL-45-10b	2
GTDB:s__01-FULL-45-10b_sp016177155	s__01-FULL-45-10b_sp016177155	GTDB:g__01-FULL-45-10b	1
GTDB:s__01-FULL-45-10b_sp016206815	s__01-FULL-45-10b_sp016206815	GTDB:g__01-FULL-45-10b	1
GTDB:s__01-FULL-45-10b_sp016206945	s__01-FULL-45-10b_sp016206945	GTDB:g__01-FULL-45-10b	1
GTDB:s__01-FULL-45-10b_sp016206955	s__01-FULL-45-10b_sp016206955	GTDB:g__01-FULL-45-10b	1
GTDB:s__01-FULL-45-10b_sp964587285	s__01-FULL-45-10b_sp964587285	GTDB:g__01-FULL-45-10b	1
GTDB:s__01-FULL-45-15b_sp001822655	s__01-FULL-45-15b_sp001822655	GTDB:g__01-FULL-45-15b	1
GTDB:s__01-FULL-45-15b_sp964373765	s__01-FULL-45-15b_sp964373765	GTDB:g__01-FULL-45-15b	1
GTDB:s__01-FULL-45-25b_sp001781035	s__01-FULL-45-25b_sp001781035	GTDB:g__01-FULL-45-25b	1
GTDB:s__01-FULL-45-34b_sp001822675	s__01-FULL-45-34b_sp001822675	GTDB:g__01-FULL-45-34b	3
GTDB:s__01-FULL-48-32b_sp001773725	s__01-FULL-48-32b_sp001773725	GTDB:g__01-FULL-48-32b	2
GTDB:s__01-FULL-49-22b_sp001823165	s__01-FULL-49-22b_sp001823165	GTDB:g__01-FULL-49-22b	1
GTDB:s__01-FULL-49-22b_sp022563395	s__01-FULL-49-22b_sp022563395	GTDB:g__01-FULL-49-22b	2
GTDB:s__01-FULL-49-22b_sp027624865	s__01-FULL-49-22b_sp027624865	GTDB:g__01-FULL-49-22b	1
GTDB:s__01-FULL-49-22b_sp030698465	s__01-FULL-49-22b_sp030698465	GTDB:g__01-FULL-49-22b	1
GTDB:s__01-FULL-49-22b_sp913054235	s__01-FULL-49-22b_sp913054235	GTDB:g__01-FULL-49-22b	3
GTDB:s__01-FULL-54-110_sp001789045	s__01-FULL-54-110_sp001789045	GTDB:g__01-FULL-54-110	7
GTDB:s__01-FULL-54-110_sp964632925	s__01-FULL-54-110_sp964632925	GTDB:g__01-FULL-54-110	1
GTDB:s__02-FULL-45-10c_sp001818705	s__02-FULL-45-10c_sp001818705	GTDB:g__02-FULL-45-10c	1
GTDB:s__02-FULL-45-11b_sp001817615	s__02-FULL-45-11b_sp001817615	GTDB:g__02-FULL-45-11b	3
GTDB:s__02-FULL-45-11b_sp041663485	s__02-FULL-45-11b_sp041663485	GTDB:g__02-FULL-45-11b	1
GTDB:s__02-FULL-45-11b_sp964540635	s__02-FULL-45-11b_sp964540635	GTDB:g__02-FULL-45-11b	1
GTDB:s__02-FULL-45-17b_sp001819815	s__02-FULL-45-17b_sp001819815	GTDB:g__02-FULL-45-17b	1
GTDB:s__02-FULL-45-17b_sp005239605	s__02-FULL-45-17b_sp005239605	GTDB:g__02-FULL-45-17b	1
GTDB:s__1-14-0-10-31-34_sp002763225	s__1-14-0-10-31-34_sp002763225	GTDB:g__1-14-0-10-31-34	1
GTDB:s__1-14-0-10-31-34_sp017609625	s__1-14-0-10-31-34_sp017609625	GTDB:g__1-14-0-10-31-34	1
GTDB:s__1-14-0-10-31-34_sp018829335	s__1-14-0-10-31-34_sp018829335	GTDB:g__1-14-0-10-31-34	3
GTDB:s__1-14-0-10-31-34_sp024277355	s__1-14-0-10-31-34_sp024277355	GTDB:g__1-14-0-10-31-34	1
GTDB:s__1-14-0-10-31-34_sp043819075	s__1-14-0-10-31-34_sp043819075	GTDB:g__1-14-0-10-31-34	1
GTDB:s__1-14-0-10-31-34_sp964608675	s__1-14-0-10-31-34_sp964608675	GTDB:g__1-14-0-10-31-34	1
GTDB:s__1-14-0-10-32-24_sp002763025	s__1-14-0-10-32-24_sp002763025	GTDB:g__1-14-0-10-32-24	1
GTDB:s__1-14-0-10-32-24_sp013204355	s__1-14-0-10-32-24_sp013204355	GTDB:g__1-14-0-10-32-24	1
GTDB:s__1-14-0-10-32-24_sp018655525	s__1-14-0-10-32-24_sp018655525	GTDB:g__1-14-0-10-32-24	5
GTDB:s__1-14-0-10-34-10_sp002773945	s__1-14-0-10-34-10_sp002773945	GTDB:g__1-14-0-10-34-10	1
GTDB:s__1-14-0-10-34-76_sp002763075	s__1-14-0-10-34-76_sp002763075	GTDB:g__1-14-0-10-34-76	1
GTDB:s__1-14-0-10-34-76_sp020724955	s__1-14-0-10-34-76_sp020724955	GTDB:g__1-14-0-10-34-76	1
GTDB:s__1-14-0-10-34-76_sp964372205	s__1-14-0-10-34-76_sp964372205	GTDB:g__1-14-0-10-34-76	1
GTDB:s__1-14-0-10-36-11_sp002778535	s__1-14-0-10-36-11_sp002778535	GTDB:g__1-14-0-10-36-11	1
GTDB:s__1-14-0-10-36-16_sp002794035	s__1-14-0-10-36-16_sp002794035	GTDB:g__1-14-0-10-36-16	1
GTDB:s__1-14-0-10-36-19_sp002772535	s__1-14-0-10-36-19_sp002772535	GTDB:g__1-14-0-10-36-19	1
GTDB:s__1-14-0-10-36-32_sp002778465	s__1-14-0-10-36-32_sp002778465	GTDB:g__1-14-0-10-36-32	1
GTDB:s__1-14-0-10-37-12_sp002762795	s__1-14-0-10-37-12_sp002762795	GTDB:g__1-14-0-10-37-12	1
GTDB:s__1-14-0-10-37-14_sp002778705	s__1-14-0-10-37-14_sp002778705	GTDB:g__1-14-0-10-37-14	2
GTDB:s__1-14-0-10-37-14_sp028704945	s__1-14-0-10-37-14_sp028704945	GTDB:g__1-14-0-10-37-14	1
GTDB:s__1-14-0-10-37-14_sp037130845	s__1-14-0-10-37-14_sp037130845	GTDB:g__1-14-0-10-37-14	2
GTDB:s__1-14-0-10-40-38_sp002773535	s__1-14-0-10-40-38_sp002773535	GTDB:g__1-14-0-10-40-38	1
GTDB:s__1-14-0-10-41-10_sp002773695	s__1-14-0-10-41-10_sp002773695	GTDB:g__1-14-0-10-41-10	1
GTDB:s__1-14-0-10-41-12_sp002778735	s__1-14-0-10-41-12_sp002778735	GTDB:g__1-14-0-10-41-12	1
GTDB:s__1-14-0-10-41-28_sp002773755	s__1-14-0-10-41-28_sp002773755	GTDB:g__1-14-0-10-41-28	1
GTDB:s__1-14-0-10-42-12_sp002787695	s__1-14-0-10-42-12_sp002787695	GTDB:g__1-14-0-10-42-12	1
GTDB:s__1-14-0-10-42-12_sp030432135	s__1-14-0-10-42-12_sp030432135	GTDB:g__1-14-0-10-42-12	1
GTDB:s__1-14-0-10-42-19_sp002774705	s__1-14-0-10-42-19_sp002774705	GTDB:g__1-14-0-10-42-19	1
GTDB:s__1-14-0-10-42-22_sp002773725	s__1-14-0-10-42-22_sp002773725	GTDB:g__1-14-0-10-42-22	1
GTDB:s__1-14-0-10-42-22_sp018826645	s__1-14-0-10-42-22_sp018826645	GTDB:g__1-14-0-10-42-22	1
GTDB:s__1-14-0-10-42-22_sp028718505	s__1-14-0-10-42-22_sp028718505	GTDB:g__1-14-0-10-42-22	1
GTDB:s__1-14-0-10-43-10_sp002773655	s__1-14-0-10-43-10_sp002773655	GTDB:g__1-14-0-10-43-10	1
GTDB:s__1-14-0-10-43-11_sp002778635	s__1-14-0-10-43-11_sp002778635	GTDB:g__1-14-0-10-43-11	1
GTDB:s__1-14-0-10-43-11_sp041666885	s__1-14-0-10-43-11_sp041666885	GTDB:g__1-14-0-10-43-11	1
GTDB:s__1-14-0-10-43-13_sp002773985	s__1-14-0-10-43-13_sp002773985	GTDB:g__1-14-0-10-43-13	1
GTDB:s__1-14-0-10-43-13_sp030649445	s__1-14-0-10-43-13_sp030649445	GTDB:g__1-14-0-10-43-13	1
GTDB:s__1-14-0-10-43-42_sp002793915	s__1-14-0-10-43-42_sp002793915	GTDB:g__1-14-0-10-43-42	1
GTDB:s__1-14-0-10-44-13_sp002762985	s__1-14-0-10-44-13_sp002762985	GTDB:g__1-14-0-10-44-13	1
GTDB:s__1-14-0-10-44-23_sp002773475	s__1-14-0-10-44-23_sp002773475	GTDB:g__1-14-0-10-44-23	1
GTDB:s__1-14-0-10-45-29_sp002778455	s__1-14-0-10-45-29_sp002778455	GTDB:g__1-14-0-10-45-29	1
GTDB:s__1-14-0-10-45-29_sp041650255	s__1-14-0-10-45-29_sp041650255	GTDB:g__1-14-0-10-45-29	1
GTDB:s__1-14-0-10-45-29_sp043802645	s__1-14-0-10-45-29_sp043802645	GTDB:g__1-14-0-10-45-29	1
GTDB:s__1-14-0-10-45-29_sp043810635	s__1-14-0-10-45-29_sp043810635	GTDB:g__1-14-0-10-45-29	1
GTDB:s__1-14-0-10-45-29_sp964532715	s__1-14-0-10-45-29_sp964532715	GTDB:g__1-14-0-10-45-29	1
GTDB:s__1-14-0-10-45-34_sp002778785	s__1-14-0-10-45-34_sp002778785	GTDB:g__1-14-0-10-45-34	1
GTDB:s__1-14-0-10-46-23_sp002771135	s__1-14-0-10-46-23_sp002771135	GTDB:g__1-14-0-10-46-23	1
GTDB:s__1-14-0-10-46-36_sp002772995	s__1-14-0-10-46-36_sp002772995	GTDB:g__1-14-0-10-46-36	1
GTDB:s__1-14-0-10-46-36_sp016204155	s__1-14-0-10-46-36_sp016204155	GTDB:g__1-14-0-10-46-36	1
GTDB:s__1-14-0-10-46-36_sp030690215	s__1-14-0-10-46-36_sp030690215	GTDB:g__1-14-0-10-46-36	1
GTDB:s__1-14-0-10-47-10_sp002773135	s__1-14-0-10-47-10_sp002773135	GTDB:g__1-14-0-10-47-10	1
GTDB:s__1-14-0-10-47-16_sp002773395	s__1-14-0-10-47-16_sp002773395	GTDB:g__1-14-0-10-47-16	2
GTDB:s__1-14-0-10-48-11_sp002793855	s__1-14-0-10-48-11_sp002793855	GTDB:g__1-14-0-10-48-11	1
GTDB:s__1-14-0-10-48-11_sp041660005	s__1-14-0-10-48-11_sp041660005	GTDB:g__1-14-0-10-48-11	1
GTDB:s__1-14-0-10-49-15_sp002773415	s__1-14-0-10-49-15_sp002773415	GTDB:g__1-14-0-10-49-15	1
GTDB:s__1-14-0-10-49-17_sp002778575	s__1-14-0-10-49-17_sp002778575	GTDB:g__1-14-0-10-49-17	1
GTDB:s__1-14-0-10-51-16_sp002774795	s__1-14-0-10-51-16_sp002774795	GTDB:g__1-14-0-10-51-16	1
GTDB:s__1-14-0-10-55-24_sp002772745	s__1-14-0-10-55-24_sp002772745	GTDB:g__1-14-0-10-55-24	1
GTDB:s__1-14-0-10-56-10_sp002772645	s__1-14-0-10-56-10_sp002772645	GTDB:g__1-14-0-10-56-10	1
GTDB:s__1-14-0-20-35-14_sp002796205	s__1-14-0-20-35-14_sp002796205	GTDB:g__1-14-0-20-35-14	1
GTDB:s__1-14-0-20-39-34_sp002787355	s__1-14-0-20-39-34_sp002787355	GTDB:g__1-14-0-20-39-34	1
GTDB:s__1-14-0-20-39-34_sp020632445	s__1-14-0-20-39-34_sp020632445	GTDB:g__1-14-0-20-39-34	1
GTDB:s__1-14-0-20-39-34_sp043800545	s__1-14-0-20-39-34_sp043800545	GTDB:g__1-14-0-20-39-34	1
GTDB:s__1-14-0-20-39-49_sp002787635	s__1-14-0-20-39-49_sp002787635	GTDB:g__1-14-0-20-39-49	1
GTDB:s__1-14-0-20-39-49_sp027620075	s__1-14-0-20-39-49_sp027620075	GTDB:g__1-14-0-20-39-49	5
GTDB:s__1-14-0-20-39-49_sp044359415	s__1-14-0-20-39-49_sp044359415	GTDB:g__1-14-0-20-39-49	1
GTDB:s__1-14-0-20-42-23_sp002796345	s__1-14-0-20-42-23_sp002796345	GTDB:g__1-14-0-20-42-23	3
GTDB:s__1-14-0-20-45-16_sp002787535	s__1-14-0-20-45-16_sp002787535	GTDB:g__1-14-0-20-45-16	1
GTDB:s__1-14-0-20-46-22_sp002796245	s__1-14-0-20-46-22_sp002796245	GTDB:g__1-14-0-20-46-22	2
GTDB:s__1-14-0-20-47-16_sp002796325	s__1-14-0-20-47-16_sp002796325	GTDB:g__1-14-0-20-47-16	1
GTDB:s__1-14-0-20-49-13_sp002796305	s__1-14-0-20-49-13_sp002796305	GTDB:g__1-14-0-20-49-13	1
GTDB:s__1-14-0-20-64-10_sp002787095	s__1-14-0-20-64-10_sp002787095	GTDB:g__1-14-0-20-64-10	1
GTDB:s__1-14-0-65-60-17_sp002787815	s__1-14-0-65-60-17_sp002787815	GTDB:g__1-14-0-65-60-17	1
GTDB:s__1-14-0-65-60-17_sp029262775	s__1-14-0-65-60-17_sp029262775	GTDB:g__1-14-0-65-60-17	1
GTDB:s__1-14-0-65-60-17_sp029262835	s__1-14-0-65-60-17_sp029262835	GTDB:g__1-14-0-65-60-17	1
GTDB:s__1-14-0-65-60-17_sp040221055	s__1-14-0-65-60-17_sp040221055	GTDB:g__1-14-0-65-60-17	1
GTDB:s__1-14-2-50-31-20_sp002786785	s__1-14-2-50-31-20_sp002786785	GTDB:g__1-14-2-50-31-20	1
GTDB:s__1-14-2-50-31-20_sp018818165	s__1-14-2-50-31-20_sp018818165	GTDB:g__1-14-2-50-31-20	3
GTDB:s__1-14-2-50-31-20_sp021647785	s__1-14-2-50-31-20_sp021647785	GTDB:g__1-14-2-50-31-20	1
GTDB:s__1-14-2-50-31-20_sp027858595	s__1-14-2-50-31-20_sp027858595	GTDB:g__1-14-2-50-31-20	1
GTDB:s__1-14-2-50-31-20_sp947311785	s__1-14-2-50-31-20_sp947311785	GTDB:g__1-14-2-50-31-20	2
GTDB:s__1-14-2-50-31-20_sp964617555	s__1-14-2-50-31-20_sp964617555	GTDB:g__1-14-2-50-31-20	1
GTDB:s__1-14-2-50-31-20_sp965370315	s__1-14-2-50-31-20_sp965370315	GTDB:g__1-14-2-50-31-20	1
GTDB:s__1-14-2-50-48-13_sp002783265	s__1-14-2-50-48-13_sp002783265	GTDB:g__1-14-2-50-48-13	1
GTDB:s__1-19_sp001922585	s__1-19_sp001922585	GTDB:g__1-19	1
GTDB:s__1-19_sp002837195	s__1-19_sp002837195	GTDB:g__1-19	1
GTDB:s__1109_sp001028815	s__1109_sp001028815	GTDB:g__1109	3
GTDB:s__1109_sp012521465	s__1109_sp012521465	GTDB:g__1109	3
GTDB:s__1162T-S-0a-05_sp000964245	s__1162T-S-0a-05_sp000964245	GTDB:g__1162T-S-0a-05	1
GTDB:s__1162T-S-0a-05_sp050299435	s__1162T-S-0a-05_sp050299435	GTDB:g__1162T-S-0a-05	2
GTDB:s__12-FULL-43-12b_sp001823875	s__12-FULL-43-12b_sp001823875	GTDB:g__12-FULL-43-12b	3
GTDB:s__12-FULL-44-12b_sp036584645	s__12-FULL-44-12b_sp036584645	GTDB:g__12-FULL-44-12b	1
GTDB:s__12-FULL-44-12b_sp049304335	s__12-FULL-44-12b_sp049304335	GTDB:g__12-FULL-44-12b	1
GTDB:s__12-FULL-44-12b_sp964348525	s__12-FULL-44-12b_sp964348525	GTDB:g__12-FULL-44-12b	1
GTDB:s__12-FULL-44-12b_sp964364225	s__12-FULL-44-12b_sp964364225	GTDB:g__12-FULL-44-12b	1
GTDB:s__12-FULL-44-12b_sp964398725	s__12-FULL-44-12b_sp964398725	GTDB:g__12-FULL-44-12b	1
GTDB:s__12-FULL-44-12b_sp964582295	s__12-FULL-44-12b_sp964582295	GTDB:g__12-FULL-44-12b	1
GTDB:s__12-FULL-45-19b_sp001794605	s__12-FULL-45-19b_sp001794605	GTDB:g__12-FULL-45-19b	1
GTDB:s__12-FULL-67-14b_sp001768615	s__12-FULL-67-14b_sp001768615	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp002737365	s__12-FULL-67-14b_sp002737365	GTDB:g__12-FULL-67-14b	9
GTDB:s__12-FULL-67-14b_sp009694735	s__12-FULL-67-14b_sp009694735	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp016871275	s__12-FULL-67-14b_sp016871275	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp019752015	s__12-FULL-67-14b_sp019752015	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp021730945	s__12-FULL-67-14b_sp021730945	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp030650395	s__12-FULL-67-14b_sp030650395	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp030697165	s__12-FULL-67-14b_sp030697165	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp031364805	s__12-FULL-67-14b_sp031364805	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp031392125	s__12-FULL-67-14b_sp031392125	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp031429375	s__12-FULL-67-14b_sp031429375	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp032155105	s__12-FULL-67-14b_sp032155105	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp035553795	s__12-FULL-67-14b_sp035553795	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp035626435	s__12-FULL-67-14b_sp035626435	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp036374815	s__12-FULL-67-14b_sp036374815	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp036380235	s__12-FULL-67-14b_sp036380235	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp038144855	s__12-FULL-67-14b_sp038144855	GTDB:g__12-FULL-67-14b	2
GTDB:s__12-FULL-67-14b_sp038213735	s__12-FULL-67-14b_sp038213735	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp038919385	s__12-FULL-67-14b_sp038919385	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp039934485	s__12-FULL-67-14b_sp039934485	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp041178345	s__12-FULL-67-14b_sp041178345	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp041659285	s__12-FULL-67-14b_sp041659285	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp043779345	s__12-FULL-67-14b_sp043779345	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp050247355	s__12-FULL-67-14b_sp050247355	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp050747925	s__12-FULL-67-14b_sp050747925	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp945866285	s__12-FULL-67-14b_sp945866285	GTDB:g__12-FULL-67-14b	3
GTDB:s__12-FULL-67-14b_sp963773045	s__12-FULL-67-14b_sp963773045	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp963784445	s__12-FULL-67-14b_sp963784445	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp963795125	s__12-FULL-67-14b_sp963795125	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp963833135	s__12-FULL-67-14b_sp963833135	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp963839865	s__12-FULL-67-14b_sp963839865	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp964350785	s__12-FULL-67-14b_sp964350785	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp964355095	s__12-FULL-67-14b_sp964355095	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp964372085	s__12-FULL-67-14b_sp964372085	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp964495855	s__12-FULL-67-14b_sp964495855	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp964513235	s__12-FULL-67-14b_sp964513235	GTDB:g__12-FULL-67-14b	1
GTDB:s__12-FULL-67-14b_sp964628295	s__12-FULL-67-14b_sp964628295	GTDB:g__12-FULL-67-14b	1
GTDB:s__12844_sp017443895	s__12844_sp017443895	GTDB:g__12844	1
GTDB:s__12844_sp021205715	s__12844_sp021205715	GTDB:g__12844	1
GTDB:s__12844_sp902783115	s__12844_sp902783115	GTDB:g__12844	1
GTDB:s__12844_sp947626135	s__12844_sp947626135	GTDB:g__12844	1
GTDB:s__12844_sp947628155	s__12844_sp947628155	GTDB:g__12844	1
GTDB:s__13-1-40CM-64-14_sp001917855	s__13-1-40CM-64-14_sp001917855	GTDB:g__13-1-40CM-64-14	1
