strain_id	taxon_ids
kgmicrobe.strain:CCUG-5087-F	NCBITaxon:753
kgmicrobe.strain:CCUG-50870	NCBITaxon:257758
kgmicrobe.strain:CCUG-50871	NCBITaxon:257758
kgmicrobe.strain:CCUG-50872	NCBITaxon:1314
kgmicrobe.strain:CCUG-50873	NCBITaxon:321325
kgmicrobe.strain:CCUG-50874	NCBITaxon:321325
kgmicrobe.strain:CCUG-50875	NCBITaxon:321318
kgmicrobe.strain:CCUG-50877	NCBITaxon:1377
kgmicrobe.strain:CCUG-50878	NCBITaxon:84135
kgmicrobe.strain:CCUG-50881	NCBITaxon:1121480
kgmicrobe.strain:CCUG-50882	NCBITaxon:1111733
kgmicrobe.strain:CCUG-50883	NCBITaxon:311235
kgmicrobe.strain:CCUG-50884	NCBITaxon:1306
kgmicrobe.strain:CCUG-50895	NCBITaxon:2047
kgmicrobe.strain:CCUG-50898	NCBITaxon:1177180
kgmicrobe.strain:CCUG-50899	NCBITaxon:571256
kgmicrobe.strain:CCUG-50906	NCBITaxon:89061
kgmicrobe.strain:CCUG-50910	NCBITaxon:1306
kgmicrobe.strain:CCUG-50919	NCBITaxon:1302
kgmicrobe.strain:CCUG-50923	NCBITaxon:28901
kgmicrobe.strain:CCUG-50924	NCBITaxon:323284
kgmicrobe.strain:CCUG-50930	NCBITaxon:1120921
kgmicrobe.strain:CCUG-50931	NCBITaxon:1015
kgmicrobe.strain:CCUG-50932	NCBITaxon:40542
kgmicrobe.strain:CCUG-50937	NCBITaxon:1303
kgmicrobe.strain:CCUG-50938	NCBITaxon:1303
kgmicrobe.strain:CCUG-50940	NCBITaxon:196
kgmicrobe.strain:CCUG-50945	NCBITaxon:76853
kgmicrobe.strain:CCUG-50946	NCBITaxon:220687
kgmicrobe.strain:CCUG-50947	NCBITaxon:220685
kgmicrobe.strain:CCUG-50949	NCBITaxon:307643
kgmicrobe.strain:CCUG-50960	NCBITaxon:1512
kgmicrobe.strain:CCUG-50961	NCBITaxon:74703
kgmicrobe.strain:CCUG-50963	NCBITaxon:1290
kgmicrobe.strain:CCUG-50965	NCBITaxon:74703
kgmicrobe.strain:CCUG-50966	NCBITaxon:223184
kgmicrobe.strain:CCUG-50968	NCBITaxon:74703
kgmicrobe.strain:CCUG-50969	NCBITaxon:81858
kgmicrobe.strain:CCUG-50970	NCBITaxon:307480
kgmicrobe.strain:CCUG-50971	NCBITaxon:630
kgmicrobe.strain:CCUG-50972	NCBITaxon:1504
kgmicrobe.strain:CCUG-50979-A	NCBITaxon:83428
kgmicrobe.strain:CCUG-50979-B	NCBITaxon:217031
kgmicrobe.strain:CCUG-50981	NCBITaxon:131111
kgmicrobe.strain:CCUG-50982	NCBITaxon:1993874
kgmicrobe.strain:CCUG-50983	NCBITaxon:1993874
kgmicrobe.strain:CCUG-50986	NCBITaxon:29317
kgmicrobe.strain:CCUG-50988	NCBITaxon:321846
kgmicrobe.strain:CCUG-50989	NCBITaxon:222805
kgmicrobe.strain:CCUG-50990	NCBITaxon:222805
kgmicrobe.strain:CCUG-50991	NCBITaxon:222805
kgmicrobe.strain:CCUG-50992	NCBITaxon:292462
kgmicrobe.strain:CCUG-50993	NCBITaxon:292462
kgmicrobe.strain:CCUG-50994	NCBITaxon:153971
kgmicrobe.strain:CCUG-50995	NCBITaxon:153971
kgmicrobe.strain:CCUG-50996	NCBITaxon:75922
kgmicrobe.strain:CCUG-50998	NCBITaxon:185642
kgmicrobe.strain:CCUG-50999	NCBITaxon:666
kgmicrobe.strain:CCUG-51001	NCBITaxon:38796
kgmicrobe.strain:CCUG-51002	NCBITaxon:231434
kgmicrobe.strain:CCUG-51003	NCBITaxon:231434
kgmicrobe.strain:CCUG-51004	NCBITaxon:270345
kgmicrobe.strain:CCUG-51005	NCBITaxon:170623
kgmicrobe.strain:CCUG-51006	NCBITaxon:1121388
kgmicrobe.strain:CCUG-51007	NCBITaxon:354
kgmicrobe.strain:CCUG-51053	NCBITaxon:1219356
kgmicrobe.strain:CCUG-51058	NCBITaxon:45462
kgmicrobe.strain:CCUG-51061	NCBITaxon:54911
kgmicrobe.strain:CCUG-51064	NCBITaxon:54913
kgmicrobe.strain:CCUG-51069	NCBITaxon:1219025
kgmicrobe.strain:CCUG-51073	NCBITaxon:1219015
kgmicrobe.strain:CCUG-51088	NCBITaxon:1665
kgmicrobe.strain:CCUG-5110	NCBITaxon:614
kgmicrobe.strain:CCUG-51106	NCBITaxon:294
kgmicrobe.strain:CCUG-5111	NCBITaxon:546
kgmicrobe.strain:CCUG-5112	NCBITaxon:90245
kgmicrobe.strain:CCUG-5113	NCBITaxon:730
kgmicrobe.strain:CCUG-5115	NCBITaxon:545
kgmicrobe.strain:CCUG-5118	NCBITaxon:525367
kgmicrobe.strain:CCUG-5119	NCBITaxon:927664
kgmicrobe.strain:CCUG-5120	NCBITaxon:479
kgmicrobe.strain:CCUG-51203	NCBITaxon:1351
kgmicrobe.strain:CCUG-51204	NCBITaxon:562
kgmicrobe.strain:CCUG-51205	NCBITaxon:150033
kgmicrobe.strain:CCUG-51206	NCBITaxon:562
kgmicrobe.strain:CCUG-51207	NCBITaxon:1351
kgmicrobe.strain:CCUG-5122	NCBITaxon:686660
kgmicrobe.strain:CCUG-51220	NCBITaxon:1583
kgmicrobe.strain:CCUG-51221	NCBITaxon:270250
kgmicrobe.strain:CCUG-51222	NCBITaxon:270249
kgmicrobe.strain:CCUG-51224	NCBITaxon:585502
kgmicrobe.strain:CCUG-5123	NCBITaxon:29466
kgmicrobe.strain:CCUG-51243	NCBITaxon:58172
kgmicrobe.strain:CCUG-51244	NCBITaxon:61592
kgmicrobe.strain:CCUG-51246	NCBITaxon:216465
kgmicrobe.strain:CCUG-51248	NCBITaxon:1217657
kgmicrobe.strain:CCUG-51249	NCBITaxon:1217648
kgmicrobe.strain:CCUG-5125-B	NCBITaxon:529
kgmicrobe.strain:CCUG-51251	NCBITaxon:75612
kgmicrobe.strain:CCUG-51256	NCBITaxon:911238
kgmicrobe.strain:CCUG-51257	NCBITaxon:308354
kgmicrobe.strain:CCUG-51258	NCBITaxon:308354
kgmicrobe.strain:CCUG-51260	NCBITaxon:33964
kgmicrobe.strain:CCUG-51261	NCBITaxon:1590
kgmicrobe.strain:CCUG-51262	NCBITaxon:184250
kgmicrobe.strain:CCUG-51263	NCBITaxon:46124
kgmicrobe.strain:CCUG-51268	NCBITaxon:1019
kgmicrobe.strain:CCUG-51269	NCBITaxon:28112
kgmicrobe.strain:CCUG-51270	NCBITaxon:170573
kgmicrobe.strain:CCUG-51271	NCBITaxon:33889
kgmicrobe.strain:CCUG-51274	NCBITaxon:38304
kgmicrobe.strain:CCUG-51275	NCBITaxon:53462
kgmicrobe.strain:CCUG-51276	NCBITaxon:1351
kgmicrobe.strain:CCUG-51278	NCBITaxon:714549
kgmicrobe.strain:CCUG-51289	NCBITaxon:33038
kgmicrobe.strain:CCUG-51290	NCBITaxon:331679
kgmicrobe.strain:CCUG-51291	NCBITaxon:1685
kgmicrobe.strain:CCUG-51295	NCBITaxon:498
kgmicrobe.strain:CCUG-51297	NCBITaxon:145393
kgmicrobe.strain:CCUG-51307	NCBITaxon:328396
kgmicrobe.strain:CCUG-51308	NCBITaxon:328396
kgmicrobe.strain:CCUG-51309	NCBITaxon:317010
kgmicrobe.strain:CCUG-51310	NCBITaxon:317010
kgmicrobe.strain:CCUG-51311	NCBITaxon:317010
kgmicrobe.strain:CCUG-51312	NCBITaxon:317010
kgmicrobe.strain:CCUG-51313	NCBITaxon:28450
kgmicrobe.strain:CCUG-51314	NCBITaxon:38304
kgmicrobe.strain:CCUG-51315	NCBITaxon:83428
kgmicrobe.strain:CCUG-51319	NCBITaxon:1014
kgmicrobe.strain:CCUG-51320	NCBITaxon:90245
kgmicrobe.strain:CCUG-51321	NCBITaxon:302449
kgmicrobe.strain:CCUG-51322	NCBITaxon:1288
kgmicrobe.strain:CCUG-51323	NCBITaxon:299767
kgmicrobe.strain:CCUG-51324	NCBITaxon:1121281
kgmicrobe.strain:CCUG-51325	NCBITaxon:1423753
kgmicrobe.strain:CCUG-51326	NCBITaxon:362
kgmicrobe.strain:CCUG-51327	NCBITaxon:204091
kgmicrobe.strain:CCUG-51329	NCBITaxon:204089
kgmicrobe.strain:CCUG-51332	NCBITaxon:1351
kgmicrobe.strain:CCUG-51333	NCBITaxon:1303
kgmicrobe.strain:CCUG-51334	NCBITaxon:1882945
kgmicrobe.strain:CCUG-51338	NCBITaxon:28188
kgmicrobe.strain:CCUG-51344	NCBITaxon:37329
kgmicrobe.strain:CCUG-51348	NCBITaxon:342113
kgmicrobe.strain:CCUG-51349	NCBITaxon:342113
kgmicrobe.strain:CCUG-51350	NCBITaxon:342113
kgmicrobe.strain:CCUG-51351	NCBITaxon:342113
kgmicrobe.strain:CCUG-51352	NCBITaxon:1343
kgmicrobe.strain:CCUG-51354	NCBITaxon:299767
kgmicrobe.strain:CCUG-51355	NCBITaxon:299767
kgmicrobe.strain:CCUG-51356	NCBITaxon:299767
kgmicrobe.strain:CCUG-51357	NCBITaxon:299767
kgmicrobe.strain:CCUG-51359	NCBITaxon:33007
kgmicrobe.strain:CCUG-51363	NCBITaxon:1736
kgmicrobe.strain:CCUG-51373	NCBITaxon:753
kgmicrobe.strain:CCUG-51375	NCBITaxon:29318
kgmicrobe.strain:CCUG-51378	NCBITaxon:246432
kgmicrobe.strain:CCUG-51386	NCBITaxon:246603
kgmicrobe.strain:CCUG-51387	NCBITaxon:71999
kgmicrobe.strain:CCUG-51389	NCBITaxon:57171
kgmicrobe.strain:CCUG-51390	NCBITaxon:1423824
kgmicrobe.strain:CCUG-51391	NCBITaxon:1121379
kgmicrobe.strain:CCUG-51395	NCBITaxon:77777
kgmicrobe.strain:CCUG-51396	NCBITaxon:714549
kgmicrobe.strain:CCUG-51397	NCBITaxon:714549
kgmicrobe.strain:CCUG-51417	NCBITaxon:37329
kgmicrobe.strain:CCUG-51423	NCBITaxon:273527
kgmicrobe.strain:CCUG-51424	NCBITaxon:860
kgmicrobe.strain:CCUG-51425	NCBITaxon:68766
kgmicrobe.strain:CCUG-51429	NCBITaxon:47885
kgmicrobe.strain:CCUG-51430	NCBITaxon:47885
kgmicrobe.strain:CCUG-51432	NCBITaxon:180344
kgmicrobe.strain:CCUG-51439	NCBITaxon:28132
kgmicrobe.strain:CCUG-51442	NCBITaxon:223184
kgmicrobe.strain:CCUG-51443	NCBITaxon:1121348
kgmicrobe.strain:CCUG-51445	NCBITaxon:1163408
kgmicrobe.strain:CCUG-51447	NCBITaxon:670
kgmicrobe.strain:CCUG-51448	NCBITaxon:109790
kgmicrobe.strain:CCUG-51453	NCBITaxon:1351
kgmicrobe.strain:CCUG-51455	NCBITaxon:648
kgmicrobe.strain:CCUG-51459	NCBITaxon:1014
kgmicrobe.strain:CCUG-51462	NCBITaxon:53346
kgmicrobe.strain:CCUG-51464	NCBITaxon:1122975
kgmicrobe.strain:CCUG-51472	NCBITaxon:246432
kgmicrobe.strain:CCUG-51473	NCBITaxon:83428
kgmicrobe.strain:CCUG-51474	NCBITaxon:145393
kgmicrobe.strain:CCUG-51477	NCBITaxon:246432
kgmicrobe.strain:CCUG-51480	NCBITaxon:55565
kgmicrobe.strain:CCUG-51484	NCBITaxon:676
kgmicrobe.strain:CCUG-51486	NCBITaxon:1121333
kgmicrobe.strain:CCUG-51487	NCBITaxon:1122155
kgmicrobe.strain:CCUG-51488	NCBITaxon:84112
kgmicrobe.strain:CCUG-51492	NCBITaxon:1282
kgmicrobe.strain:CCUG-51493	NCBITaxon:2055
kgmicrobe.strain:CCUG-51494	NCBITaxon:1505757
kgmicrobe.strain:CCUG-51496	NCBITaxon:311547
kgmicrobe.strain:CCUG-51497	NCBITaxon:2
kgmicrobe.strain:CCUG-51499	NCBITaxon:504
kgmicrobe.strain:CCUG-51501	NCBITaxon:1236969
kgmicrobe.strain:CCUG-51503	NCBITaxon:86176
kgmicrobe.strain:CCUG-51504	NCBITaxon:158627
kgmicrobe.strain:CCUG-51505	NCBITaxon:1154758
kgmicrobe.strain:CCUG-51506	NCBITaxon:104087
kgmicrobe.strain:CCUG-51507	NCBITaxon:298
kgmicrobe.strain:CCUG-51508	NCBITaxon:930166
kgmicrobe.strain:CCUG-51509	NCBITaxon:203192
kgmicrobe.strain:CCUG-51511	NCBITaxon:1215103
kgmicrobe.strain:CCUG-51512	NCBITaxon:200451
kgmicrobe.strain:CCUG-51513	NCBITaxon:200452
kgmicrobe.strain:CCUG-51514	NCBITaxon:129817
kgmicrobe.strain:CCUG-51515	NCBITaxon:219574
kgmicrobe.strain:CCUG-51516	NCBITaxon:47885
kgmicrobe.strain:CCUG-51517	NCBITaxon:169669
kgmicrobe.strain:CCUG-51518	NCBITaxon:216142
kgmicrobe.strain:CCUG-51519	NCBITaxon:198620
kgmicrobe.strain:CCUG-51520	NCBITaxon:168469
kgmicrobe.strain:CCUG-51522	NCBITaxon:163011
kgmicrobe.strain:CCUG-51523	NCBITaxon:86840
kgmicrobe.strain:CCUG-51524	NCBITaxon:191390
kgmicrobe.strain:CCUG-51525	NCBITaxon:1215116
kgmicrobe.strain:CCUG-51535	NCBITaxon:38301
kgmicrobe.strain:CCUG-51536	NCBITaxon:343874
kgmicrobe.strain:CCUG-51537	NCBITaxon:1929438
kgmicrobe.strain:CCUG-51538	NCBITaxon:1290
kgmicrobe.strain:CCUG-51540	NCBITaxon:1272
kgmicrobe.strain:CCUG-51541	NCBITaxon:1283
kgmicrobe.strain:CCUG-51542	NCBITaxon:29382
kgmicrobe.strain:CCUG-51543	NCBITaxon:33889
kgmicrobe.strain:CCUG-51547	NCBITaxon:208479
kgmicrobe.strain:CCUG-51548	NCBITaxon:1328
kgmicrobe.strain:CCUG-51551	NCBITaxon:28151
kgmicrobe.strain:CCUG-51552	NCBITaxon:1302
kgmicrobe.strain:CCUG-51553	NCBITaxon:1306
kgmicrobe.strain:CCUG-51561	NCBITaxon:420404
kgmicrobe.strain:CCUG-51564	NCBITaxon:1158612
kgmicrobe.strain:CCUG-51568	NCBITaxon:71452
kgmicrobe.strain:CCUG-51571	NCBITaxon:46124
kgmicrobe.strain:CCUG-51572	NCBITaxon:1597
kgmicrobe.strain:CCUG-51574	NCBITaxon:238
kgmicrobe.strain:CCUG-51581	NCBITaxon:38284
kgmicrobe.strain:CCUG-51583	NCBITaxon:74703
kgmicrobe.strain:CCUG-51586	NCBITaxon:732
kgmicrobe.strain:CCUG-51587	NCBITaxon:732
kgmicrobe.strain:CCUG-51588	NCBITaxon:732
kgmicrobe.strain:CCUG-51589	NCBITaxon:732
kgmicrobe.strain:CCUG-5159	NCBITaxon:28151
kgmicrobe.strain:CCUG-51591	NCBITaxon:119219
kgmicrobe.strain:CCUG-51596	NCBITaxon:29380
kgmicrobe.strain:CCUG-51597	NCBITaxon:29380
kgmicrobe.strain:CCUG-51599	NCBITaxon:735
kgmicrobe.strain:CCUG-51600	NCBITaxon:666
kgmicrobe.strain:CCUG-51601	NCBITaxon:83428
kgmicrobe.strain:CCUG-51636	NCBITaxon:56689
kgmicrobe.strain:CCUG-51645	NCBITaxon:114528
kgmicrobe.strain:CCUG-51647	NCBITaxon:28197
kgmicrobe.strain:CCUG-51649	NCBITaxon:197
kgmicrobe.strain:CCUG-51650	NCBITaxon:134533
kgmicrobe.strain:CCUG-51655	NCBITaxon:95301
kgmicrobe.strain:CCUG-51657	NCBITaxon:305977
kgmicrobe.strain:CCUG-51663	NCBITaxon:1597
kgmicrobe.strain:CCUG-51667	NCBITaxon:714
kgmicrobe.strain:CCUG-51668	NCBITaxon:714
kgmicrobe.strain:CCUG-51669	NCBITaxon:714
kgmicrobe.strain:CCUG-5167	NCBITaxon:614
kgmicrobe.strain:CCUG-51670	NCBITaxon:714
kgmicrobe.strain:CCUG-51671	NCBITaxon:714
kgmicrobe.strain:CCUG-51672	NCBITaxon:714
kgmicrobe.strain:CCUG-51673	NCBITaxon:714
kgmicrobe.strain:CCUG-51674	NCBITaxon:28035
kgmicrobe.strain:CCUG-51680	NCBITaxon:1353
kgmicrobe.strain:CCUG-51681	NCBITaxon:1639
kgmicrobe.strain:CCUG-51683	NCBITaxon:571
kgmicrobe.strain:CCUG-51687-A	NCBITaxon:38303
kgmicrobe.strain:CCUG-51689	NCBITaxon:263
kgmicrobe.strain:CCUG-51707	NCBITaxon:554117
kgmicrobe.strain:CCUG-51708	NCBITaxon:36807
kgmicrobe.strain:CCUG-51711	NCBITaxon:1354
kgmicrobe.strain:CCUG-51715	NCBITaxon:53364
kgmicrobe.strain:CCUG-51716	NCBITaxon:53364
kgmicrobe.strain:CCUG-51717	NCBITaxon:53364
kgmicrobe.strain:CCUG-51718	NCBITaxon:53364
kgmicrobe.strain:CCUG-51719	NCBITaxon:131081
kgmicrobe.strain:CCUG-51725	NCBITaxon:69373
kgmicrobe.strain:CCUG-51726	NCBITaxon:1869344
kgmicrobe.strain:CCUG-51727	NCBITaxon:2035
kgmicrobe.strain:CCUG-51728	NCBITaxon:2035
kgmicrobe.strain:CCUG-51729	NCBITaxon:69373
kgmicrobe.strain:CCUG-51733	NCBITaxon:55565
kgmicrobe.strain:CCUG-51734	NCBITaxon:341722
kgmicrobe.strain:CCUG-51738	NCBITaxon:84112
kgmicrobe.strain:CCUG-51746	NCBITaxon:55565
kgmicrobe.strain:CCUG-51751	NCBITaxon:87883
kgmicrobe.strain:CCUG-51763	NCBITaxon:1288
kgmicrobe.strain:CCUG-51764	NCBITaxon:28101
kgmicrobe.strain:CCUG-51768	NCBITaxon:169134
kgmicrobe.strain:CCUG-51769	NCBITaxon:53344
kgmicrobe.strain:CCUG-51770	NCBITaxon:283734
kgmicrobe.strain:CCUG-51771	NCBITaxon:28026
kgmicrobe.strain:CCUG-51773	NCBITaxon:58172
kgmicrobe.strain:CCUG-51774	NCBITaxon:315405
kgmicrobe.strain:CCUG-51777	NCBITaxon:51669
kgmicrobe.strain:CCUG-51778	NCBITaxon:29382
kgmicrobe.strain:CCUG-51779	NCBITaxon:331696
kgmicrobe.strain:CCUG-51780	NCBITaxon:860
kgmicrobe.strain:CCUG-51781	NCBITaxon:851
kgmicrobe.strain:CCUG-51794	NCBITaxon:739
kgmicrobe.strain:CCUG-51795	NCBITaxon:739
kgmicrobe.strain:CCUG-51796	NCBITaxon:739
kgmicrobe.strain:CCUG-51797	NCBITaxon:739
kgmicrobe.strain:CCUG-51798	NCBITaxon:739
kgmicrobe.strain:CCUG-51799	NCBITaxon:739
kgmicrobe.strain:CCUG-5180-A	NCBITaxon:117506
kgmicrobe.strain:CCUG-51805	NCBITaxon:1575
kgmicrobe.strain:CCUG-51806	NCBITaxon:119219
kgmicrobe.strain:CCUG-51807	NCBITaxon:472
kgmicrobe.strain:CCUG-51808	NCBITaxon:180588
kgmicrobe.strain:CCUG-51809	NCBITaxon:84136
kgmicrobe.strain:CCUG-51817	NCBITaxon:1123069
kgmicrobe.strain:CCUG-51818	NCBITaxon:2509153
kgmicrobe.strain:CCUG-51819	NCBITaxon:2509153
kgmicrobe.strain:CCUG-51824	NCBITaxon:82633
kgmicrobe.strain:CCUG-51831	NCBITaxon:419015
kgmicrobe.strain:CCUG-51832	NCBITaxon:152331
kgmicrobe.strain:CCUG-51833	NCBITaxon:1559
kgmicrobe.strain:CCUG-51834	NCBITaxon:851
kgmicrobe.strain:CCUG-51835-A	NCBITaxon:142586
kgmicrobe.strain:CCUG-51835-B	NCBITaxon:827
kgmicrobe.strain:CCUG-51839	NCBITaxon:184870
kgmicrobe.strain:CCUG-51840-A	NCBITaxon:33007
kgmicrobe.strain:CCUG-51841	NCBITaxon:55565
kgmicrobe.strain:CCUG-51842-A	NCBITaxon:396015
kgmicrobe.strain:CCUG-51846	NCBITaxon:187101
kgmicrobe.strain:CCUG-51847	NCBITaxon:187101
kgmicrobe.strain:CCUG-51855	NCBITaxon:357794
kgmicrobe.strain:CCUG-51856	NCBITaxon:327574
kgmicrobe.strain:CCUG-51857	NCBITaxon:327575
kgmicrobe.strain:CCUG-51858	NCBITaxon:596315
kgmicrobe.strain:CCUG-51861	NCBITaxon:33028
kgmicrobe.strain:CCUG-51862	NCBITaxon:1290
kgmicrobe.strain:CCUG-51868	NCBITaxon:1274
kgmicrobe.strain:CCUG-51870	NCBITaxon:1280
kgmicrobe.strain:CCUG-51871	NCBITaxon:28901
kgmicrobe.strain:CCUG-51873	NCBITaxon:1655
kgmicrobe.strain:CCUG-5188	NCBITaxon:24
kgmicrobe.strain:CCUG-51883	NCBITaxon:1747
kgmicrobe.strain:CCUG-51889	NCBITaxon:33033
kgmicrobe.strain:CCUG-51890	NCBITaxon:1655
kgmicrobe.strain:CCUG-51895	NCBITaxon:729
kgmicrobe.strain:CCUG-51896	NCBITaxon:243061
kgmicrobe.strain:CCUG-51897	NCBITaxon:110505
kgmicrobe.strain:CCUG-51898	NCBITaxon:154654
kgmicrobe.strain:CCUG-51899	NCBITaxon:81858
kgmicrobe.strain:CCUG-51900	NCBITaxon:243061
kgmicrobe.strain:CCUG-51901	NCBITaxon:2014
kgmicrobe.strain:CCUG-51919	NCBITaxon:1015
kgmicrobe.strain:CCUG-5192	NCBITaxon:333702
kgmicrobe.strain:CCUG-51923	NCBITaxon:333702
kgmicrobe.strain:CCUG-51925	NCBITaxon:1884818
kgmicrobe.strain:CCUG-51928	NCBITaxon:1354267
kgmicrobe.strain:CCUG-51929	NCBITaxon:1235814
kgmicrobe.strain:CCUG-51930	NCBITaxon:150026
kgmicrobe.strain:CCUG-51931	NCBITaxon:150025
kgmicrobe.strain:CCUG-51932	NCBITaxon:172042
kgmicrobe.strain:CCUG-51933	NCBITaxon:228603
kgmicrobe.strain:CCUG-51934	NCBITaxon:888832
kgmicrobe.strain:CCUG-51935	NCBITaxon:77768
kgmicrobe.strain:CCUG-51936	NCBITaxon:1397699
kgmicrobe.strain:CCUG-51937	NCBITaxon:888743
kgmicrobe.strain:CCUG-51939	NCBITaxon:1931
kgmicrobe.strain:CCUG-51940	NCBITaxon:360293
kgmicrobe.strain:CCUG-51941-A	NCBITaxon:425941
kgmicrobe.strain:CCUG-51941-B	NCBITaxon:39950
kgmicrobe.strain:CCUG-51942	NCBITaxon:190721
kgmicrobe.strain:CCUG-51943	NCBITaxon:246603
kgmicrobe.strain:CCUG-51944	NCBITaxon:1123251
kgmicrobe.strain:CCUG-51945	NCBITaxon:199136
kgmicrobe.strain:CCUG-51961	NCBITaxon:354243
kgmicrobe.strain:CCUG-51963	NCBITaxon:666
kgmicrobe.strain:CCUG-51965	NCBITaxon:562
kgmicrobe.strain:CCUG-5197	NCBITaxon:1451
kgmicrobe.strain:CCUG-51971	NCBITaxon:287
kgmicrobe.strain:CCUG-51975	NCBITaxon:1351
kgmicrobe.strain:CCUG-51978-A	NCBITaxon:1276
kgmicrobe.strain:CCUG-51978-B	NCBITaxon:319054
kgmicrobe.strain:CCUG-51982	NCBITaxon:69967
kgmicrobe.strain:CCUG-51983	NCBITaxon:29466
kgmicrobe.strain:CCUG-51994	NCBITaxon:1292
kgmicrobe.strain:CCUG-51999	NCBITaxon:388640
kgmicrobe.strain:CCUG-52000	NCBITaxon:388640
kgmicrobe.strain:CCUG-52001	NCBITaxon:388640
kgmicrobe.strain:CCUG-52008	NCBITaxon:2718
kgmicrobe.strain:CCUG-52011	NCBITaxon:47312
kgmicrobe.strain:CCUG-52015	NCBITaxon:1869227
kgmicrobe.strain:CCUG-52016	NCBITaxon:46125
kgmicrobe.strain:CCUG-52019	NCBITaxon:293
kgmicrobe.strain:CCUG-52022	NCBITaxon:42895
kgmicrobe.strain:CCUG-52023	NCBITaxon:134605
kgmicrobe.strain:CCUG-52030	NCBITaxon:378211
kgmicrobe.strain:CCUG-52040	NCBITaxon:2800120
kgmicrobe.strain:CCUG-52042	NCBITaxon:1303
kgmicrobe.strain:CCUG-52044	NCBITaxon:223184
kgmicrobe.strain:CCUG-52046-B	NCBITaxon:340145
kgmicrobe.strain:CCUG-52049	NCBITaxon:386891
kgmicrobe.strain:CCUG-52051	NCBITaxon:1328
kgmicrobe.strain:CCUG-52052	NCBITaxon:1883445
kgmicrobe.strain:CCUG-52053	NCBITaxon:87883
kgmicrobe.strain:CCUG-52054	NCBITaxon:134601
kgmicrobe.strain:CCUG-52055	NCBITaxon:827
kgmicrobe.strain:CCUG-52059	NCBITaxon:1353
kgmicrobe.strain:CCUG-52060	NCBITaxon:28035
kgmicrobe.strain:CCUG-52064	NCBITaxon:207949
kgmicrobe.strain:CCUG-52065	NCBITaxon:207954
kgmicrobe.strain:CCUG-52066	NCBITaxon:374838
kgmicrobe.strain:CCUG-52068	NCBITaxon:37326
kgmicrobe.strain:CCUG-52069	NCBITaxon:162426
kgmicrobe.strain:CCUG-52070	NCBITaxon:478
kgmicrobe.strain:CCUG-52072	NCBITaxon:33945
kgmicrobe.strain:CCUG-52073	NCBITaxon:1310
kgmicrobe.strain:CCUG-52085	NCBITaxon:425941
kgmicrobe.strain:CCUG-52087	NCBITaxon:1869190
kgmicrobe.strain:CCUG-52099	NCBITaxon:247486
kgmicrobe.strain:CCUG-52118	NCBITaxon:84112
kgmicrobe.strain:CCUG-52119	NCBITaxon:355591
kgmicrobe.strain:CCUG-52122	NCBITaxon:56811
kgmicrobe.strain:CCUG-52123	NCBITaxon:1873897
kgmicrobe.strain:CCUG-52125	NCBITaxon:562
kgmicrobe.strain:CCUG-52126	NCBITaxon:1303679
kgmicrobe.strain:CCUG-52127	NCBITaxon:1478
kgmicrobe.strain:CCUG-52128	NCBITaxon:1389932
kgmicrobe.strain:CCUG-52134	NCBITaxon:155085
kgmicrobe.strain:CCUG-52135	NCBITaxon:155085
kgmicrobe.strain:CCUG-52136	NCBITaxon:155085
kgmicrobe.strain:CCUG-52137	NCBITaxon:1295
kgmicrobe.strain:CCUG-52138	NCBITaxon:1295
kgmicrobe.strain:CCUG-52139	NCBITaxon:1295
kgmicrobe.strain:CCUG-52144	NCBITaxon:1271
kgmicrobe.strain:CCUG-52146	NCBITaxon:1377
kgmicrobe.strain:CCUG-52147	NCBITaxon:37329
kgmicrobe.strain:CCUG-52149	NCBITaxon:90367
kgmicrobe.strain:CCUG-52161	NCBITaxon:481139
kgmicrobe.strain:CCUG-52162	NCBITaxon:481138
kgmicrobe.strain:CCUG-52163	NCBITaxon:481138
kgmicrobe.strain:CCUG-52164	NCBITaxon:481139
kgmicrobe.strain:CCUG-52165	NCBITaxon:481139
kgmicrobe.strain:CCUG-52166	NCBITaxon:481138
kgmicrobe.strain:CCUG-52167	NCBITaxon:481138
kgmicrobe.strain:CCUG-52169	NCBITaxon:481139
kgmicrobe.strain:CCUG-52170	NCBITaxon:481138
kgmicrobe.strain:CCUG-52173	NCBITaxon:481139
kgmicrobe.strain:CCUG-52174	NCBITaxon:481137
kgmicrobe.strain:CCUG-52183	NCBITaxon:320662
kgmicrobe.strain:CCUG-52189	NCBITaxon:1282
kgmicrobe.strain:CCUG-52190	NCBITaxon:1591
kgmicrobe.strain:CCUG-52191	NCBITaxon:1318
kgmicrobe.strain:CCUG-52197	NCBITaxon:1873897
kgmicrobe.strain:CCUG-52199	NCBITaxon:361872
kgmicrobe.strain:CCUG-52200	NCBITaxon:58172
kgmicrobe.strain:CCUG-52203	NCBITaxon:358743
kgmicrobe.strain:CCUG-52204	NCBITaxon:358742
kgmicrobe.strain:CCUG-52208	NCBITaxon:33011
kgmicrobe.strain:CCUG-52213	NCBITaxon:321982
kgmicrobe.strain:CCUG-52214	NCBITaxon:321983
kgmicrobe.strain:CCUG-52216	NCBITaxon:321985
kgmicrobe.strain:CCUG-52217	NCBITaxon:1121346
kgmicrobe.strain:CCUG-52219	NCBITaxon:76731
