strain_id	assembly_id	source	source_id	source_reference_id	assembly_level	assembly_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id
kgmicrobe.strain:bacdive_10	ncbi.assembly:GCA_011516945	BACDIVE	bacdive:10	67770	contig	Acetobacter estunensis LMG 1626	NCBITaxon:104097						
kgmicrobe.strain:bacdive_10	ncbi.assembly:GCA_011516945.1	GOLD	gold:Ga0488917			Acetobacter estunensis LMG 1626	NCBITaxon:104097	AP GENBANK.assemblyAccession	kgmicrobe.strain:LMG-1626	LMG 1626	ORGANISM CULTURE COLLECTION ID	gold:Go0576608	gold:Gp0551382
kgmicrobe.strain:bacdive_10	ncbi.assembly:GCA_011516945.1	GOLD	gold:Ga0488917			Acetobacter estunensis LMG 1626	NCBITaxon:104097	AP GENBANK.assemblyAccession	kgmicrobe.strain:LMG-1626	LMG 1626	ORGANISM STRAIN	gold:Go0576608	gold:Gp0551382
kgmicrobe.strain:bacdive_10	ncbi.assembly:GCA_011516945.1	GTDB	gtdb.genome:RS_GCF_011516945.1		Contig	ASM1151694v1	NCBITaxon:104097	ncbi_genbank_assembly_accession	kgmicrobe.strain:LMG-1626	LMG 1626	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10	ncbi.assembly:GCF_011516945.1	GTDB	gtdb.genome:RS_GCF_011516945.1		Contig	ASM1151694v1	NCBITaxon:104097	accession	kgmicrobe.strain:LMG-1626	LMG 1626	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_100	ncbi.assembly:GCA_003269275	BACDIVE	bacdive:100	66792	scaffold	Phascolarctobacterium faecium DSM 14760	NCBITaxon:1122957						
kgmicrobe.strain:bacdive_100	ncbi.assembly:GCA_003269275.1	GOLD	gold:Ga0215641			Phascolarctobacterium faecium DSM 14760	NCBITaxon:1122957	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-14760	DSM 14760	ORGANISM CULTURE COLLECTION ID	gold:Go0013133	gold:Gp0251908
kgmicrobe.strain:bacdive_100	ncbi.assembly:GCA_003269275.1	GOLD	gold:Ga0215641			Phascolarctobacterium faecium DSM 14760	NCBITaxon:1122957	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-14760	DSM 14760	ORGANISM STRAIN	gold:Go0013133	gold:Gp0251908
kgmicrobe.strain:bacdive_100	ncbi.assembly:GCA_003269275.1	GTDB	gtdb.genome:RS_GCF_003269275.1		Scaffold	ASM326927v1	NCBITaxon:1122957	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-14760	DSM 14760	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_100	ncbi.assembly:GCF_003269275.1	GTDB	gtdb.genome:RS_GCF_003269275.1		Scaffold	ASM326927v1	NCBITaxon:1122957	accession	kgmicrobe.strain:DSM-14760	DSM 14760	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1002	ncbi.assembly:GCA_029537075	BACDIVE	bacdive:1002	66792	complete	Bacillus subtilis DSM 23521	NCBITaxon:1423						
kgmicrobe.strain:bacdive_1002	ncbi.assembly:GCA_029537075.2	GTDB	gtdb.genome:RS_GCF_029537075.2		Complete Genome	ASM2953707v2	NCBITaxon:1423	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-23521	DSM 23521	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1002	ncbi.assembly:GCF_029537075.2	GTDB	gtdb.genome:RS_GCF_029537075.2		Complete Genome	ASM2953707v2	NCBITaxon:1423	accession	kgmicrobe.strain:DSM-23521	DSM 23521	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_000161615	BACDIVE	bacdive:1006	66792	chromosome	Bacillus thuringiensis serovar berliner ATCC 10792	NCBITaxon:527031						
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_000161615	GOLD	gold:Ga0027722			Bacillus thuringiensis sv. berliner ATCC 10792	NCBITaxon:527031	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ORGANISM CULTURE COLLECTION ID	gold:Go0003758	gold:Gp0003758
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_000161615	GOLD	gold:Ga0027722			Bacillus thuringiensis sv. berliner ATCC 10792	NCBITaxon:527031	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ORGANISM STRAIN	gold:Go0003758	gold:Gp0003758
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_000161615.1	GTDB	gtdb.genome:RS_GCF_000161615.1		Chromosome	ASM16161v1	NCBITaxon:527031	ncbi_genbank_assembly_accession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002119445	BACDIVE	bacdive:1006	66792	complete	Bacillus thuringiensis ATCC 10792	NCBITaxon:1428						
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002119445.1	GOLD	gold:Ga0226350			Bacillus thuringiensis sv. berliner ATCC 10792	NCBITaxon:527031	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ORGANISM CULTURE COLLECTION ID	gold:Go0003758	gold:Gp0260496
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002119445.1	GOLD	gold:Ga0226350			Bacillus thuringiensis sv. berliner ATCC 10792	NCBITaxon:527031	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ORGANISM STRAIN	gold:Go0003758	gold:Gp0260496
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002119445.1	GTDB	gtdb.genome:RS_GCF_002119445.1		Complete Genome	ASM211944v1	NCBITaxon:1428	ncbi_genbank_assembly_accession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002243685	BACDIVE	bacdive:1006	66792	complete	Bacillus thuringiensis ATCC 10792	NCBITaxon:1428						
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002243685.1	GOLD	gold:Ga0226631			Bacillus thuringiensis sv. berliner ATCC 10792	NCBITaxon:527031	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ORGANISM CULTURE COLLECTION ID	gold:Go0003758	gold:Gp0260928
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002243685.1	GOLD	gold:Ga0226631			Bacillus thuringiensis sv. berliner ATCC 10792	NCBITaxon:527031	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ORGANISM STRAIN	gold:Go0003758	gold:Gp0260928
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002243685.1	GTDB	gtdb.genome:GB_GCA_002243685.1		Complete Genome	ASM224368v1	NCBITaxon:1428	accession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCA_002243685.1	GTDB	gtdb.genome:GB_GCA_002243685.1		Complete Genome	ASM224368v1	NCBITaxon:1428	ncbi_genbank_assembly_accession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCF_000161615.1	GTDB	gtdb.genome:RS_GCF_000161615.1		Chromosome	ASM16161v1	NCBITaxon:527031	accession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1006	ncbi.assembly:GCF_002119445.1	GTDB	gtdb.genome:RS_GCF_002119445.1		Complete Genome	ASM211944v1	NCBITaxon:1428	accession	kgmicrobe.strain:ATCC-10792	ATCC 10792	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10096	ncbi.assembly:GCA_000331735	BACDIVE	bacdive:10096	66792	complete	Myxococcus stipitatus DSM 14675	NCBITaxon:1278073						
kgmicrobe.strain:bacdive_10096	ncbi.assembly:GCA_000331735.1	GOLD	gold:Ga0012262			Myxococcus stipitatus DSM 14675	NCBITaxon:1278073	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-14675	DSM 14675	ORGANISM CULTURE COLLECTION ID	gold:Go0034591	gold:Gp0034591
kgmicrobe.strain:bacdive_10096	ncbi.assembly:GCA_000331735.1	GOLD	gold:Ga0012262			Myxococcus stipitatus DSM 14675	NCBITaxon:1278073	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-14675	DSM 14675	ORGANISM STRAIN	gold:Go0034591	gold:Gp0034591
kgmicrobe.strain:bacdive_10096	ncbi.assembly:GCA_000331735.1	GTDB	gtdb.genome:RS_GCF_000331735.1		Complete Genome	ASM33173v1	NCBITaxon:1278073	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-14675	DSM 14675	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10096	ncbi.assembly:GCF_000331735.1	GTDB	gtdb.genome:RS_GCF_000331735.1		Complete Genome	ASM33173v1	NCBITaxon:1278073	accession	kgmicrobe.strain:DSM-14675	DSM 14675	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10169	ncbi.assembly:GCA_012933655	BACDIVE	bacdive:10169	67770	contig	Pyxidicoccus fallax DSM 14698	NCBITaxon:394095						
kgmicrobe.strain:bacdive_10169	ncbi.assembly:GCA_012933655.1	GOLD	gold:Ga0487364			Pyxidicoccus fallax DSM 14698	NCBITaxon:394095	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-14698	DSM 14698	ORGANISM CULTURE COLLECTION ID	gold:Go0031213	gold:Gp0546502
kgmicrobe.strain:bacdive_10169	ncbi.assembly:GCA_012933655.1	GOLD	gold:Ga0487364			Pyxidicoccus fallax DSM 14698	NCBITaxon:394095	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-14698	DSM 14698	ORGANISM STRAIN	gold:Go0031213	gold:Gp0546502
kgmicrobe.strain:bacdive_10169	ncbi.assembly:GCA_012933655.1	GTDB	gtdb.genome:RS_GCF_012933655.1		Contig	ASM1293365v1	NCBITaxon:394095	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-14698	DSM 14698	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10169	ncbi.assembly:GCF_012933655.1	GTDB	gtdb.genome:RS_GCF_012933655.1		Contig	ASM1293365v1	NCBITaxon:394095	accession	kgmicrobe.strain:DSM-14698	DSM 14698	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10173	ncbi.assembly:GCA_000024365	BACDIVE	bacdive:10173	66792	complete	Nakamurella multipartita DSM 44233	NCBITaxon:479431						
kgmicrobe.strain:bacdive_10173	ncbi.assembly:GCA_000024365.1	GOLD	gold:Ga0029572			Nakamurella multipartita Y-104, DSM 44233	NCBITaxon:479431	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-44233	DSM 44233	ORGANISM CULTURE COLLECTION ID	gold:Go0001208	gold:Gp0001208
kgmicrobe.strain:bacdive_10173	ncbi.assembly:GCA_000024365.1	GOLD	gold:Ga0029572			Nakamurella multipartita Y-104, DSM 44233	NCBITaxon:479431	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-44233	Y-104, DSM 44233	ORGANISM STRAIN	gold:Go0001208	gold:Gp0001208
kgmicrobe.strain:bacdive_10173	ncbi.assembly:GCA_000024365.1	GTDB	gtdb.genome:RS_GCF_000024365.1		Complete Genome	ASM2436v1	NCBITaxon:479431	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-44233	DSM 44233	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10173	ncbi.assembly:GCF_000024365.1	GTDB	gtdb.genome:RS_GCF_000024365.1		Complete Genome	ASM2436v1	NCBITaxon:479431	accession	kgmicrobe.strain:DSM-44233	DSM 44233	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10174	ncbi.assembly:GCA_000426645	BACDIVE	bacdive:10174	67770	scaffold	Nakamurella lactea DSM 19367	NCBITaxon:1123241						
kgmicrobe.strain:bacdive_10174	ncbi.assembly:GCA_000426645.1	GOLD	gold:Ga0002757			Nakamurella lactea DSM 19367	NCBITaxon:1123241	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-19367	DSM 19367	ORGANISM CULTURE COLLECTION ID	gold:Go0013256	gold:Gp0013256
kgmicrobe.strain:bacdive_10174	ncbi.assembly:GCA_000426645.1	GOLD	gold:Ga0002757			Nakamurella lactea DSM 19367	NCBITaxon:1123241	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-19367	DSM 19367	ORGANISM STRAIN	gold:Go0013256	gold:Gp0013256
kgmicrobe.strain:bacdive_10174	ncbi.assembly:GCA_000426645.1	GTDB	gtdb.genome:RS_GCF_000426645.1		Scaffold	ASM42664v1	NCBITaxon:1123241	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-19367	DSM 19367	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10174	ncbi.assembly:GCF_000426645.1	GTDB	gtdb.genome:RS_GCF_000426645.1		Scaffold	ASM42664v1	NCBITaxon:1123241	accession	kgmicrobe.strain:DSM-19367	DSM 19367	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10175	ncbi.assembly:GCA_000737335	BACDIVE	bacdive:10175	66792	contig	Enhygromyxa salina DSM 15201	NCBITaxon:215803						
kgmicrobe.strain:bacdive_10175	ncbi.assembly:GCA_000737335.3	GOLD	gold:Ga0097779			Enhygromyxa salina DSM 15201	NCBITaxon:215803	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-15201	DSM 15201	ORGANISM CULTURE COLLECTION ID	gold:Go0091466	gold:Gp0091466
kgmicrobe.strain:bacdive_10175	ncbi.assembly:GCA_000737335.3	GOLD	gold:Ga0097779			Enhygromyxa salina DSM 15201	NCBITaxon:215803	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-15201	DSM 15201	ORGANISM STRAIN	gold:Go0091466	gold:Gp0091466
kgmicrobe.strain:bacdive_10175	ncbi.assembly:GCA_000737335.3	GTDB	gtdb.genome:RS_GCF_000737335.2		Contig	ASM73733v3	NCBITaxon:215803	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-15201	DSM 15201	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10175	ncbi.assembly:GCF_000737335.2	GTDB	gtdb.genome:RS_GCF_000737335.2		Contig	ASM73733v3	NCBITaxon:215803	accession	kgmicrobe.strain:DSM-15201	DSM 15201	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_002343915.1	GOLD	gold:Ga0248598			Nannocystis exedens DSM 71	NCBITaxon:54	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-71	DSM 71	ORGANISM CULTURE COLLECTION ID	gold:Go0403008	gold:Gp0293155
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_002343915.1	GOLD	gold:Ga0248598			Nannocystis exedens DSM 71	NCBITaxon:54	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-71	DSM 71	ORGANISM STRAIN	gold:Go0403008	gold:Gp0293155
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_002343915.1	GTDB	gtdb.genome:RS_GCF_002343915.1		Contig	ASM234391v1	NCBITaxon:54	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-71	DSM 71	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_900112715	BACDIVE	bacdive:10177	66792	scaffold	Nannocystis exedens ATCC 25963	NCBITaxon:54						
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_900112715.1	GOLD	gold:Ga0008035			Nannocystis exedens ATCC 25963	NCBITaxon:54	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-25963	ATCC 25963	ORGANISM CULTURE COLLECTION ID	gold:Go0088892	gold:Gp0088892
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_900112715.1	GOLD	gold:Ga0008035			Nannocystis exedens ATCC 25963	NCBITaxon:54	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-25963	ATCC 25963	ORGANISM STRAIN	gold:Go0088892	gold:Gp0088892
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCA_900112715.1	GTDB	gtdb.genome:RS_GCF_900112715.1		Scaffold	IMG-taxon 2597490371 annotated assembly	NCBITaxon:54	ncbi_genbank_assembly_accession	kgmicrobe.strain:ATCC-25963	ATCC 25963	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCF_002343915.1	GTDB	gtdb.genome:RS_GCF_002343915.1		Contig	ASM234391v1	NCBITaxon:54	accession	kgmicrobe.strain:DSM-71	DSM 71	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10177	ncbi.assembly:GCF_900112715.1	GTDB	gtdb.genome:RS_GCF_900112715.1		Scaffold	IMG-taxon 2597490371 annotated assembly	NCBITaxon:54	accession	kgmicrobe.strain:ATCC-25963	ATCC 25963	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_103	ncbi.assembly:GCA_900112895	BACDIVE	bacdive:103	66792	scaffold	Succiniclasticum ruminis DSM 9236	NCBITaxon:1123323						
kgmicrobe.strain:bacdive_103	ncbi.assembly:GCA_900112895.1	GOLD	gold:Ga0104377			Succiniclasticum ruminis DSM 9236	NCBITaxon:1123323	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-9236	DSM 9236	ORGANISM CULTURE COLLECTION ID	gold:Go0013364	gold:Gp0127371
kgmicrobe.strain:bacdive_103	ncbi.assembly:GCA_900112895.1	GOLD	gold:Ga0104377			Succiniclasticum ruminis DSM 9236	NCBITaxon:1123323	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-9236	DSM 9236	ORGANISM STRAIN	gold:Go0013364	gold:Gp0127371
kgmicrobe.strain:bacdive_103	ncbi.assembly:GCA_900112895.1	GTDB	gtdb.genome:RS_GCF_900112895.1		Scaffold	IMG-taxon 2654588123 annotated assembly	NCBITaxon:1123323	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-9236	DSM 9236	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_103	ncbi.assembly:GCF_900112895.1	GTDB	gtdb.genome:RS_GCF_900112895.1		Scaffold	IMG-taxon 2654588123 annotated assembly	NCBITaxon:1123323	accession	kgmicrobe.strain:DSM-9236	DSM 9236	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10300	ncbi.assembly:GCA_026626665	BACDIVE	bacdive:10300	66792	contig	Nannocystis pusilla Na p29	NCBITaxon:889268						
kgmicrobe.strain:bacdive_10312	ncbi.assembly:GCA_020073745	BACDIVE	bacdive:10312	66792	contig	Nannocystis pusilla DSM 53165	NCBITaxon:889268						
kgmicrobe.strain:bacdive_10312	ncbi.assembly:GCA_020073745.1	GOLD	gold:Ga0576828			Nannocystis pusilla DSM 53165	NCBITaxon:889268	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-53165	DSM 53165	ORGANISM CULTURE COLLECTION ID	gold:Go0642149	gold:Gp0676761
kgmicrobe.strain:bacdive_10312	ncbi.assembly:GCA_020073745.1	GOLD	gold:Ga0576828			Nannocystis pusilla DSM 53165	NCBITaxon:889268	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-53165	DSM 53165	ORGANISM STRAIN	gold:Go0642149	gold:Gp0676761
kgmicrobe.strain:bacdive_10312	ncbi.assembly:GCA_020073745.1	GTDB	gtdb.genome:RS_GCF_020073745.1		Contig	ASM2007374v1	NCBITaxon:889268	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-53165	DSM 53165	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10312	ncbi.assembly:GCF_020073745.1	GTDB	gtdb.genome:RS_GCF_020073745.1		Contig	ASM2007374v1	NCBITaxon:889268	accession	kgmicrobe.strain:DSM-53165	DSM 53165	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_104	ncbi.assembly:GCA_900101645	BACDIVE	bacdive:104	66792	scaffold	Succiniclasticum ruminis DSM 11005	NCBITaxon:40841						
kgmicrobe.strain:bacdive_104	ncbi.assembly:GCA_900101645.1	GOLD	gold:Ga0066895			Succiniclasticum ruminis DSM11005	NCBITaxon:40841	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-11005	DSM 11005	ORGANISM CULTURE COLLECTION ID	gold:Go0110408	gold:Gp0110881
kgmicrobe.strain:bacdive_104	ncbi.assembly:GCA_900101645.1	GOLD	gold:Ga0066895			Succiniclasticum ruminis DSM11005	NCBITaxon:40841	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-11005	DSM 11005	ORGANISM STRAIN	gold:Go0110408	gold:Gp0110881
kgmicrobe.strain:bacdive_104	ncbi.assembly:GCA_900101645.1	GTDB	gtdb.genome:RS_GCF_900101645.1		Scaffold	IMG-taxon 2623620478 annotated assembly	NCBITaxon:40841	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-11005	DSM 11005	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_104	ncbi.assembly:GCF_900101645.1	GTDB	gtdb.genome:RS_GCF_900101645.1		Scaffold	IMG-taxon 2623620478 annotated assembly	NCBITaxon:40841	accession	kgmicrobe.strain:DSM-11005	DSM 11005	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10420	ncbi.assembly:GCA_000170895	BACDIVE	bacdive:10420	66792	contig	Plesiocystis pacifica SIR-1	NCBITaxon:391625						
kgmicrobe.strain:bacdive_10420	ncbi.assembly:GCA_000170895	GOLD	gold:Ga0029812			Plesiocystis pacifica SIR-1	NCBITaxon:391625	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-14875	DSM 14875	ORGANISM CULTURE COLLECTION ID	gold:Go0001287	gold:Gp0001287
kgmicrobe.strain:bacdive_10423	ncbi.assembly:GCA_000186245	BACDIVE	bacdive:10423	66792	complete	Nitratifractor salsuginis DSM 16511	NCBITaxon:749222						
kgmicrobe.strain:bacdive_10423	ncbi.assembly:GCA_000186245.1	GOLD	gold:Ga0029627			Nitratifractor salsuginis E9I37-1, DSM 16511	NCBITaxon:749222	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16511	DSM 16511	ORGANISM CULTURE COLLECTION ID	gold:Go0004566	gold:Gp0004566
kgmicrobe.strain:bacdive_10423	ncbi.assembly:GCA_000186245.1	GOLD	gold:Ga0029627			Nitratifractor salsuginis E9I37-1, DSM 16511	NCBITaxon:749222	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16511	E9I37-1, DSM 16511	ORGANISM STRAIN	gold:Go0004566	gold:Gp0004566
kgmicrobe.strain:bacdive_10423	ncbi.assembly:GCA_000186245.1	GTDB	gtdb.genome:RS_GCF_000186245.1		Complete Genome	ASM18624v1	NCBITaxon:749222	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-16511	DSM 16511	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10423	ncbi.assembly:GCF_000186245.1	GTDB	gtdb.genome:RS_GCF_000186245.1		Complete Genome	ASM18624v1	NCBITaxon:749222	accession	kgmicrobe.strain:DSM-16511	DSM 16511	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_027946175	BACDIVE	bacdive:10424	66792	complete	Nitratiruptor tergarcus DSM 16512	NCBITaxon:1069081						
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_027946175.1	GOLD	gold:Ga0667700			Nitratiruptor tergarcus DSM 16512	NCBITaxon:1069081	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16512	DSM 16512	ORGANISM CULTURE COLLECTION ID	gold:Go0015269	gold:Gp0818035
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_027946175.1	GOLD	gold:Ga0667700			Nitratiruptor tergarcus DSM 16512	NCBITaxon:1069081	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16512	DSM 16512	ORGANISM STRAIN	gold:Go0015269	gold:Gp0818035
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_027946175.1	GTDB	gtdb.genome:RS_GCF_027946175.1		Complete Genome	ASM2794617v1	NCBITaxon:1069081	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-16512	DSM 16512	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_900176045	BACDIVE	bacdive:10424	67770	scaffold	Nitratiruptor tergarcus DSM 16512	NCBITaxon:1069081						
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_900176045.1	GOLD	gold:Ga0026596			Nitratiruptor tergarcus DSM 16512	NCBITaxon:1069081	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16512	DSM 16512	ORGANISM CULTURE COLLECTION ID	gold:Go0015269	gold:Gp0015269
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_900176045.1	GOLD	gold:Ga0026596			Nitratiruptor tergarcus DSM 16512	NCBITaxon:1069081	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16512	DSM 16512	ORGANISM STRAIN	gold:Go0015269	gold:Gp0015269
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCA_900176045.1	GTDB	gtdb.genome:RS_GCF_900176045.1		Scaffold	IMG-taxon 2516493030 annotated assembly	NCBITaxon:1069081	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-16512	DSM 16512	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCF_027946175.1	GTDB	gtdb.genome:RS_GCF_027946175.1		Complete Genome	ASM2794617v1	NCBITaxon:1069081	accession	kgmicrobe.strain:DSM-16512	DSM 16512	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10424	ncbi.assembly:GCF_900176045.1	GTDB	gtdb.genome:RS_GCF_900176045.1		Scaffold	IMG-taxon 2516493030 annotated assembly	NCBITaxon:1069081	accession	kgmicrobe.strain:DSM-16512	DSM 16512	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_10428	ncbi.assembly:GCA_000170735	BACDIVE	bacdive:10428	67770	contig	Caminibacter mediatlanticus TB-2	NCBITaxon:391592						
kgmicrobe.strain:bacdive_10428	ncbi.assembly:GCA_000170735	GOLD	gold:Ga0028133			Caminibacter mediatlanticus TB-2	NCBITaxon:391592	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16658	DSM 16658	ORGANISM CULTURE COLLECTION ID	gold:Go0001245	gold:Gp0001245
kgmicrobe.strain:bacdive_10428	ncbi.assembly:GCA_005843985	BACDIVE	bacdive:10428	66792	complete	Caminibacter mediatlanticus TB-2	NCBITaxon:391592						
kgmicrobe.strain:bacdive_10430	ncbi.assembly:GCA_000021725	BACDIVE	bacdive:10430	66792	complete	Nautilia profundicola AmH	NCBITaxon:598659						
kgmicrobe.strain:bacdive_10430	ncbi.assembly:GCA_000021725	GOLD	gold:Ga0029578			Nautilia profundicola Am-H	NCBITaxon:598659	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-BAA-1463	ATCC BAA-1463	ORGANISM CULTURE COLLECTION ID	gold:Go0001676	gold:Gp0001676
kgmicrobe.strain:bacdive_10433	ncbi.assembly:GCA_000745955	BACDIVE	bacdive:10433	67770	scaffold	Alysiella crassa DSM 2578	NCBITaxon:1120980						
kgmicrobe.strain:bacdive_10433	ncbi.assembly:GCA_000745955.1	GOLD	gold:Ga0002091			Alysiella crassa DSM 2578	NCBITaxon:1120980	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-2578	DSM 2578	ORGANISM CULTURE COLLECTION ID	gold:Go0012974	gold:Gp0012974
