strain_id	assembly_id	source	source_id	source_reference_id	assembly_level	assembly_name	taxon_id	source_field	matched_strain_id	source_strain_identifiers	source_strain_field	source_organism_id	source_project_id
kgmicrobe.strain:bacdive_13668	ncbi.assembly:GCA_900116765	BACDIVE	bacdive:13668	66792	contig	Jannaschia seohaensis DSM 25227	NCBITaxon:475081						
kgmicrobe.strain:bacdive_13668	ncbi.assembly:GCA_900116765.1	GTDB	gtdb.genome:RS_GCF_900116765.1		Contig	IMG-taxon 2675903158 annotated assembly	NCBITaxon:475081	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-25227	DSM 25227	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13668	ncbi.assembly:GCF_003149265.1	GTDB	gtdb.genome:RS_GCF_003149265.1		Contig	ASM314926v1	NCBITaxon:475081	accession	kgmicrobe.strain:DSM-25227	DSM 25227	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13668	ncbi.assembly:GCF_900116765.1	GTDB	gtdb.genome:RS_GCF_900116765.1		Contig	IMG-taxon 2675903158 annotated assembly	NCBITaxon:475081	accession	kgmicrobe.strain:DSM-25227	DSM 25227	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136683	ncbi.assembly:GCA_002890835	BACDIVE	bacdive:136683	66792	contig	Stutzerimonas stutzeri CCUG 44592	NCBITaxon:316						
kgmicrobe.strain:bacdive_136683	ncbi.assembly:GCA_002890835.1	GTDB	gtdb.genome:RS_GCF_002890835.1		Contig	ASM289083v1	NCBITaxon:316	ncbi_genbank_assembly_accession	kgmicrobe.strain:CCUG-44592	CCUG 44592	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136683	ncbi.assembly:GCA_024448595	BACDIVE	bacdive:136683	66792	contig	Stutzerimonas stutzeri ATCC 17591	NCBITaxon:316						
kgmicrobe.strain:bacdive_136683	ncbi.assembly:GCA_024448595.1	GOLD	gold:Ga0627061			Stutzerimonas stutzeri ATCC 17591	NCBITaxon:316	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-17591	ATCC 17591	ORGANISM CULTURE COLLECTION ID	gold:Go0292985	gold:Gp0779299
kgmicrobe.strain:bacdive_136683	ncbi.assembly:GCA_024448595.1	GOLD	gold:Ga0627061			Stutzerimonas stutzeri ATCC 17591	NCBITaxon:316	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-17591	ATCC 17591	ORGANISM STRAIN	gold:Go0292985	gold:Gp0779299
kgmicrobe.strain:bacdive_136683	ncbi.assembly:GCA_024448595.1	GTDB	gtdb.genome:RS_GCF_024448595.1		Contig	ASM2444859v1	NCBITaxon:316	ncbi_genbank_assembly_accession	kgmicrobe.strain:ATCC-17591	ATCC 17591	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136683	ncbi.assembly:GCF_002890835.1	GTDB	gtdb.genome:RS_GCF_002890835.1		Contig	ASM289083v1	NCBITaxon:316	accession	kgmicrobe.strain:CCUG-44592	CCUG 44592	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136683	ncbi.assembly:GCF_024448595.1	GTDB	gtdb.genome:RS_GCF_024448595.1		Contig	ASM2444859v1	NCBITaxon:316	accession	kgmicrobe.strain:ATCC-17591	ATCC 17591	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136687	ncbi.assembly:GCA_000091465	GOLD	gold:Ga0031478			Vibrio splendidus LGP32	NCBITaxon:575788	AP GENBANK.assemblyAccession	kgmicrobe.strain:CIP-107715	CIP 107715	ORGANISM CULTURE COLLECTION ID	gold:Go0002194	gold:Gp0002194
kgmicrobe.strain:bacdive_13669	ncbi.assembly:GCA_000511355	BACDIVE	bacdive:13669	66792	complete	Leisingera methylohalidivorans DSM 14336 DSM 14336; MB2	NCBITaxon:999552						
kgmicrobe.strain:bacdive_13669	ncbi.assembly:GCA_000511355.1	GOLD	gold:Ga0025139			Leisingera methylohalidivorans MB2, DSM 14336	NCBITaxon:999552	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-BAA-92	ATCC BAA-92	ORGANISM CULTURE COLLECTION ID	gold:Go0012643	gold:Gp0012643
kgmicrobe.strain:bacdive_13669	ncbi.assembly:GCA_000511355.1	GOLD	gold:Ga0025139			Leisingera methylohalidivorans MB2, DSM 14336	NCBITaxon:999552	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-14336	MB2, DSM 14336	ORGANISM STRAIN	gold:Go0012643	gold:Gp0012643
kgmicrobe.strain:bacdive_13669	ncbi.assembly:GCA_000511355.1	GTDB	gtdb.genome:RS_GCF_000511355.1		Complete Genome	ASM51135v1	NCBITaxon:999552	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-14336	MB2;DSM 14336	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13669	ncbi.assembly:GCF_000511355.1	GTDB	gtdb.genome:RS_GCF_000511355.1		Complete Genome	ASM51135v1	NCBITaxon:999552	accession	kgmicrobe.strain:DSM-14336	MB2;DSM 14336	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136692	ncbi.assembly:GCA_000210815	GOLD	gold:Ga0013199			Listeria monocytogenes sv. 1/2c SLCC 2372	NCBITaxon:863768	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-19112	ATCC 19112	ORGANISM CULTURE COLLECTION ID	gold:Go0008422	gold:Gp0008422
kgmicrobe.strain:bacdive_136694	ncbi.assembly:GCA_002954665	BACDIVE	bacdive:136694	66792	scaffold	Polaribacter glomeratus ATCC 43844	NCBITaxon:102						
kgmicrobe.strain:bacdive_136694	ncbi.assembly:GCA_002954665.1	GOLD	gold:Ga0452435			Polaribacter glomeratus ATCC 43844	NCBITaxon:102	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-43844	ATCC 43844	ORGANISM CULTURE COLLECTION ID	gold:Go0029152	gold:Gp0504138
kgmicrobe.strain:bacdive_136694	ncbi.assembly:GCA_002954665.1	GOLD	gold:Ga0452435			Polaribacter glomeratus ATCC 43844	NCBITaxon:102	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-43844	ATCC 43844	ORGANISM STRAIN	gold:Go0029152	gold:Gp0504138
kgmicrobe.strain:bacdive_136694	ncbi.assembly:GCA_002954665.1	GTDB	gtdb.genome:RS_GCF_002954665.1		Scaffold	ASM295466v1	NCBITaxon:102	ncbi_genbank_assembly_accession	kgmicrobe.strain:ATCC-43844	ATCC 43844	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136694	ncbi.assembly:GCA_007997115	BACDIVE	bacdive:136694	66792	contig	Polaribacter glomeratus ACAM 171	NCBITaxon:102						
kgmicrobe.strain:bacdive_136694	ncbi.assembly:GCF_002954665.1	GTDB	gtdb.genome:RS_GCF_002954665.1		Scaffold	ASM295466v1	NCBITaxon:102	accession	kgmicrobe.strain:ATCC-43844	ATCC 43844	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136698	ncbi.assembly:GCA_902859645	BACDIVE	bacdive:136698	66792	contig	Achromobacter insuavis LMG 26845	NCBITaxon:1287735						
kgmicrobe.strain:bacdive_136698	ncbi.assembly:GCA_902859645.1	GOLD	gold:Ga0559067			Achromobacter insuavis LMG 26845	NCBITaxon:1287735	AP GENBANK.assemblyAccession	kgmicrobe.strain:LMG-26845	LMG 26845	ORGANISM CULTURE COLLECTION ID	gold:Go0637193	gold:Gp0654950
kgmicrobe.strain:bacdive_136698	ncbi.assembly:GCA_902859645.1	GOLD	gold:Ga0559067			Achromobacter insuavis LMG 26845	NCBITaxon:1287735	AP GENBANK.assemblyAccession	kgmicrobe.strain:LMG-26845	LMG 26845	ORGANISM STRAIN	gold:Go0637193	gold:Gp0654950
kgmicrobe.strain:bacdive_136698	ncbi.assembly:GCA_902859645.1	GTDB	gtdb.genome:RS_GCF_902859645.1		Contig	LMG 26845	NCBITaxon:1287735	ncbi_genbank_assembly_accession	kgmicrobe.strain:LMG-26845	LMG 26845	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136698	ncbi.assembly:GCF_902859645.1	GTDB	gtdb.genome:RS_GCF_902859645.1		Contig	LMG 26845	NCBITaxon:1287735	accession	kgmicrobe.strain:LMG-26845	LMG 26845	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_1367	ncbi.assembly:GCA_000224785	BACDIVE	bacdive:1367	67770	contig	Lentibacillus jeotgali Grbi	NCBITaxon:558169						
kgmicrobe.strain:bacdive_1367	ncbi.assembly:GCA_000224785	GOLD	gold:Ga0020038			Lentibacillus jeotgali Grbi	NCBITaxon:558169	AP GENBANK.assemblyAccession	kgmicrobe.strain:JCM-15795	JCM 15795	ORGANISM CULTURE COLLECTION ID	gold:Go0012511	gold:Gp0012511
kgmicrobe.strain:bacdive_13670	ncbi.assembly:GCA_000473165	BACDIVE	bacdive:13670	66792	scaffold	Leisingera aquimarina DSM 24565	NCBITaxon:999611						
kgmicrobe.strain:bacdive_13670	ncbi.assembly:GCA_000473165.1	GOLD	gold:Ga0026851			Leisingera aquimarina DSM 24565	NCBITaxon:999611	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-24565	DSM 24565	ORGANISM CULTURE COLLECTION ID	gold:Go0012159	gold:Gp0012159
kgmicrobe.strain:bacdive_13670	ncbi.assembly:GCA_000473165.1	GOLD	gold:Ga0026851			Leisingera aquimarina DSM 24565	NCBITaxon:999611	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-24565	DSM 24565	ORGANISM STRAIN	gold:Go0012159	gold:Gp0012159
kgmicrobe.strain:bacdive_13670	ncbi.assembly:GCA_000473165.1	GTDB	gtdb.genome:RS_GCF_000473165.1		Scaffold	ASM47316v1	NCBITaxon:999611	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-24565	DSM 24565	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13670	ncbi.assembly:GCF_000473165.1	GTDB	gtdb.genome:RS_GCF_000473165.1		Scaffold	ASM47316v1	NCBITaxon:999611	accession	kgmicrobe.strain:DSM-24565	DSM 24565	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136700	ncbi.assembly:GCA_008830375	BACDIVE	bacdive:136700	66792	contig	Veillonella seminalis CCUG 65427	NCBITaxon:1502943						
kgmicrobe.strain:bacdive_136700	ncbi.assembly:GCA_008830375.1	GTDB	gtdb.genome:RS_GCF_008830375.1		Contig	ASM883037v1	NCBITaxon:1502943	ncbi_genbank_assembly_accession	kgmicrobe.strain:CCUG-65427	CCUG 65427	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136700	ncbi.assembly:GCF_008830375.1	GTDB	gtdb.genome:RS_GCF_008830375.1		Contig	ASM883037v1	NCBITaxon:1502943	accession	kgmicrobe.strain:CCUG-65427	CCUG 65427	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136703	ncbi.assembly:GCA_000740795	BACDIVE	bacdive:136703	66792	contig	Haematobacter massiliensis CCUG 47968	NCBITaxon:195105						
kgmicrobe.strain:bacdive_136703	ncbi.assembly:GCA_000740795.1	GOLD	gold:Ga0056720			Haematobacter massiliensis CCUG 47968	NCBITaxon:195105	AP GENBANK.assemblyAccession	kgmicrobe.strain:CCUG-47968	CCUG 47968	ORGANISM CULTURE COLLECTION ID	gold:Go0026445	gold:Gp0026445
kgmicrobe.strain:bacdive_136703	ncbi.assembly:GCA_000740795.1	GOLD	gold:Ga0056720			Haematobacter massiliensis CCUG 47968	NCBITaxon:195105	AP GENBANK.assemblyAccession	kgmicrobe.strain:CCUG-47968	CCUG 47968	ORGANISM STRAIN	gold:Go0026445	gold:Gp0026445
kgmicrobe.strain:bacdive_136703	ncbi.assembly:GCA_000740795.1	GTDB	gtdb.genome:RS_GCF_000740795.1		Contig	ASM74079v1	NCBITaxon:195105	ncbi_genbank_assembly_accession	kgmicrobe.strain:CCUG-47968	CCUG 47968	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136703	ncbi.assembly:GCF_000740795.1	GTDB	gtdb.genome:RS_GCF_000740795.1		Contig	ASM74079v1	NCBITaxon:195105	accession	kgmicrobe.strain:CCUG-47968	CCUG 47968	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136704	ncbi.assembly:GCA_000740775	BACDIVE	bacdive:136704	66792	contig	Haematobacter missouriensis CCUG 52307	NCBITaxon:366616						
kgmicrobe.strain:bacdive_136704	ncbi.assembly:GCA_000740775.1	GOLD	gold:Ga0056721			Haematobacter missouriensis CCUG 52307	NCBITaxon:366616	AP GENBANK.assemblyAccession	kgmicrobe.strain:CCUG-52307	CCUG 52307	ORGANISM CULTURE COLLECTION ID	gold:Go0026470	gold:Gp0026470
kgmicrobe.strain:bacdive_136704	ncbi.assembly:GCA_000740775.1	GOLD	gold:Ga0056721			Haematobacter missouriensis CCUG 52307	NCBITaxon:366616	AP GENBANK.assemblyAccession	kgmicrobe.strain:CCUG-52307	CCUG 52307	ORGANISM STRAIN	gold:Go0026470	gold:Gp0026470
kgmicrobe.strain:bacdive_136704	ncbi.assembly:GCA_000740775.1	GTDB	gtdb.genome:RS_GCF_000740775.1		Contig	ASM74077v1	NCBITaxon:366616	ncbi_genbank_assembly_accession	kgmicrobe.strain:CCUG-52307	CCUG 52307	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136704	ncbi.assembly:GCF_000740775.1	GTDB	gtdb.genome:RS_GCF_000740775.1		Contig	ASM74077v1	NCBITaxon:366616	accession	kgmicrobe.strain:CCUG-52307	CCUG 52307	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13671	ncbi.assembly:GCA_000473225	BACDIVE	bacdive:13671	66792	scaffold	Sedimentitalea nanhaiensis DSM 24252	NCBITaxon:571166						
kgmicrobe.strain:bacdive_13671	ncbi.assembly:GCA_000473225.1	GOLD	gold:Ga0026849			Sedimentitalea nanhaiensis DSM 24252	NCBITaxon:571166	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-24252	NH52F, DSM 24252	ORGANISM STRAIN	gold:Go0012157	gold:Gp0012157
kgmicrobe.strain:bacdive_13671	ncbi.assembly:GCA_000473225.1	GTDB	gtdb.genome:RS_GCF_000473225.1		Scaffold	ASM47322v1	NCBITaxon:571166	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-24252	DSM 24252	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13671	ncbi.assembly:GCF_000473225.1	GTDB	gtdb.genome:RS_GCF_000473225.1		Scaffold	ASM47322v1	NCBITaxon:571166	accession	kgmicrobe.strain:DSM-24252	DSM 24252	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13672	ncbi.assembly:GCA_900114485	BACDIVE	bacdive:13672	67770	contig	Loktanella salsilacus DSM 16199	NCBITaxon:195913						
kgmicrobe.strain:bacdive_13672	ncbi.assembly:GCA_900114485.1	GOLD	gold:Ga0070220			Loktanella salsilacus DSM 16199	NCBITaxon:195913	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16199	DSM 16199	ORGANISM CULTURE COLLECTION ID	gold:Go0110999	gold:Gp0112476
kgmicrobe.strain:bacdive_13672	ncbi.assembly:GCA_900114485.1	GOLD	gold:Ga0070220			Loktanella salsilacus DSM 16199	NCBITaxon:195913	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16199	DSM 16199	ORGANISM STRAIN	gold:Go0110999	gold:Gp0112476
kgmicrobe.strain:bacdive_13672	ncbi.assembly:GCA_900114485.1	GTDB	gtdb.genome:RS_GCF_900114485.1		Contig	IMG-taxon 2622736595 annotated assembly	NCBITaxon:195913	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-16199	DSM 16199	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13672	ncbi.assembly:GCF_900114485.1	GTDB	gtdb.genome:RS_GCF_900114485.1		Contig	IMG-taxon 2622736595 annotated assembly	NCBITaxon:195913	accession	kgmicrobe.strain:DSM-16199	DSM 16199	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13673	ncbi.assembly:GCA_000382265	BACDIVE	bacdive:13673	67770	scaffold	Yoonia vestfoldensis DSM 16212	NCBITaxon:1122181						
kgmicrobe.strain:bacdive_13673	ncbi.assembly:GCA_000382265.1	GOLD	gold:Ga0001160			Loktanella vestfoldensis DSM 16212	NCBITaxon:1122181	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16212	DSM 16212	ORGANISM CULTURE COLLECTION ID	gold:Go0013912	gold:Gp0013912
kgmicrobe.strain:bacdive_13673	ncbi.assembly:GCA_000382265.1	GOLD	gold:Ga0001160			Loktanella vestfoldensis DSM 16212	NCBITaxon:1122181	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16212	DSM 16212	ORGANISM STRAIN	gold:Go0013912	gold:Gp0013912
kgmicrobe.strain:bacdive_13673	ncbi.assembly:GCA_000382265.1	GTDB	gtdb.genome:RS_GCF_000382265.1		Scaffold	ASM38226v1	NCBITaxon:1122181	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-16212	DSM 16212	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13673	ncbi.assembly:GCF_000382265.1	GTDB	gtdb.genome:RS_GCF_000382265.1		Scaffold	ASM38226v1	NCBITaxon:1122181	accession	kgmicrobe.strain:DSM-16212	DSM 16212	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCA_002101965	BACDIVE	bacdive:136730	67770	contig	Mycolicibacterium wolinskyi ATCC 700010	NCBITaxon:59750						
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCA_002101965.1	GOLD	gold:Ga0559554			Mycolicibacterium wolinskyi ATCC 700010	NCBITaxon:59750	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-700010	ATCC 700010	ORGANISM CULTURE COLLECTION ID	gold:Go0028184	gold:Gp0654144
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCA_002101965.1	GOLD	gold:Ga0559554			Mycolicibacterium wolinskyi ATCC 700010	NCBITaxon:59750	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-700010	ATCC 700010	ORGANISM STRAIN	gold:Go0028184	gold:Gp0654144
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCA_002101965.1	GTDB	gtdb.genome:RS_GCF_002101965.1		Contig	ASM210196v1	NCBITaxon:59750	ncbi_genbank_assembly_accession	kgmicrobe.strain:ATCC-700010	ATCC 700010	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCA_025822475	BACDIVE	bacdive:136730	66792	scaffold	Mycolicibacterium wolinskyi CCUG 47168	NCBITaxon:59750						
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCA_025822475.1	GOLD	gold:Ga0627880			Mycolicibacterium wolinskyi CCUG 47168	NCBITaxon:59750	AP GENBANK.assemblyAccession	kgmicrobe.strain:CCUG-47168	CCUG 47168	ORGANISM STRAIN	gold:Go0683949	gold:Gp0786146
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCA_025822475.1	GOLD	gold:Ga0627880			Mycolicibacterium wolinskyi CCUG 47168	NCBITaxon:59750	AP GENBANK.assemblyAccession	kgmicrobe.strain:CCUG-47168	CCUG:47168	ORGANISM CULTURE COLLECTION ID	gold:Go0683949	gold:Gp0786146
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCA_025822475.1	GTDB	gtdb.genome:RS_GCF_025822475.1		Scaffold	ASM2582247v1	NCBITaxon:59750	ncbi_genbank_assembly_accession	kgmicrobe.strain:CCUG-47168	CCUG 47168	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCF_002101965.1	GTDB	gtdb.genome:RS_GCF_002101965.1		Contig	ASM210196v1	NCBITaxon:59750	accession	kgmicrobe.strain:ATCC-700010	ATCC 700010	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136730	ncbi.assembly:GCF_025822475.1	GTDB	gtdb.genome:RS_GCF_025822475.1		Scaffold	ASM2582247v1	NCBITaxon:59750	accession	kgmicrobe.strain:CCUG-47168	CCUG 47168	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136734	ncbi.assembly:GCA_900101875	BACDIVE	bacdive:136734	67772	contig	Mucilaginibacter pineti 47C3B	NCBITaxon:1391627						
kgmicrobe.strain:bacdive_136734	ncbi.assembly:GCA_900101875.1	GOLD	gold:Ga0116949			Mucilaginibacter pineti 47C3B	NCBITaxon:1391627	AP GENBANK.assemblyAccession	kgmicrobe.strain:LMG-28160	LMG 28160	ORGANISM CULTURE COLLECTION ID	gold:Go0126615	gold:Gp0139263
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_003290185	BACDIVE	bacdive:136737	66792	contig	Chryseobacterium lathyri KCTC 22544	NCBITaxon:395933						
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_003290185.1	GOLD	gold:Ga0401542			Chryseobacterium lathyri KCTC 22544	NCBITaxon:395933	AP GENBANK.assemblyAccession	kgmicrobe.strain:KCTC-22544	KCTC 22544	ORGANISM CULTURE COLLECTION ID	gold:Go0527119	gold:Gp0453831
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_003290185.1	GOLD	gold:Ga0401542			Chryseobacterium lathyri KCTC 22544	NCBITaxon:395933	AP GENBANK.assemblyAccession	kgmicrobe.strain:KCTC-22544	KCTC 22544	ORGANISM STRAIN	gold:Go0527119	gold:Gp0453831
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_003290185.1	GTDB	gtdb.genome:RS_GCF_003290185.1		Contig	ASM329018v1	NCBITaxon:395933	ncbi_genbank_assembly_accession	kgmicrobe.strain:KCTC-22544	KCTC 22544	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_007991435	BACDIVE	bacdive:136737	66792	contig	Chryseobacterium lathyri NBRC 105250	NCBITaxon:395933						
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_007991435.1	GOLD	gold:Ga0668154			Chryseobacterium lathyri NBRC 105250	NCBITaxon:395933	AP GENBANK.assemblyAccession	kgmicrobe.strain:KCTC-22544	NBRC 105250, KCTC 22544	ORGANISM CULTURE COLLECTION ID	gold:Go0028181	gold:Gp0818859
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_007991435.1	GOLD	gold:Ga0668154			Chryseobacterium lathyri NBRC 105250	NCBITaxon:395933	AP GENBANK.assemblyAccession	kgmicrobe.strain:NBRC-105250	NBRC 105250	ORGANISM STRAIN	gold:Go0028181	gold:Gp0818859
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_007991435.1	GOLD	gold:Ga0668154			Chryseobacterium lathyri NBRC 105250	NCBITaxon:395933	AP GENBANK.assemblyAccession	kgmicrobe.strain:NBRC-105250	NBRC 105250, KCTC 22544	ORGANISM CULTURE COLLECTION ID	gold:Go0028181	gold:Gp0818859
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCA_007991435.1	GTDB	gtdb.genome:RS_GCF_007991435.1		Contig	ASM799143v1	NCBITaxon:395933	ncbi_genbank_assembly_accession	kgmicrobe.strain:NBRC-105250	NBRC 105250	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCF_003290185.1	GTDB	gtdb.genome:RS_GCF_003290185.1		Contig	ASM329018v1	NCBITaxon:395933	accession	kgmicrobe.strain:KCTC-22544	KCTC 22544	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136737	ncbi.assembly:GCF_007991435.1	GTDB	gtdb.genome:RS_GCF_007991435.1		Contig	ASM799143v1	NCBITaxon:395933	accession	kgmicrobe.strain:NBRC-105250	NBRC 105250	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13674	ncbi.assembly:GCA_900110065	BACDIVE	bacdive:13674	67770	scaffold	Loktanella fryxellensis DSM 16213	NCBITaxon:245187						
kgmicrobe.strain:bacdive_13674	ncbi.assembly:GCA_900110065.1	GOLD	gold:Ga0070221			Loktanella fryxellensis DSM 16213	NCBITaxon:245187	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16213	DSM 16213	ORGANISM CULTURE COLLECTION ID	gold:Go0110998	gold:Gp0112475
kgmicrobe.strain:bacdive_13674	ncbi.assembly:GCA_900110065.1	GOLD	gold:Ga0070221			Loktanella fryxellensis DSM 16213	NCBITaxon:245187	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-16213	DSM 16213	ORGANISM STRAIN	gold:Go0110998	gold:Gp0112475
kgmicrobe.strain:bacdive_13674	ncbi.assembly:GCA_900110065.1	GTDB	gtdb.genome:RS_GCF_900110065.1		Scaffold	IMG-taxon 2622736532 annotated assembly	NCBITaxon:245187	ncbi_genbank_assembly_accession	kgmicrobe.strain:DSM-16213	DSM 16213	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_13674	ncbi.assembly:GCF_900110065.1	GTDB	gtdb.genome:RS_GCF_900110065.1		Scaffold	IMG-taxon 2622736532 annotated assembly	NCBITaxon:245187	accession	kgmicrobe.strain:DSM-16213	DSM 16213	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136742	ncbi.assembly:GCA_000257495.1	GOLD	gold:Ga0015526			Streptococcus oralis SK10, NCTC 7864, ATCC 10557	NCBITaxon:1095739	AP GENBANK.assemblyAccession	kgmicrobe.strain:ATCC-10557	SK10, NCTC 7864, ATCC 10557	ORGANISM STRAIN	gold:Go0010588	gold:Gp0010588
kgmicrobe.strain:bacdive_136742	ncbi.assembly:GCA_000257495.1	GOLD	gold:Ga0015526			Streptococcus oralis SK10, NCTC 7864, ATCC 10557	NCBITaxon:1095739	AP GENBANK.assemblyAccession	kgmicrobe.strain:NCTC-7864	NCTC 7864	ORGANISM CULTURE COLLECTION ID	gold:Go0010588	gold:Gp0010588
kgmicrobe.strain:bacdive_136742	ncbi.assembly:GCA_000257495.1	GOLD	gold:Ga0015526			Streptococcus oralis SK10, NCTC 7864, ATCC 10557	NCBITaxon:1095739	AP GENBANK.assemblyAccession	kgmicrobe.strain:NCTC-7864	SK10, NCTC 7864, ATCC 10557	ORGANISM STRAIN	gold:Go0010588	gold:Gp0010588
kgmicrobe.strain:bacdive_136742	ncbi.assembly:GCA_013488065	BACDIVE	bacdive:136742	66792	chromosome	Streptococcus oralis subsp. oralis ATCC 10557	NCBITaxon:1891914						
kgmicrobe.strain:bacdive_136742	ncbi.assembly:GCA_013488065.1	GTDB	gtdb.genome:RS_GCF_013488065.1		Chromosome	ASM1348806v1	NCBITaxon:1891914	ncbi_genbank_assembly_accession	kgmicrobe.strain:ATCC-10557	ATCC 10557	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136742	ncbi.assembly:GCF_013488065.1	GTDB	gtdb.genome:RS_GCF_013488065.1		Chromosome	ASM1348806v1	NCBITaxon:1891914	accession	kgmicrobe.strain:ATCC-10557	ATCC 10557	ncbi_strain_identifiers		
kgmicrobe.strain:bacdive_136748	ncbi.assembly:GCA_000368745	BACDIVE	bacdive:136748	66792	scaffold	Acinetobacter junii NIPH 182	NCBITaxon:1217665						
kgmicrobe.strain:bacdive_13675	ncbi.assembly:GCA_000365005	BACDIVE	bacdive:13675	67770	scaffold	Limimaricola hongkongensis DSM 17492 UST950701-009P	NCBITaxon:1122180						
kgmicrobe.strain:bacdive_13675	ncbi.assembly:GCA_000365005.1	GOLD	gold:Ga0026586			Limimaricola hongkongensis DSM 17492	NCBITaxon:1122180	AP GENBANK.assemblyAccession	kgmicrobe.strain:DSM-17492	DSM 17492	ORGANISM CULTURE COLLECTION ID	gold:Go0013911	gold:Gp0013911
kgmicrobe.strain:bacdive_13675	ncbi.assembly:GCA_000600975	BACDIVE	bacdive:13675	66792	scaffold	Limimaricola hongkongensis DSM 17492	NCBITaxon:1122180						
