lpsn_id	name	rank	authority	url	deprecated	status	validly_published	legitimate	is_correct_name	parent_lpsn_id	ncbitaxon_ids	gtdb_ids	type_strain_ids	synonym_of	publications	sequence_accessions
lpsn:58027	Pseudotamlana haliotis	SPECIES	(Cao et al. 2021) Huang et al. 2025	https://lpsn.dsmz.de/species/pseudotamlana-haliotis	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:57943	NCBITaxon:2614804	GTDB:s__Pseudotamlana_haliotis	kgmicrobe.strain:KCTC-72683		PMID:39918856|doi:10.1099/ijsem.0.006673|doi:10.1099/ijsem.0.006728	INSDC:MN519996
lpsn:58056	Allotamlana fucoidanivorans	SPECIES	(Li et al. 2020) Huang et al. 2025	https://lpsn.dsmz.de/species/allotamlana-fucoidanivorans	1	legitimate=True; validly published under the ICNP; synonym	1	1	0	lpsn:57940	NCBITaxon:2583814	GTDB:s__Allotamlana_fucoidanivorans	kgmicrobe.strain:KCTC-72389	lpsn:5901	PMID:39918856|doi:10.1099/ijsem.0.006673|doi:10.1099/ijsem.0.006728	INSDC:MK590217
lpsn:58057	Cognatitamlana onchidii	SPECIES	(Yin et al. 2021) Huang et al. 2025	https://lpsn.dsmz.de/species/cognatitamlana-onchidii	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:57941	NCBITaxon:2562860	GTDB:s__Cognatitamlana_onchidii	kgmicrobe.strain:KCTC-72217		PMID:39918856|doi:10.1099/ijsem.0.006673|doi:10.1099/ijsem.0.006728	INSDC:MH532523
lpsn:58088	Anaerorudis	GENUS	El Houari et al. 2025	https://lpsn.dsmz.de/genus/anaerorudis	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:3397854	GTDB:g__Anaerorudis			PMID:39954481|doi:10.1016/j.syapm.2025.126590|doi:10.1099/ijsem.0.006863	
lpsn:58102	Anaerorudis cellulosivorans	SPECIES	El Houari et al. 2025	https://lpsn.dsmz.de/species/anaerorudis-cellulosivorans	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:58088	NCBITaxon:3397862	GTDB:s__Anaerorudis_cellulosivorans	kgmicrobe.strain:ATCC-TSD-267|kgmicrobe.strain:DSM-112743		PMID:39954481|doi:10.1016/j.syapm.2025.126590|doi:10.1099/ijsem.0.006863	INSDC:MW962254
lpsn:59916	Skermania pinensis	SPECIES	(Blackall et al. 1989) Chun et al. 1997 emend. Nouioui et al. 2018	https://lpsn.dsmz.de/species/skermania-pinensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:516609	NCBITaxon:39122	GTDB:s__Skermania_pinensis	kgmicrobe.strain:ATCC-49497|kgmicrobe.strain:CIP-104516|kgmicrobe.strain:DSM-43998|kgmicrobe.strain:DSM-99975|kgmicrobe.strain:IFO-15059|kgmicrobe.strain:NBRC-15059		PMID:8995814|doi:10.1099/00207713-47-1-127|doi:10.1099/00207713-47-2-603	INSDC:Z35435
lpsn:61970	Tenuifilum osseticum	SPECIES	Podosokorskaya et al. 2025	https://lpsn.dsmz.de/species/tenuifilum-osseticum	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:17605	NCBITaxon:3374723	GTDB:s__Tenuifilum_osseticum	kgmicrobe.strain:KCTC-25386		PMID:39951907|doi:10.1016/j.syapm.2025.126591|doi:10.1099/ijsem.0.006801	INSDC:PQ493441
lpsn:62048	Anaerococcus cruorum	SPECIES	Boiten et al. 2025	https://lpsn.dsmz.de/species/anaerococcus-cruorum	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:515119	NCBITaxon:3115617	GTDB:s__Anaerococcus_cruorum	kgmicrobe.strain:CCUG-77489|kgmicrobe.strain:DSM-117235		PMID:39667658|doi:10.1016/j.anaerobe.2024.102935|doi:10.1099/ijsem.0.006801	INSDC:PP192778
lpsn:62049	Anaerococcus groningensis	SPECIES	Boiten et al. 2025	https://lpsn.dsmz.de/species/anaerococcus-groningensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:515119	NCBITaxon:3115616	GTDB:s__Anaerococcus_groningensis	kgmicrobe.strain:CCUG-77488|kgmicrobe.strain:DSM-117232		PMID:39667658|doi:10.1016/j.anaerobe.2024.102935|doi:10.1099/ijsem.0.006801	INSDC:PP192777
lpsn:62050	Anaerococcus kampingiae	SPECIES	Boiten et al. 2025	https://lpsn.dsmz.de/species/anaerococcus-kampingiae	1	legitimate=True; inaccurate spelling; misspelling (and not recommended for medical use)	0	1	0	lpsn:515119			kgmicrobe.strain:CCUG-77487|kgmicrobe.strain:DSM-117234	lpsn:66916	PMID:39667658|doi:10.1016/j.anaerobe.2024.102935|doi:10.1099/ijsem.0.006801	INSDC:PP192775
lpsn:62051	Anaerococcus martiniensis	SPECIES	Boiten et al. 2025	https://lpsn.dsmz.de/species/anaerococcus-martiniensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:515119	NCBITaxon:3115615	GTDB:s__Anaerococcus_martiniensis	kgmicrobe.strain:CCUG-77486|kgmicrobe.strain:DSM-117233		PMID:39667658|doi:10.1016/j.anaerobe.2024.102935|doi:10.1099/ijsem.0.006801	INSDC:PP192776
lpsn:62226	Aquirufa novilacunae	SPECIES	Pitt et al. 2026	https://lpsn.dsmz.de/species/aquirufa-novilacunae	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:4882	NCBITaxon:3139305	GTDB:s__Aquirufa_novilacunae	kgmicrobe.strain:DSM-118143|kgmicrobe.strain:JCM-37099		PMID:39964655|doi:10.1007/s10123-025-00642-x|doi:10.1099/ijsem.0.007052	INSDC:PQ397515
lpsn:62227	Aquirufa salirivi	SPECIES	Pitt et al. 2026	https://lpsn.dsmz.de/species/aquirufa-salirivi	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:4882	NCBITaxon:3104729	GTDB:s__Aquirufa_salirivi	kgmicrobe.strain:DSM-117800|kgmicrobe.strain:JCM-37097		PMID:39964655|doi:10.1007/s10123-025-00642-x|doi:10.1099/ijsem.0.007052	INSDC:PQ394666
lpsn:62228	Isoptericola peretonis	SPECIES	Vidal-Verdú et al. 2025	https://lpsn.dsmz.de/species/isoptericola-peretonis	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:515860	NCBITaxon:2918523	GTDB:s__Isoptericola_peretonis	kgmicrobe.strain:DSM-115117		PMID:39973932|doi:10.1099/ijsem.0.006801|doi:10.3389/fmicb.2025.1471121	INSDC:MZ562363
lpsn:62231	Ornithinibacillus xuwenensis	SPECIES	Li et al. 2025	https://lpsn.dsmz.de/species/ornithinibacillus-xuwenensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:516225	NCBITaxon:3144668	GTDB:s__Ornithinibacillus_xuwenensis	kgmicrobe.strain:JCM-36753		PMID:39964409|doi:10.1007/s00284-025-04120-5|doi:10.1099/ijsem.0.006801	INSDC:PP106242
lpsn:62232	Pseudomonas rossensis	SPECIES	Snopková et al. 2025	https://lpsn.dsmz.de/species/pseudomonas-rossensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:517405	NCBITaxon:2305471		kgmicrobe.strain:LMG-32503		PMID:39968173|doi:10.1016/j.crmicr.2025.100353|doi:10.1099/ijsem.0.006801	
lpsn:62263	Novacetimonas labruscae	SPECIES	Karničnik et al. 2025	https://lpsn.dsmz.de/species/novacetimonas-labruscae	0	legitimate=True; validly published under the ICNP; orphaned species	1	1	0	lpsn:9118	NCBITaxon:3229898		kgmicrobe.strain:LMG-33630		PMID:40005821|doi:10.1099/ijsem.0.006801|doi:10.3390/microorganisms13020456	INSDC:PV083162
lpsn:62265	Robertmurraya mangrovi	SPECIES	Li et al. 2025	https://lpsn.dsmz.de/species/robertmurraya-mangrovi	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:14529	NCBITaxon:3098077		kgmicrobe.strain:JCM-36937		PMID:39441363|doi:10.1007/s10482-024-02032-1|doi:10.1099/ijsem.0.006801	INSDC:PP106245
lpsn:62269	Komagataeibacter piraceti	SPECIES	Karničnik et al. 2025	https://lpsn.dsmz.de/species/komagataeibacter-piraceti	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:518205	NCBITaxon:3229897		kgmicrobe.strain:LMG-33628		PMID:40005821|doi:10.1099/ijsem.0.006801|doi:10.3390/microorganisms13020456	INSDC:PV083163
lpsn:62291	Streptomyces gougeroti	SPECIES	(Duché 1934) Waksman and Henrici 1948 (Approved Lists 1980)	https://lpsn.dsmz.de/species/streptomyces-gougeroti	1	legitimate=True; inaccurate spelling; misspelling (and not recommended for medical use)	0	1	0	lpsn:517119			kgmicrobe.strain:ATCC-10975|kgmicrobe.strain:ATCC-25455|kgmicrobe.strain:DSM-40324|kgmicrobe.strain:IFO-13043|kgmicrobe.strain:IFO-3198|kgmicrobe.strain:JCM-4136|kgmicrobe.strain:JCM-4478|kgmicrobe.strain:NBRC-13043|kgmicrobe.strain:NBRC-3198|kgmicrobe.strain:NRRL-B-1344|kgmicrobe.strain:NRRL-B-1903|kgmicrobe.strain:NRRL-ISP-5324	lpsn:781703	doi:10.1099/00207713-30-1-225	INSDC:AB184742
lpsn:62314	Aquirufa avitistagni	SPECIES	Pitt et al. 2025	https://lpsn.dsmz.de/species/aquirufa-avitistagni	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:4882	NCBITaxon:3104728	GTDB:s__Aquirufa_avitistagni	kgmicrobe.strain:DSM-118088|kgmicrobe.strain:JCM-37100		PMID:39998640|doi:10.1007/s00203-025-04275-6|doi:10.1099/ijsem.0.006801	INSDC:PQ394675
lpsn:62316	Aquirufa echingensis	SPECIES	Pitt et al. 2025	https://lpsn.dsmz.de/species/aquirufa-echingensis	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:4882	NCBITaxon:3096516	GTDB:s__Aquirufa_echingensis	kgmicrobe.strain:DSM-117799|kgmicrobe.strain:JCM-37096		PMID:39998640|doi:10.1007/s00203-025-04275-6|doi:10.1099/ijsem.0.006801	INSDC:PQ394676
lpsn:62318	Aquirufa esocilacus	SPECIES	Pitt et al. 2025	https://lpsn.dsmz.de/species/aquirufa-esocilacus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:4882	NCBITaxon:3096513	GTDB:s__Aquirufa_esocilacus	kgmicrobe.strain:DSM-118087|kgmicrobe.strain:JCM-37094		PMID:39998640|doi:10.1007/s00203-025-04275-6|doi:10.1099/ijsem.0.006801	INSDC:PQ394670
lpsn:62319	Streptomyces annulatus	SPECIES	(Beijerinck 1912) Waksman 1953 (Approved Lists 1980)	https://lpsn.dsmz.de/species/streptomyces-annulatus	1	legitimate=True; inaccurate spelling; misspelling (and not recommended for medical use)	0	1	0	lpsn:517119			kgmicrobe.strain:ATCC-27416|kgmicrobe.strain:DSM-40361|kgmicrobe.strain:IFO-13369|kgmicrobe.strain:JCM-4721|kgmicrobe.strain:KCTC-9756|kgmicrobe.strain:LMG-19301|kgmicrobe.strain:NBRC-13369|kgmicrobe.strain:NRRL-B-2000|kgmicrobe.strain:NRRL-ISP-5361	lpsn:781454	doi:10.1099/00207713-30-1-225	INSDC:AB184875
lpsn:62320	Aquirufa originis	SPECIES	Pitt et al. 2025	https://lpsn.dsmz.de/species/aquirufa-originis	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:4882	NCBITaxon:3096514	GTDB:s__Aquirufa_originis	kgmicrobe.strain:DSM-117798|kgmicrobe.strain:JCM-37095		PMID:39998640|doi:10.1007/s00203-025-04275-6|doi:10.1099/ijsem.0.006801	INSDC:PQ394674
lpsn:62326	Uliginosibacterium silvisoli	SPECIES	Lv et al. 2025	https://lpsn.dsmz.de/species/uliginosibacterium-silvisoli	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:517754	NCBITaxon:3114758		kgmicrobe.strain:KCTC-8564		PMID:39994072|doi:10.1007/s00284-025-04136-x|doi:10.1099/ijsem.0.006863	INSDC:PP512743
lpsn:62329	Flavobacterium fructosi	SPECIES	Han et al. 2025	https://lpsn.dsmz.de/species/flavobacterium-fructosi	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:515640	NCBITaxon:3230416	GTDB:s__Flavobacterium_fructosi	kgmicrobe.strain:NBRC-114819		PMID:40009062|doi:10.1099/ijsem.0.006694|doi:10.1099/ijsem.0.006728	INSDC:PP958277
lpsn:62330	Flavobacterium xylosi	SPECIES	Han et al. 2025	https://lpsn.dsmz.de/species/flavobacterium-xylosi	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:515640	NCBITaxon:3230415	GTDB:s__Flavobacterium_xylosi	kgmicrobe.strain:NBRC-114823		PMID:40009062|doi:10.1099/ijsem.0.006694|doi:10.1099/ijsem.0.006728	INSDC:PP958278
lpsn:62331	Flavobacterium zhouii	SPECIES	Han et al. 2025	https://lpsn.dsmz.de/species/flavobacterium-zhouii	1	legitimate=True; inaccurate spelling; misspelling (and not recommended for medical use)	0	1	0	lpsn:515640			kgmicrobe.strain:NBRC-114829	lpsn:65717	PMID:40009062|doi:10.1099/ijsem.0.006694	INSDC:PP958279
lpsn:62332	Novosphingobium anseongense	SPECIES	Hong et al. 2025	https://lpsn.dsmz.de/species/novosphingobium-anseongense	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:516188	NCBITaxon:3133436	GTDB:s__Novosphingobium_anseongense	kgmicrobe.strain:LMG-32951		PMID:40009431|doi:10.1099/ijsem.0.006688|doi:10.1099/ijsem.0.006728	INSDC:OP847080
lpsn:62333	Novosphingobium aquae	SPECIES	Hong et al. 2025	https://lpsn.dsmz.de/species/novosphingobium-aquae	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:516188	NCBITaxon:3133435	GTDB:s__Novosphingobium_aquae	kgmicrobe.strain:LMG-32950		PMID:40009431|doi:10.1099/ijsem.0.006688|doi:10.1099/ijsem.0.006728	INSDC:OP847079
lpsn:62334	Pseudoalteromonas holothuriae	SPECIES	Yvin et al. 2025	https://lpsn.dsmz.de/species/pseudoalteromonas-holothuriae	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:516411	NCBITaxon:2963714	GTDB:s__Pseudoalteromonas_holothuriae	kgmicrobe.strain:CIP-111854		PMID:39999156|doi:10.1099/ijsem.0.006601|doi:10.1099/ijsem.0.006728	INSDC:MN942006
lpsn:62335	Roseicyclus amphidinii	SPECIES	Cui et al. 2025	https://lpsn.dsmz.de/species/roseicyclus-amphidinii	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:516497	NCBITaxon:3034232	GTDB:s__Roseicyclus_amphidinii	kgmicrobe.strain:KCTC-92882		PMID:39999162|doi:10.1099/ijsem.0.006682|doi:10.1099/ijsem.0.006728	INSDC:OR096358
lpsn:62336	Vogesella oryzagri	SPECIES	Huq et al. 2025	https://lpsn.dsmz.de/species/vogesella-oryzagri	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:516903	NCBITaxon:3160864	GTDB:s__Vogesella_oryzagri			PMID:40009442|doi:10.1099/ijsem.0.006687|doi:10.1099/ijsem.0.006728	INSDC:MW487996
lpsn:62345	Leptotrichia alba	SPECIES	Wang et al. 2025	https://lpsn.dsmz.de/species/leptotrichia-alba	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:515952	NCBITaxon:3239304	GTDB:s__Leptotrichia_alba	kgmicrobe.strain:JCM-36662		PMID:40015666|doi:10.1016/j.anaerobe.2025.102948|doi:10.1099/ijsem.0.006801	INSDC:PQ459530
lpsn:62346	Leptotrichia mesophila	SPECIES	Wang et al. 2025	https://lpsn.dsmz.de/species/leptotrichia-mesophila	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:515952	NCBITaxon:3239303	GTDB:s__Leptotrichia_mesophila	kgmicrobe.strain:JCM-36567		PMID:40015666|doi:10.1016/j.anaerobe.2025.102948|doi:10.1099/ijsem.0.006801	INSDC:PQ459529
lpsn:62347	Leptotrichia rugosa	SPECIES	Wang et al. 2025	https://lpsn.dsmz.de/species/leptotrichia-rugosa	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:515952	NCBITaxon:3239302	GTDB:s__Leptotrichia_rugosa	kgmicrobe.strain:JCM-36566		PMID:40015666|doi:10.1016/j.anaerobe.2025.102948|doi:10.1099/ijsem.0.006801	INSDC:PQ459528
lpsn:62362	Pseudoalteromonas ardens	SPECIES	Thomas et al. 2025	https://lpsn.dsmz.de/species/pseudoalteromonas-ardens	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:516411	NCBITaxon:3048490	GTDB:s__Pseudoalteromonas_ardens	kgmicrobe.strain:DSM-114998|kgmicrobe.strain:LMG-32870		PMID:39999150|doi:10.1099/ijsem.0.006681|doi:10.1099/ijsem.0.006728	INSDC:OR014304
lpsn:62363	Pseudoalteromonas obscura	SPECIES	Thomas et al. 2025	https://lpsn.dsmz.de/species/pseudoalteromonas-obscura	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:516411	NCBITaxon:3048491	GTDB:s__Pseudoalteromonas_obscura	kgmicrobe.strain:DSM-114996|kgmicrobe.strain:LMG-32871		PMID:39999150|doi:10.1099/ijsem.0.006681|doi:10.1099/ijsem.0.006728	INSDC:OR014305
lpsn:62364	Pseudoalteromonas umbrosa	SPECIES	Thomas et al. 2025	https://lpsn.dsmz.de/species/pseudoalteromonas-umbrosa	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:516411	NCBITaxon:3048489	GTDB:s__Pseudoalteromonas_umbrosa	kgmicrobe.strain:DSM-114997|kgmicrobe.strain:LMG-32872		PMID:39999150|doi:10.1099/ijsem.0.006681|doi:10.1099/ijsem.0.006728	INSDC:OR014302
lpsn:62367	Antrihabitans spumae	SPECIES	Suescún-Sepúlveda et al. 2025	https://lpsn.dsmz.de/species/antrihabitans-spumae	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:14055	NCBITaxon:3373370	GTDB:s__Antrihabitans_spumae	kgmicrobe.strain:JCM-34493		PMID:40018865|doi:10.1099/ijsem.0.006695|doi:10.1099/ijsem.0.006728	INSDC:PQ375098
lpsn:62368	Providencia xihuensis	SPECIES	Dong et al. 2025	https://lpsn.dsmz.de/species/providencia-xihuensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:516408	NCBITaxon:3342830		kgmicrobe.strain:NBRC-116649		PMID:40023453|doi:10.1016/j.ijantimicag.2025.107484|doi:10.1099/ijsem.0.006801	
lpsn:62369	Providencia zhejiangensis	SPECIES	Dong et al. 2025	https://lpsn.dsmz.de/species/providencia-zhejiangensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:516408	NCBITaxon:3342829	GTDB:s__Providencia_zhejiangensis	kgmicrobe.strain:NBRC-116650		PMID:40023453|doi:10.1016/j.ijantimicag.2025.107484|doi:10.1099/ijsem.0.006801	
lpsn:62371	Niallia tiangongensis	SPECIES	Yuan et al. 2025	https://lpsn.dsmz.de/species/niallia-tiangongensis	0	legitimate=True; validly published under the ICNP; orphaned species (and explicitly recommended for medical use)	1	1	0	lpsn:14519	NCBITaxon:3237105	GTDB:s__Niallia_tiangongensis	kgmicrobe.strain:KCTC-43715		PMID:40029317|doi:10.1099/ijsem.0.006693|doi:10.1099/ijsem.0.006765	INSDC:PQ047668
lpsn:62372	Sphingosinicella rhizophila	SPECIES	Guo et al. 2025	https://lpsn.dsmz.de/species/sphingosinicella-rhizophila	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:517350	NCBITaxon:3050082		kgmicrobe.strain:NBRC-116723		PMID:40024941|doi:10.1007/s00284-025-04124-1|doi:10.1099/ijsem.0.006801	INSDC:OL824934
lpsn:62373	Methanococcoides cohabitans	SPECIES	Li et al. 2025	https://lpsn.dsmz.de/species/methanococcoides-cohabitans	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:517067	NCBITaxon:3136559	GTDB:s__Methanococcoides_cohabitans	kgmicrobe.strain:KCTC-25774		PMID:40029305|doi:10.1099/ijsem.0.006685|doi:10.1099/ijsem.0.006765	INSDC:PP565097
lpsn:62374	Pseudomonas monachiensis	SPECIES	Yu et al. 2025	https://lpsn.dsmz.de/species/pseudomonas-monachiensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:517405	NCBITaxon:3060212		kgmicrobe.strain:DSM-116615|kgmicrobe.strain:LMG-33494		PMID:40016887|doi:10.1099/ijsem.0.006801|doi:10.1111/1462-2920.70066	INSDC:PP968549
lpsn:62379	Halocatena halophila	SPECIES	(Tang et al. 2024) Zhu et al. 2025	https://lpsn.dsmz.de/species/halocatena-halophila	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:8287	NCBITaxon:2814576	GTDB:s__Halocatena_halophila	kgmicrobe.strain:DSM-46868		PMID:40036997|doi:10.1016/j.syapm.2025.126592|doi:10.1099/ijsem.0.006801	INSDC:CP071306
lpsn:62380	Salinibaculum rarum	SPECIES	Zhu et al. 2025	https://lpsn.dsmz.de/species/salinibaculum-rarum	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:7246	NCBITaxon:3058903	GTDB:s__Salinibaculum_rarum	kgmicrobe.strain:JCM-35607		PMID:40036997|doi:10.1016/j.syapm.2025.126592|doi:10.1099/ijsem.0.006801	INSDC:ON899872
lpsn:62396	Salinibaculum marinum	SPECIES	Zhu et al. 2025	https://lpsn.dsmz.de/species/salinibaculum-marinum	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:7246	NCBITaxon:3131993	GTDB:s__Salinibaculum_marinum	kgmicrobe.strain:JCM-36494		PMID:40036997|doi:10.1016/j.syapm.2025.126592|doi:10.1099/ijsem.0.006801	INSDC:ON843293
lpsn:62397	Salinibaculum salinum	SPECIES	Zhu et al. 2025	https://lpsn.dsmz.de/species/salinibaculum-salinum	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:7246	NCBITaxon:3131996	GTDB:s__Salinibaculum_salinum	kgmicrobe.strain:JCM-36493		PMID:40036997|doi:10.1016/j.syapm.2025.126592|doi:10.1099/ijsem.0.006801	INSDC:ON303471
lpsn:62398	Salinirubellus litoreus	SPECIES	Zhu et al. 2025	https://lpsn.dsmz.de/species/salinirubellus-litoreus	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:520383	NCBITaxon:3131999	GTDB:s__Salinirubellus_litoreus	kgmicrobe.strain:JCM-36495		PMID:40036997|doi:10.1016/j.syapm.2025.126592|doi:10.1099/ijsem.0.006801	INSDC:OP133161
lpsn:62401	Streptomyces bobiliae	SPECIES	(Waksman and Curtis 1916) Waksman and Henrici 1948 (Approved Lists 1980)	https://lpsn.dsmz.de/species/streptomyces-bobiliae	1	legitimate=True; validly published under the ICNP, inappropriate correction; misspelling (and not recommended for medical use)	1	1	0	lpsn:517119			kgmicrobe.strain:ATCC-23889|kgmicrobe.strain:ATCC-3310|kgmicrobe.strain:DSM-40056|kgmicrobe.strain:IFO-13199|kgmicrobe.strain:IFO-16166|kgmicrobe.strain:JCM-4012|kgmicrobe.strain:JCM-4627|kgmicrobe.strain:NBRC-13199|kgmicrobe.strain:NBRC-16166|kgmicrobe.strain:NRRL-B-1338|kgmicrobe.strain:NRRL-B-2097|kgmicrobe.strain:NRRL-ISP-5056	lpsn:781500	doi:10.1099/00207713-30-1-225	INSDC:AB184328
lpsn:62410	Dentiradicibacter	GENUS	Bartsch et al. 2025	https://lpsn.dsmz.de/genus/dentiradicibacter	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:3404878				PMID:40042984|doi:10.1099/ijsem.0.006690|doi:10.1099/ijsem.0.006765	
lpsn:62411	Christiangramia sediminicola	SPECIES	Wang et al. 2025	https://lpsn.dsmz.de/species/christiangramia-sediminicola	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:37505	NCBITaxon:3073267	GTDB:s__Christiangramia_sediminicola	kgmicrobe.strain:KCTC-92980		PMID:40042886|doi:10.1099/ijsem.0.006703|doi:10.1099/ijsem.0.006765	INSDC:PP189888
lpsn:62412	Dentiradicibacter hellwigii	SPECIES	Bartsch et al. 2025	https://lpsn.dsmz.de/species/dentiradicibacter-hellwigii	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:62410	NCBITaxon:3149053		kgmicrobe.strain:DSM-112713|kgmicrobe.strain:NCTC-14938		PMID:40042984|doi:10.1099/ijsem.0.006690|doi:10.1099/ijsem.0.006765	INSDC:OQ442336
lpsn:62413	Endozoicomonas lisbonensis	SPECIES	da Silva et al. 2025	https://lpsn.dsmz.de/species/endozoicomonas-lisbonensis	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:517600	NCBITaxon:3120522		kgmicrobe.strain:DSM-118084		PMID:40042989|doi:10.1099/ijsem.0.006696|doi:10.1099/ijsem.0.006765	INSDC:PP815993
lpsn:62419	Enterococcus hailinensis	SPECIES	Wang et al. 2025	https://lpsn.dsmz.de/species/enterococcus-hailinensis	0	legitimate=True; validly published under the ICNP; correct name (and explicitly recommended for medical use)	1	1	1	lpsn:517033	NCBITaxon:3238988		kgmicrobe.strain:JCM-37000|kgmicrobe.strain:LMG-33662		PMID:40047913|doi:10.1007/s00284-025-04143-y|doi:10.1099/ijsem.0.006801	INSDC:LC832938
lpsn:62420	Limibacterium	GENUS	Gu et al. 2025	https://lpsn.dsmz.de/genus/limibacterium	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:3404873	GTDB:g__Limibacterium			PMID:40048609|doi:10.1099/ijsem.0.006702|doi:10.1099/ijsem.0.006765	
lpsn:62421	Terripilifer	GENUS	Liu et al. 2025	https://lpsn.dsmz.de/genus/terripilifer	0	legitimate=True; validly published under the ICNP; correct name	1	1	1		NCBITaxon:3404883	GTDB:g__Terripilifer			PMID:40048583|doi:10.1099/ijsem.0.006698|doi:10.1099/ijsem.0.006765	
lpsn:62425	Curvibacter soli	SPECIES	Liu et al. 2025	https://lpsn.dsmz.de/species/curvibacter-soli	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:515450	NCBITaxon:3031331		kgmicrobe.strain:JCM-36178		PMID:40048583|doi:10.1099/ijsem.0.006698|doi:10.1099/ijsem.0.006765	INSDC:OQ472582
lpsn:62426	Extensimonas soli	SPECIES	Liu et al. 2025	https://lpsn.dsmz.de/species/extensimonas-soli	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:518369	NCBITaxon:3031322	GTDB:s__Extensimonas_soli	kgmicrobe.strain:JCM-36176		PMID:40048583|doi:10.1099/ijsem.0.006698|doi:10.1099/ijsem.0.006765	INSDC:OP456336
lpsn:62427	Fulvimarina uroteuthidis	SPECIES	Moon et al. 2025	https://lpsn.dsmz.de/species/fulvimarina-uroteuthidis	0	legitimate=True; validly published under the ICNP; correct name	1	1	1	lpsn:515659	NCBITaxon:3098149	GTDB:s__Fulvimarina_uroteuthidis	kgmicrobe.strain:JCM-36703		PMID:40048592|doi:10.1099/ijsem.0.006683|doi:10.1099/ijsem.0.006765	INSDC:OR901657
