old_taxon_id	current_taxon_id
NCBITaxon:1247019	NCBITaxon:3245484
NCBITaxon:1247020	NCBITaxon:858379
NCBITaxon:1247109	NCBITaxon:1288082
NCBITaxon:1247218	NCBITaxon:1238953
NCBITaxon:1247221	NCBITaxon:550765
NCBITaxon:1247222	NCBITaxon:282185
NCBITaxon:1247223	NCBITaxon:550767
NCBITaxon:1247224	NCBITaxon:550775
NCBITaxon:1247226	NCBITaxon:550778
NCBITaxon:1247227	NCBITaxon:550764
NCBITaxon:1247228	NCBITaxon:550757
NCBITaxon:1247229	NCBITaxon:550776
NCBITaxon:1247230	NCBITaxon:550768
NCBITaxon:1247231	NCBITaxon:280737
NCBITaxon:1247232	NCBITaxon:550766
NCBITaxon:1247389	NCBITaxon:1247388
NCBITaxon:1247397	NCBITaxon:619971
NCBITaxon:124741	NCBITaxon:150889
NCBITaxon:124742	NCBITaxon:3384079
NCBITaxon:1247436	NCBITaxon:2590920
NCBITaxon:1247437	NCBITaxon:2590920
NCBITaxon:124746	NCBITaxon:3371123
NCBITaxon:1247477	NCBITaxon:2760820
NCBITaxon:1247515	NCBITaxon:1247514
NCBITaxon:1247516	NCBITaxon:1247514
NCBITaxon:1247519	NCBITaxon:444459
NCBITaxon:1247709	NCBITaxon:1295538
NCBITaxon:1247710	NCBITaxon:1268659
NCBITaxon:1247719	NCBITaxon:1808323
NCBITaxon:124777	NCBITaxon:124775
NCBITaxon:1247874	NCBITaxon:3700513
NCBITaxon:1247875	NCBITaxon:73230
NCBITaxon:1248016	NCBITaxon:717815
NCBITaxon:1248017	NCBITaxon:717815
NCBITaxon:1248018	NCBITaxon:717815
NCBITaxon:1248019	NCBITaxon:717815
NCBITaxon:1248020	NCBITaxon:717815
NCBITaxon:1248022	NCBITaxon:1808322
NCBITaxon:1248129	NCBITaxon:1002263
NCBITaxon:1248135	NCBITaxon:2691036
NCBITaxon:1248160	NCBITaxon:3381337
NCBITaxon:124819	NCBITaxon:92929
NCBITaxon:124820	NCBITaxon:692705
NCBITaxon:1248202	NCBITaxon:1247137
NCBITaxon:1248329	NCBITaxon:1248328
NCBITaxon:1248397	NCBITaxon:1248398
NCBITaxon:1248406	NCBITaxon:1248405
NCBITaxon:1248408	NCBITaxon:1248407
NCBITaxon:1248412	NCBITaxon:1591201
NCBITaxon:1248419	NCBITaxon:1111389
NCBITaxon:124844	NCBITaxon:2911382
NCBITaxon:1248443	NCBITaxon:3704635
NCBITaxon:1248474	NCBITaxon:1405422
NCBITaxon:1248475	NCBITaxon:1405422
NCBITaxon:12485	NCBITaxon:28321
NCBITaxon:124852	NCBITaxon:39020
NCBITaxon:124859	NCBITaxon:196201
NCBITaxon:1248755	NCBITaxon:75750
NCBITaxon:1248953	NCBITaxon:123824
NCBITaxon:1248954	NCBITaxon:123824
NCBITaxon:1248964	NCBITaxon:1523421
NCBITaxon:1249052	NCBITaxon:2506376
NCBITaxon:1249074	NCBITaxon:1159144
NCBITaxon:1249081	NCBITaxon:3076705
NCBITaxon:124918	NCBITaxon:4004
NCBITaxon:1249218	NCBITaxon:600645
NCBITaxon:1249219	NCBITaxon:600645
NCBITaxon:1249220	NCBITaxon:600645
NCBITaxon:1249232	NCBITaxon:3018537
NCBITaxon:1249233	NCBITaxon:3018535
NCBITaxon:1249235	NCBITaxon:3018538
NCBITaxon:1249236	NCBITaxon:3018539
NCBITaxon:1249459	NCBITaxon:1476769
NCBITaxon:1249460	NCBITaxon:1476769
NCBITaxon:1249462	NCBITaxon:1476448
NCBITaxon:1249463	NCBITaxon:1476448
NCBITaxon:1249464	NCBITaxon:1476769
NCBITaxon:1249465	NCBITaxon:87264
NCBITaxon:1249482	NCBITaxon:203119
NCBITaxon:1249497	NCBITaxon:1249498
NCBITaxon:1249505	NCBITaxon:1249612
NCBITaxon:1249506	NCBITaxon:1249612
NCBITaxon:1249507	NCBITaxon:1249612
NCBITaxon:124958	NCBITaxon:85254
NCBITaxon:1249623	NCBITaxon:1249625
NCBITaxon:1249624	NCBITaxon:1249626
NCBITaxon:1249633	NCBITaxon:620898
NCBITaxon:1249649	NCBITaxon:2169905
NCBITaxon:1249679	NCBITaxon:1603880
NCBITaxon:124968	NCBITaxon:39020
NCBITaxon:1249680	NCBITaxon:1603880
NCBITaxon:1249681	NCBITaxon:1603880
NCBITaxon:1249682	NCBITaxon:1603880
NCBITaxon:1249683	NCBITaxon:1603880
NCBITaxon:1249684	NCBITaxon:1603880
NCBITaxon:1249685	NCBITaxon:1603880
NCBITaxon:1249686	NCBITaxon:1603879
NCBITaxon:1249720	NCBITaxon:140864
NCBITaxon:1249740	NCBITaxon:76430
NCBITaxon:1249808	NCBITaxon:2753271
NCBITaxon:1249810	NCBITaxon:2315214
NCBITaxon:1249811	NCBITaxon:2315214
NCBITaxon:1249816	NCBITaxon:58653
NCBITaxon:1249888	NCBITaxon:884218
NCBITaxon:1249906	NCBITaxon:1778920
NCBITaxon:124995	NCBITaxon:3688
NCBITaxon:1249993	NCBITaxon:1566287
NCBITaxon:1250	NCBITaxon:33964
NCBITaxon:125000	NCBITaxon:125042
NCBITaxon:125015	NCBITaxon:3776
NCBITaxon:125028	NCBITaxon:91902
NCBITaxon:1250340	NCBITaxon:1536751
NCBITaxon:125036	NCBITaxon:19955
NCBITaxon:1250374	NCBITaxon:176180
NCBITaxon:125051	NCBITaxon:41945
NCBITaxon:12506	NCBITaxon:3052477
NCBITaxon:1250652	NCBITaxon:2082197
NCBITaxon:125078	NCBITaxon:125089
NCBITaxon:125093	NCBITaxon:78786
NCBITaxon:12511	NCBITaxon:45617
NCBITaxon:1251312	NCBITaxon:1255084
NCBITaxon:125134	NCBITaxon:2912060
NCBITaxon:125144	NCBITaxon:125089
NCBITaxon:1251529	NCBITaxon:1255084
NCBITaxon:1251604	NCBITaxon:1255084
NCBITaxon:1251685	NCBITaxon:1255084
NCBITaxon:1251730	NCBITaxon:1255084
NCBITaxon:1251907	NCBITaxon:2336529
NCBITaxon:1251994	NCBITaxon:1250625
NCBITaxon:125204	NCBITaxon:64899
NCBITaxon:1252066	NCBITaxon:1255084
NCBITaxon:1252092	NCBITaxon:1255084
NCBITaxon:1252110	NCBITaxon:1255084
NCBITaxon:1252113	NCBITaxon:1255084
NCBITaxon:1252186	NCBITaxon:1255084
NCBITaxon:1252189	NCBITaxon:1255084
NCBITaxon:1252197	NCBITaxon:1255084
NCBITaxon:125238	NCBITaxon:2282523
NCBITaxon:125239	NCBITaxon:408
NCBITaxon:12525	NCBITaxon:11008
NCBITaxon:125251	NCBITaxon:1978138
NCBITaxon:125276	NCBITaxon:356440
NCBITaxon:125293	NCBITaxon:1118842
NCBITaxon:125306	NCBITaxon:1132578
NCBITaxon:125307	NCBITaxon:1132579
NCBITaxon:125322	NCBITaxon:360990
NCBITaxon:125324	NCBITaxon:124283
NCBITaxon:125372	NCBITaxon:1350544
NCBITaxon:125379	NCBITaxon:163246
NCBITaxon:125386	NCBITaxon:125382
NCBITaxon:1253860	NCBITaxon:76484
NCBITaxon:125390	NCBITaxon:125546
NCBITaxon:125420	NCBITaxon:1413706
NCBITaxon:1254317	NCBITaxon:2202746
NCBITaxon:1254450	NCBITaxon:1254447
NCBITaxon:1254479	NCBITaxon:3163459
NCBITaxon:1254505	NCBITaxon:1495769
NCBITaxon:1254521	NCBITaxon:1254520
NCBITaxon:1254575	NCBITaxon:495533
NCBITaxon:1254599	NCBITaxon:3163455
NCBITaxon:12547	NCBITaxon:12149
NCBITaxon:1255053	NCBITaxon:1255052
NCBITaxon:1255063	NCBITaxon:1108051
NCBITaxon:1255064	NCBITaxon:1108052
NCBITaxon:1255065	NCBITaxon:414605
NCBITaxon:1255066	NCBITaxon:1108053
NCBITaxon:1255067	NCBITaxon:1108054
NCBITaxon:1255068	NCBITaxon:1108055
NCBITaxon:1255069	NCBITaxon:1108056
NCBITaxon:1255070	NCBITaxon:1108057
NCBITaxon:1255072	NCBITaxon:1108058
NCBITaxon:1255073	NCBITaxon:1108059
NCBITaxon:1255075	NCBITaxon:1108060
NCBITaxon:1255077	NCBITaxon:1108061
NCBITaxon:1255078	NCBITaxon:1108062
NCBITaxon:1255080	NCBITaxon:1108063
NCBITaxon:1255081	NCBITaxon:1108064
NCBITaxon:1255086	NCBITaxon:1581160
NCBITaxon:12551	NCBITaxon:31671
NCBITaxon:1255112	NCBITaxon:1255111
NCBITaxon:1255114	NCBITaxon:1255113
NCBITaxon:1255139	NCBITaxon:120202
NCBITaxon:1255140	NCBITaxon:85469
NCBITaxon:1255144	NCBITaxon:1255173
NCBITaxon:1255166	NCBITaxon:1676645
NCBITaxon:1255177	NCBITaxon:1255222
NCBITaxon:1255179	NCBITaxon:1255224
NCBITaxon:1255184	NCBITaxon:3116872
NCBITaxon:1255185	NCBITaxon:2695888
NCBITaxon:1255199	NCBITaxon:2695885
NCBITaxon:1255225	NCBITaxon:346167
NCBITaxon:1255233	NCBITaxon:3390879
NCBITaxon:1255255	NCBITaxon:2956784
NCBITaxon:1255273	NCBITaxon:3416391
NCBITaxon:1255307	NCBITaxon:1219359
NCBITaxon:1255317	NCBITaxon:329548
NCBITaxon:1255319	NCBITaxon:1200499
NCBITaxon:1255320	NCBITaxon:1133111
NCBITaxon:1255321	NCBITaxon:1133112
NCBITaxon:1255322	NCBITaxon:1133114
NCBITaxon:1255323	NCBITaxon:1133115
NCBITaxon:1255326	NCBITaxon:329543
NCBITaxon:1255328	NCBITaxon:329559
NCBITaxon:1255334	NCBITaxon:936141
NCBITaxon:1255340	NCBITaxon:329545
NCBITaxon:1255346	NCBITaxon:329571
NCBITaxon:125536	NCBITaxon:163609
NCBITaxon:1255369	NCBITaxon:329562
NCBITaxon:1255375	NCBITaxon:329567
NCBITaxon:125538	NCBITaxon:125546
NCBITaxon:1255383	NCBITaxon:545627
NCBITaxon:125554	NCBITaxon:2502968
NCBITaxon:1255591	NCBITaxon:2742612
NCBITaxon:1255626	NCBITaxon:1223499
NCBITaxon:1255627	NCBITaxon:150056
NCBITaxon:1255630	NCBITaxon:1121090
NCBITaxon:1255640	NCBITaxon:1255639
NCBITaxon:1255657	NCBITaxon:1218088
NCBITaxon:1255697	NCBITaxon:861360
NCBITaxon:1255708	NCBITaxon:927655
NCBITaxon:1255720	NCBITaxon:3700315
NCBITaxon:1255721	NCBITaxon:3700316
NCBITaxon:1255722	NCBITaxon:3700317
NCBITaxon:1255723	NCBITaxon:3700318
NCBITaxon:1255724	NCBITaxon:3700319
NCBITaxon:1255725	NCBITaxon:3700320
NCBITaxon:1255726	NCBITaxon:3700321
NCBITaxon:1255727	NCBITaxon:3700322
NCBITaxon:1255728	NCBITaxon:3700323
NCBITaxon:1255729	NCBITaxon:3700324
NCBITaxon:1255730	NCBITaxon:3700325
NCBITaxon:1255731	NCBITaxon:3700326
NCBITaxon:1255732	NCBITaxon:3700327
NCBITaxon:1255793	NCBITaxon:1658426
NCBITaxon:1255805	NCBITaxon:235805
NCBITaxon:1256	NCBITaxon:51669
NCBITaxon:125601	NCBITaxon:228
NCBITaxon:1256064	NCBITaxon:2902658
NCBITaxon:1256138	NCBITaxon:1256137
NCBITaxon:125615	NCBITaxon:125614
NCBITaxon:1256155	NCBITaxon:251768
NCBITaxon:125616	NCBITaxon:125614
NCBITaxon:125617	NCBITaxon:125614
NCBITaxon:1256177	NCBITaxon:99568
NCBITaxon:125618	NCBITaxon:125614
NCBITaxon:125619	NCBITaxon:125614
NCBITaxon:12562	NCBITaxon:11857
NCBITaxon:125620	NCBITaxon:125614
NCBITaxon:125621	NCBITaxon:92487
NCBITaxon:125622	NCBITaxon:92487
NCBITaxon:125623	NCBITaxon:92487
NCBITaxon:1256234	NCBITaxon:2135371
NCBITaxon:125624	NCBITaxon:92487
NCBITaxon:125625	NCBITaxon:125627
NCBITaxon:125626	NCBITaxon:125627
NCBITaxon:1256262	NCBITaxon:2569974
NCBITaxon:1256275	NCBITaxon:2753271
NCBITaxon:1256283	NCBITaxon:1256282
NCBITaxon:12563	NCBITaxon:244589
NCBITaxon:12564	NCBITaxon:12124
NCBITaxon:1256406	NCBITaxon:1429837
NCBITaxon:12565	NCBITaxon:11569
NCBITaxon:125666	NCBITaxon:261811
NCBITaxon:1256666	NCBITaxon:1250332
NCBITaxon:1256667	NCBITaxon:1250333
NCBITaxon:1256672	NCBITaxon:1853127
NCBITaxon:1256674	NCBITaxon:28843
NCBITaxon:1256676	NCBITaxon:1853127
NCBITaxon:1256863	NCBITaxon:3370989
NCBITaxon:1256984	NCBITaxon:109161
NCBITaxon:125701	NCBITaxon:2775372
NCBITaxon:1257027	NCBITaxon:713595
NCBITaxon:125707	NCBITaxon:1284879
NCBITaxon:12571	NCBITaxon:2881402
NCBITaxon:1257105	NCBITaxon:3334831
NCBITaxon:12572	NCBITaxon:12438
NCBITaxon:1257279	NCBITaxon:128442
NCBITaxon:125749	NCBITaxon:125651
NCBITaxon:125767	NCBITaxon:125730
NCBITaxon:125779	NCBITaxon:125730
NCBITaxon:125785	NCBITaxon:125784
NCBITaxon:12581	NCBITaxon:11866
NCBITaxon:125850	NCBITaxon:125851
NCBITaxon:1258555	NCBITaxon:2716803
NCBITaxon:1258563	NCBITaxon:303672
NCBITaxon:125861	NCBITaxon:81931
NCBITaxon:1258652	NCBITaxon:941172
NCBITaxon:1258663	NCBITaxon:79220
NCBITaxon:125867	NCBITaxon:384071
NCBITaxon:125869	NCBITaxon:384065
NCBITaxon:1258707	NCBITaxon:1490495
NCBITaxon:1258708	NCBITaxon:1490495
NCBITaxon:1258709	NCBITaxon:1490495
NCBITaxon:1258710	NCBITaxon:1490495
NCBITaxon:1258711	NCBITaxon:1490495
NCBITaxon:1258712	NCBITaxon:1490495
NCBITaxon:1258715	NCBITaxon:300239
NCBITaxon:1258718	NCBITaxon:1573532
NCBITaxon:1258720	NCBITaxon:126966
NCBITaxon:1258724	NCBITaxon:3369995
NCBITaxon:125874	NCBITaxon:184544
NCBITaxon:1258853	NCBITaxon:2953654
NCBITaxon:1258856	NCBITaxon:3686205
NCBITaxon:1258858	NCBITaxon:1664
NCBITaxon:1258866	NCBITaxon:2953654
NCBITaxon:1258867	NCBITaxon:3686203
NCBITaxon:1258889	NCBITaxon:3686210
NCBITaxon:1258901	NCBITaxon:3686205
NCBITaxon:1258946	NCBITaxon:2953651
NCBITaxon:1258948	NCBITaxon:2953651
NCBITaxon:1258949	NCBITaxon:3686204
NCBITaxon:1258957	NCBITaxon:2953651
NCBITaxon:1258982	NCBITaxon:3686207
NCBITaxon:1258983	NCBITaxon:1664
NCBITaxon:1258986	NCBITaxon:3686206
NCBITaxon:1259001	NCBITaxon:3686208
NCBITaxon:1259004	NCBITaxon:3686209
NCBITaxon:1259005	NCBITaxon:3686206
NCBITaxon:125902	NCBITaxon:184545
NCBITaxon:125908	NCBITaxon:109208
NCBITaxon:12591	NCBITaxon:40051
NCBITaxon:12592	NCBITaxon:10510
NCBITaxon:1259207	NCBITaxon:1259217
NCBITaxon:1259215	NCBITaxon:1259217
NCBITaxon:12593	NCBITaxon:35244
NCBITaxon:125951	NCBITaxon:1610824
NCBITaxon:125953	NCBITaxon:159602
NCBITaxon:1259663	NCBITaxon:2984948
NCBITaxon:1259879	NCBITaxon:240460
NCBITaxon:1259971	NCBITaxon:217523
NCBITaxon:1259978	NCBITaxon:300876
NCBITaxon:1260042	NCBITaxon:1449545
NCBITaxon:1260067	NCBITaxon:324704
NCBITaxon:1260100	NCBITaxon:2733456
NCBITaxon:1260101	NCBITaxon:2955310
NCBITaxon:1260102	NCBITaxon:2955310
NCBITaxon:1260104	NCBITaxon:2955310
NCBITaxon:1260106	NCBITaxon:1108959
NCBITaxon:1260144	NCBITaxon:1260133
NCBITaxon:1260368	NCBITaxon:3147998
NCBITaxon:1260369	NCBITaxon:1250541
NCBITaxon:1260370	NCBITaxon:1389135
NCBITaxon:1260371	NCBITaxon:1389135
NCBITaxon:12604	NCBITaxon:11246
NCBITaxon:1260442	NCBITaxon:1389135
NCBITaxon:1260506	NCBITaxon:1345658
NCBITaxon:1260534	NCBITaxon:3112274
NCBITaxon:1260548	NCBITaxon:2736661
NCBITaxon:126068	NCBITaxon:1168716
NCBITaxon:12607	NCBITaxon:10512
NCBITaxon:1260756	NCBITaxon:135514
NCBITaxon:1260776	NCBITaxon:682744
NCBITaxon:1260785	NCBITaxon:1263550
NCBITaxon:1260841	NCBITaxon:1969381
NCBITaxon:1260850	NCBITaxon:2887166
NCBITaxon:1260891	NCBITaxon:560269
NCBITaxon:1260921	NCBITaxon:1171616
NCBITaxon:1260922	NCBITaxon:1835347
NCBITaxon:1260923	NCBITaxon:1835347
NCBITaxon:1260925	NCBITaxon:1258565
NCBITaxon:1260986	NCBITaxon:2555876
NCBITaxon:12610	NCBITaxon:11660
NCBITaxon:1261051	NCBITaxon:1261050
NCBITaxon:1261109	NCBITaxon:1158280
NCBITaxon:1261123	NCBITaxon:1220585
NCBITaxon:1261162	NCBITaxon:40491
NCBITaxon:126128	NCBITaxon:2968968
NCBITaxon:12613	NCBITaxon:31658
NCBITaxon:1261377	NCBITaxon:3449337
NCBITaxon:1261378	NCBITaxon:3449341
NCBITaxon:1261379	NCBITaxon:3449342
NCBITaxon:1261380	NCBITaxon:3449344
NCBITaxon:1261381	NCBITaxon:3449345
NCBITaxon:12614	NCBITaxon:10401
NCBITaxon:1261414	NCBITaxon:1028676
NCBITaxon:1261507	NCBITaxon:346097
NCBITaxon:1261534	NCBITaxon:173942
NCBITaxon:1261558	NCBITaxon:1260821
NCBITaxon:1261568	NCBITaxon:2006970
NCBITaxon:1261575	NCBITaxon:1917029
NCBITaxon:1261577	NCBITaxon:2008714
NCBITaxon:1261580	NCBITaxon:3111280
NCBITaxon:12616	NCBITaxon:12478
NCBITaxon:1261602	NCBITaxon:303672
NCBITaxon:1261603	NCBITaxon:1136135
NCBITaxon:1261639	NCBITaxon:2731255
NCBITaxon:1261640	NCBITaxon:2652292
NCBITaxon:1261663	NCBITaxon:222757
NCBITaxon:1261668	NCBITaxon:402453
NCBITaxon:1261681	NCBITaxon:402454
NCBITaxon:1261695	NCBITaxon:286258
NCBITaxon:126171	NCBITaxon:507867
NCBITaxon:126178	NCBITaxon:70895
NCBITaxon:126186	NCBITaxon:1407494
NCBITaxon:12619	NCBITaxon:46021
NCBITaxon:126193	NCBITaxon:6962
NCBITaxon:1262065	NCBITaxon:1262055
NCBITaxon:1262088	NCBITaxon:589976
NCBITaxon:1262096	NCBITaxon:1261550
NCBITaxon:1262097	NCBITaxon:1261551
NCBITaxon:1262118	NCBITaxon:488967
NCBITaxon:1262232	NCBITaxon:666059
NCBITaxon:1262236	NCBITaxon:716615
NCBITaxon:1262243	NCBITaxon:560763
NCBITaxon:126225	NCBITaxon:3425606
NCBITaxon:1262253	NCBITaxon:3456410
NCBITaxon:1262310	NCBITaxon:1262359
NCBITaxon:1262311	NCBITaxon:1262360
NCBITaxon:1262385	NCBITaxon:1447020
NCBITaxon:1262404	NCBITaxon:2494361
NCBITaxon:1262405	NCBITaxon:2798398
NCBITaxon:12625	NCBITaxon:11096
NCBITaxon:1262531	NCBITaxon:1173769
NCBITaxon:1262552	NCBITaxon:2528527
NCBITaxon:1262586	NCBITaxon:1262585
NCBITaxon:1262606	NCBITaxon:1084751
NCBITaxon:1262648	NCBITaxon:3384010
NCBITaxon:126266	NCBITaxon:130427
NCBITaxon:126267	NCBITaxon:130428
NCBITaxon:1262674	NCBITaxon:3004155
NCBITaxon:126271	NCBITaxon:59691
NCBITaxon:1262720	NCBITaxon:1262671
NCBITaxon:1262727	NCBITaxon:3464178
NCBITaxon:1262729	NCBITaxon:2981915
NCBITaxon:126274	NCBITaxon:104255
NCBITaxon:12629	NCBITaxon:33757
NCBITaxon:12630	NCBITaxon:12072
NCBITaxon:1263015	NCBITaxon:3083063
NCBITaxon:1263119	NCBITaxon:1215343
NCBITaxon:1263139	NCBITaxon:1263140
NCBITaxon:1263191	NCBITaxon:2666516
NCBITaxon:1263231	NCBITaxon:232728
NCBITaxon:1263232	NCBITaxon:666564
NCBITaxon:1263236	NCBITaxon:2810204
NCBITaxon:1263249	NCBITaxon:3230092
NCBITaxon:1263251	NCBITaxon:3230086
NCBITaxon:1263254	NCBITaxon:227404
NCBITaxon:1263286	NCBITaxon:230806
NCBITaxon:1263291	NCBITaxon:875362
NCBITaxon:126331	NCBITaxon:81093
NCBITaxon:1263325	NCBITaxon:1263324
NCBITaxon:1263414	NCBITaxon:1646344
NCBITaxon:1263425	NCBITaxon:2050985
NCBITaxon:126343	NCBITaxon:179838
NCBITaxon:1263503	NCBITaxon:1277256
NCBITaxon:1263616	NCBITaxon:1263550
NCBITaxon:1263617	NCBITaxon:1263550
NCBITaxon:1263618	NCBITaxon:1263550
NCBITaxon:1263619	NCBITaxon:1263550
NCBITaxon:1263620	NCBITaxon:1263550
NCBITaxon:1263621	NCBITaxon:1263550
NCBITaxon:1263622	NCBITaxon:1263550
NCBITaxon:1263623	NCBITaxon:1263550
NCBITaxon:1263624	NCBITaxon:1263550
NCBITaxon:1263644	NCBITaxon:2021556
NCBITaxon:1263655	NCBITaxon:123205
NCBITaxon:1263716	NCBITaxon:249525
NCBITaxon:1263717	NCBITaxon:1384132
NCBITaxon:1263750	NCBITaxon:1183151
NCBITaxon:126379	NCBITaxon:458418
NCBITaxon:1263843	NCBITaxon:1263844
NCBITaxon:1263889	NCBITaxon:1651791
NCBITaxon:1263980	NCBITaxon:1418036
NCBITaxon:126402	NCBITaxon:6315
NCBITaxon:126409	NCBITaxon:126411
NCBITaxon:126423	NCBITaxon:880152
NCBITaxon:1264559	NCBITaxon:1524323
NCBITaxon:1264569	NCBITaxon:1084692
NCBITaxon:1264596	NCBITaxon:2878388
NCBITaxon:12646	NCBITaxon:12440
NCBITaxon:1264670	NCBITaxon:3374931
NCBITaxon:1264671	NCBITaxon:641299
NCBITaxon:1264672	NCBITaxon:1071789
NCBITaxon:1264796	NCBITaxon:1600265
NCBITaxon:1264797	NCBITaxon:1600282
NCBITaxon:1264798	NCBITaxon:1600283
NCBITaxon:126482	NCBITaxon:74369
NCBITaxon:1264879	NCBITaxon:1260768
NCBITaxon:1264928	NCBITaxon:1265806
NCBITaxon:1264929	NCBITaxon:1265744
NCBITaxon:1264967	NCBITaxon:8683
NCBITaxon:1264971	NCBITaxon:1938712
NCBITaxon:1265289	NCBITaxon:1262449
NCBITaxon:1265331	NCBITaxon:2993798
NCBITaxon:1265457	NCBITaxon:1265458
NCBITaxon:1265519	NCBITaxon:1202974
NCBITaxon:1265520	NCBITaxon:1202974
NCBITaxon:1265521	NCBITaxon:1202974
NCBITaxon:1265522	NCBITaxon:1202974
NCBITaxon:1265523	NCBITaxon:1202974
NCBITaxon:1265524	NCBITaxon:1202974
NCBITaxon:1265545	NCBITaxon:1242862
NCBITaxon:1265546	NCBITaxon:1242862
NCBITaxon:1265590	NCBITaxon:1104707
NCBITaxon:1265730	NCBITaxon:2964767
NCBITaxon:126575	NCBITaxon:109482
NCBITaxon:126578	NCBITaxon:2678873
NCBITaxon:1265814	NCBITaxon:2797237
NCBITaxon:1265828	NCBITaxon:1006155
NCBITaxon:1265847	NCBITaxon:1121126
NCBITaxon:1265879	NCBITaxon:2724934
NCBITaxon:1265887	NCBITaxon:1265889
NCBITaxon:126589	NCBITaxon:64495
NCBITaxon:1265898	NCBITaxon:2066985
NCBITaxon:1265899	NCBITaxon:2051893
NCBITaxon:126590	NCBITaxon:146617
NCBITaxon:1265901	NCBITaxon:1315226
NCBITaxon:1265905	NCBITaxon:1848540
NCBITaxon:126597	NCBITaxon:137481
NCBITaxon:126598	NCBITaxon:76172
NCBITaxon:1265980	NCBITaxon:2601898
NCBITaxon:126599	NCBITaxon:120394
NCBITaxon:126600	NCBITaxon:885509
NCBITaxon:126601	NCBITaxon:885517
NCBITaxon:126602	NCBITaxon:885432
NCBITaxon:126603	NCBITaxon:885422
NCBITaxon:1266037	NCBITaxon:43700
NCBITaxon:126604	NCBITaxon:885508
NCBITaxon:1266041	NCBITaxon:51685
NCBITaxon:126605	NCBITaxon:885512
NCBITaxon:126607	NCBITaxon:357130
NCBITaxon:1266097	NCBITaxon:1426870
NCBITaxon:126611	NCBITaxon:885514
NCBITaxon:126614	NCBITaxon:885424
NCBITaxon:126626	NCBITaxon:884348
NCBITaxon:126630	NCBITaxon:884349
NCBITaxon:126632	NCBITaxon:142290
NCBITaxon:1266335	NCBITaxon:568682
NCBITaxon:1266339	NCBITaxon:96775
NCBITaxon:1266487	NCBITaxon:142900
NCBITaxon:1266516	NCBITaxon:1266528
NCBITaxon:1266526	NCBITaxon:1315227
NCBITaxon:126656	NCBITaxon:379741
NCBITaxon:126658	NCBITaxon:379740
NCBITaxon:1266629	NCBITaxon:2153311
NCBITaxon:126666	NCBITaxon:1005670
NCBITaxon:1266660	NCBITaxon:1072105
NCBITaxon:126674	NCBITaxon:126676
NCBITaxon:1266745	NCBITaxon:1266822
NCBITaxon:1266747	NCBITaxon:3449343
NCBITaxon:1266773	NCBITaxon:1266770
NCBITaxon:126680	NCBITaxon:1288292
NCBITaxon:1266818	NCBITaxon:1266820
NCBITaxon:1266819	NCBITaxon:1266821
NCBITaxon:126682	NCBITaxon:1192863
NCBITaxon:1266855	NCBITaxon:1266857
NCBITaxon:1266856	NCBITaxon:1266858
NCBITaxon:1266859	NCBITaxon:212353
NCBITaxon:1266904	NCBITaxon:1573173
NCBITaxon:1266929	NCBITaxon:603630
NCBITaxon:1266939	NCBITaxon:603985
NCBITaxon:1266967	NCBITaxon:556219
NCBITaxon:126701	NCBITaxon:1569666
NCBITaxon:1267011	NCBITaxon:467496
NCBITaxon:126704	NCBITaxon:1288290
NCBITaxon:126705	NCBITaxon:559175
NCBITaxon:126706	NCBITaxon:1471025
NCBITaxon:1267060	NCBITaxon:1485291
NCBITaxon:1267061	NCBITaxon:1427713
NCBITaxon:1267069	NCBITaxon:2069439
NCBITaxon:1267084	NCBITaxon:361012
NCBITaxon:1267089	NCBITaxon:360974
NCBITaxon:1267090	NCBITaxon:360975
NCBITaxon:1267115	NCBITaxon:156533
NCBITaxon:126714	NCBITaxon:3149563
NCBITaxon:126715	NCBITaxon:690715
NCBITaxon:1267157	NCBITaxon:1267156
NCBITaxon:126717	NCBITaxon:3149564
NCBITaxon:1267192	NCBITaxon:435220
NCBITaxon:126722	NCBITaxon:555356
NCBITaxon:1267222	NCBITaxon:375175
NCBITaxon:1267228	NCBITaxon:207471
NCBITaxon:1267233	NCBITaxon:1612340
NCBITaxon:126729	NCBITaxon:48224
NCBITaxon:1267464	NCBITaxon:341452
NCBITaxon:1267512	NCBITaxon:1205678
NCBITaxon:126752	NCBITaxon:126747
NCBITaxon:1267526	NCBITaxon:1267525
NCBITaxon:1267535	NCBITaxon:639034
NCBITaxon:126759	NCBITaxon:126747
NCBITaxon:126770	NCBITaxon:126747
NCBITaxon:126780	NCBITaxon:28448
NCBITaxon:1267802	NCBITaxon:285
NCBITaxon:1267803	NCBITaxon:285
NCBITaxon:1267804	NCBITaxon:285
NCBITaxon:1267805	NCBITaxon:285
NCBITaxon:1267806	NCBITaxon:285
NCBITaxon:1267807	NCBITaxon:285
NCBITaxon:1267808	NCBITaxon:285
NCBITaxon:126790	NCBITaxon:1849603
NCBITaxon:126791	NCBITaxon:35670
NCBITaxon:126798	NCBITaxon:39101
NCBITaxon:126807	NCBITaxon:114430
NCBITaxon:1268087	NCBITaxon:3351846
NCBITaxon:126809	NCBITaxon:2781061
NCBITaxon:1268090	NCBITaxon:80952
NCBITaxon:126812	NCBITaxon:2653979
NCBITaxon:1268158	NCBITaxon:3139922
NCBITaxon:1268159	NCBITaxon:3139922
NCBITaxon:126816	NCBITaxon:946373
