strain_id	bacdive_id	designation	taxon_ids	lpsn_ids	culture_collection_ids	medium_count
kgmicrobe.strain:bacdive_85	85		NCBITaxon:1231352	lpsn:789891	kgmicrobe.strain:ATCC-35959|kgmicrobe.strain:BCC-6318|kgmicrobe.strain:BCRC-14157|kgmicrobe.strain:CCUG-18123|kgmicrobe.strain:CGMCC-1.1811|kgmicrobe.strain:CIP-103110|kgmicrobe.strain:DSM-5602|kgmicrobe.strain:IFO-14820|kgmicrobe.strain:JCM-7643|kgmicrobe.strain:LMG-1527|kgmicrobe.strain:NBRC-14820|kgmicrobe.strain:NCIMB-8746|kgmicrobe.strain:VTT-E-97829	0
kgmicrobe.strain:bacdive_86	86		NCBITaxon:28448		kgmicrobe.strain:ATCC-11142|kgmicrobe.strain:CECT-473|kgmicrobe.strain:DSM-2325|kgmicrobe.strain:IAM-14352|kgmicrobe.strain:JCM-21166|kgmicrobe.strain:LMD-75.1|kgmicrobe.strain:LMG-1518|kgmicrobe.strain:LMG-1538|kgmicrobe.strain:NCIB-5346|kgmicrobe.strain:NCIMB-5346|kgmicrobe.strain:NCTC-5346	0
kgmicrobe.strain:bacdive_87	87	B 4168	NCBITaxon:28448		kgmicrobe.strain:ATCC-23768|kgmicrobe.strain:DSM-2004|kgmicrobe.strain:IAM-14356|kgmicrobe.strain:JCM-21169|kgmicrobe.strain:NCIB-7029|kgmicrobe.strain:NCIMB-7029|kgmicrobe.strain:NCTC-7029	0
kgmicrobe.strain:bacdive_88	88		NCBITaxon:1220579		kgmicrobe.strain:ATCC-23767|kgmicrobe.strain:BCC-7226|kgmicrobe.strain:BCRC-12952|kgmicrobe.strain:CCM-3611|kgmicrobe.strain:CCUG-37299|kgmicrobe.strain:CECT-7351|kgmicrobe.strain:CIP-103107|kgmicrobe.strain:DSM-6513|kgmicrobe.strain:IFO-15237|kgmicrobe.strain:JCM-7644|kgmicrobe.strain:LMG-1515|kgmicrobe.strain:NBRC-15237|kgmicrobe.strain:NCIMB-11664|kgmicrobe.strain:NCTC-4112|kgmicrobe.strain:VTT-E-97831	0
kgmicrobe.strain:bacdive_89	89	Blackley strain G2, BU 335	NCBITaxon:28448		kgmicrobe.strain:ATCC-10245|kgmicrobe.strain:CCM-2360|kgmicrobe.strain:CIP-109889|kgmicrobe.strain:DSM-46604|kgmicrobe.strain:IFO-3173|kgmicrobe.strain:IMET-10315|kgmicrobe.strain:LBG-4113|kgmicrobe.strain:NBRC-3173|kgmicrobe.strain:NCIB-8034|kgmicrobe.strain:NRC-6018	0
kgmicrobe.strain:bacdive_90	90	East Africa	NCBITaxon:28448		kgmicrobe.strain:ATCC-14851|kgmicrobe.strain:DSM-46605|kgmicrobe.strain:IMET-10316|kgmicrobe.strain:NCIB-8132	0
kgmicrobe.strain:bacdive_91	91		NCBITaxon:1307938	lpsn:789894	kgmicrobe.strain:BCC-36445|kgmicrobe.strain:BCRC-17057|kgmicrobe.strain:CIP-105763|kgmicrobe.strain:DSM-11826|kgmicrobe.strain:JCM-16937|kgmicrobe.strain:LMG-18849|kgmicrobe.strain:LTH-2460|kgmicrobe.strain:NCIMB-13557	0
kgmicrobe.strain:bacdive_92	92	TF2	NCBITaxon:66229	lpsn:789890	kgmicrobe.strain:BCC-36447|kgmicrobe.strain:BCC-36457|kgmicrobe.strain:BCRC-17055|kgmicrobe.strain:CIP-105780|kgmicrobe.strain:DSM-11804|kgmicrobe.strain:JCM-16936|kgmicrobe.strain:LMG-18909|kgmicrobe.strain:ZIM-B073	0
kgmicrobe.strain:bacdive_93	93		NCBITaxon:1307943	lpsn:789889	kgmicrobe.strain:BCC-36451|kgmicrobe.strain:CIP-109760|kgmicrobe.strain:DSM-16373|kgmicrobe.strain:DST-GL01|kgmicrobe.strain:JCM-17123|kgmicrobe.strain:LMG-22125	0
kgmicrobe.strain:bacdive_94	94		NCBITaxon:1307939	lpsn:789895	kgmicrobe.strain:BCC-36452|kgmicrobe.strain:CIP-109761|kgmicrobe.strain:DSM-16663|kgmicrobe.strain:DST-GL02|kgmicrobe.strain:JCM-17122|kgmicrobe.strain:LMG-22126	0
kgmicrobe.strain:bacdive_95	95		NCBITaxon:1307942	lpsn:789898	kgmicrobe.strain:ATCC-700178|kgmicrobe.strain:BCC-7227|kgmicrobe.strain:BCRC-80162|kgmicrobe.strain:BPR-2001|kgmicrobe.strain:CECT-7291|kgmicrobe.strain:CIP-106078|kgmicrobe.strain:DSM-15973|kgmicrobe.strain:JCM-9730|kgmicrobe.strain:LMG-18788	0
kgmicrobe.strain:bacdive_96	96	ZK-CU4	NCBITaxon:2148	lpsn:772547	kgmicrobe.strain:DSM-19106	0
kgmicrobe.strain:bacdive_97	97	PG 8, PG8	NCBITaxon:2148	lpsn:772547	kgmicrobe.strain:ATCC-23206|kgmicrobe.strain:CCUG-32754|kgmicrobe.strain:CIP-75.27|kgmicrobe.strain:DSM-23060|kgmicrobe.strain:IFO-now-NBRC-14400|kgmicrobe.strain:NCTC-10116	0
kgmicrobe.strain:bacdive_98	98	VR4	NCBITaxon:591001	lpsn:772571	kgmicrobe.strain:ATCC-25085|kgmicrobe.strain:CCUG-9996|kgmicrobe.strain:CIP-106432|kgmicrobe.strain:DSM-20731	0
kgmicrobe.strain:bacdive_99	99		NCBITaxon:1120921	lpsn:786784	kgmicrobe.strain:ADV-255.99|kgmicrobe.strain:AIP-283.01|kgmicrobe.strain:CCUG-50930|kgmicrobe.strain:CIP-108586|kgmicrobe.strain:DSM-21505|kgmicrobe.strain:KCTC-15229	0
kgmicrobe.strain:bacdive_100	100	QUM 3679	NCBITaxon:1122957	lpsn:779448	kgmicrobe.strain:ACM-3679|kgmicrobe.strain:DSM-14760	0
kgmicrobe.strain:bacdive_101	101	QUM 3680	NCBITaxon:33025	lpsn:779448	kgmicrobe.strain:ACM-3680|kgmicrobe.strain:DSM-14761	0
kgmicrobe.strain:bacdive_102	102	QUM 3681	NCBITaxon:33025	lpsn:779448	kgmicrobe.strain:ACM-3681|kgmicrobe.strain:DSM-14762	0
kgmicrobe.strain:bacdive_103	103	SE10	NCBITaxon:1123323	lpsn:782285	kgmicrobe.strain:DSM-9236	0
kgmicrobe.strain:bacdive_104	104	B14	NCBITaxon:2775030		kgmicrobe.strain:DSM-11005	0
kgmicrobe.strain:bacdive_105	105	19gly1	NCBITaxon:1069080	lpsn:782287	kgmicrobe.strain:DSM-6222	0
kgmicrobe.strain:bacdive_106	106	ICP	NCBITaxon:525909	lpsn:772578	kgmicrobe.strain:DSM-10331|kgmicrobe.strain:JCM-15462|kgmicrobe.strain:NBRC-103882	0
kgmicrobe.strain:bacdive_107	107		NCBITaxon:121039	lpsn:786480		0
kgmicrobe.strain:bacdive_108	108	T23	NCBITaxon:1121877	lpsn:786480	kgmicrobe.strain:ATCC-BAA-1647|kgmicrobe.strain:DSM-11138|kgmicrobe.strain:DSM-19497	0
kgmicrobe.strain:bacdive_109	109	Y005	NCBITaxon:1121881	lpsn:786612	kgmicrobe.strain:ATCC-BAA-1645|kgmicrobe.strain:DSM-19514	0
kgmicrobe.strain:bacdive_110	110	YM22-133	NCBITaxon:467091	lpsn:788066	kgmicrobe.strain:DSM-18936|kgmicrobe.strain:JCM-17811|kgmicrobe.strain:MBIC-08263	0
kgmicrobe.strain:bacdive_111	111		NCBITaxon:920	lpsn:772587	kgmicrobe.strain:DSM-583	0
kgmicrobe.strain:bacdive_112	112		NCBITaxon:920	lpsn:772587	kgmicrobe.strain:DSM-584	0
kgmicrobe.strain:bacdive_113	113		NCBITaxon:920	lpsn:772587	kgmicrobe.strain:DSM-585	0
kgmicrobe.strain:bacdive_114	114	F221	NCBITaxon:920	lpsn:772587	kgmicrobe.strain:DSM-1927	0
kgmicrobe.strain:bacdive_115	115	N-Fe3	NCBITaxon:920	lpsn:772587	kgmicrobe.strain:DSM-9464	0
kgmicrobe.strain:bacdive_116	116	NFe-4	NCBITaxon:920	lpsn:772587	kgmicrobe.strain:DSM-9465	0
kgmicrobe.strain:bacdive_117	117	Tf18	NCBITaxon:920	lpsn:772587	kgmicrobe.strain:DSM-11477	0
kgmicrobe.strain:bacdive_118	118	TM	NCBITaxon:243159	lpsn:772587	kgmicrobe.strain:ATCC-23270|kgmicrobe.strain:DSM-14882|kgmicrobe.strain:NCIMB-8455	0
kgmicrobe.strain:bacdive_119	119	SS3	NCBITaxon:160808	lpsn:788326	kgmicrobe.strain:DSM-17398	0
kgmicrobe.strain:bacdive_120	120	SP5/1	NCBITaxon:920	lpsn:772587	kgmicrobe.strain:DSM-24419|kgmicrobe.strain:JCM-39165	0
kgmicrobe.strain:bacdive_121	121		NCBITaxon:930	lpsn:772588	kgmicrobe.strain:ATCC-8085|kgmicrobe.strain:DSM-504|kgmicrobe.strain:IAM-12133|kgmicrobe.strain:IFO-12544|kgmicrobe.strain:JCM-3866|kgmicrobe.strain:NBRC-12544|kgmicrobe.strain:NCIMB-9112	0
kgmicrobe.strain:bacdive_122	122	GP5	NCBITaxon:930	lpsn:772588	kgmicrobe.strain:DSM-622	0
kgmicrobe.strain:bacdive_123	123	B-S2	NCBITaxon:930	lpsn:772588	kgmicrobe.strain:DSM-9463	0
kgmicrobe.strain:bacdive_124	124	Tth04	NCBITaxon:930	lpsn:772588	kgmicrobe.strain:DSM-11478	0
kgmicrobe.strain:bacdive_125	125	3/TA	NCBITaxon:637390	lpsn:772588	kgmicrobe.strain:ATCC-19377|kgmicrobe.strain:CIP-104597|kgmicrobe.strain:DSM-14887|kgmicrobe.strain:IAM-12134|kgmicrobe.strain:JCM-3867|kgmicrobe.strain:NCIMB-8343	0
kgmicrobe.strain:bacdive_126	126	KU	NCBITaxon:637389	lpsn:772586	kgmicrobe.strain:ATCC-51756|kgmicrobe.strain:DSM-8584	0
kgmicrobe.strain:bacdive_127	127	C-SH12	NCBITaxon:33059	lpsn:772586	kgmicrobe.strain:DSM-9466	0
kgmicrobe.strain:bacdive_128	128		NCBITaxon:119978	lpsn:772585	kgmicrobe.strain:ATCC-35403|kgmicrobe.strain:DSM-14366	0
kgmicrobe.strain:bacdive_129	129	NO-37	NCBITaxon:160808	lpsn:788326	kgmicrobe.strain:DSM-22755|kgmicrobe.strain:JCM-15606	0
kgmicrobe.strain:bacdive_130	130	HV2/2	NCBITaxon:1872118		kgmicrobe.strain:DSM-24413	0
kgmicrobe.strain:bacdive_131	131	161	NCBITaxon:240015	lpsn:772589	kgmicrobe.strain:ATCC-51196|kgmicrobe.strain:BCRC-80197|kgmicrobe.strain:DSM-11244|kgmicrobe.strain:IFO-15755|kgmicrobe.strain:JCM-7670|kgmicrobe.strain:NBRC-15755|kgmicrobe.strain:NCIMB-13165	0
kgmicrobe.strain:bacdive_132	132	Jbg-1	NCBITaxon:388466	lpsn:775879	kgmicrobe.strain:ATCC-BAA-1329|kgmicrobe.strain:DSM-18101	0
kgmicrobe.strain:bacdive_133	133	Wbg-1	NCBITaxon:1121860	lpsn:786349	kgmicrobe.strain:ATCC-BAA-1497|kgmicrobe.strain:DSM-19364	0
kgmicrobe.strain:bacdive_134	134		NCBITaxon:926566	lpsn:786680	kgmicrobe.strain:DSM-18391|kgmicrobe.strain:KBS-63|kgmicrobe.strain:NRRL-B-41598	0
kgmicrobe.strain:bacdive_135	135	SP1PR4	NCBITaxon:870903	lpsn:789377	kgmicrobe.strain:ATCC-BAA-1853|kgmicrobe.strain:DSM-23119	0
kgmicrobe.strain:bacdive_136	136	T4, TPO-1014	NCBITaxon:474952	lpsn:785611	kgmicrobe.strain:ATCC-BAA-1396|kgmicrobe.strain:DSM-18704|kgmicrobe.strain:TPO-1014	0
kgmicrobe.strain:bacdive_137	137	TPB6011	NCBITaxon:474950	lpsn:787099	kgmicrobe.strain:DSM-21001|kgmicrobe.strain:VKM-B-2509	0
kgmicrobe.strain:bacdive_138	138	TPB6028	NCBITaxon:474949	lpsn:788944	kgmicrobe.strain:DSM-22516|kgmicrobe.strain:LMG-25274|kgmicrobe.strain:VKM-B-2571	0
kgmicrobe.strain:bacdive_139	139	OB1010	NCBITaxon:474951	lpsn:788946	kgmicrobe.strain:DSM-22464|kgmicrobe.strain:LMG-25275	0
kgmicrobe.strain:bacdive_140	140	TPB6017	NCBITaxon:474953	lpsn:789679	kgmicrobe.strain:DSM-23630|kgmicrobe.strain:VKM-B-2570	0
kgmicrobe.strain:bacdive_141	141		NCBITaxon:863522	lpsn:789709	kgmicrobe.strain:DSM-22489|kgmicrobe.strain:LMG-25276	0
kgmicrobe.strain:bacdive_142	142	KA1	NCBITaxon:946336	lpsn:789968	kgmicrobe.strain:DSM-23886|kgmicrobe.strain:LMG-25897|kgmicrobe.strain:VKM-B-2678	0
kgmicrobe.strain:bacdive_143	143	WH120	NCBITaxon:542300	lpsn:789969	kgmicrobe.strain:DSM-25248|kgmicrobe.strain:LMG-26244|kgmicrobe.strain:NCCB-100371|kgmicrobe.strain:VKM-B-2677	0
kgmicrobe.strain:bacdive_144	144		NCBITaxon:1657	lpsn:772664	kgmicrobe.strain:ATCC-33144|kgmicrobe.strain:CCUG-19206|kgmicrobe.strain:CIP-105361|kgmicrobe.strain:DSM-20639|kgmicrobe.strain:LMG-18291|kgmicrobe.strain:Soltys-50052	0
kgmicrobe.strain:bacdive_145	145	B 5329	NCBITaxon:1120932	lpsn:792534	kgmicrobe.strain:CCM-4738|kgmicrobe.strain:CCUG-27420|kgmicrobe.strain:CIP-105739|kgmicrobe.strain:DSM-15541|kgmicrobe.strain:LMG-18293	0
kgmicrobe.strain:bacdive_146	146	R9242	NCBITaxon:1120933	lpsn:792535	kgmicrobe.strain:CCUG-46093|kgmicrobe.strain:CIP-107424|kgmicrobe.strain:DSM-15805|kgmicrobe.strain:KCTC-15231	0
kgmicrobe.strain:bacdive_147	147		NCBITaxon:202789		kgmicrobe.strain:CCUG-47753|kgmicrobe.strain:CIP-107404|kgmicrobe.strain:DSM-19118	0
kgmicrobe.strain:bacdive_148	148	P2S, PS1	NCBITaxon:1658	lpsn:772765	kgmicrobe.strain:ATCC-13683|kgmicrobe.strain:CCUG-18308|kgmicrobe.strain:CIP-103258|kgmicrobe.strain:DSM-43014|kgmicrobe.strain:NCTC-11535	0
kgmicrobe.strain:bacdive_149	149	Sh8/4303	NCBITaxon:52767	lpsn:772771	kgmicrobe.strain:ATCC-43322|kgmicrobe.strain:CCUG-32758|kgmicrobe.strain:CIP-103126|kgmicrobe.strain:DSM-20671|kgmicrobe.strain:NCTC-11490	0
kgmicrobe.strain:bacdive_150	150		NCBITaxon:1659	lpsn:772789	kgmicrobe.strain:ATCC-10048|kgmicrobe.strain:CCUG-34702|kgmicrobe.strain:DSM-43011|kgmicrobe.strain:NHI-1829	0
kgmicrobe.strain:bacdive_151	151	Jr 277 (CDC W855)	NCBITaxon:1120944	lpsn:772789	kgmicrobe.strain:ATCC-12102|kgmicrobe.strain:CCUG-18307|kgmicrobe.strain:CCUG-2271|kgmicrobe.strain:CIP-103259|kgmicrobe.strain:DSM-43320|kgmicrobe.strain:IMET-10792|kgmicrobe.strain:JCM-12964|kgmicrobe.strain:KCTC-15377|kgmicrobe.strain:NCTC-12972|kgmicrobe.strain:NIH-277|kgmicrobe.strain:WVU-46	0
kgmicrobe.strain:bacdive_152	152		NCBITaxon:1659	lpsn:772789	kgmicrobe.strain:DSM-43323|kgmicrobe.strain:WVU-339	0
kgmicrobe.strain:bacdive_153	153	Bowden X600S-96, CS 1752, X-600	NCBITaxon:1655	lpsn:772795	kgmicrobe.strain:ATCC-19039|kgmicrobe.strain:CCUG-35337|kgmicrobe.strain:CDC-X-600|kgmicrobe.strain:CIP-100654|kgmicrobe.strain:CIP-104837|kgmicrobe.strain:CIP-82.9|kgmicrobe.strain:DSM-17233|kgmicrobe.strain:DSM-43325|kgmicrobe.strain:JCM-8350|kgmicrobe.strain:WVU-447	0
kgmicrobe.strain:bacdive_154	154		NCBITaxon:1655	lpsn:772795	kgmicrobe.strain:ATCC-12104|kgmicrobe.strain:CCUG-18310|kgmicrobe.strain:CCUG-2238|kgmicrobe.strain:CDC-W826|kgmicrobe.strain:CIP-103128|kgmicrobe.strain:DSM-43013|kgmicrobe.strain:JCM-8349|kgmicrobe.strain:NCTC-10301|kgmicrobe.strain:NIH-279|kgmicrobe.strain:WVU-45	0
kgmicrobe.strain:bacdive_155	155	2A.10, X363	NCBITaxon:1660	lpsn:798123	kgmicrobe.strain:ATCC-17929|kgmicrobe.strain:CCM-4740|kgmicrobe.strain:CCUG-20536|kgmicrobe.strain:CIP-101124|kgmicrobe.strain:DSM-19120|kgmicrobe.strain:DSM-43760|kgmicrobe.strain:JCM-14871|kgmicrobe.strain:LMG-18080|kgmicrobe.strain:NCTC-9935	0
kgmicrobe.strain:bacdive_156	156	1A.21, A.21	NCBITaxon:1660	lpsn:798123	kgmicrobe.strain:ATCC-17982|kgmicrobe.strain:CCUG-18309|kgmicrobe.strain:CIP-104728|kgmicrobe.strain:DSM-43331|kgmicrobe.strain:NCTC-9931|kgmicrobe.strain:WVU-868	0
kgmicrobe.strain:bacdive_157	157		NCBITaxon:1656	lpsn:772815	kgmicrobe.strain:ATCC-15987|kgmicrobe.strain:CCUG-14476|kgmicrobe.strain:CCUG-35450|kgmicrobe.strain:CECT-488|kgmicrobe.strain:CIP-103147|kgmicrobe.strain:DSM-43327|kgmicrobe.strain:JCM-8353|kgmicrobe.strain:KCTC-15382|kgmicrobe.strain:NBIMCC-71|kgmicrobe.strain:NCTC-10951|kgmicrobe.strain:NIH-T-6|kgmicrobe.strain:WVU-745	0
kgmicrobe.strain:bacdive_158	158	Ny 334	NCBITaxon:544580	lpsn:787742	kgmicrobe.strain:DSM-43798	0
kgmicrobe.strain:bacdive_159	159	2-606-032	NCBITaxon:1120943	lpsn:772780	kgmicrobe.strain:ATCC-23860|kgmicrobe.strain:CCUG-32936|kgmicrobe.strain:CCUG-34703|kgmicrobe.strain:CDC-W838|kgmicrobe.strain:CIP-105418|kgmicrobe.strain:DSM-6844|kgmicrobe.strain:JCM-12963|kgmicrobe.strain:VPI-12594	0
kgmicrobe.strain:bacdive_160	160		NCBITaxon:52770	lpsn:798112	kgmicrobe.strain:ATCC-35275|kgmicrobe.strain:CCUG-32937|kgmicrobe.strain:CIP-103127|kgmicrobe.strain:CIP-103149|kgmicrobe.strain:DSM-20732|kgmicrobe.strain:UCD-332-981|kgmicrobe.strain:UCD-81-332-9	0
kgmicrobe.strain:bacdive_161	161		NCBITaxon:52773	lpsn:798116	kgmicrobe.strain:ATCC-35568|kgmicrobe.strain:CCUG-21024|kgmicrobe.strain:CIP-103148|kgmicrobe.strain:DSM-20733|kgmicrobe.strain:LMG-16161|kgmicrobe.strain:PIP-2477B|kgmicrobe.strain:VPI-8617	0
kgmicrobe.strain:bacdive_162	162	D145A-07	NCBITaxon:1120942	lpsn:798109	kgmicrobe.strain:ATCC-49285|kgmicrobe.strain:CCUG-32935|kgmicrobe.strain:CIP-104749|kgmicrobe.strain:DSM-6843|kgmicrobe.strain:VPI-D145A-07|kgmicrobe.strain:VPI-D145A-7	0
kgmicrobe.strain:bacdive_163	163		NCBITaxon:29317		kgmicrobe.strain:ATCC-19010|kgmicrobe.strain:CDC-A-1|kgmicrobe.strain:DSM-43318|kgmicrobe.strain:WVU-386	0
kgmicrobe.strain:bacdive_164	164	8/46-47	NCBITaxon:52769	lpsn:772780	kgmicrobe.strain:ATCC-29322|kgmicrobe.strain:CCUG-32939|kgmicrobe.strain:CIP-103260|kgmicrobe.strain:DSM-43322|kgmicrobe.strain:WVU-307	0
kgmicrobe.strain:bacdive_165	165		NCBITaxon:29317		kgmicrobe.strain:DSM-43329|kgmicrobe.strain:WVU-1065	0
kgmicrobe.strain:bacdive_166	166	50/90	NCBITaxon:29318		kgmicrobe.strain:CCUG-32253|kgmicrobe.strain:CIP-104016|kgmicrobe.strain:DSM-8577	0
kgmicrobe.strain:bacdive_167	167	97/90	NCBITaxon:1120945		kgmicrobe.strain:ATCC-51847|kgmicrobe.strain:CCUG-32252|kgmicrobe.strain:CIP-104015|kgmicrobe.strain:DSM-8576	0
kgmicrobe.strain:bacdive_168	168	APL1	NCBITaxon:131110	lpsn:798124	kgmicrobe.strain:ATCC-51856|kgmicrobe.strain:CCUG-32394|kgmicrobe.strain:CIP-105358|kgmicrobe.strain:DSM-9169	0
kgmicrobe.strain:bacdive_169	169	APL10	NCBITaxon:131111	lpsn:798126	kgmicrobe.strain:ATCC-51857|kgmicrobe.strain:CCUG-32401|kgmicrobe.strain:CIP-105357|kgmicrobe.strain:DSM-9168	0
kgmicrobe.strain:bacdive_170	170	BM 1192/5	NCBITaxon:29316	lpsn:798114	kgmicrobe.strain:ATCC-51367|kgmicrobe.strain:CCUG-35604|kgmicrobe.strain:CCUG-35715|kgmicrobe.strain:CIP-103923|kgmicrobe.strain:DSM-10695|kgmicrobe.strain:NCFB-2983	0
kgmicrobe.strain:bacdive_171	171		NCBITaxon:66228	lpsn:798107	kgmicrobe.strain:DMMZ-747|kgmicrobe.strain:DSM-11076	0
kgmicrobe.strain:bacdive_172	172		NCBITaxon:66228	lpsn:798107	kgmicrobe.strain:CCUG-35467|kgmicrobe.strain:CIP-105400|kgmicrobe.strain:DMMZ-1113|kgmicrobe.strain:DSM-11077	0
kgmicrobe.strain:bacdive_173	173		NCBITaxon:66228	lpsn:798107	kgmicrobe.strain:CCUG-35470|kgmicrobe.strain:CIP-105309|kgmicrobe.strain:DMMZ-1284|kgmicrobe.strain:DSM-11078	0
kgmicrobe.strain:bacdive_174	174	M1749/98/1	NCBITaxon:156892	lpsn:798115	kgmicrobe.strain:CCUG-41710|kgmicrobe.strain:CIP-106509|kgmicrobe.strain:DSM-15383	0
kgmicrobe.strain:bacdive_175	175	M1192/98/1	NCBITaxon:119495	lpsn:772769	kgmicrobe.strain:CCUG-41709|kgmicrobe.strain:CIP-106507|kgmicrobe.strain:DSM-15415	0
kgmicrobe.strain:bacdive_176	176	AO 96-06841	NCBITaxon:111015	lpsn:772802	kgmicrobe.strain:CCUG-36733|kgmicrobe.strain:CIP-106352|kgmicrobe.strain:DSM-15433	0
kgmicrobe.strain:bacdive_177	177	M1327/95/1, M1327/96/1	NCBITaxon:131109	lpsn:772766	kgmicrobe.strain:CCUG-37421|kgmicrobe.strain:CIP-106647|kgmicrobe.strain:DSM-15435	0
kgmicrobe.strain:bacdive_178	178		NCBITaxon:525246	lpsn:772811	kgmicrobe.strain:CCUG-38702|kgmicrobe.strain:CIP-106421|kgmicrobe.strain:DSM-15434	0
kgmicrobe.strain:bacdive_179	179	M343/98/2	NCBITaxon:525245	lpsn:798106	kgmicrobe.strain:CCUG-41708|kgmicrobe.strain:CIP-106873|kgmicrobe.strain:DSM-15436	0
kgmicrobe.strain:bacdive_180	180	IFR M2289/98/2, M2289/98/2	NCBITaxon:100469	lpsn:798104	kgmicrobe.strain:CCUG-41706|kgmicrobe.strain:CIP-106351|kgmicrobe.strain:DSM-15536	0
kgmicrobe.strain:bacdive_181	181	Hudd B9912678	NCBITaxon:132933	lpsn:798108	kgmicrobe.strain:CCUG-42773|kgmicrobe.strain:CIP-106713|kgmicrobe.strain:DSM-15537|kgmicrobe.strain:KCTC-15233	0
kgmicrobe.strain:bacdive_182	182	SVA 489II	NCBITaxon:1120946	lpsn:798125	kgmicrobe.strain:CCUG-39276|kgmicrobe.strain:CIP-106779|kgmicrobe.strain:DSM-15538|kgmicrobe.strain:KCTC-19918	0
kgmicrobe.strain:bacdive_183	183	HKU8	NCBITaxon:178339	lpsn:798111	kgmicrobe.strain:CCUG-48484|kgmicrobe.strain:CIP-107949|kgmicrobe.strain:DSM-15629|kgmicrobe.strain:LMG-21939	0
kgmicrobe.strain:bacdive_184	184	R10394, 1010306	NCBITaxon:181487	lpsn:798105	kgmicrobe.strain:CCUG-44997|kgmicrobe.strain:CIP-107323|kgmicrobe.strain:DSM-15803	0
kgmicrobe.strain:bacdive_185	185	R10176	NCBITaxon:1120947	lpsn:798127	kgmicrobe.strain:CCUG-46091|kgmicrobe.strain:CIP-107423|kgmicrobe.strain:DSM-15804	0
kgmicrobe.strain:bacdive_186	186		NCBITaxon:55565	lpsn:772784	kgmicrobe.strain:CCM-4739|kgmicrobe.strain:CCUG-27294|kgmicrobe.strain:CIP-105737|kgmicrobe.strain:DSM-15540	0
kgmicrobe.strain:bacdive_187	187	R5292	NCBITaxon:206043	lpsn:772799	kgmicrobe.strain:CCUG-46090|kgmicrobe.strain:CIP-107639|kgmicrobe.strain:DSM-17234|kgmicrobe.strain:Hall-R5292|kgmicrobe.strain:JCM-17565|kgmicrobe.strain:KCTC-15234	0
kgmicrobe.strain:bacdive_188	188	R2014	NCBITaxon:208480	lpsn:798118	kgmicrobe.strain:CCUG-46092|kgmicrobe.strain:CIP-107668|kgmicrobe.strain:DSM-19116	0
kgmicrobe.strain:bacdive_189	189	R18165	NCBITaxon:1120941	lpsn:783300	kgmicrobe.strain:CCUG-48064|kgmicrobe.strain:CIP-108337|kgmicrobe.strain:DSM-19115|kgmicrobe.strain:KCTC-15232	0
kgmicrobe.strain:bacdive_190	190	genospecies WVA 963, genospecies(serotype) WVA 963	NCBITaxon:544581	lpsn:787741	kgmicrobe.strain:ATCC-49338|kgmicrobe.strain:CCUG-34287|kgmicrobe.strain:DSM-23038|kgmicrobe.strain:JCM-16129|kgmicrobe.strain:KCTC-15157|kgmicrobe.strain:VPI-D135D-26	0
kgmicrobe.strain:bacdive_191	191	W1053	NCBITaxon:544580	lpsn:787742	kgmicrobe.strain:ATCC-27044|kgmicrobe.strain:CCUG-34288|kgmicrobe.strain:DSM-23056|kgmicrobe.strain:JCM-16131|kgmicrobe.strain:WVU-474	0
kgmicrobe.strain:bacdive_192	192	4401292	NCBITaxon:1167628	lpsn:787743	kgmicrobe.strain:CCUG-53522|kgmicrobe.strain:CIP-109360|kgmicrobe.strain:CSUR-P18|kgmicrobe.strain:DSM-23047|kgmicrobe.strain:JCM-16130|kgmicrobe.strain:KCTC-15158	0
kgmicrobe.strain:bacdive_193	193	7400942	NCBITaxon:521393	lpsn:788611	kgmicrobe.strain:CCUG-55928|kgmicrobe.strain:CSUR-P35|kgmicrobe.strain:DSM-23838|kgmicrobe.strain:KCTC-15137	0
kgmicrobe.strain:bacdive_194	194	1094	NCBITaxon:1288828	lpsn:798110	kgmicrobe.strain:CCUG-57540|kgmicrobe.strain:DSM-22168	0
kgmicrobe.strain:bacdive_195	195	BL-79	NCBITaxon:635203	lpsn:798649	kgmicrobe.strain:CCUG-56698|kgmicrobe.strain:DSM-26713|kgmicrobe.strain:NRRL-B-24670	0
kgmicrobe.strain:bacdive_196	196	2298, 2298/06	NCBITaxon:675090	lpsn:790073	kgmicrobe.strain:CCM-7951|kgmicrobe.strain:CCUG-61299|kgmicrobe.strain:CIP-110333|kgmicrobe.strain:DSM-24894|kgmicrobe.strain:LMG-26472	0
kgmicrobe.strain:bacdive_197	197	11018	NCBITaxon:644284	lpsn:773354	kgmicrobe.strain:ATCC-9345|kgmicrobe.strain:CCM-5947|kgmicrobe.strain:DSM-20595|kgmicrobe.strain:NCTC-8452	0
kgmicrobe.strain:bacdive_198	198	1656	NCBITaxon:28264	lpsn:773354	kgmicrobe.strain:ATCC-BAA-1784|kgmicrobe.strain:DSM-22856	0
kgmicrobe.strain:bacdive_199	199	M1590/94/3	NCBITaxon:131112	lpsn:773356	kgmicrobe.strain:CCUG-38888|kgmicrobe.strain:CIP-105740|kgmicrobe.strain:DSM-10002|kgmicrobe.strain:LMG-18722	0
kgmicrobe.strain:bacdive_200	200	M2464/93/8	NCBITaxon:131112	lpsn:773356	kgmicrobe.strain:DSM-10003	0
