taxon_id	label	rank	parent_id	genetic_code	exact_synonyms	related_synonyms	broad_synonyms	attested_by
NCBITaxon:1	root	NO_RANK		1		all		gold
NCBITaxon:2	Bacteria	DOMAIN	NCBITaxon:131567	11	bacteria|eubacteria	Bacteria (ex Cavalier-Smith 1987)|Bacteria Woese et al. 2024|Bacteriobiota|Monera|Procaryotae|Prokaryota|Prokaryotae|bacteria|prokaryote|prokaryotes		bacdive|mediadive|gold|bactotraits
NCBITaxon:6	Azorhizobium	GENUS	NCBITaxon:335928	11				lpsn
NCBITaxon:7	Azorhizobium caulinodans	SPECIES	NCBITaxon:6	11	Azotirhizobium caulinodans			bacdive|lpsn|gold|madin_etal
NCBITaxon:9	Buchnera aphidicola	SPECIES	NCBITaxon:32199	11				lpsn|gold|madin_etal
NCBITaxon:10	Cellvibrio	GENUS	NCBITaxon:1706371	11				lpsn|gold
NCBITaxon:11	Cellulomonas gilvus	SPECIES	NCBITaxon:1707	11		Cellvibrio gilvus		madin_etal
NCBITaxon:13	Dictyoglomus	GENUS	NCBITaxon:203488	11				lpsn
NCBITaxon:14	Dictyoglomus thermophilum	SPECIES	NCBITaxon:13	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:16	Methylophilus	GENUS	NCBITaxon:32011	11	Methyliphilus			lpsn|gold
NCBITaxon:17	Methylophilus methylotrophus	SPECIES	NCBITaxon:16	11	Methyliphilus methylitrophus|Methyliphilus methylotrophus|Methylophilus methylitrophus	Methylomonas clara|Methylotrophus methylophilus|[Methylomonas] clara		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:18	Pelobacter	GENUS	NCBITaxon:213421	11		Pseudopelobacter		lpsn|gold
NCBITaxon:19	Syntrophotalea carbinolica	SPECIES	NCBITaxon:2812025	11		Pelobacter carbinolicus		lpsn|gold|madin_etal
NCBITaxon:20	Phenylobacterium	GENUS	NCBITaxon:76892	11				lpsn|gold
NCBITaxon:21	Phenylobacterium immobile	SPECIES	NCBITaxon:20	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:22	Shewanella	GENUS	NCBITaxon:267890	11				lpsn|gold
NCBITaxon:23	Shewanella colwelliana	SPECIES	NCBITaxon:22	11		Alteromonas colwelliana|Shewanella affinis|Shewanella colwelliana (Weiner et al. 1988) Coyne et al. 1990		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:24	Shewanella putrefaciens	SPECIES	NCBITaxon:22	11		Alteromonas putrefaciens|Pseudomonas putrefaciens		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:25	Shewanella hanedai	SPECIES	NCBITaxon:22	11		Alteromonas hanedai		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:29	Myxococcales	ORDER	NCBITaxon:32015	11	fruiting gliding bacteria	Myxobacteria|The Myxobacteria		bacdive|mediadive|gold|bactotraits
NCBITaxon:31	Myxococcaceae	FAMILY	NCBITaxon:80811	11				gold
NCBITaxon:32	Myxococcus	GENUS	NCBITaxon:31	11				lpsn
NCBITaxon:33	Myxococcus fulvus	SPECIES	NCBITaxon:32	11		Micrococcus fulvus		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:34	Myxococcus xanthus	SPECIES	NCBITaxon:32	11		Pseudomyxococcus xanthus		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:35	Corallococcus macrosporus	SPECIES	NCBITaxon:83461	11		Chondrococcus macrosporus|Myxococcus macrosporus|Pseudomyxococcus macrosporus		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:38	Archangium disciforme	SPECIES	NCBITaxon:47	11		Angiococcus disciformis|Cystobacter disciformis|Myxococcus disciformis		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:39	Archangiaceae	FAMILY	NCBITaxon:80811	11		Cystobacteraceae		bacdive|mediadive|gold
NCBITaxon:40	Allostigmatella	GENUS	NCBITaxon:39	11		Stigmatella		lpsn
NCBITaxon:41	Allostigmatella aurantiaca	SPECIES	NCBITaxon:40	11		Chondromyces aurantiacus|Stigmatella aurantiaca		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:42	Cystobacter	GENUS	NCBITaxon:39	11				lpsn|gold
NCBITaxon:43	Cystobacter fuscus	SPECIES	NCBITaxon:42	11		Polyangium fuscum		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:44	Melittangium	GENUS	NCBITaxon:39	11				lpsn
NCBITaxon:45	Melittangium lichenicola	SPECIES	NCBITaxon:44	11		Chondromyces gracilipes|Chondromyces lichenicolus|Chondromyces minor|Podangium gracilipes|Podangium lichenicolum		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:47	Archangium	GENUS	NCBITaxon:39	11		Angiococcus|Angiococcus (ex Jahn 1924) Hook et al. 1980		lpsn|gold
NCBITaxon:48	Archangium gephyra	SPECIES	NCBITaxon:47	11		Chondrococcus cerebriformis|Chondromyces serpens|Myxococcus cerebriformis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:49	Polyangiaceae	FAMILY	NCBITaxon:3031712	11				gold
NCBITaxon:50	Chondromyces	GENUS	NCBITaxon:49	11		Myxobotrys|Polycephalum		lpsn|gold
NCBITaxon:51	Chondromyces apiculatus	SPECIES	NCBITaxon:50	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:52	Chondromyces crocatus	SPECIES	NCBITaxon:50	11		Myxobotrys variabilis		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:53	Nannocystis	GENUS	NCBITaxon:224463	11				lpsn
NCBITaxon:54	Nannocystis exedens	SPECIES	NCBITaxon:53	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:55	Polyangium	GENUS	NCBITaxon:49	11		Haploangium|Haploangium (ex Peterson 1959)		lpsn|gold
NCBITaxon:56	Sorangium cellulosum	SPECIES	NCBITaxon:39643	11		Polyangium cellulosum|Polyangium compositum|Sorangium compositum|Sorangium nigrescens|Sorangium nigrum		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:59	Vitreoscilla	GENUS	NCBITaxon:481	11				lpsn
NCBITaxon:61	Vitreoscilla stercoraria	SPECIES	NCBITaxon:59	11				lpsn|gold|madin_etal
NCBITaxon:62	Vitreoscilla beggiatoides	SPECIES	NCBITaxon:59	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:63	Vitreoscilla filiformis	SPECIES	NCBITaxon:59	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:64	Herpetosiphon	GENUS	NCBITaxon:189773	11				lpsn
NCBITaxon:65	Herpetosiphon aurantiacus	SPECIES	NCBITaxon:64	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:68	Lysobacter	GENUS	NCBITaxon:32033	11				lpsn|gold
NCBITaxon:69	Lysobacter enzymogenes	SPECIES	NCBITaxon:68	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:71	Simonsiella	GENUS	NCBITaxon:481	11				lpsn
NCBITaxon:72	Simonsiella muelleri	SPECIES	NCBITaxon:71	11	Scheibenbakterien Muller 1911	Caryophanon muelleri		lpsn|gold|madin_etal
NCBITaxon:75	Caulobacter	GENUS	NCBITaxon:76892	11				lpsn|gold
NCBITaxon:78	Caulobacter sp.	SPECIES	NCBITaxon:2648921	11				bacdive|mediadive|gold
NCBITaxon:81	Hyphomicrobium	GENUS	NCBITaxon:45401	11				lpsn|gold
NCBITaxon:82	Hyphomicrobium sp.	SPECIES	NCBITaxon:2619925	11				bacdive|mediadive|gold|madin_etal|bactotraits
NCBITaxon:83	Hyphomicrobium vulgare	SPECIES	NCBITaxon:81	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:84	Hyphomicrobium methylovorum	SPECIES	NCBITaxon:81	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:85	Hyphomonas	GENUS	NCBITaxon:69657	11				lpsn
NCBITaxon:86	Hyphomonas jannaschiana	SPECIES	NCBITaxon:85	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:87	Hyphomonas sp.	SPECIES	NCBITaxon:2630699	11				gold
NCBITaxon:88	Leptothrix <b-proteobacteria>	GENUS	NCBITaxon:3694169	11	Leptothrix	Chlamydothrix|Detoniella		lpsn|gold
NCBITaxon:89	Leptothrix discophora	SPECIES	NCBITaxon:88	11		Leptothrix crassa|Leptothrix discophora (ex Schwers 1912) Spring et al. 1997|Sphaerotilus discophorus (Spring et al. 1997 ex Schwers 1912) Smolyakov et al. 2026		bacdive|lpsn|gold|madin_etal
NCBITaxon:93	Allostella	GENUS	NCBITaxon:2844601	11		Stella		lpsn
NCBITaxon:94	Allostella humosa	SPECIES	NCBITaxon:93	11		Stella humosa		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:96	Gallionella	GENUS	NCBITaxon:90627	11				lpsn|gold
NCBITaxon:97	Gallionella ferruginea	SPECIES	NCBITaxon:96	11		Chlamydothrix ferruginea|Spirillum ferrugineum|Spirophyllum ferrugineum		lpsn|gold|madin_etal
NCBITaxon:99	Ancylobacter	GENUS	NCBITaxon:335928	11		Ancylobacter Raj 1983|Angulomicrobium|Methylorhabdus|Microcyclus|Renobacter		lpsn|gold
NCBITaxon:100	Ancylobacter aquaticus	SPECIES	NCBITaxon:99	11		Microcyclus aquaticus		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:101	Flectobacillus	GENUS	NCBITaxon:3141701	11				lpsn|gold
NCBITaxon:102	Polaribacter glomeratus	SPECIES	NCBITaxon:52959	11		Flectobacillus glomeratus		bacdive|lpsn|gold|madin_etal
NCBITaxon:103	Flectobacillus major	SPECIES	NCBITaxon:101	11		Microcyclus major		lpsn|gold|madin_etal
NCBITaxon:104	Cyclobacterium marinum	SPECIES	NCBITaxon:68288	11		Cyclobacterium marinus|Flectobacillus marinus|Microcyclus marinus		lpsn|gold|madin_etal
NCBITaxon:105	Runella	GENUS	NCBITaxon:2896860	11				lpsn|gold
NCBITaxon:106	Runella slithyformis	SPECIES	NCBITaxon:105	11				lpsn|gold|madin_etal
NCBITaxon:107	Spirosoma	GENUS	NCBITaxon:89373	11				lpsn|gold
NCBITaxon:108	Spirosoma linguale	SPECIES	NCBITaxon:107	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:109	Blastobacter	GENUS	NCBITaxon:41294	11				lpsn|gold
NCBITaxon:110	Xanthobacter viscosus	SPECIES	NCBITaxon:279	11		Blastobacter viscosus		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:112	Planctomycetales	ORDER	NCBITaxon:203683	11				gold
NCBITaxon:113	Gemmata	GENUS	NCBITaxon:1914233	11				lpsn|gold
NCBITaxon:114	Gemmata obscuriglobus	SPECIES	NCBITaxon:113	11				lpsn|gold|madin_etal
NCBITaxon:117	Pirellula sp.	SPECIES	NCBITaxon:2639138	11				gold|madin_etal
NCBITaxon:118	Planctomyces	GENUS	NCBITaxon:126	11		Acinothrix|Blastocaulis		lpsn|gold
NCBITaxon:119	Rubinisphaera brasiliensis	SPECIES	NCBITaxon:1649490	11		Planctomyces brasiliensis		lpsn|gold|madin_etal
NCBITaxon:120	Planctopirus limnophila	SPECIES	NCBITaxon:1649480	11		Planctomyces limnophilus|Planctopirus limnophilus		lpsn|gold|madin_etal
NCBITaxon:122	Gimesia maris	SPECIES	NCBITaxon:1649453	11		Planctomyces maris (ex Bauld and Staley 1976) Bauld and Staley 1980		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:123	Pirellula	GENUS	NCBITaxon:2691357	11				lpsn|gold
NCBITaxon:124	Blastopirellula marina	SPECIES	NCBITaxon:265487	11		Pirellula marina		lpsn|gold|madin_etal
NCBITaxon:125	Pirellula staleyi	SPECIES	NCBITaxon:123	11				lpsn|gold|madin_etal
NCBITaxon:126	Planctomycetaceae	FAMILY	NCBITaxon:112	11				gold
NCBITaxon:127	Isosphaera	GENUS	NCBITaxon:1763524	11				lpsn
NCBITaxon:128	Isosphaera pallida	SPECIES	NCBITaxon:127	11		Isocystis pallida|Torulopsidosira pallida		lpsn|madin_etal
NCBITaxon:133	Methylocystis	GENUS	NCBITaxon:31993	11		Methylocystis (ex Whittenbury et al. 1970) Bowman et al. 1993		lpsn|gold
NCBITaxon:134	Methylocystis parvus	SPECIES	NCBITaxon:133	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:136	Spirochaetales	ORDER	NCBITaxon:203692	11				gold
NCBITaxon:137	Spirochaetaceae	FAMILY	NCBITaxon:136	11				gold
NCBITaxon:138	Borrelia	GENUS	NCBITaxon:1643685	11	Relapsing Fever Borrelia			bacdive|lpsn|mediadive|gold|bactotraits
NCBITaxon:139	Borreliella burgdorferi	SPECIES	NCBITaxon:64895	11	Lyme disease spirochete	Borrelia burgdorferi Johnson et al. 1984|Borreliella burgdorferi (Johnson et al. 1984) Adeolu and Gupta 2015		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:140	Borrelia hermsii	SPECIES	NCBITaxon:138	11	Borrelia hermsii genomic group I	Borrelia hermsii (Davis 1942) Steinhaus 1946 (Approved Lists 1980)		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:141	Borrelia parkeri	SPECIES	NCBITaxon:138	11		Borrelia parkeri (Davis 1942) Steinhaus 1946 (Approved Lists 1980)		lpsn|madin_etal
NCBITaxon:142	Borrelia turicatae	SPECIES	NCBITaxon:138	11		Borrelia turicatae (Brumpt 1933) Steinhaus 1946 (Approved Lists 1980)		lpsn|gold|madin_etal
NCBITaxon:143	Borrelia anserina	SPECIES	NCBITaxon:138	11		Borrelia anserina (Sakharoff 1891) Bergey et al. 1925 (Approved Lists 1980)|Spirochaete gallinarum|Spiroschaudinnia anserina		lpsn|madin_etal
NCBITaxon:144	Borrelia coriaceae	SPECIES	NCBITaxon:138	11				lpsn|madin_etal
NCBITaxon:145	Borrelia sp.	SPECIES	NCBITaxon:2649934	11				madin_etal
NCBITaxon:146	Spirochaeta	GENUS	NCBITaxon:137	11		Ehrenbergia|Spirochaete|Spirochoeta		lpsn|gold
NCBITaxon:147	Spirochaeta aurantia	SPECIES	NCBITaxon:146	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:148	Sediminispirochaeta bajacaliforniensis	SPECIES	NCBITaxon:1911556	11		Spirochaeta bajacaliforniensis		lpsn|gold|madin_etal
NCBITaxon:149	Spirochaeta halophila	SPECIES	NCBITaxon:146	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:150	Spirochaeta isovalerica	SPECIES	NCBITaxon:146	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:151	Oceanispirochaeta litoralis	SPECIES	NCBITaxon:2035349	11		Spirochaeta litoralis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:152	Zuelzera stenostrepta	SPECIES	NCBITaxon:2951109	11		Treponema stenostrepta|Treponema stenostreptum corrig. (Zuelzer 1912) Abt et al. 2013		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:154	Winmispira thermophila	SPECIES	NCBITaxon:3457169	11		Spirochaeta thermophila		lpsn|gold|madin_etal
NCBITaxon:156	Teretinema zuelzerae	SPECIES	NCBITaxon:2967963	11		Spirochaeta zuelzerae (ex Veldkamp 1960) Canale-Parola 1980|Teretinema zuelzerae (Canale-Parola 1980) Song et al. 2023|Treponema zuelzerae		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:157	Treponema	GENUS	NCBITaxon:2845253	11		"""Spironema"" Vuillemin 1905|Microspironema"		lpsn|gold
NCBITaxon:158	Treponema denticola	SPECIES	NCBITaxon:157	11		Spirillum dentium|Spirochaeta ambigua|Spirochaeta comandonii|Spirochaeta dentium|Spirochaeta microdentium|Spirochaeta orthodonta|Spirochaete denticola|Spirochaete dentium|Spironema dentium|Treponema ambiguum|Treponema comandonii|Treponema dentium|Treponema dentium-stenogyratum|Treponema microdentium|Treponema orthodontum		bacdive|lpsn|gold|madin_etal
NCBITaxon:159	Brachyspira hyodysenteriae	SPECIES	NCBITaxon:29521	11		Serpulina hyodysenteriae|Treponema hyodysenteriae		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:160	Treponema pallidum	SPECIES	NCBITaxon:157	11		Microspironema pallidum|Spirillum pallidum|Spirochaeta pallida|Spironema pallidum|Treponema pallidum (Schaudinn and Hoffmann 1905) Schaudinn 1905 (Approved Lists 1980)		lpsn|gold|madin_etal
NCBITaxon:161	Treponema pallidum subsp. pallidum	SUBSPECIES	NCBITaxon:160	11	Treponema pallidum pallidum|syphilis treponeme			gold
NCBITaxon:162	Treponema phagedenis	SPECIES	NCBITaxon:157	11		Spirochaeta phagedenis		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:163	Treponema bryantii	SPECIES	NCBITaxon:157	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:164	Treponema pectinovorum	SPECIES	NCBITaxon:157	11	Treponema pectinivorum			bacdive|lpsn|gold|madin_etal
NCBITaxon:165	Treponema saccharophilum	SPECIES	NCBITaxon:157	11				lpsn|gold|madin_etal
NCBITaxon:166	Treponema sp.	SPECIES	NCBITaxon:2638727	11				bacdive|mediadive|bactotraits
NCBITaxon:167	Treponema succinifaciens	SPECIES	NCBITaxon:157	11				lpsn|gold|madin_etal
NCBITaxon:168	Treponema pallidum subsp. pertenue	SUBSPECIES	NCBITaxon:160	11	Treponema pallidum pertenue|yaws treponeme	Treponema pertenue		gold|madin_etal
NCBITaxon:170	Leptospiraceae	FAMILY	NCBITaxon:1643688	11		Leptospiraceae Hovind-Hougen 1979 (Approved Lists 1980)		
NCBITaxon:171	Leptospira	GENUS	NCBITaxon:170	11				lpsn|gold
NCBITaxon:172	Leptospira biflexa	SPECIES	NCBITaxon:171	11		Leptospira biflexa (Wolbach and Binger 1914) Noguchi 1918 (Approved Lists 1980)		bacdive|lpsn|gold|madin_etal
NCBITaxon:173	Leptospira interrogans	SPECIES	NCBITaxon:171	11		Leptospira icteroides|Spirochaeta biflexa|Spirochaeta icterogenes|Spirochaeta icterohaemorrhagiae|Spirochaeta interrogans|Spirochaeta nodosa		bacdive|lpsn|gold|madin_etal
NCBITaxon:174	Leptospira borgpetersenii	SPECIES	NCBITaxon:171	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:176	Leptospira interrogans serovar Hardjo	NO_RANK	NCBITaxon:173	11		Leptospira hardjo		gold
NCBITaxon:178	Leptospira sp.	SPECIES	NCBITaxon:2633828	11				bacdive|gold
NCBITaxon:179	Leptospirillum	GENUS	NCBITaxon:189779	11				lpsn|gold
NCBITaxon:180	Leptospirillum ferrooxidans	SPECIES	NCBITaxon:655606	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:181	Leptospirillum sp.	SPECIES	NCBITaxon:2629551	11				bacdive|mediadive|gold|bactotraits
NCBITaxon:183	Leptonema illini	SPECIES	NCBITaxon:32205	11		Leptospira illini		bacdive|lpsn|gold|madin_etal
NCBITaxon:187	Aquaspirillum	GENUS	NCBITaxon:2897176	11				bacdive|lpsn|mediadive
NCBITaxon:188	Paramagnetospirillum magnetotacticum	SPECIES	NCBITaxon:3031148	11		Aquaspirillum magnetotacticum|Magnetospirillum magnetotacticum (Maratea and Blakemore 1981) Schleifer et al. 1992		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:189	Novispirillum itersonii	SPECIES	NCBITaxon:660514	11		Aquaspirillum itersonii|Spirillum itersonii		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:190	Aquaspirillum serpens	SPECIES	NCBITaxon:187	11		Aquaspirillum bengal|Aquaspirillum serpens (Muller 1786) Hylemon et al. 1973 (Approved Lists 1980)|Spirillum serpens		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:191	Azospirillum	GENUS	NCBITaxon:2829815	11				lpsn|gold
NCBITaxon:192	Azospirillum brasilense	SPECIES	NCBITaxon:191	11		Azospirillum brasilense corrig.|Roseomonas fauriae|Spirillum lipoferum		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:193	Azospirillum lipoferum	SPECIES	NCBITaxon:191	11		Azospirillum lipoferum (Beijerinck 1925) Tarrand et al. 1979 (Approved Lists 1980)		bacdive|lpsn|gold|madin_etal
NCBITaxon:194	Campylobacter	GENUS	NCBITaxon:72294	11				lpsn|gold
NCBITaxon:195	Campylobacter coli	SPECIES	NCBITaxon:194	11		Campylobacter hyoilei|Vibrio coli		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:196	Campylobacter fetus	SPECIES	NCBITaxon:194	11		Spirillum fetus|Vibrio fetus		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:197	Campylobacter jejuni	SPECIES	NCBITaxon:194	11		Campylobacter fetus subsp. jejuni|Vibrio hepaticus|Vibrio jejuni		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:198	Campylobacter hyointestinalis	SPECIES	NCBITaxon:194	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:199	Campylobacter concisus	SPECIES	NCBITaxon:194	11				bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:200	Campylobacter curvus	SPECIES	NCBITaxon:194	11		Wolinella curva		bacdive|lpsn|gold|madin_etal
NCBITaxon:201	Campylobacter lari	SPECIES	NCBITaxon:194	11		Campylobacter lari corrig.|Campylobacter laridis		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:202	Campylobacter mucosalis	SPECIES	NCBITaxon:194	11		Campylobacter sputorum mucosalis|Campylobacter sputorum subsp. mucosalis		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:203	Campylobacter rectus	SPECIES	NCBITaxon:194	11		Wolinella recta		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:204	Campylobacter showae	SPECIES	NCBITaxon:194	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:205	Campylobacter sp.	SPECIES	NCBITaxon:2593542	11				bacdive|mediadive|gold
NCBITaxon:206	Campylobacter sputorum	SPECIES	NCBITaxon:194	11		Campylobacter sputorum (Prevot 1940) Veron and Chatelain 1973 (Approved Lists 1980)		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:209	Helicobacter	GENUS	NCBITaxon:72293	11				lpsn|gold
NCBITaxon:210	Helicobacter pylori	SPECIES	NCBITaxon:209	11		Campylobacter pylori|Campylobacter pylori subsp. pylori|Campylobacter pyloridis|Helicobacter nemestrinae		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:211	Helicobacter sp. CLO-3	SPECIES	NCBITaxon:2593540	11		Campylobacter-like organism 3|Helicobacter CLO3|Helicobacter sp. (strain CLO3)|Helicobacter sp. CLO3		gold
NCBITaxon:212	Helicobacter acinonychis	SPECIES	NCBITaxon:209	11		Helicobacter acinonyx		bacdive|lpsn|gold|madin_etal
NCBITaxon:213	Helicobacter cinaedi	SPECIES	NCBITaxon:209	11		Campylobacter cinaedi|Helicobacter westmeadii		bacdive|lpsn|gold|madin_etal
NCBITaxon:214	Helicobacter felis	SPECIES	NCBITaxon:209	11				bacdive|lpsn|gold|madin_etal
NCBITaxon:215	Helicobacter fennelliae	SPECIES	NCBITaxon:209	11		Campylobacter fennelliae		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:216	Helicobacter muridarum	SPECIES	NCBITaxon:209	11				bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:217	Helicobacter mustelae	SPECIES	NCBITaxon:209	11		Campylobacter mustelae|Campylobacter pylori mustelae|Campylobacter pylori subsp. mustelae		bacdive|lpsn|gold|madin_etal
NCBITaxon:218	Helicobacter sp.	SPECIES	NCBITaxon:2593540	11				bacdive|mediadive|madin_etal
NCBITaxon:222	Achromobacter	GENUS	NCBITaxon:506	11				lpsn|gold
NCBITaxon:226	Alteromonas	GENUS	NCBITaxon:2903219	11				bacdive|lpsn|mediadive|gold
NCBITaxon:227	Pseudoalteromonas carrageenovora	SPECIES	NCBITaxon:53246	11		Alteromonas carrageenovora		lpsn|gold|madin_etal
NCBITaxon:228	Pseudoalteromonas haloplanktis	SPECIES	NCBITaxon:53246	11		"""Alteromonas marinopraesens"" (ZoBell and Upham 1944) Baumann et al. 1972|Alteromonas haloplanktis (ZoBell and Upham 1944) Reichelt and Baumann 1973 (Approved Lists 1980)|Alteromonas marinopraesens"		bacdive|lpsn|gold|madin_etal
NCBITaxon:232	Alteromonas sp.	SPECIES	NCBITaxon:2614992	11				bacdive|mediadive|gold|bactotraits
NCBITaxon:234	Brucella	GENUS	NCBITaxon:2826938	11				lpsn|gold
NCBITaxon:235	Brucella abortus	SPECIES	NCBITaxon:3703990	11	"""Bacillus of abortion"" Bang 1897|Brucella melitensis biovar Abortus"	Bacterium abortus		lpsn|gold|madin_etal
NCBITaxon:236	Brucella ovis	SPECIES	NCBITaxon:3703990	11	Brucella melitensis biovar Ovis			lpsn|gold|madin_etal
NCBITaxon:237	Flavobacterium	GENUS	NCBITaxon:49546	11				bacdive|lpsn|gold
NCBITaxon:238	Elizabethkingia meningoseptica	SPECIES	NCBITaxon:308865	11		Chryseobacterium (Flavobacterium) meningosepticum|Chryseobacterium meningosepticum|Flavobacterium menginosepticum|Flavobacterium meningosepticum		bacdive|lpsn|mediadive|gold|madin_etal
NCBITaxon:239	Flavobacterium sp.	SPECIES	NCBITaxon:196869	11	Flavibacterium sp.			bacdive|mediadive|gold|madin_etal|bactotraits
NCBITaxon:244	Planomicrobium okeanokoites	SPECIES	NCBITaxon:162291	11		Flavobacterium okeanokoites|Planococcus okeanokoites		bacdive|lpsn|mediadive|gold|madin_etal|bactotraits
NCBITaxon:245	Flavobacterium aquatile	SPECIES	NCBITaxon:237	11	Flavibacterium aquatile	Bacillus aquatilis|Bacterium aquatilis|Chromobacterium aquatilis|Empedobacter aquatile|Flavobacterium aquatilis		lpsn|gold|madin_etal
NCBITaxon:246	Chryseobacterium balustinum	SPECIES	NCBITaxon:59732	11		Chryseobacterium balustinum (Harrison 1929) Vandamme et al. 1994|Flavobacterium balustinum		bacdive|lpsn|gold|madin_etal
NCBITaxon:247	Empedobacter brevis	SPECIES	NCBITaxon:59734	11		"""Bacillus brevis"" Lustig 1890|""Flavobacterium brevis"" (sic) (Lustig 1890) Bergey et al. 1923|Bacillus canalis parvus|Bacillus canicolis brevis|Bacterium breve|Bacterium canale|Bacterium canalis parvus|Empedobacter breve|Flavobacterium breve|Pseudobacterium brevis"		bacdive|lpsn|gold|madin_etal
NCBITaxon:249	Terrimonas ferruginea	SPECIES	NCBITaxon:296051	11		Empedobacter ferrugineum|Flavibacterium ferrugineum|Flavobacterium ferrugineum|Imcbia ferrugineum|Pseudobacterium ferrugineum		lpsn|gold|madin_etal
NCBITaxon:250	Chryseobacterium gleum	SPECIES	NCBITaxon:59732	11		Flavobacterium gleum		bacdive|lpsn|gold|madin_etal
NCBITaxon:251	Psychroflexus gondwanensis	SPECIES	NCBITaxon:83612	11		Flavobacterium gondwanense		lpsn|gold|madin_etal
NCBITaxon:252	Halomonas halmophila	SPECIES	NCBITaxon:2745	11		Flavobacterium halmephilium|Flavobacterium halmophilum corrig. Elazari-Volcani 1940 (Approved Lists 1980)|Halomonas halmophila (Elazari-Volcani 1940) Franzmann et al. 1989		bacdive|lpsn|mediadive|gold|madin_etal
