sample_id	reason
biosample:SAMEA4364222	assembly_unavailable
biosample:SAMEA4384060	assembly_unavailable
biosample:SAMEA4384066	assembly_unavailable
biosample:SAMEA4384067	assembly_unavailable
biosample:SAMEA4384069	assembly_unavailable
biosample:SAMEA4384070	assembly_unavailable
biosample:SAMEA4384071	assembly_unavailable
biosample:SAMEA4384072	assembly_unavailable
biosample:SAMEA4384073	assembly_unavailable
biosample:SAMEA4384074	assembly_unavailable
biosample:SAMEA4384234	assembly_unavailable
biosample:SAMEA4384238	assembly_unavailable
biosample:SAMEA4384239	assembly_unavailable
biosample:SAMEA4384240	assembly_unavailable
biosample:SAMEA4384241	assembly_unavailable
biosample:SAMEA4384242	assembly_unavailable
biosample:SAMEA4384243	assembly_unavailable
biosample:SAMEA4384306	assembly_unavailable
biosample:SAMEA4384307	assembly_unavailable
biosample:SAMEA4384340	assembly_unavailable
biosample:SAMEA4412656	assembly_unavailable
biosample:SAMEA4412657	assembly_unavailable
biosample:SAMEA4412658	assembly_unavailable
biosample:SAMEA4412662	assembly_unavailable
biosample:SAMEA4412663	assembly_unavailable
biosample:SAMEA4412664	assembly_unavailable
biosample:SAMEA4412665	assembly_unavailable
biosample:SAMEA4412666	assembly_unavailable
biosample:SAMEA4412669	assembly_unavailable
biosample:SAMEA4412670	assembly_unavailable
biosample:SAMEA4412671	assembly_unavailable
biosample:SAMEA4412672	assembly_unavailable
biosample:SAMEA4412673	assembly_unavailable
biosample:SAMEA4412674	assembly_unavailable
biosample:SAMEA4412676	assembly_unavailable
biosample:SAMEA4412677	assembly_unavailable
biosample:SAMEA4412678	assembly_unavailable
biosample:SAMEA4412679	assembly_unavailable
biosample:SAMEA4412683	assembly_unavailable
biosample:SAMEA4412684	assembly_unavailable
biosample:SAMEA4412685	assembly_unavailable
biosample:SAMEA4412687	assembly_unavailable
biosample:SAMEA4412688	assembly_unavailable
biosample:SAMEA4412690	assembly_unavailable
biosample:SAMEA4412693	assembly_unavailable
biosample:SAMEA4412694	assembly_unavailable
biosample:SAMEA4412695	assembly_unavailable
biosample:SAMEA4412696	assembly_unavailable
biosample:SAMEA4412697	assembly_unavailable
biosample:SAMEA4412698	assembly_unavailable
biosample:SAMEA4412699	assembly_unavailable
biosample:SAMEA4412700	assembly_unavailable
biosample:SAMEA4412701	assembly_unavailable
biosample:SAMEA4412702	assembly_unavailable
biosample:SAMEA4412704	assembly_unavailable
biosample:SAMEA4412705	assembly_unavailable
biosample:SAMEA4412707	assembly_unavailable
biosample:SAMEA4412708	assembly_unavailable
biosample:SAMEA4412709	assembly_unavailable
biosample:SAMEA4434518	assembly_unavailable
biosample:SAMEA4434521	assembly_unavailable
biosample:SAMEA4434523	assembly_unavailable
biosample:SAMEA4434524	assembly_unavailable
biosample:SAMEA4434525	assembly_unavailable
biosample:SAMEA4434527	assembly_unavailable
biosample:SAMEA4434528	assembly_unavailable
biosample:SAMEA4434529	assembly_unavailable
biosample:SAMEA4434530	assembly_unavailable
biosample:SAMEA4434531	assembly_unavailable
biosample:SAMEA4442456	assembly_unavailable
biosample:SAMEA4442457	assembly_unavailable
biosample:SAMEA4442458	assembly_unavailable
biosample:SAMEA4442459	assembly_unavailable
biosample:SAMEA4442462	assembly_unavailable
biosample:SAMEA4442463	assembly_unavailable
biosample:SAMEA4442464	assembly_unavailable
biosample:SAMEA44515918	assembly_unavailable
biosample:SAMEA44516668	assembly_unavailable
biosample:SAMEA44518168	assembly_unavailable
biosample:SAMEA44521918	assembly_unavailable
biosample:SAMEA44525668	assembly_unavailable
biosample:SAMEA44526418	assembly_unavailable
biosample:SAMEA44527168	assembly_unavailable
biosample:SAMEA44527918	assembly_unavailable
biosample:SAMEA44528668	assembly_unavailable
biosample:SAMEA44529418	assembly_unavailable
biosample:SAMEA44530168	assembly_unavailable
biosample:SAMEA44532418	assembly_unavailable
biosample:SAMEA44535418	assembly_unavailable
biosample:SAMEA44538418	assembly_unavailable
biosample:SAMEA44539168	assembly_unavailable
biosample:SAMEA44539918	assembly_unavailable
biosample:SAMEA44541418	assembly_unavailable
biosample:SAMEA44542168	assembly_unavailable
biosample:SAMEA44542918	assembly_unavailable
biosample:SAMEA44545918	assembly_unavailable
biosample:SAMEA44546668	assembly_unavailable
biosample:SAMEA44547418	assembly_unavailable
biosample:SAMEA44549668	assembly_unavailable
biosample:SAMEA44550418	assembly_unavailable
biosample:SAMEA44551168	assembly_unavailable
biosample:SAMEA4475680	assembly_unavailable
biosample:SAMEA4475690	assembly_unavailable
biosample:SAMEA4475694	assembly_unavailable
biosample:SAMEA4475696	assembly_unavailable
biosample:SAMEA4475697	assembly_unavailable
biosample:SAMEA4475698	assembly_unavailable
biosample:SAMEA4475699	assembly_unavailable
biosample:SAMEA4475700	assembly_unavailable
biosample:SAMEA4475702	assembly_unavailable
biosample:SAMEA4475703	assembly_unavailable
biosample:SAMEA4475704	assembly_unavailable
biosample:SAMEA4475705	assembly_unavailable
biosample:SAMEA4504037	assembly_unavailable
biosample:SAMEA4504038	assembly_unavailable
biosample:SAMEA4504040	assembly_unavailable
biosample:SAMEA4504044	assembly_unavailable
biosample:SAMEA4504046	assembly_unavailable
biosample:SAMEA4504047	assembly_unavailable
biosample:SAMEA4504048	assembly_unavailable
biosample:SAMEA4504051	assembly_unavailable
biosample:SAMEA4504054	assembly_unavailable
biosample:SAMEA4504056	assembly_unavailable
biosample:SAMEA4504057	assembly_unavailable
biosample:SAMEA4504058	assembly_unavailable
biosample:SAMEA4504059	assembly_unavailable
biosample:SAMEA4504061	assembly_unavailable
biosample:SAMEA4504062	assembly_unavailable
biosample:SAMEA4504063	assembly_unavailable
biosample:SAMEA4504064	assembly_unavailable
biosample:SAMEA4504066	assembly_unavailable
biosample:SAMEA4521463	assembly_unavailable
biosample:SAMEA4521464	assembly_unavailable
biosample:SAMEA4521467	assembly_unavailable
biosample:SAMEA4521468	assembly_unavailable
biosample:SAMEA4521469	assembly_unavailable
biosample:SAMEA4521472	assembly_unavailable
biosample:SAMEA4521473	assembly_unavailable
biosample:SAMEA4530647	assembly_unavailable
biosample:SAMEA4530649	assembly_unavailable
biosample:SAMEA4530651	assembly_unavailable
biosample:SAMEA4530655	assembly_unavailable
biosample:SAMEA4530656	assembly_unavailable
biosample:SAMEA4534871	assembly_unavailable
biosample:SAMEA4534872	assembly_unavailable
biosample:SAMEA4535747	assembly_unavailable
biosample:SAMEA4535748	assembly_unavailable
biosample:SAMEA4535749	assembly_unavailable
biosample:SAMEA4535750	assembly_unavailable
biosample:SAMEA4535751	assembly_unavailable
biosample:SAMEA4535752	assembly_unavailable
biosample:SAMEA4535753	assembly_unavailable
biosample:SAMEA4535757	assembly_unavailable
biosample:SAMEA4535760	assembly_unavailable
biosample:SAMEA4535761	assembly_unavailable
biosample:SAMEA4535763	assembly_unavailable
biosample:SAMEA4535765	assembly_unavailable
biosample:SAMEA4537265	assembly_unavailable
biosample:SAMEA4552895	assembly_unavailable
biosample:SAMEA4552896	assembly_unavailable
biosample:SAMEA4556066	assembly_unavailable
biosample:SAMEA4556067	assembly_unavailable
biosample:SAMEA4556070	assembly_unavailable
biosample:SAMEA4556076	assembly_unavailable
biosample:SAMEA4556077	assembly_unavailable
biosample:SAMEA4556078	assembly_unavailable
biosample:SAMEA4557823	assembly_unavailable
biosample:SAMEA4557824	assembly_unavailable
biosample:SAMEA4557833	assembly_unavailable
biosample:SAMEA48399418	assembly_unavailable
biosample:SAMEA48400168	assembly_unavailable
biosample:SAMEA48401668	assembly_unavailable
biosample:SAMEA48402418	assembly_unavailable
biosample:SAMEA48403168	assembly_unavailable
biosample:SAMEA48403918	assembly_unavailable
biosample:SAMEA48404668	assembly_unavailable
biosample:SAMEA48405418	assembly_unavailable
biosample:SAMEA48406918	assembly_unavailable
biosample:SAMEA48408418	assembly_unavailable
biosample:SAMEA48409168	assembly_unavailable
biosample:SAMEA48410668	assembly_unavailable
biosample:SAMEA48412918	assembly_unavailable
biosample:SAMEA48415918	assembly_unavailable
biosample:SAMEA50767168	assembly_unavailable
biosample:SAMEA50770168	assembly_unavailable
biosample:SAMEA5080414	assembly_unavailable
biosample:SAMEA5080415	assembly_unavailable
biosample:SAMEA53328418	assembly_unavailable
biosample:SAMEA53329918	assembly_unavailable
biosample:SAMEA53411668	assembly_unavailable
biosample:SAMEA53413168	assembly_unavailable
biosample:SAMEA53413918	assembly_unavailable
biosample:SAMEA53414668	assembly_unavailable
biosample:SAMEA53415418	assembly_unavailable
biosample:SAMEA53433418	assembly_unavailable
biosample:SAMEA53434168	assembly_unavailable
biosample:SAMEA6474358	assembly_unavailable
biosample:SAMEA6952714	assembly_unavailable
biosample:SAMEA7301478	assembly_unavailable
biosample:SAMEA7301479	assembly_unavailable
biosample:SAMEA7301480	assembly_unavailable
biosample:SAMEA7301481	assembly_unavailable
biosample:SAMEA7301482	assembly_unavailable
biosample:SAMEA7301483	assembly_unavailable
biosample:SAMEA7301484	assembly_unavailable
biosample:SAMEA7301485	assembly_unavailable
biosample:SAMEA7301486	assembly_unavailable
biosample:SAMEA7301487	assembly_unavailable
biosample:SAMEA7301488	assembly_unavailable
biosample:SAMEA7301489	assembly_unavailable
biosample:SAMEA7301490	assembly_unavailable
biosample:SAMEA7301491	assembly_unavailable
biosample:SAMEA7301492	assembly_unavailable
biosample:SAMEA7301493	assembly_unavailable
biosample:SAMEA7301494	assembly_unavailable
biosample:SAMEA7301495	assembly_unavailable
biosample:SAMEA7301496	assembly_unavailable
biosample:SAMEA7301497	assembly_unavailable
biosample:SAMEA7301498	assembly_unavailable
biosample:SAMEA7301499	assembly_unavailable
biosample:SAMEA7301500	assembly_unavailable
biosample:SAMEA7301501	assembly_unavailable
biosample:SAMEA7301502	assembly_unavailable
biosample:SAMEA7301503	assembly_unavailable
biosample:SAMEA7301504	assembly_unavailable
biosample:SAMEA7301505	assembly_unavailable
biosample:SAMEA7301506	assembly_unavailable
biosample:SAMEA7306552	assembly_unavailable
biosample:SAMEA7339713	assembly_unavailable
biosample:SAMEA7339719	assembly_unavailable
biosample:SAMEA7339755	assembly_unavailable
biosample:SAMEA7339795	assembly_unavailable
biosample:SAMEA80446918	assembly_unavailable
biosample:SAMEA80450668	assembly_unavailable
biosample:SAMEA80452918	assembly_unavailable
biosample:SAMEA80455168	assembly_unavailable
biosample:SAMEA80458168	assembly_unavailable
biosample:SAMEA80458918	assembly_unavailable
biosample:SAMEA80459668	assembly_unavailable
biosample:SAMEA80461168	assembly_unavailable
biosample:SAMEA80462668	assembly_unavailable
biosample:SAMEA8520921	assembly_unavailable
biosample:SAMEA8617650	assembly_unavailable
biosample:SAMEA87355168	assembly_unavailable
biosample:SAMEA87356668	assembly_unavailable
biosample:SAMEA87357418	assembly_unavailable
biosample:SAMEA87358168	assembly_unavailable
biosample:SAMEA87359668	assembly_unavailable
biosample:SAMEA87360418	assembly_unavailable
biosample:SAMEA87362668	assembly_unavailable
biosample:SAMEA87363418	assembly_unavailable
biosample:SAMEA87364168	assembly_unavailable
biosample:SAMN00000002	assembly_unavailable
biosample:SAMN00000003	assembly_unavailable
biosample:SAMN00000004	assembly_unavailable
biosample:SAMN00000007	assembly_unavailable
biosample:SAMN00000008	assembly_unavailable
biosample:SAMN00000012	assembly_unavailable
biosample:SAMN00000014	assembly_unavailable
biosample:SAMN00000015	assembly_unavailable
biosample:SAMN00000016	assembly_unavailable
biosample:SAMN00000017	assembly_unavailable
biosample:SAMN00000022	assembly_unavailable
biosample:SAMN00000025	assembly_unavailable
biosample:SAMN00000028	assembly_unavailable
biosample:SAMN00000029	assembly_unavailable
biosample:SAMN00000035	assembly_unavailable
biosample:SAMN00000036	assembly_unavailable
biosample:SAMN00000037	assembly_unavailable
biosample:SAMN00000038	assembly_unavailable
biosample:SAMN00000042	assembly_unavailable
biosample:SAMN00000045	assembly_unavailable
biosample:SAMN00000048	assembly_unavailable
biosample:SAMN00000050	assembly_unavailable
biosample:SAMN00000051	assembly_unavailable
biosample:SAMN00000216	assembly_unavailable
biosample:SAMN00000277	assembly_unavailable
biosample:SAMN00000281	assembly_unavailable
biosample:SAMN00000285	assembly_unavailable
biosample:SAMN00000626	assembly_unavailable
biosample:SAMN00000627	assembly_unavailable
biosample:SAMN00000628	metadata_identity_flags:META_FAIL
biosample:SAMN00000667	assembly_unavailable
biosample:SAMN00000681	assembly_unavailable
biosample:SAMN00000715	assembly_unavailable
biosample:SAMN00000716	assembly_unavailable
biosample:SAMN00000717	assembly_unavailable
biosample:SAMN00000721	assembly_unavailable
biosample:SAMN00000722	assembly_unavailable
biosample:SAMN00000729	assembly_unavailable
biosample:SAMN00000730	assembly_unavailable
biosample:SAMN00000734	assembly_unavailable
biosample:SAMN00000736	assembly_unavailable
biosample:SAMN00001446	assembly_unavailable
biosample:SAMN00001448	metadata_identity_flags:META_FAIL
biosample:SAMN00001463	assembly_unavailable
biosample:SAMN00001467	metadata_identity_flags:META_FAIL
biosample:SAMN00001468	metadata_identity_flags:META_FAIL
biosample:SAMN00001470	metadata_identity_flags:META_FAIL
biosample:SAMN00001472	assembly_unavailable
biosample:SAMN00001473	metadata_identity_flags:META_FAIL
biosample:SAMN00001474	assembly_unavailable
biosample:SAMN00001476	assembly_unavailable
biosample:SAMN00001477	assembly_unavailable
biosample:SAMN00001478	assembly_unavailable
biosample:SAMN00001483	metadata_identity_flags:META_FAIL
biosample:SAMN00001484	metadata_identity_flags:META_FAIL
biosample:SAMN00001485	metadata_identity_flags:META_FAIL
biosample:SAMN00001486	metadata_identity_flags:META_FAIL
biosample:SAMN00001487	metadata_identity_flags:META_FAIL
biosample:SAMN00001488	assembly_unavailable
biosample:SAMN00001496	metadata_identity_flags:META_FAIL
biosample:SAMN00001505	assembly_unavailable
biosample:SAMN00001506	metadata_identity_flags:META_FAIL
biosample:SAMN00001507	metadata_identity_flags:META_FAIL
biosample:SAMN00001853	assembly_unavailable
biosample:SAMN00001868	assembly_unavailable
biosample:SAMN00001882	assembly_unavailable
biosample:SAMN00001904	assembly_unavailable
biosample:SAMN00001907	assembly_unavailable
biosample:SAMN00001908	assembly_unavailable
biosample:SAMN00001910	assembly_unavailable
biosample:SAMN00001911	assembly_unavailable
biosample:SAMN00001916	assembly_unavailable
biosample:SAMN00001917	assembly_unavailable
biosample:SAMN00001919	assembly_unavailable
biosample:SAMN00001942	assembly_unavailable
biosample:SAMN00002226	assembly_unavailable
biosample:SAMN00002244	assembly_unavailable
biosample:SAMN00002247	assembly_unavailable
biosample:SAMN00002456	assembly_unavailable
biosample:SAMN00002506	assembly_unavailable
biosample:SAMN00002545	metadata_identity_flags:META_FAIL
biosample:SAMN00002582	assembly_unavailable
biosample:SAMN00002587	assembly_unavailable
biosample:SAMN00002593	assembly_unavailable
biosample:SAMN00002594	assembly_unavailable
biosample:SAMN00002595	assembly_unavailable
biosample:SAMN00002596	assembly_unavailable
biosample:SAMN00002597	assembly_unavailable
biosample:SAMN00002598	assembly_unavailable
biosample:SAMN00002600	assembly_unavailable
biosample:SAMN00002602	assembly_unavailable
biosample:SAMN00002603	assembly_unavailable
biosample:SAMN00002604	assembly_unavailable
biosample:SAMN00002609	assembly_unavailable
biosample:SAMN00002612	assembly_unavailable
biosample:SAMN00002613	assembly_unavailable
biosample:SAMN00002661	assembly_unavailable
biosample:SAMN00002700	assembly_unavailable
biosample:SAMN00003365	assembly_unavailable
biosample:SAMN00005136	assembly_unavailable
biosample:SAMN00005351	assembly_unavailable
biosample:SAMN00005353	assembly_unavailable
biosample:SAMN00005354	assembly_unavailable
biosample:SAMN00005357	assembly_unavailable
biosample:SAMN00005358	assembly_unavailable
biosample:SAMN00005359	assembly_unavailable
biosample:SAMN00005360	assembly_unavailable
biosample:SAMN00008342	assembly_unavailable
biosample:SAMN00008344	assembly_unavailable
biosample:SAMN00008758	assembly_unavailable
biosample:SAMN00008759	metadata_identity_flags:META_FAIL
biosample:SAMN00008769	assembly_unavailable
biosample:SAMN00008774	assembly_unavailable
biosample:SAMN00008777	assembly_unavailable
biosample:SAMN00008778	assembly_unavailable
biosample:SAMN00008795	assembly_unavailable
biosample:SAMN00008796	assembly_unavailable
biosample:SAMN00008797	metadata_identity_flags:META_FAIL
biosample:SAMN00008799	metadata_identity_flags:META_FAIL
biosample:SAMN00008804	metadata_identity_flags:META_FAIL
biosample:SAMN00008805	metadata_identity_flags:META_FAIL
biosample:SAMN00008808	assembly_unavailable
biosample:SAMN00008812	metadata_identity_flags:META_FAIL
biosample:SAMN00008813	metadata_identity_flags:META_FAIL
biosample:SAMN00008814	assembly_unavailable
biosample:SAMN00008817	assembly_unavailable
biosample:SAMN00008819	assembly_unavailable
biosample:SAMN00008820	metadata_identity_flags:META_FAIL
biosample:SAMN00008822	assembly_unavailable
biosample:SAMN00008823	metadata_identity_flags:META_FAIL
biosample:SAMN00008825	assembly_unavailable
biosample:SAMN00008827	assembly_unavailable
biosample:SAMN00008828	assembly_unavailable
biosample:SAMN00008830	assembly_unavailable
biosample:SAMN00008832	metadata_identity_flags:META_FAIL
biosample:SAMN00008837	assembly_unavailable
biosample:SAMN00008838	assembly_unavailable
biosample:SAMN00008840	assembly_unavailable
biosample:SAMN00008841	assembly_unavailable
biosample:SAMN00008842	assembly_unavailable
biosample:SAMN00008844	assembly_unavailable
biosample:SAMN00008846	metadata_identity_flags:META_FAIL
biosample:SAMN00008847	assembly_unavailable
biosample:SAMN00008849	metadata_identity_flags:META_FAIL
biosample:SAMN00008853	assembly_unavailable
biosample:SAMN00008854	assembly_unavailable
biosample:SAMN00008855	assembly_unavailable
biosample:SAMN00008856	assembly_unavailable
biosample:SAMN00008857	assembly_unavailable
biosample:SAMN00008859	metadata_identity_flags:META_FAIL
biosample:SAMN00008860	metadata_identity_flags:META_FAIL
biosample:SAMN00008861	metadata_identity_flags:META_FAIL
biosample:SAMN00008862	assembly_unavailable
biosample:SAMN00008863	metadata_identity_flags:META_FAIL
biosample:SAMN00009040	metadata_identity_flags:META_FAIL
biosample:SAMN00009759	assembly_unavailable
biosample:SAMN00013959	assembly_unavailable
biosample:SAMN00015356	assembly_unavailable
biosample:SAMN00016729	assembly_unavailable
biosample:SAMN00016731	assembly_unavailable
biosample:SAMN00016829	metadata_identity_flags:META_FAIL
biosample:SAMN00016988	assembly_unavailable
biosample:SAMN00016989	metadata_identity_flags:META_FAIL
biosample:SAMN00017035	assembly_unavailable
biosample:SAMN00017036	assembly_unavailable
biosample:SAMN00017059	assembly_unavailable
biosample:SAMN00017225	metadata_identity_flags:META_FAIL
biosample:SAMN00017394	assembly_unavailable
biosample:SAMN00017405	assembly_unavailable
biosample:SAMN00017443	assembly_unavailable
biosample:SAMN00017477	assembly_unavailable
biosample:SAMN00100737	assembly_unavailable
biosample:SAMN00100748	assembly_unavailable
biosample:SAMN00100749	assembly_unavailable
biosample:SAMN00100752	assembly_unavailable
biosample:SAMN00100753	assembly_unavailable
biosample:SAMN00100755	metadata_identity_flags:META_FAIL
biosample:SAMN00100756	assembly_unavailable
biosample:SAMN00103625	metadata_identity_flags:META_FAIL
biosample:SAMN00103629	assembly_unavailable
biosample:SAMN00113485	assembly_unavailable
biosample:SAMN00113594	assembly_unavailable
biosample:SAMN00113608	assembly_unavailable
biosample:SAMN00115627	assembly_unavailable
biosample:SAMN00116458	assembly_unavailable
biosample:SAMN00116773	assembly_unavailable
biosample:SAMN00116774	assembly_unavailable
biosample:SAMN00116775	assembly_unavailable
biosample:SAMN00116776	assembly_unavailable
biosample:SAMN00116807	assembly_unavailable
biosample:SAMN00117214	assembly_unavailable
biosample:SAMN00117215	assembly_unavailable
biosample:SAMN00117235	assembly_unavailable
biosample:SAMN00118193	metadata_identity_flags:META_FAIL
biosample:SAMN00120144	assembly_unavailable
biosample:SAMN00120211	assembly_unavailable
biosample:SAMN00120219	assembly_unavailable
biosample:SAMN00120225	assembly_unavailable
biosample:SAMN00120458	assembly_unavailable
biosample:SAMN00120576	metadata_identity_flags:META_FAIL
biosample:SAMN00120578	assembly_unavailable
biosample:SAMN00120580	assembly_unavailable
biosample:SAMN00120581	assembly_unavailable
biosample:SAMN00120582	metadata_identity_flags:META_FAIL
biosample:SAMN00120584	assembly_unavailable
biosample:SAMN00120585	assembly_unavailable
biosample:SAMN00138207	assembly_unavailable
biosample:SAMN00138208	assembly_unavailable
biosample:SAMN00138209	assembly_unavailable
biosample:SAMN00138213	assembly_unavailable
biosample:SAMN00138929	assembly_unavailable
biosample:SAMN00138930	assembly_unavailable
biosample:SAMN00138948	assembly_unavailable
biosample:SAMN00138949	assembly_unavailable
biosample:SAMN00138952	metadata_identity_flags:META_FAIL
biosample:SAMN00138957	metadata_identity_flags:META_FAIL
biosample:SAMN00139180	metadata_identity_flags:META_FAIL
biosample:SAMN00139181	assembly_unavailable
biosample:SAMN00139182	assembly_unavailable
biosample:SAMN00139184	assembly_unavailable
biosample:SAMN00139187	assembly_unavailable
biosample:SAMN00139192	assembly_unavailable
biosample:SAMN00139193	assembly_unavailable
biosample:SAMN00139194	assembly_unavailable
biosample:SAMN00139312	assembly_unavailable
biosample:SAMN00139322	assembly_unavailable
biosample:SAMN00139429	metadata_identity_flags:META_FAIL
biosample:SAMN00139430	assembly_unavailable
biosample:SAMN00139432	assembly_unavailable
biosample:SAMN00189217	assembly_unavailable
biosample:SAMN00189531	assembly_unavailable
biosample:SAMN00189880	assembly_unavailable
biosample:SAMN00189881	metadata_identity_flags:META_FAIL
biosample:SAMN00190054	assembly_unavailable
biosample:SAMN00191234	assembly_unavailable
biosample:SAMN00191235	metadata_identity_flags:META_FAIL
biosample:SAMN00191237	metadata_identity_flags:META_FAIL
biosample:SAMN00210783	metadata_identity_flags:META_FAIL
biosample:SAMN00215989	assembly_unavailable
biosample:SAMN00216780	assembly_unavailable
biosample:SAMN00216833	assembly_unavailable
biosample:SAMN00216885	assembly_unavailable
biosample:SAMN00216886	assembly_unavailable
biosample:SAMN00216969	assembly_unavailable
biosample:SAMN00216972	assembly_unavailable
biosample:SAMN00216974	assembly_unavailable
biosample:SAMN00217012	assembly_unavailable
biosample:SAMN00217013	assembly_unavailable
biosample:SAMN00253295	assembly_unavailable
biosample:SAMN00253297	assembly_unavailable
biosample:SAMN00253298	assembly_unavailable
biosample:SAMN00253299	assembly_unavailable
biosample:SAMN00253300	assembly_unavailable
biosample:SAMN00253301	assembly_unavailable
biosample:SAMN00253302	assembly_unavailable
biosample:SAMN00253307	assembly_unavailable
biosample:SAMN00253308	assembly_unavailable
biosample:SAMN00253309	assembly_unavailable
biosample:SAMN00253310	assembly_unavailable
biosample:SAMN00253311	assembly_unavailable
biosample:SAMN00253312	assembly_unavailable
biosample:SAMN00253313	assembly_unavailable
biosample:SAMN00253314	assembly_unavailable
biosample:SAMN00253315	assembly_unavailable
biosample:SAMN00253318	assembly_unavailable
biosample:SAMN00253319	assembly_unavailable
biosample:SAMN00253320	assembly_unavailable
biosample:SAMN00253321	assembly_unavailable
biosample:SAMN00253322	assembly_unavailable
biosample:SAMN00253323	assembly_unavailable
biosample:SAMN00253324	assembly_unavailable
biosample:SAMN00253325	assembly_unavailable
biosample:SAMN00253969	assembly_unavailable
biosample:SAMN00253970	metadata_identity_flags:META_FAIL
biosample:SAMN00253995	metadata_identity_flags:META_FAIL
biosample:SAMN00253996	metadata_identity_flags:META_FAIL
biosample:SAMN00259653	metadata_identity_flags:META_FAIL
biosample:SAMN00259689	metadata_identity_flags:META_FAIL
biosample:SAMN00259690	assembly_unavailable
biosample:SAMN00260151	metadata_identity_flags:META_FAIL
biosample:SAMN00260258	metadata_identity_flags:META_FAIL
biosample:SAMN00260259	metadata_identity_flags:META_FAIL
biosample:SAMN00261231	assembly_unavailable
biosample:SAMN00262616	assembly_unavailable
biosample:SAMN00262626	metadata_identity_flags:META_FAIL
biosample:SAMN00262639	metadata_identity_flags:META_FAIL
biosample:SAMN00262640	metadata_identity_flags:META_FAIL
biosample:SAMN00262700	assembly_unavailable
biosample:SAMN00262711	assembly_unavailable
biosample:SAMN00621697	assembly_unavailable
biosample:SAMN00621698	assembly_unavailable
biosample:SAMN00621699	assembly_unavailable
biosample:SAMN00621700	assembly_unavailable
biosample:SAMN00621701	assembly_unavailable
biosample:SAMN00621702	assembly_unavailable
biosample:SAMN00621704	assembly_unavailable
biosample:SAMN00621705	assembly_unavailable
biosample:SAMN00621707	assembly_unavailable
biosample:SAMN00621708	assembly_unavailable
biosample:SAMN00621712	assembly_unavailable
biosample:SAMN00621722	assembly_unavailable
biosample:SAMN00621724	assembly_unavailable
biosample:SAMN00622208	assembly_unavailable
biosample:SAMN00622973	assembly_unavailable
biosample:SAMN00623032	assembly_unavailable
biosample:SAMN00623033	assembly_unavailable
biosample:SAMN00623035	assembly_unavailable
biosample:SAMN00623036	assembly_unavailable
biosample:SAMN00623037	assembly_unavailable
biosample:SAMN00623039	assembly_unavailable
biosample:SAMN00623041	assembly_unavailable
biosample:SAMN00623043	assembly_unavailable
biosample:SAMN00623044	assembly_unavailable
biosample:SAMN00623046	assembly_unavailable
biosample:SAMN00623047	assembly_unavailable
biosample:SAMN00623048	assembly_unavailable
biosample:SAMN00623055	assembly_unavailable
biosample:SAMN00623056	assembly_unavailable
biosample:SAMN00623058	assembly_unavailable
biosample:SAMN00623067	assembly_unavailable
biosample:SAMN00623068	assembly_unavailable
biosample:SAMN00627053	assembly_unavailable
biosample:SAMN00627054	assembly_unavailable
biosample:SAMN00627055	assembly_unavailable
biosample:SAMN00627057	assembly_unavailable
biosample:SAMN00627058	assembly_unavailable
biosample:SAMN00627059	assembly_unavailable
biosample:SAMN00627060	assembly_unavailable
biosample:SAMN00627066	assembly_unavailable
biosample:SAMN00627067	assembly_unavailable
biosample:SAMN00627068	assembly_unavailable
biosample:SAMN00627069	assembly_unavailable
biosample:SAMN00627070	assembly_unavailable
biosample:SAMN00627073	assembly_unavailable
biosample:SAMN00627074	assembly_unavailable
biosample:SAMN00627086	assembly_unavailable
biosample:SAMN00627089	assembly_unavailable
biosample:SAMN00627090	assembly_unavailable
biosample:SAMN00627091	assembly_unavailable
biosample:SAMN00627099	assembly_unavailable
biosample:SAMN00627102	assembly_unavailable
biosample:SAMN00627103	assembly_unavailable
biosample:SAMN00627104	assembly_unavailable
biosample:SAMN00627105	assembly_unavailable
biosample:SAMN00672674	metadata_identity_flags:META_FAIL
biosample:SAMN00707155	assembly_unavailable
biosample:SAMN00713558	assembly_unavailable
biosample:SAMN00713560	assembly_unavailable
biosample:SAMN00713561	assembly_unavailable
biosample:SAMN00713562	assembly_unavailable
biosample:SAMN00713564	metadata_identity_flags:META_FAIL
biosample:SAMN00713565	assembly_unavailable
biosample:SAMN00713566	assembly_unavailable
biosample:SAMN00713569	assembly_unavailable
biosample:SAMN00713570	assembly_unavailable
biosample:SAMN00713573	assembly_unavailable
biosample:SAMN00713576	assembly_unavailable
biosample:SAMN00713578	metadata_identity_flags:META_FAIL
biosample:SAMN00713580	assembly_unavailable
biosample:SAMN00713581	assembly_unavailable
biosample:SAMN00713585	metadata_identity_flags:META_FAIL
biosample:SAMN00713587	metadata_identity_flags:META_FAIL
biosample:SAMN00713589	assembly_unavailable
biosample:SAMN00713591	assembly_unavailable
biosample:SAMN00713596	assembly_unavailable
biosample:SAMN00713597	assembly_unavailable
biosample:SAMN00713604	assembly_unavailable
biosample:SAMN00713607	assembly_unavailable
biosample:SAMN00713608	metadata_identity_flags:META_FAIL
biosample:SAMN00713611	assembly_unavailable
biosample:SAMN00713612	assembly_unavailable
biosample:SAMN00713614	assembly_unavailable
biosample:SAMN00713629	assembly_unavailable
biosample:SAMN00715886	assembly_unavailable
biosample:SAMN00716786	metadata_identity_flags:META_FAIL
biosample:SAMN00727631	assembly_unavailable
biosample:SAMN00727646	assembly_unavailable
